,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,82.62,63.64,49.65,34.61,22.41,14.43,5.93000693000693
1,Duke,FinalFour,1,100.0,78.63,58.54,43.52,29.97,21.08,14.01,6.1377587437544605
2,Arizona,FinalFour,9,100.0,80.52,59.02,46.39,33.03,21.03,12.3,7.130081300813008
3,Illinois,SweetSixteen,3,100.0,78.99,53.98,35.32,24.2,14.7,8.63,10.587485515643104
4,Florida,FinalFour,8,100.0,79.19,58.47,40.4,25.28,15.04,8.38,10.933174224343675
5,Houston,EliteEight,9,100.0,80.23,57.03,36.3,21.53,11.41,6.11,15.366612111292962
6,Purdue,EliteEight,16,100.0,74.97,50.47,37.28,19.08,10.09,5.41,17.484288354898336
7,Iowa St.,EliteEight,12,100.0,72.38,51.95,29.99,16.65,9.0,4.32,22.14814814814815
8,Connecticut,EliteEight,13,100.0,77.12,57.33,33.71,17.87,8.61,3.46,27.901734104046245
9,Michigan St.,SweetSixteen,4,100.0,70.16,45.23,25.06,10.68,4.68,2.07,47.30917874396136
10,Louisville,south,6,100.0,59.14,36.99,20.29,10.05,4.4,1.89,51.91005291005291
11,Virginia,SweetSixteen,13,100.0,66.01,42.63,17.7,8.42,3.6,1.64,59.97560975609756
12,Vanderbilt,SweetSixteen,2,100.0,68.05,37.83,21.06,8.5,3.76,1.62,60.728395061728385
13,Alabama,SweetSixteen,9,100.0,70.5,36.2,15.33,6.98,3.4,1.43,68.93006993006993
14,Arkansas,SweetSixteen,15,100.0,62.62,33.03,16.57,8.09,4.01,1.4,70.42857142857143
15,Gonzaga,SweetSixteen,8,100.0,68.19,39.65,19.6,8.65,3.15,1.36,72.52941176470588
16,Texas Tech,west,5,100.0,60.21,38.21,18.19,9.33,3.71,1.35,73.07407407407408
17,Nebraska,SweetSixteen,14,100.0,65.53,36.09,16.7,6.33,3.36,0.99,100.01010101010101
18,Wisconsin,east,5,100.0,63.04,31.72,12.38,6.35,2.42,0.99,100.01010101010101
19,St. John's,midwest,5,100.0,52.7,29.9,15.25,5.88,2.71,0.87,113.94252873563218
20,Tennessee,west,6,100.0,57.07,28.59,11.61,4.59,1.79,0.75,132.33333333333334
21,Kansas,south,5,100.0,57.33,33.37,13.15,6.13,2.28,0.64,155.25
22,Ohio St.,west,8,100.0,56.26,20.95,10.2,5.4,2.0,0.63,157.73015873015873
23,Saint Mary's,midwest,7,100.0,52.44,22.61,11.68,4.51,1.73,0.55,180.8181818181818
