,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,86.91,65.53,52.06,40.56,30.07,20.09,3.977600796416127
1,Duke,FinalFour,1,100.0,76.41,56.09,36.89,23.63,12.88,7.54,12.26259946949602
2,Arizona,FinalFour,9,100.0,71.64,46.64,31.44,19.31,11.51,6.6,14.151515151515152
3,Houston,SweetSixteen,3,100.0,76.93,53.45,32.31,19.43,12.27,6.55,14.267175572519085
4,Illinois,EliteEight,12,100.0,76.13,48.32,28.0,18.73,11.59,6.23,15.051364365971105
5,Purdue,SweetSixteen,8,100.0,70.15,48.82,32.15,18.97,9.75,5.07,18.723865877712033
6,Iowa St.,EliteEight,13,100.0,71.2,49.38,27.46,16.23,9.43,4.59,20.78649237472767
7,Connecticut,FinalFour,8,100.0,65.15,38.19,24.52,13.67,7.64,4.04,23.75247524752475
8,Vanderbilt,SweetSixteen,2,100.0,72.92,45.25,26.34,14.77,7.19,3.68,26.173913043478258
9,Kansas,SweetSixteen,15,100.0,70.04,42.72,23.7,12.26,6.24,3.39,28.49852507374631
10,Florida,SweetSixteen,14,100.0,62.39,36.89,20.75,11.72,6.65,3.11,31.154340836012864
11,Gonzaga,EliteEight,16,100.0,68.87,37.99,20.93,10.32,4.96,2.49,39.16064257028113
12,Michigan St.,SweetSixteen,4,100.0,68.13,40.88,23.56,10.77,4.9,2.38,41.01680672268908
13,Alabama,east,5,100.0,64.85,38.12,15.66,8.21,4.68,2.3,42.47826086956522
14,Louisville,south,6,100.0,53.7,27.95,15.92,7.29,3.69,1.72,57.139534883720934
15,Nebraska,EliteEight,9,100.0,68.21,38.17,20.45,7.93,4.07,1.64,59.97560975609756
16,Tennessee,SweetSixteen,9,100.0,60.64,37.77,21.73,10.4,3.58,1.61,61.11180124223602
17,Virginia,SweetSixteen,13,100.0,60.43,34.63,12.0,6.84,3.45,1.51,65.2251655629139
18,Saint Louis,east,7,100.0,57.32,38.25,21.37,7.4,3.49,1.42,69.42253521126761
19,Texas Tech,west,5,100.0,62.43,32.97,15.75,7.9,2.94,1.3,75.92307692307692
20,BYU,south,5,100.0,65.2,34.89,15.96,7.58,2.99,1.16,85.20689655172414
21,Arkansas,east,6,100.0,57.14,28.88,14.19,5.18,2.59,1.16,85.20689655172414
22,Iowa,south,7,100.0,61.68,30.4,14.43,6.66,2.91,1.15,85.95652173913044
23,N.C. State,midwest,8,100.0,56.87,31.33,17.66,7.33,2.55,0.92,107.69565217391303
24,Indiana,south,8,100.0,53.3,27.35,13.56,6.6,2.64,0.89,111.35955056179775
25,North Carolina,midwest,5,100.0,62.38,35.19,16.49,6.73,2.67,0.87,113.94252873563218
26,Clemson,east,8,100.0,54.03,20.02,10.64,5.21,2.29,0.77,128.87012987012986
27,St. John's,west,6,100.0,55.02,24.65,13.3,5.71,1.7,0.71,139.84507042253523
