,away_team_x,home_team_x,commence_time,DraftKings,BetMGM spreads,Caesars spreads,FanDuel,BetOnline.ag spreads,BetRivers spreads,teams,date,muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,Date_zero,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,AWAY,HOME,VegasSpread,VegasTotal,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff,LeagueTempo,LeagueOE,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,Team,TRank_Tm_AdjEM,TRank_Tm_AdjOE,TRank_Tm_AdjDE,TRank_Tm_AdjT,TRank_Opp_AdjEM,TRank_Opp_AdjOE,TRank_Opp_AdjDE,TRank_Opp_AdjT,Team_y,MG_Tm_AdjT,MG_ATS_Tm_net_eff,MG_Tm_AdjEM,MG_Tm_AdjOE,MG_Tm_AdjDE,MG_Opp_AdjT,MG_ATS_Opp_net_eff,MG_Opp_AdjEM,MG_Opp_AdjOE,MG_Opp_AdjDE,Pomeroy_Tm_Score,Pomeroy_Opp_Score,Pomeroy_OverUnder,Pomeroy_PointDiff,Pomeroy_GameTempo,TRank_Tm_Score,TRank_Opp_Score,TRank_OverUnder,TRank_PointDiff,TRank_GameTempo,MG_Tm_Score,MG_Opp_Score,MG_OverUnder,MG_PointDiff,MG_GameTempo,MG_ATS_PointDiff,MG_ATS_GameTempo,Daily_Reg_PointDiff,Daily_Reg_GameTempo,away_team_y,home_team_y,VegasImpliedWinPercent,MG_ATS_ImpliedWinPercent,Dif_from_Vegas
0,Florida Atlantic Owls,Arizona Wildcats,2023-12-23 14:00:00-06:00,-6.5,-6.5,-7.0,-6.5,-6.5,-6.5,Florida Atlantic Owls vs Arizona Wildcats,12/23/2023,ArizonaFlorida Atlantic12-23,2023-12-23 00:00:00,P12 vs. Amer,3 Arizona vs. 7 Florida Atlantic,"Arizona -3.1, 82-79 (61%)",92.0148499462574,0,N,Arizona,12/23/2023,117.16829535699944,90.6476126594244,0.9503232325641208,0.6086628822890938,82.43707904949103,Florida Atlantic,119.14672091580526,95.78750383770412,0.9248099696321792,0.3913371177109062,79.33084732452723,76.36726349130889,Arizona,0,,,,,,,,,,,,,,,,,0.4225424413412525,0.3199415937547568,738877,,,,3,7,,,,Arizona,Florida Atlantic,3.1062317249638056,161.76792637401826,3.1,-0.4,1.2,-1.9,71.2,101.4,20231223,30.5,119.3,88.8,75.8,22.299999999999997,118.2,95.9,69.9,,,,,,Arizona,26.52040000000001,117.168,90.6476,75.9116,23.35950000000001,119.147,95.7875,69.5741,Arizona,75.71801330228251,37.679826211994495,29.2112557667539,115.29291974019277,86.08166397343892,69.01614064594138,28.74332409628591,24.169129756920245,121.58697962811016,97.41784987118989,83.96291030267268,77.02981858918955,160.9927288918622,6.933091713483137,74.41601123595505,82.10236152877003,79.00911833426785,161.11147986303789,3.093243194502179,74.17810743764046,81.29673600314149,75.75820139746585,157.05493740060734,5.538534605675636,73.39557662221334,6.55899725768063,73.39557662221334,2.275262875288618,73.39557662221334,Arizona Wildcats,Florida Atlantic Owls,73.20575054664809,26.609501315619475,-46.596249231028615
1,Butler Bulldogs,Providence Friars,2023-12-23 11:00:00-06:00,-6.0,-6.5,-6.0,-6.5,-6.0,-6.5,Butler Bulldogs vs Providence Friars,12/23/2023,ButlerProvidence12-23,2023-12-23 00:00:00,BE at BE,59 Butler at 38 Providence,"Providence -5.6, 74-69 (71%)",66.33950245679566,1,H,Butler,12/23/2023,110.64550260443706,100.47428062562912,0.751931601976505,0.2879056695326232,68.60055689707366,Providence,108.09732226500822,90.72713124477964,0.8823130048817756,0.7120943304673768,74.22095496425275,71.04938080137347,Butler,0,,,,,,,,,,,,,,,,,0.4709802718411826,0.8002111733326444,738877,,,,59,38,,,,Butler,Providence,-5.620398067179096,142.82151186132643,1.1,-4.4,-0.9,-2.0,71.2,101.4,20231223,12.5,112.5,100.0,69.5,14.900000000000006,107.0,92.1,70.4,,,,,,Butler,12.918099999999995,112.103,99.1849,69.7985,14.787899999999993,106.71,91.9221,70.3984,Butler,69.73548851264566,21.129125707136783,16.333531384050318,112.9096278849196,96.57609650086927,70.33341435097364,13.015917131601764,13.11623676159089,105.46841461568285,92.35217785409196,68.2661636675088,74.55885033707865,142.82501400458744,-6.2926866695698465,68.71910112359551,68.18391466295878,74.06576609758561,142.24968076054438,-5.8818514346268245,69.01267868539325,68.8699150408116,71.14847163918462,140.01838667999624,-2.278556598373015,68.88672764785773,3.3307958834734848,68.88672764785773,-1.143106358588554,68.88672764785773,Butler Bulldogs,Providence Friars,73.20575054664809,37.55388476402618,-35.65186578262191
2,Mississippi St Bulldogs,Rutgers Scarlet Knights,2023-12-23 11:00:00-06:00,3.5,3.5,3.5,3.5,3.5,3.5,Mississippi St Bulldogs vs Rutgers Scarlet Knights,12/23/2023,Mississippi St.Rutgers12-23,2023-12-23 00:00:00,SEC vs. B10,34 Mississippi St. vs. 75 Rutgers,"Mississippi St. -4.0, 66-62 (67%)",66.0127886763458,0,N,Mississippi St.,12/23/2023,108.85528635694055,92.55913341840316,0.8658756280033848,0.6728674358853914,65.65367722248098,Rutgers,101.43333835938344,91.8302476591886,0.7583749747923789,0.3271325641146085,61.66287569986762,68.28532430841345,,0,,,,,,,,,,,,,,,,,0.74143371201853,0.5823069336687604,738877,,,,34,75,,,,Mississippi St.,Rutgers,3.99080152261336,127.31655292234859,13.8,9.1,0.1,-13.7,71.2,101.4,20231223,17.200000000000003,109.9,92.7,69.2,10.900000000000006,103.7,92.8,67.9,,,,,,Mississippi St.,16.295900000000003,108.855,92.5591,69.2811,9.602800000000002,101.433,91.8302,68.1649,Mississippi St.,69.32654224857794,17.7303690627247,16.736714614646182,108.16292599401393,91.4262113793677,67.94047474573387,1.9451282249032578,5.461936884199225,99.0293620260823,93.56742514188308,66.37485551935822,62.56283360647565,128.93768912583386,3.812021912882571,65.9926966292135,65.38701927507046,61.41239312337409,126.79941239844455,3.97462615169637,66.32779850266854,66.02573947687893,59.06699445635784,125.09273393323676,6.958745020521086,66.15278360742361,10.442376213354692,66.15278360742361,9.129084137824456,66.15278360742361,Mississippi State Bulldogs,Rutgers Scarlet Knights,36.944134018176364,15.998682816016396,-20.945451202159965
3,St. John's Red Storm,UConn Huskies,2023-12-23 19:00:00-06:00,-11.5,,-11.5,-11.5,-11.5,-11.0,St. John's Red Storm vs UConn Huskies,12/23/2023,St. John'sConnecticut12-23,2023-12-23 00:00:00,BE at BE,37 St. John's at 4 Connecticut,"Connecticut -9.8, 78-69 (82%)",65.78631526962,1,H,St. John's,12/23/2023,111.81146157650844,98.78058080252764,0.8061210544619256,0.1771424146025682,68.54771733909777,Connecticut,120.39297457245954,93.06496354470596,0.9507728126572508,0.8228575853974317,78.34173425000768,68.48951045466113,St. John's,0,,,,,,,,,,,,,,,,,0.2568281279650506,0.744892640136301,738877,,,,37,4,,,,St. John's,Connecticut,-9.794016910909903,146.88945158910545,15.5,21.7,9.4,-6.0,71.2,101.4,20231223,13.5,112.6,99.1,71.5,26.299999999999997,120.6,94.3,66.0,,,,,,St. John's,15.771100000000004,113.284,97.5129,71.3482,24.557299999999998,118.848,94.2907,66.3879,St. John's,71.18881617132344,17.196174689116418,16.202666890057472,112.17653996099257,95.97387307093508,66.37287307250536,21.825548824882805,23.1528392218825,119.92866798241903,96.77582876053653,67.47391999334917,80.32096193308989,147.79488192643907,-12.84704193974072,66.27808988764045,68.13107926397875,78.17787540134336,146.30895466532212,-10.046796137364609,66.52608380308989,69.0728234693123,77.45266774631375,146.52549121562606,-8.379844277001453,66.36244747080292,-5.292855299025902,66.36244747080292,8.33007985632507,66.36244747080292,St Johns Red Storm,Connecticut Huskies,86.32938299430262,69.28979315957854,-17.039589834724083
4,Seton Hall Pirates,Xavier Musketeers,2023-12-23 13:00:00-06:00,-4.0,-3.5,-4.0,-3.5,-4.0,-4.0,Seton Hall Pirates vs Xavier Musketeers,12/23/2023,Seton HallXavier12-23,2023-12-23 00:00:00,BE at BE,82 Seton Hall at 54 Xavier,"Xavier -6.5, 76-69 (74%)",60.41964818217536,1,H,Seton Hall,12/23/2023,109.28429906329576,102.6272146491022,0.673216754142776,0.2636839431997552,69.41966688186771,Xavier,109.66986029217829,94.19137584853104,0.8519122475118767,0.7363160568002448,75.90378727944517,70.11601324941795,Seton Hall,0,,,,,,,,,,,,,,,,,0.5370893306040192,0.8549277813328549,738877,,,,82,54,,,,Seton Hall,Xavier,-6.484120397577456,145.3234541613129,8.5,14.3,2.6,-5.9,71.2,101.4,20231223,11.5,112.1,100.6,67.7,13.299999999999997,109.0,95.7,72.0,,,,,,Seton Hall,9.414000000000001,110.724,101.31,67.4744,12.829999999999998,108.262,95.432,71.8665,Seton Hall,67.65784249362974,7.668698920253537,8.042591162865023,109.92847224823781,101.8858810853728,71.84475443518427,14.926612065859816,13.749690132916282,107.27738536405774,93.5276952311414,70.41652622640024,76.12084578741572,146.53737201381597,-5.704319561015481,68.46067415730337,68.9981107631893,75.74463001757036,144.74274078075968,-6.746519254381056,68.1060248258427,67.29759051515688,75.66470728021162,142.9622977953685,-8.367116765054732,68.27052078046636,-7.082552794902995,68.27052078046636,3.922960665087146,68.27052078046636,Seton Hall Pirates,Xavier Musketeers,63.055865981823636,75.00124209006327,11.945376108239635
5,Duquesne Dukes,Santa Clara Broncos,2023-12-23 16:00:00-06:00,2.5,3.5,3.0,2.5,2.5,3.0,Duquesne Dukes vs Santa Clara Broncos,12/23/2023,DuquesneSanta Clara12-23,2023-12-23 00:00:00,A10 vs. WCC,73 Duquesne vs. 122 Santa Clara,"Duquesne -5.0, 79-74 (68%)",60.191429300342826,0,N,Duquesne,12/23/2023,112.24554072675444,100.967923457392,0.771656444034655,0.6787858075232446,79.04006033902814,Santa Clara,108.082728814332,103.75907936749785,0.6152631937006408,0.3212141924767554,74.06137699742295,70.55952651825002,,0,,,,,,,,,,,,,,,,,0.8491223347771878,0.7270162314385262,738877,,,,73,122,,,,Duquesne,Santa Clara,4.9786833416051905,153.1014373364511,1.6,-2.1,-1.3,-2.9,71.2,101.4,20231223,9.399999999999991,111.3,101.9,68.3,3.299999999999997,107.8,104.5,71.5,,,,,,Duquesne,11.277999999999992,112.246,100.968,68.5245,4.323999999999998,108.083,103.759,71.2128,Duquesne,68.70469896225133,9.18754512958125,8.77988958222679,110.65811877023722,101.87822918801042,70.82845872043985,-1.7021309827388675,1.5988352862784065,106.28682446945336,104.68798918317493,78.67201099286947,74.30221177254391,152.9742227654134,4.369799220325561,68.58778089887639,78.71955667927581,73.76105726312022,152.48061394239602,4.95849941615559,68.53681901123596,78.08298808597492,72.9855866487515,151.0685747347264,5.097401437223425,68.34617885320316,7.442677512260843,68.34617885320316,1.093538861651254,68.34617885320316,Duquesne Dukes,Santa Clara Broncos,40.590361400171645,23.921609717560642,-16.668751682611003
6,Kennesaw St Owls,UNC Asheville Bulldogs,2023-12-23 13:00:00-06:00,-4.5,-4.5,-5.0,-4.5,-4.5,-4.5,Kennesaw St Owls vs UNC Asheville Bulldogs,12/23/2023,Kennesaw St.UNC Asheville12-23,2023-12-23 00:00:00,ASun at BSth,198 Kennesaw St. at 188 UNC Asheville,"UNC Asheville -4.6, 83-78 (66%)",51.13119629781589,0,H,Kennesaw St.,12/23/2023,103.23325229526532,108.48702530616376,0.3610395485613588,0.3407469574272346,78.08300314259266,UNC Asheville,105.33247032965124,104.51941473870346,0.5222633299411438,0.6592530425727654,82.69514255075657,75.23908931560945,,0,,,,,,,,,,,,,,,,,0.8592647477749,0.9555282695051718,738877,,,,198,188,,,,Kennesaw St.,UNC Asheville,-4.612139408163912,160.77814569334924,6.6,-0.4,9.7,3.1,71.2,101.4,20231223,-2.799999999999997,104.8,107.6,77.5,-2.4000000000000057,103.5,105.9,68.1,,,,,,Kennesaw St.,-2.5019999999999953,104.593,107.095,76.4336,-1.9150000000000063,103.981,105.896,68.0781,Kennesaw St.,75.80958805683139,2.6842602699897133,1.5252182086609203,108.11145233059146,106.58623412193052,68.19186153997028,-4.068404975034994,-2.7737977535841987,103.64844624125371,106.4222439948379,78.87546605999499,83.70654117851122,162.5820072385062,-4.831075118516225,74.125702247191,77.60859097297877,82.52259722086752,160.1311881938463,-4.91400624788875,73.08222281123595,80.09339037541588,81.3352036712044,161.42859404662028,-1.2418132957885177,72.6066984855847,2.8839694814159174,72.6066984855847,2.6289433387660637,72.6066984855847,Kennesaw St Owls,UNC Asheville Bulldogs,66.58824291023754,39.17872879400189,-27.40951411623565
7,Missouri St Bears,Saint Mary's Gaels,2023-12-23 19:00:00-06:00,-14.0,,-14.0,-14.5,-14.0,-14.0,Missouri St Bears vs Saint Mary's Gaels,12/23/2023,Missouri St.Saint Mary's12-23,2023-12-23 00:00:00,MVC at WCC,105 Missouri St. at 22 Saint Mary's,"Saint Mary's -10.6, 69-59 (87%)",50.26132786236704,0,H,Missouri St.,12/23/2023,102.74048585287298,98.6612346959405,0.6144158806786545,0.1287180086761561,58.578460401491625,Saint Mary's,110.45123102535412,89.81655870324967,0.9151539837519436,0.8712819913238439,69.17625287287775,65.99993800726538,Missouri St.,0,,,,,,,,,,,,,,,,,0.3822650044115726,0.8839770335911278,738877,,,,105,22,,,,Missouri St.,Saint Mary's,-10.597792471386128,127.75471327436938,-24.2,-14.7,-6.9,17.3,71.2,101.4,20231223,4.199999999999989,103.6,99.4,70.7,14.800000000000011,107.4,92.6,64.9,,,,,,Missouri St.,6.698899999999995,104.094,97.3951,70.6263,18.03450000000001,109.034,90.9995,64.6287,Missouri St.,70.52569802724875,2.9144553279262757,3.4924373351645066,100.28768029850087,96.79524296333634,65.18567326410704,17.94211582089221,18.054862287112257,107.79883493212564,89.74397264501333,59.274886892531605,69.76100647133597,129.0358933638676,-10.48611957880437,64.44424157303371,58.22271587382815,69.03175093925816,127.25446681308631,-10.80903506543001,64.10794880351122,55.71707464387926,68.31649733465039,124.03357197852965,-12.599422690771135,64.56833017313645,-11.699557045354354,64.56833017313645,-17.52746063547893,64.56833017313645,Missouri St Bears,Saint Marys Gaels,91.63531986724158,86.74126368423597,-4.894056183005603
8,Toledo Rockets,West Virginia Mountaineers,2023-12-23 12:00:00-06:00,-4.5,-4.5,-5.0,-4.5,-4.5,-4.5,Toledo Rockets vs West Virginia Mountaineers,12/23/2023,ToledoWest Virginia12-23,2023-12-23 00:00:00,MAC at B12,157 Toledo at 117 West Virginia,"West Virginia -6.7, 78-71 (74%)",48.44502052799695,0,H,Toledo,12/23/2023,107.60522903486148,109.72544835035364,0.4441369725167796,0.2614203374820681,70.96985950152265,West Virginia,105.67048113794068,98.44762426699928,0.6930060029513283,0.7385796625179318,77.67770360022777,69.65285619539416,,0,,,,,,,,,,,,,,,,,0.7472687785502596,0.9382512753094028,738877,,,,157,117,,,,Toledo,West Virginia,-6.707844098705124,148.64756310175042,-3.3,-9.9,-6.6,-3.4,71.2,101.4,20231223,1.0,109.7,108.7,71.2,2.5999999999999943,103.8,101.2,68.0,,,,,,Toledo,0.7060000000000031,109.023,108.317,71.0536,4.569699999999997,104.314,99.7443,67.7955,Toledo,71.192686452471,-1.505399395089328,1.5312460302726767,109.55159212591819,108.02034609564548,67.79560712043211,1.9952455103753395,4.3141122381633314,104.5251983369268,100.21108609876346,72.37889152839448,77.79895531199999,150.17784684039447,-5.420063783605514,68.0,70.538959836064,77.51471209993808,148.05367193600208,-6.975752263874085,67.65610026404495,71.35218542313412,77.61067518691966,148.96286061005378,-6.258489763785548,67.78864326657069,-4.2757705389578575,67.78864326657069,-3.9724144954210487,67.78864326657069,Toledo Rockets,West Virginia Mountaineers,66.58824291023754,65.8075413194921,-0.7807015907454371
9,Pennsylvania Quakers,Rider Broncs,2023-12-23 12:00:00-06:00,2.5,2.5,3.0,2.5,2.5,3.0,Pennsylvania Quakers vs Rider Broncs,12/23/2023,PennRider12-23,2023-12-23 00:00:00,Ivy at MAAC,184 Penn at 280 Rider,"Penn -1.3, 72-71 (55%)",48.12590128578243,0,H,Penn,12/23/2023,105.58230196931426,109.94545176500216,0.3856401249428606,0.5527918537772624,72.007317247233,Rider,100.98585769067276,107.11522774066552,0.3367896508156188,0.4472081462227376,70.69230057200184,66.19693624397961,,0,,,,,,,,,,,,,,,,,0.929297138876478,0.950838425309579,738877,,,,184,280,,,,Penn,Rider,1.3150166752311634,142.69961781923485,0.0,-2.8,3.8,3.9,71.2,101.4,20231223,-1.5999999999999943,107.4,109.0,66.3,-7.900000000000006,100.3,108.2,68.9,,,,,,Penn,-1.5619999999999976,106.973,108.535,66.5548,-8.836100000000002,99.6899,108.526,68.787,Penn,66.5055259104233,-1.111428018564209,-0.24508006968598706,109.96084698980111,110.20592705948708,68.75852685201612,-15.372471911157323,-11.210640160715142,98.01738878759224,109.22802894830738,71.48257254610449,71.12432251888484,142.60689506498932,0.35825002721965404,64.15828651685393,71.56976723802089,70.54474761160185,142.11451484962274,1.0250196264190379,64.29922791573034,73.95922470075871,70.34777043247688,144.3069951332356,3.6114542682818325,64.22502793706873,7.5090736925873856,64.22502793706873,-1.9317603902911742,64.22502793706873,Pennsylvania Quakers,Rider Broncs,40.590361400171645,23.725821894195697,-16.864539505975948
