,away_team_x,home_team_x,commence_time,DraftKings,BetMGM spreads,Caesars spreads,FanDuel,BetOnline.ag spreads,BetRivers spreads,teams,date,muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,Date_zero,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,AWAY,HOME,VegasSpread,VegasTotal,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff,LeagueTempo,LeagueOE,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,Team,TRank_Tm_AdjEM,TRank_Tm_AdjOE,TRank_Tm_AdjDE,TRank_Tm_AdjT,TRank_Opp_AdjEM,TRank_Opp_AdjOE,TRank_Opp_AdjDE,TRank_Opp_AdjT,Team_y,MG_Tm_AdjT,MG_ATS_Tm_net_eff,MG_Tm_AdjEM,MG_Tm_AdjOE,MG_Tm_AdjDE,MG_Opp_AdjT,MG_ATS_Opp_net_eff,MG_Opp_AdjEM,MG_Opp_AdjOE,MG_Opp_AdjDE,Pomeroy_Tm_Score,Pomeroy_Opp_Score,Pomeroy_OverUnder,Pomeroy_PointDiff,Pomeroy_GameTempo,TRank_Tm_Score,TRank_Opp_Score,TRank_OverUnder,TRank_PointDiff,TRank_GameTempo,MG_Tm_Score,MG_Opp_Score,MG_OverUnder,MG_PointDiff,MG_GameTempo,MG_ATS_PointDiff,MG_ATS_GameTempo,Daily_Reg_PointDiff,Daily_Reg_GameTempo,away_team_y,home_team_y,VegasImpliedWinPercent,MG_ATS_ImpliedWinPercent,Dif_from_Vegas
0,Marquette Golden Eagles,Providence Friars,2023-12-19 19:30:00-06:00,4.5,4.5,4.5,4.5,4.5,4.0,Marquette Golden Eagles vs Providence Friars,12/19/2023,MarquetteProvidence12-19,2023-12-19 00:00:00,BE at BE,8 Marquette at 44 Providence,"Marquette -1.7, 73-72 (57%)",82.01613610449856,1,H,Marquette,12/19/2023,116.09292936212492,96.36818847489616,0.8948690411969181,0.5686417748520965,73.35518926540075,Providence,109.17291717865486,92.8277196692716,0.865897117311948,0.4313582251479034,71.61368149672955,71.11682881335561,Marquette,0,,,,,,,,,,,,,,,,,0.5082867480761366,0.5878501303681063,738873,,,,8,44,,,,Marquette,Providence,1.7415077686711982,144.9688707621303,-4.6,-4.1,-9.4,-4.7,71.2,101.4,20231219,24.10000000000001,118.4,94.3,70.0,13.0,107.5,94.5,70.0,,,,,,Marquette,22.490499999999997,117.622,95.1315,69.9555,13.72160000000001,107.772,94.0504,70.0425,Marquette,69.73567473159962,19.712226024456196,20.567446772509427,115.46694948565556,94.89950271314616,70.25268460757982,10.756779444641776,12.061043464718153,105.67709428147798,93.61605081675984,73.8270426992886,70.74148925561798,144.56853195490658,3.0855534436706193,68.82022471910112,72.99087866539469,71.54375857374225,144.53463723913694,1.4471200916524367,68.8182318644663,71.31186954680976,69.97142095476741,141.28329050157717,1.3404485920423497,68.80784217437979,3.94191905503304,68.80784217437979,-5.024761482626253,68.80784217437979,Marquette Golden Eagles,Providence Friars,33.41175708976246,35.36737458595671,1.9556174961942503
1,Florida Gators,Michigan Wolverines,2023-12-19 18:00:00-06:00,3.5,3.5,3.5,3.5,3.5,3.0,Florida Gators vs Michigan Wolverines,12/19/2023,FloridaMichigan12-19,2023-12-19 00:00:00,SEC vs. B10,30 Florida vs. 51 Michigan,"Florida -2.8, 82-79 (60%)",77.73016059810953,0,N,Florida,12/19/2023,113.75166721185089,96.8470831350956,0.8641471894872771,0.5987238796874967,81.59923238845079,Michigan,116.16845916397908,102.40675190587362,0.8100015635611351,0.4012761203125032,78.8087583482036,73.18544260919118,,0,,,,,,,,,,,,,,,,,0.6785692126291153,0.5859028757497666,738873,,,,30,51,,,,Florida,Michigan,2.79047404024719,160.40799073665437,-9.7,-4.7,-5.3,4.3,71.2,101.4,20231219,15.900000000000006,114.2,98.3,74.0,13.900000000000006,116.5,102.6,68.1,,,,,,Florida,16.904899999999998,113.752,96.8471,74.063,13.76100000000001,116.168,102.407,68.0824,Florida,73.58773736394991,15.40197296461148,16.28954007799988,115.32525543617199,99.03571535817213,67.19920042680783,11.597746006019337,12.71913823446121,118.57420181347052,105.85506357900934,81.78512987833254,79.93561602453293,161.72074590286547,1.849513853799607,70.77808988764045,81.35924181651866,78.57625766772264,159.9354994842413,2.782984148796018,70.8200392022472,83.61566906586516,80.43288741153461,164.04855647739976,3.1827816543305545,69.4527684280248,2.6421409400274882,69.4527684280248,-6.66746576909037,69.4527684280248,Florida Gators,Michigan Wolverines,36.944134018176364,40.06625791009334,3.122123891916978
2,Virginia Cavaliers,Memphis Tigers,2023-12-19 18:00:00-06:00,,-2.5,-2.5,-2.5,-2.5,-2.5,Virginia Cavaliers vs Memphis Tigers,12/19/2023,VirginiaMemphis12-19,2023-12-19 00:00:00,ACC at Amer,36 Virginia at 40 Memphis,"Memphis -2.6, 66-63 (62%)",71.18700248906259,0,H,Virginia,12/19/2023,104.89613752948804,92.4030638247897,0.8112758053619761,0.3847162694015572,63.35332422489599,Memphis,113.33500534800903,95.84235493799936,0.8730166693915079,0.6152837305984428,65.99376037443898,65.83812091904898,Virginia,0,,,,,,,,,,,,,,,,,0.4926030430089785,0.7385091424927667,738873,,,,36,40,,,,Virginia,Memphis,-2.6404361495429853,129.34708459933498,9.7,-0.5,11.7,2.0,71.2,101.4,20231219,17.5,107.6,90.1,61.7,16.89999999999999,113.1,96.2,73.6,,,,,,Virginia,15.0608,106.278,91.2172,61.6446,14.776300000000006,111.881,97.1047,73.5857,Virginia,62.39941372087407,23.856466854434878,21.203051866419372,109.24878217490135,88.04573030848199,73.8417822271699,11.539000077441091,11.630820439893707,109.30534879587849,97.67452835598479,63.297448338119494,65.90347813884941,129.2009264769689,-2.606029800729914,63.77977528089887,63.038804670331736,65.92945751655871,128.96826218689046,-2.8906528462269776,63.7101269974719,66.20891759515206,63.15247205304426,129.3613896481963,3.0564455421078023,64.7146617848295,5.838511641245276,64.7146617848295,4.341188941849936,64.7146617848295,Virginia Cavaliers,Memphis Tigers,59.409638599828355,28.908877208845198,-30.500761390983158
3,UNC Greensboro Spartans,High Point Panthers,2023-12-19 18:00:00-06:00,-2.0,-2.5,-2.0,-2.5,-2.0,-2.5,UNC Greensboro Spartans vs High Point Panthers,12/19/2023,UNC GreensboroHigh Point12-19,2023-12-19 00:00:00,SC at BSth,107 UNC Greensboro at 152 High Point,"High Point -0.2, 74-73 (51%)",63.17685960335669,0,H,UNC Greensboro,12/19/2023,107.60760774793896,104.0817219240426,0.5946259100096212,0.4915081661013214,73.40692344319594,High Point,112.3837938370759,108.38078442291892,0.6027873657808406,0.5084918338986786,73.62408554167861,65.7607486548825,,0,,,,,,,,,,,,,,,,,0.814756191090691,0.8922019953370316,738873,,,,107,152,,,,UNC Greensboro,High Point,-0.21716209848267454,147.03100898487455,-4.1,-3.8,-2.8,1.3,71.2,101.4,20231219,3.9000000000000057,108.7,104.8,66.8,0.7999999999999972,110.3,109.5,67.6,,,,,,UNC Greensboro,6.279000000000011,109.025,102.746,66.9943,1.1339999999999861,110.942,109.808,67.6301,UNC Greensboro,67.3276785100192,3.125150238604616,4.742098567986353,109.45093969663813,104.70884112865177,68.00732185684876,7.539901788296598,3.285910337937966,112.38328856658981,109.09737822865186,72.3773541625393,74.3392054318382,146.7165595943775,-1.96185126929889,63.42247191011235,73.04219931504824,73.55238486045545,146.59458417550368,-0.5101855454072108,63.63526978132021,73.6239310713274,76.73479961052428,150.35873068185168,-3.110868539196872,64.30863907732184,-4.735728231832354,64.30863907732184,-4.423791282128974,64.30863907732184,UNC Greensboro Spartans,High Point Panthers,59.409638599828355,67.40130584857542,7.9916672487470635
4,Western Carolina Catamounts,Vanderbilt Commodores,2023-12-19 18:00:00-06:00,-3.5,-3.5,-3.5,-2.5,-3.5,-3.0,Western Carolina Catamounts vs Vanderbilt Commodores,12/19/2023,Western CarolinaVanderbilt12-19,2023-12-19 00:00:00,SC at SEC,143 Western Carolina at 202 Vanderbilt,"Vanderbilt -0.6, 72-71 (52%)",56.90481589794558,0,H,Western Carolina,12/19/2023,105.0549669245985,105.9670175746696,0.4751684191538356,0.4752998996555886,71.25568471030475,Vanderbilt,106.48637085603764,106.491252816854,0.4998681961345773,0.5247001003444114,71.87100676955839,66.54477846438816,,0,,,,,,,,,,,,,,,,,0.8697597334203664,0.9306013568136272,738873,,,,143,202,,,,Western Carolina,Vanderbilt,-0.6153220592536428,143.12669147986315,5.5,11.3,-1.2,-6.6,71.2,101.4,20231219,2.5,107.8,105.3,69.2,-4.700000000000003,105.0,109.7,66.3,,,,,,Western Carolina,1.8319999999999936,106.439,104.607,69.1185,-2.774000000000001,105.12,107.894,66.3332,Western Carolina,69.7620883332872,5.779331101682297,4.36917538839672,108.97960764639504,104.61043225799834,66.76826435894824,-15.014755109523119,-7.154538074141072,100.4574612807081,107.61199935484919,73.06020602088971,72.24291384320223,145.30311986409194,0.8172921776874773,64.4376404494382,70.90211893423145,71.8008051216321,142.70292405586355,-0.8986861874006422,64.39397871067416,73.5582487678715,69.71154633138408,143.2697950992556,3.846702436487419,65.4198533155789,11.856290016595409,65.4198533155789,1.772354666025663,65.4198533155789,Western Carolina Catamounts,Vanderbilt Commodores,59.409638599828355,12.941296250449552,-46.4683423493788
5,Western Kentucky Hilltoppers,Cal Baptist Lancers,2023-12-19 21:00:00-06:00,-4.5,-5.5,-5.0,-4.5,-4.5,-4.0,Western Kentucky Hilltoppers vs Cal Baptist Lancers,12/19/2023,Western KentuckyCal Baptist12-19,2023-12-19 00:00:00,CUSA at WAC,158 Western Kentucky at 183 Cal Baptist,"Cal Baptist -2.3, 72-70 (59%)",55.35079637822573,0,H,Western Kentucky,12/19/2023,99.50447658961872,101.4716837477234,0.443952240539497,0.4060938696648061,69.80148095638823,Cal Baptist,104.90550104705608,103.5010457654504,0.5386725404983134,0.5939061303351938,72.14735411991533,70.81125183989259,,0,,,,,,,,,,,,,,,,,0.851106895189658,0.9382946144476711,738873,,,,158,183,,,,Western Kentucky,Cal Baptist,-2.345873163527102,141.94883507630357,11.0,5.6,5.8,-5.3,71.2,101.4,20231219,-0.10000000000000853,100.8,100.9,75.6,0.09999999999999432,105.5,105.4,65.7,,,,,,Western Kentucky,0.6460000000000008,100.815,100.169,74.4594,-1.3050000000000068,103.559,104.864,65.523,Western Kentucky,74.81312266158626,0.10915115868822728,1.6669349021706679,99.44533909316618,97.77840419099553,66.02248312873843,-0.7693936185138913,-0.7525595440678661,104.90660278506373,105.6591623291316,71.0598341110211,75.29892087746627,146.35875498848736,-4.239086766445169,69.76011235955055,69.4545595088788,72.07629489889769,141.53085440777647,-2.621735390018884,68.52251778370787,69.8871152102176,72.15615227148115,142.04326748169876,-2.269037061263546,69.37286697658452,-1.3265561679989446,69.37286697658452,5.753091858368137,69.37286697658452,Western Kentucky Hilltoppers,California Baptist Lancers,66.58824291023754,55.026808138903775,-11.561434771333765
6,Montana Grizzlies,UC Davis Aggies,2023-12-19 20:00:00-06:00,-1.5,-1.5,-1.5,-1.5,-1.5,-2.0,Montana Grizzlies vs UC Davis Aggies,12/19/2023,MontanaUC Davis12-19,2023-12-19 00:00:00,BSky at BW,148 Montana at 189 UC Davis,"UC Davis -1.7, 71-69 (57%)",55.062149412206,0,H,Montana,12/19/2023,105.78538154108328,107.0984302065072,0.4645934158085864,0.4306899209549086,69.32158850870674,UC Davis,102.71219341315802,101.4943107655605,0.5342395952607942,0.5693100790450913,71.02418508750904,67.45686334250054,,0,,,,,,,,,,,,,,,,,0.8533518504175602,0.9332936262233276,738873,,,,148,189,,,,Montana,UC Davis,-1.7025965788023,140.3457735962158,24.6,15.6,25.8,1.2,71.2,101.4,20231219,0.8999999999999915,107.3,106.4,67.7,-2.5,102.3,104.8,69.1,,,,,,Montana,1.4549999999999983,107.179,105.724,66.7788,-1.4369999999999976,101.394,102.831,69.5983,Montana,68.5975997431534,11.080250654570332,6.876953635436459,107.42010107877292,100.54314744333647,69.3030064365679,-9.744961924079798,-4.344002074852006,100.3573992150611,104.70140128991311,70.83756137346678,72.51735230290112,143.35491367636791,-1.6797909294343327,65.70323033707865,68.97741003811919,70.95468004809045,139.93209008620966,-1.9772700099712637,65.27655837134832,72.00040297663942,68.31574845499709,140.3161514316365,3.6846545216423294,66.76994236703466,12.022942049079226,66.76994236703466,14.303457053866154,66.76994236703466,Montana Grizzlies,UC Davis Aggies,55.67984968164682,12.609585911267596,-43.07026377037923
7,Gardner-Webb Bulldogs,Chattanooga Mocs,2023-12-19 18:00:00-06:00,-5.5,-5.5,-5.5,-4.5,-5.5,-5.0,Gardner-Webb Bulldogs vs Chattanooga Mocs,12/19/2023,Gardner WebbChattanooga12-19,2023-12-19 00:00:00,BSth at SC,219 Gardner Webb at 227 Chattanooga,"Chattanooga -3.4, 71-68 (64%)",46.85019667582823,0,H,Gardner Webb,12/19/2023,96.47166253110731,102.4370288609424,0.3340357734237408,0.3646615906593928,67.92010826962188,Chattanooga,105.33421829973668,106.57618192691297,0.4663509747241875,0.6353384093406071,71.27954175734548,69.01817026139794,,0,,,,,,,,,,,,,,,,,0.8842296874151166,0.9603247308290016,738873,,,,219,227,,,,Gardner Webb,Chattanooga,-3.3594334877236065,139.19965002696736,-4.9,-5.5,-5.7,-0.8,71.2,101.4,20231219,-3.799999999999997,98.3,102.1,70.3,-2.5,106.3,108.8,67.5,,,,,,Gardner Webb,-3.3796999999999997,97.7423,101.122,69.8178,-3.9980000000000047,103.982,107.98,68.1096,Gardner Webb,71.1528858080387,-2.1384192866454175,-2.5902153946860675,98.4518860759704,101.0421014706565,67.67325195156485,-5.649538734185803,-4.079907622984129,105.04714618085735,109.12705380384149,68.34038046766304,73.34593779874297,141.686318266406,-5.0055573310799275,66.64676966292134,67.58281047638825,71.20922642655523,138.7920369029435,-3.6264159501669866,66.78739369213483,69.66295896258441,72.78705620117356,142.45001516375797,-3.124097238589144,67.62847146584727,0.5546554902184084,67.62847146584727,-5.1458503938363265,67.62847146584727,Gardner Webb Runnin Bulldogs,Chattanooga Mocs,66.58824291023754,47.893593705519585,-18.694649204717955
8,Northeastern Huskies,Central Connecticut St Blue Devils,2023-12-19 18:00:00-06:00,4.0,4.5,4.5,4.5,4.0,4.5,Northeastern Huskies vs Central Connecticut St Blue Devils,12/19/2023,NortheasternCentral Connecticut12-19,2023-12-19 00:00:00,CAA at NEC,187 Northeastern at 289 Central Connecticut,"Northeastern -2.0, 73-71 (58%)",46.41061591417103,0,H,Northeastern,12/19/2023,106.80207913095656,111.14054088497988,0.3874820749445231,0.5801330942563027,72.84376811002922,Central Connecticut,99.42035052302026,106.40895432016872,0.3140551985797577,0.4198669057436973,70.8243041936248,66.9667948198753,,0,,,,,,,,,,,,,,,,,0.9358083306048542,0.9504740550922292,738873,,,,187,289,,,,Northeastern,Central Connecticut,2.019463916404419,143.66807230365401,9.2,5.9,10.1,0.9,71.2,101.4,20231219,-1.3999999999999915,107.7,109.1,66.9,-9.0,97.7,106.7,69.1,,,,,,Northeastern,-1.5049999999999955,108.209,109.714,66.9977,-9.665500000000009,98.1445,107.81,68.8669,Northeastern,68.02863425987371,3.2135029847435206,0.2273966305257384,107.8875481692573,107.66015153873158,69.08364745139366,-8.001665928983268,-8.260472154740665,96.83039182811896,105.09086398285966,71.53526150650316,70.1748415676604,141.71010307416356,1.3604199388427674,64.92682584269663,72.48176138614338,70.7548810193129,143.23664240545628,1.7268803668304713,64.80230205238763,71.75285377993438,69.77368315611346,141.52653693604785,1.9791706238209201,66.006547553496,5.598809485456279,66.006547553496,4.122768960191351,66.006547553496,Northeastern Huskies,Central Conn St Blue Devils,33.41175708976246,29.694066618942337,-3.7176904708201235
9,Queens University Royals,Mercer Bears,2023-12-19 18:00:00-06:00,-1.0,,-1.5,-1.5,-1.0,-1.5,Queens University Royals vs Mercer Bears,12/19/2023,QueensMercer12-19,2023-12-19 00:00:00,ASun at SC,249 Queens at 257 Mercer,"Mercer -3.2, 75-72 (62%)",45.3537293945882,0,H,Queens,12/19/2023,100.45798629571816,109.21937488591573,0.2765545373991646,0.3764907456331906,72.23458654959867,Mercer,101.28438525444604,105.39172968203071,0.3876628575497556,0.6235092543668094,75.47382731184511,71.28188624855379,,0,,,,,,,,,,,,,,,,,0.9133669092873096,0.969473935447266,738873,,,,249,257,,,,Queens,Mercer,-3.239240762246439,147.70841386144377,-1.9,-3.1,-1.1,0.9,71.2,101.4,20231219,-6.0,103.3,109.3,73.3,-8.700000000000003,99.1,107.8,67.2,,,,,,Queens,-6.036999999999992,101.781,107.818,73.5199,-6.795400000000001,99.9846,106.78,66.8014,Queens,73.0783320971904,-7.007315284421034,-5.936708823540077,101.09691979781797,107.03362862135805,67.258261519889,-9.375762542397315,-7.129303484976014,98.43933910074307,105.5686425857191,73.86321573318293,75.98450270483593,149.84771843801886,-2.1212869716530065,69.1820224719101,71.87584828360599,75.40025565064033,147.27610393424632,-3.5244073670343425,68.97798100926967,70.63875018572512,73.75325021104283,144.39200039676794,-3.11450002531771,69.03260634311981,-0.13957678684113262,69.03260634311981,-3.3116321914921514,69.03260634311981,Queens university of charlotte royals,Mercer Bears,55.67984968164682,50.53029944540721,-5.149550236239612
