,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,8,100.0,89.24,71.71,57.77,50.09,38.62,29.72,2.3647375504710633
1,Purdue,EliteEight,9,100.0,79.27,54.66,36.23,23.04,14.83,7.92,11.626262626262626
2,Connecticut,EliteEight,13,100.0,83.38,56.09,36.07,21.37,10.96,6.63,14.08295625942685
3,Vanderbilt,FinalFour,9,100.0,80.57,54.34,37.23,21.77,10.39,6.21,15.103059581320451
4,Gonzaga,EliteEight,16,100.0,83.33,57.12,39.32,24.29,12.68,5.58,16.921146953405017
5,Iowa St.,FinalFour,1,100.0,81.37,54.66,37.16,22.03,12.35,5.53,17.083182640144663
6,Alabama,SweetSixteen,13,100.0,72.1,48.55,29.23,17.62,10.62,5.2,18.23076923076923
7,Arizona,FinalFour,16,100.0,78.86,46.9,27.37,15.16,9.4,4.61,20.691973969631235
8,Houston,SweetSixteen,2,100.0,73.84,51.51,31.19,17.39,7.65,3.81,25.246719160104988
9,Illinois,SweetSixteen,14,100.0,68.93,40.44,15.54,10.54,5.78,3.14,30.84713375796178
10,Louisville,south,5,100.0,59.25,38.84,21.07,11.38,5.38,2.47,39.48582995951417
11,Duke,EliteEight,12,100.0,64.86,41.56,23.47,9.13,4.17,1.93,50.81347150259067
12,Tennessee,west,6,100.0,60.63,40.33,20.35,10.81,5.01,1.8,54.55555555555556
13,BYU,SweetSixteen,4,100.0,64.11,39.4,20.06,9.56,5.15,1.73,56.80346820809248
14,Kansas,midwest,5,100.0,59.62,31.93,12.21,6.92,3.02,1.4,70.42857142857143
15,Iowa,east,7,100.0,50.48,23.06,12.48,6.21,3.37,1.11,89.09009009009009
16,Florida,east,9,100.0,50.77,27.73,14.36,6.66,3.09,1.03,96.08737864077669
17,Michigan St.,SweetSixteen,8,100.0,59.88,26.66,13.17,6.9,3.02,0.92,107.69565217391303
18,Indiana,south,9,100.0,53.18,24.39,14.64,6.41,2.59,0.91,108.89010989010988
19,Arkansas,east,5,100.0,57.84,28.12,12.49,5.76,2.69,0.82,120.95121951219514
20,Nebraska,SweetSixteen,3,100.0,62.48,34.45,18.5,4.38,1.66,0.76,130.57894736842104
