,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,85.78,71.48,59.8,50.47,38.88,28.89,2.461405330564209
1,Vanderbilt,EliteEight,13,100.0,71.19,50.75,34.63,21.25,12.32,5.85,16.094017094017097
2,Arizona,FinalFour,9,100.0,83.84,53.61,32.16,19.4,11.72,5.51,17.148820326678766
3,Purdue,EliteEight,12,100.0,74.44,48.06,33.18,19.02,10.79,5.47,17.281535648994517
4,Iowa St.,FinalFour,8,100.0,80.77,53.09,31.03,19.28,10.96,4.95,19.2020202020202
5,Gonzaga,FinalFour,1,100.0,75.55,47.95,29.09,18.93,8.68,4.77,19.964360587002098
6,Duke,EliteEight,16,100.0,72.41,48.33,34.27,19.1,7.97,4.56,20.92982456140351
7,Louisville,SweetSixteen,15,100.0,70.84,43.86,26.22,15.97,9.46,4.54,21.026431718061673
8,Connecticut,EliteEight,9,100.0,75.96,45.54,32.9,13.7,8.11,4.34,22.04147465437788
9,Illinois,SweetSixteen,9,100.0,70.04,50.11,29.35,18.29,8.41,4.11,23.330900243309
10,Alabama,SweetSixteen,14,100.0,70.12,44.31,27.33,15.8,8.64,4.09,23.449877750611247
11,Houston,SweetSixteen,13,100.0,72.04,46.88,14.89,9.03,5.35,2.9,33.48275862068965
12,Kansas,south,5,100.0,62.8,35.72,18.73,10.83,5.49,1.99,49.25125628140704
13,Tennessee,midwest,5,100.0,58.1,30.26,17.02,9.22,4.33,1.81,54.248618784530386
14,Iowa,east,7,100.0,60.24,31.19,19.06,6.33,2.94,1.4,70.42857142857143
15,Florida,midwest,7,100.0,55.6,24.33,15.91,8.23,3.97,1.35,73.07407407407408
16,Michigan St.,SweetSixteen,8,100.0,60.51,35.58,17.8,8.14,2.91,1.33,74.18796992481202
17,BYU,SweetSixteen,2,100.0,64.43,36.66,19.39,7.76,3.71,1.2,82.33333333333333
18,North Carolina,SweetSixteen,3,100.0,66.29,37.39,19.13,8.62,3.59,1.04,95.15384615384615
19,Virginia,east,5,100.0,65.0,29.96,8.56,4.29,2.27,1.03,96.08737864077669
20,Arkansas,west,6,100.0,55.78,35.98,15.3,6.52,1.9,0.79,125.58227848101265
21,St. John's,west,9,100.0,48.41,23.24,10.59,4.37,1.32,0.77,128.87012987012986
22,Texas Tech,west,5,100.0,60.49,26.97,12.12,6.06,1.96,0.76,130.57894736842104
23,Nebraska,SweetSixteen,4,100.0,63.35,36.33,13.69,3.17,1.42,0.6,165.66666666666669
24,Kentucky,midwest,8,100.0,53.23,23.13,9.37,5.23,1.91,0.56,177.57142857142856
25,Clemson,south,8,100.0,56.06,25.98,11.94,5.48,2.04,0.52,191.30769230769232
26,Saint Louis,south,11,100.0,50.89,24.83,10.93,4.43,1.96,0.47,211.76595744680853
27,SMU,south,7,100.0,52.69,17.97,7.93,3.52,1.24,0.4,248.99999999999997
28,UCLA,west,10,100.0,59.16,27.79,13.11,5.74,1.02,0.39,255.4102564102564
29,Utah St.,midwest,6,100.0,56.03,28.93,12.28,4.11,1.55,0.36,276.77777777777777
30,N.C. State,east,10,100.0,39.76,16.99,10.28,3.42,1.15,0.33,302.030303030303
31,Villanova,south,6,100.0,49.11,25.08,11.11,3.9,1.45,0.31,321.5806451612903
32,Auburn,west,8,100.0,51.59,20.12,9.37,3.73,0.73,0.3,332.33333333333337
33,Georgia,east,9,100.0,44.71,10.91,6.14,2.9,0.92,0.29,343.82758620689657
34,Baylor,midwest,10,100.0,44.4,21.28,8.82,2.75,0.88,0.25,399.0
35,Saint Mary's,west,7,100.0,40.84,16.92,7.57,3.12,0.64,0.25,399.0
36,Butler,south,10,100.0,47.31,18.77,8.81,2.43,0.94,0.23,433.78260869565213
37,LSU,east,8,100.0,55.29,13.64,6.57,2.28,0.83,0.23,433.78260869565213
38,Oklahoma St.,midwest,11,100.0,43.97,22.89,5.86,2.37,0.75,0.14,713.2857142857142
39,Ohio St.,east,11,100.0,55.8,29.77,11.04,1.62,0.46,0.13,768.2307692307693
40,USC,east,6,100.0,44.2,20.07,6.56,1.27,0.36,0.12,832.3333333333334
41,Boise St.,west,11,100.0,44.22,16.88,6.23,1.72,0.4,0.1,999.0
42,UCF,south,9,100.0,43.94,16.55,5.21,1.8,0.46,0.09,1110.111111111111
43,Seton Hall,midwest,9,100.0,46.77,17.64,6.77,2.61,0.42,0.08,1249.0
44,Illinois St.,west,12,100.0,39.51,14.24,4.58,1.96,0.39,0.08,1249.0
45,Yale,midwest,12,100.0,41.9,14.37,4.2,1.17,0.39,0.06,1665.6666666666667
46,High Point,west,14,100.0,39.49,11.56,3.88,1.2,0.2,0.06,1665.6666666666667
47,Utah Valley,east,13,100.0,27.96,14.4,2.14,0.74,0.44,0.05,1999.0
48,Miami OH,south,12,100.0,37.2,10.33,2.04,0.76,0.21,0.04,2499.0
49,UC San Diego,midwest,13,100.0,29.88,11.06,3.0,0.74,0.29,0.03,3332.3333333333335
50,Howard,south,16,100.0,16.16,3.86,0.67,0.12,0.06,0.02,4999.0
51,McNeese St.,east,12,100.0,35.0,8.76,1.42,0.34,0.18,0.01,9999.0
52,Quinnipiac,midwest,14,100.0,33.71,10.79,2.48,0.46,0.13,0.01,9999.0
53,Hofstra,south,13,100.0,29.16,10.09,3.03,0.53,0.11,0.01,9999.0
54,Northern Colorado,south,14,100.0,35.57,13.43,4.07,0.99,0.1,0.01,9999.0
55,Grambling St.,midwest,16,100.0,19.23,6.14,1.28,0.31,0.07,0.01,9999.0
56,Oakland,west,16,100.0,24.45,8.69,3.14,0.53,0.02,0.01,9999.0
57,Tennessee Martin,west,15,100.0,27.59,6.96,1.84,0.38,0.08,0.0,0.0
58,St. Thomas,south,15,100.0,28.81,12.51,3.13,0.83,0.06,0.0,0.0
59,Arkansas St.,east,14,100.0,36.65,13.83,3.1,0.26,0.02,0.0,0.0
60,Liberty,west,13,100.0,29.96,8.68,1.76,0.21,0.02,0.0,0.0
61,Lipscomb,east,15,100.0,24.04,6.28,3.37,0.08,0.02,0.0,0.0
62,LIU,east,16,100.0,14.22,3.97,0.48,0.1,0.0,0.0,0.0
63,Furman,midwest,15,100.0,25.56,6.33,2.34,0.08,0.0,0.0,0.0
