,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Arizona,FinalFour,9,100.0,82.13,61.33,48.87,35.09,21.82,12.97,6.710100231303007
1,Michigan,FinalFour,16,100.0,83.69,63.28,47.85,33.3,20.97,12.64,6.911392405063291
2,Duke,FinalFour,1,100.0,81.99,56.5,43.61,30.8,20.22,12.43,7.045052292839903
3,Florida,FinalFour,8,100.0,84.51,62.37,44.04,27.82,18.03,10.2,8.803921568627452
4,Houston,EliteEight,9,100.0,79.18,53.41,38.1,21.88,12.35,6.87,13.556040756914118
5,Illinois,SweetSixteen,3,100.0,67.26,50.81,34.4,20.67,12.65,6.66,14.015015015015015
6,Purdue,EliteEight,16,100.0,75.73,56.96,39.87,21.56,12.03,6.59,14.174506828528072
7,Iowa St.,EliteEight,12,100.0,83.59,51.12,32.64,18.73,11.45,5.85,16.094017094017097
8,Vanderbilt,SweetSixteen,2,100.0,73.24,42.57,26.68,13.56,5.62,2.39,40.84100418410041
9,Texas Tech,west,5,100.0,58.42,34.1,17.76,9.83,4.79,2.15,45.51162790697674
10,Connecticut,EliteEight,13,100.0,68.36,44.15,24.91,11.34,4.52,2.15,45.51162790697674
11,St. John's,midwest,5,100.0,64.07,38.65,19.92,8.18,3.7,1.76,55.81818181818181
12,Alabama,SweetSixteen,9,100.0,68.79,40.16,15.5,8.16,3.94,1.69,58.171597633136095
13,Michigan St.,SweetSixteen,4,100.0,62.61,40.34,21.65,9.78,3.62,1.61,61.11180124223602
14,Virginia,SweetSixteen,13,100.0,66.14,37.28,17.2,9.17,4.03,1.47,67.02721088435375
15,Arkansas,SweetSixteen,15,100.0,65.04,38.64,16.28,9.52,3.66,1.38,71.46376811594203
16,Louisville,south,6,100.0,64.8,35.59,20.18,8.34,3.32,1.2,82.33333333333333
17,Wisconsin,east,5,100.0,61.5,36.36,15.13,7.36,3.71,1.18,83.7457627118644
18,Tennessee,west,6,100.0,55.28,36.2,18.6,7.26,2.63,1.1,89.9090909090909
19,Nebraska,SweetSixteen,14,100.0,62.38,36.16,16.12,6.84,2.88,0.93,106.5268817204301
20,Gonzaga,SweetSixteen,8,100.0,58.32,28.68,11.54,4.52,2.01,0.85,116.64705882352942
21,Kansas,south,5,100.0,55.7,32.04,11.45,5.11,2.1,0.66,150.5151515151515
22,UCLA,west,7,100.0,52.15,21.65,10.52,3.63,1.52,0.4,248.99999999999997
23,Miami FL,south,7,100.0,54.94,27.51,12.67,4.15,1.39,0.39,255.4102564102564
24,Ohio St.,west,8,100.0,49.62,18.86,9.2,4.1,1.3,0.39,255.4102564102564
25,North Carolina,midwest,6,100.0,46.22,20.42,7.3,3.62,1.28,0.35,284.7142857142857
26,Villanova,south,8,100.0,51.06,15.83,7.04,3.19,0.95,0.34,293.1176470588235
27,Utah St.,south,9,100.0,48.94,17.8,8.08,3.57,0.93,0.33,302.030303030303
28,N.C. State,east,9,100.0,44.2,14.17,5.9,2.78,0.93,0.28,356.1428571428571
29,VCU,midwest,10,100.0,53.68,23.92,10.53,3.42,1.13,0.27,369.3703703703704
30,Georgia,midwest,8,100.0,50.1,19.13,7.6,2.76,0.78,0.25,399.0
31,Kentucky,east,7,100.0,48.15,20.82,10.5,3.07,1.02,0.24,415.6666666666667
32,Iowa,west,9,100.0,50.38,21.67,8.7,3.4,0.8,0.24,415.6666666666667
33,BYU,east,6,100.0,43.43,21.41,7.9,2.96,0.59,0.23,433.78260869565213
34,Saint Mary's,midwest,7,100.0,46.32,21.22,7.69,2.61,0.84,0.21,475.19047619047626
35,Texas A&M,west,10,100.0,47.85,14.93,8.47,2.48,0.63,0.21,475.19047619047626
36,Texas,east,11,100.0,56.57,28.49,9.44,2.43,0.82,0.2,498.99999999999994
