,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,88.99,68.76,56.71,44.76,30.23,20.72,3.8262548262548264
1,Duke,FinalFour,1,100.0,83.78,67.01,51.36,36.37,24.41,16.54,5.045949214026603
2,Illinois,EliteEight,13,100.0,76.85,56.3,35.48,24.12,15.52,8.11,11.330456226880395
3,Arizona,FinalFour,9,100.0,71.63,53.58,38.02,23.69,13.99,7.36,12.58695652173913
4,Florida,EliteEight,12,100.0,75.57,54.67,35.43,22.57,14.42,6.7,13.925373134328357
5,Houston,EliteEight,16,100.0,72.65,46.97,31.89,17.89,9.03,5.34,17.726591760299627
6,Purdue,SweetSixteen,3,100.0,71.02,46.1,27.13,18.64,10.39,4.71,20.231422505307858
7,Connecticut,FinalFour,8,100.0,75.69,52.67,35.66,19.49,9.51,3.82,25.178010471204193
8,Louisville,south,6,100.0,59.77,37.81,20.3,11.55,5.44,2.05,47.78048780487806
9,Alabama,SweetSixteen,13,100.0,61.83,35.94,14.76,9.98,4.29,2.0,49.0
10,Iowa St.,SweetSixteen,4,100.0,73.9,43.68,27.28,9.41,4.01,1.91,51.35602094240838
11,Gonzaga,SweetSixteen,9,100.0,65.36,42.47,16.7,8.06,3.61,1.76,55.81818181818181
12,Virginia,SweetSixteen,2,100.0,64.8,37.89,19.44,8.97,4.06,1.68,58.52380952380952
13,Michigan St.,EliteEight,9,100.0,67.45,40.65,21.53,8.95,4.02,1.61,61.11180124223602
14,Texas Tech,SweetSixteen,8,100.0,66.9,36.91,19.96,7.84,3.0,1.51,65.2251655629139
15,Tennessee,west,5,100.0,62.41,31.39,12.77,8.27,2.96,1.46,67.4931506849315
16,Arkansas,south,5,100.0,63.63,38.92,20.21,8.94,3.79,1.36,72.52941176470588
17,Vanderbilt,east,5,100.0,59.16,31.82,11.76,7.07,2.65,1.22,80.9672131147541
18,Nebraska,SweetSixteen,14,100.0,68.22,45.16,25.66,11.31,4.45,1.18,83.7457627118644
19,Kansas,SweetSixteen,15,100.0,62.29,32.91,14.22,6.11,2.83,1.12,88.28571428571428
20,St. John's,west,6,100.0,57.83,34.72,16.89,5.83,2.12,0.77,128.87012987012986
