,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Duke,FinalFour,1,100.0,87.99,66.28,51.2,35.68,24.53,16.92,4.910165484633569
1,Michigan,FinalFour,16,100.0,81.07,61.69,46.26,34.34,22.43,14.87,5.724949562878279
2,Arizona,FinalFour,9,100.0,79.68,64.0,45.04,28.93,18.69,9.83,9.172939979654121
3,Florida,FinalFour,8,100.0,86.49,59.76,41.03,29.0,16.83,9.38,9.660980810234541
4,Illinois,EliteEight,13,100.0,81.62,57.82,39.79,24.95,15.6,8.23,11.15066828675577
5,Houston,EliteEight,16,100.0,79.54,57.26,38.99,20.03,11.58,6.29,14.89825119236884
6,Purdue,SweetSixteen,4,100.0,75.07,54.36,37.96,19.24,9.29,4.95,19.2020202020202
7,Connecticut,EliteEight,12,100.0,76.54,53.64,33.47,16.36,7.71,3.44,28.069767441860467
8,Iowa St.,SweetSixteen,2,100.0,71.72,45.07,21.29,11.72,6.62,2.98,32.557046979865774
9,Texas Tech,SweetSixteen,9,100.0,67.83,41.68,17.94,9.3,5.05,2.17,45.08294930875576
10,Vanderbilt,midwest,5,100.0,60.8,34.53,18.96,11.17,5.15,2.12,46.16981132075471
11,Alabama,SweetSixteen,14,100.0,61.1,36.94,17.53,9.72,4.27,1.86,52.76344086021505
12,Louisville,south,5,100.0,60.39,41.59,21.57,8.96,4.16,1.58,62.291139240506325
13,Nebraska,SweetSixteen,3,100.0,70.89,41.61,19.25,9.3,3.78,1.43,68.93006993006993
14,Gonzaga,SweetSixteen,8,100.0,70.29,40.04,19.75,8.4,3.12,1.41,69.92198581560284
15,Michigan St.,EliteEight,9,100.0,66.85,40.15,19.48,8.05,3.35,1.34,73.62686567164178
16,Kansas,SweetSixteen,15,100.0,52.95,29.62,14.91,6.84,3.22,1.13,87.49557522123895
17,Tennessee,west,5,100.0,59.23,34.03,13.49,6.62,2.62,1.07,92.45794392523365
18,St. John's,west,6,100.0,56.9,31.82,14.41,6.14,2.72,1.03,96.08737864077669
19,Arkansas,east,5,100.0,65.57,40.29,14.55,7.93,2.8,0.99,100.01010101010101
20,Wisconsin,south,6,100.0,50.0,23.93,12.83,5.86,2.79,0.92,107.69565217391303
21,Virginia,SweetSixteen,13,100.0,62.58,34.08,15.57,7.87,2.73,0.87,113.94252873563218
22,North Carolina,midwest,6,100.0,59.21,33.75,17.7,6.52,2.3,0.52,191.30769230769232
23,Saint Mary's,east,8,100.0,58.16,18.99,8.82,3.81,1.31,0.47,211.76595744680853
24,UCLA,west,7,100.0,57.08,21.8,11.97,3.7,1.49,0.42,237.0952380952381
25,Iowa,midwest,8,100.0,55.78,22.72,8.75,3.71,1.23,0.37,269.27027027027026
26,BYU,east,6,100.0,57.42,23.44,11.57,4.02,1.3,0.32,311.5
27,Georgia,east,7,100.0,55.45,30.07,13.2,5.38,1.04,0.31,321.5806451612903
28,Clemson,midwest,9,100.0,44.22,14.03,6.4,3.21,0.91,0.3,332.33333333333337
29,Miami FL,south,7,100.0,54.62,21.64,7.81,2.3,0.88,0.26,383.6153846153846
30,Kentucky,midwest,7,100.0,53.61,23.91,13.34,4.48,1.18,0.25,399.0
31,Utah St.,south,10,100.0,45.38,16.3,7.51,2.68,0.98,0.22,453.54545454545456
32,Ohio St.,west,8,100.0,55.5,17.64,7.19,2.96,0.96,0.22,453.54545454545456
33,Villanova,east,9,100.0,41.84,14.92,7.03,2.34,0.68,0.22,453.54545454545456
34,N.C. State,east,10,100.0,44.55,22.82,9.22,2.66,0.66,0.21,475.19047619047626
35,Missouri,midwest,11,100.0,40.79,18.08,7.11,1.76,0.63,0.17,587.235294117647
36,UCF,midwest,10,100.0,46.39,14.5,6.01,1.97,0.48,0.15,665.6666666666666
37,Texas,south,11,100.0,50.0,21.35,7.11,2.89,0.77,0.12,832.3333333333334
38,Texas A&M,west,9,100.0,44.5,13.48,6.02,2.03,0.59,0.1,999.0
39,TCU,south,8,100.0,54.81,16.47,6.69,1.09,0.38,0.1,999.0
40,Saint Louis,west,10,100.0,42.92,15.73,6.92,2.45,0.65,0.09,1110.111111111111
41,Oklahoma,east,11,100.0,42.58,12.24,5.19,1.85,0.32,0.09,1110.111111111111
42,South Florida,south,12,100.0,39.61,14.45,5.24,1.78,0.45,0.08,1249.0
