,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,86.53,67.95,54.17,40.8,28.5,20.11,3.972650422675286
1,Duke,FinalFour,1,100.0,83.9,64.02,45.88,32.03,19.74,13.33,6.501875468867217
2,Arizona,FinalFour,9,100.0,78.5,52.59,40.09,25.38,15.26,8.3,11.048192771084336
3,Illinois,SweetSixteen,3,100.0,70.38,49.54,34.91,22.37,13.44,6.99,13.30615164520744
4,Florida,FinalFour,8,100.0,74.48,52.85,34.35,21.23,13.23,6.71,13.90312965722802
5,Houston,EliteEight,9,100.0,69.97,46.01,32.24,17.52,10.23,6.16,15.233766233766234
6,Purdue,EliteEight,16,100.0,70.93,45.3,28.47,16.5,9.2,5.23,18.12045889101338
7,Iowa St.,EliteEight,12,100.0,79.27,48.19,28.43,15.15,9.01,3.99,24.06265664160401
8,Connecticut,EliteEight,13,100.0,78.3,47.44,27.82,15.7,8.11,3.22,30.05590062111801
9,Vanderbilt,SweetSixteen,2,100.0,69.44,41.15,24.72,13.82,6.7,2.59,37.61003861003861
10,Michigan St.,SweetSixteen,4,100.0,71.58,46.53,25.24,9.98,4.25,2.1,46.61904761904762
11,Alabama,SweetSixteen,9,100.0,70.84,42.72,18.81,10.05,4.18,2.01,48.75124378109453
12,Louisville,south,6,100.0,59.18,31.96,19.47,9.92,5.24,1.94,50.54639175257732
13,St. John's,midwest,5,100.0,72.05,38.4,22.42,10.93,5.16,1.9,51.63157894736842
14,Tennessee,west,6,100.0,59.64,36.96,20.39,9.57,3.44,1.6,61.5
15,Gonzaga,SweetSixteen,8,100.0,66.7,34.74,17.79,7.19,2.88,1.19,83.03361344537815
16,Texas Tech,west,5,100.0,68.46,36.62,15.29,6.51,2.32,1.19,83.03361344537815
17,Nebraska,SweetSixteen,14,100.0,66.18,39.1,19.52,8.7,3.86,1.03,96.08737864077669
18,Arkansas,SweetSixteen,15,100.0,58.02,35.94,13.79,7.32,2.95,1.03,96.08737864077669
19,Kansas,south,5,100.0,59.68,33.3,16.56,6.9,3.02,0.9,110.1111111111111
20,Virginia,SweetSixteen,13,100.0,56.81,30.09,11.07,5.0,1.84,0.8,124.0
21,Utah St.,south,9,100.0,50.79,23.76,13.1,6.16,2.33,0.69,143.92753623188406
22,BYU,east,6,100.0,52.93,24.53,9.41,3.27,1.04,0.56,177.57142857142856
23,Wisconsin,east,5,100.0,58.42,35.68,10.91,4.36,1.43,0.55,180.8181818181818
24,Iowa,west,9,100.0,51.25,16.23,7.8,3.23,1.29,0.54,184.18518518518516
25,Saint Mary's,midwest,7,100.0,48.4,23.02,10.61,4.83,2.05,0.5,199.0
26,UCLA,west,7,100.0,55.42,26.49,13.29,5.16,1.69,0.49,203.08163265306123
27,North Carolina,midwest,6,100.0,57.65,22.82,10.56,4.35,1.53,0.47,211.76595744680853
28,Texas,east,11,100.0,47.07,20.45,8.97,3.26,1.01,0.4,248.99999999999997
29,Ohio St.,west,8,100.0,48.75,16.06,7.39,3.44,1.12,0.38,262.15789473684214
30,Saint Louis,east,10,100.0,50.37,23.54,11.02,3.86,1.0,0.36,276.77777777777777
31,Georgia,midwest,8,100.0,55.22,22.36,10.88,3.69,1.4,0.29,343.82758620689657
32,Clemson,east,8,100.0,45.87,11.9,7.5,3.18,1.11,0.29,343.82758620689657
33,Villanova,south,8,100.0,49.21,19.73,8.11,3.16,1.04,0.29,343.82758620689657
34,Miami FL,south,7,100.0,55.32,28.15,10.53,3.89,1.36,0.28,356.1428571428571
35,Texas A&M,west,10,100.0,44.58,19.36,7.81,3.04,0.9,0.22,453.54545454545456
36,Kentucky,east,7,100.0,49.63,23.43,10.72,2.87,0.85,0.2,498.99999999999994
37,N.C. State,east,9,100.0,54.13,17.82,9.58,3.82,0.85,0.19,525.3157894736842
38,VCU,midwest,10,100.0,51.6,22.65,7.51,2.79,0.71,0.18,554.5555555555555
39,SMU,south,11,100.0,40.82,17.75,7.86,2.61,0.72,0.15,665.6666666666666
40,TCU,midwest,9,100.0,44.78,17.74,6.59,2.26,0.77,0.12,832.3333333333334
41,Miami OH,south,10,100.0,44.68,18.19,5.27,1.67,0.44,0.12,832.3333333333334
42,UCF,midwest,11,100.0,42.35,16.21,5.28,1.76,0.67,0.1,999.0
43,Missouri,west,11,100.0,40.36,19.4,8.0,1.5,0.5,0.09,1110.111111111111
44,Northern Iowa,south,12,100.0,40.32,14.09,4.25,1.64,0.38,0.08,1249.0
45,High Point,west,12,100.0,31.54,12.17,3.31,0.9,0.12,0.04,2499.0
46,Troy,west,14,100.0,33.3,8.9,2.08,0.31,0.08,0.03,3332.3333333333335
47,Hofstra,east,13,100.0,43.19,17.2,3.18,0.84,0.19,0.02,4999.0
48,McNeese St.,midwest,12,100.0,27.95,9.5,2.86,0.36,0.17,0.02,4999.0
49,Wright St.,midwest,14,100.0,29.62,11.43,1.25,0.41,0.1,0.02,4999.0
50,Akron,east,12,100.0,41.58,17.03,3.32,0.69,0.1,0.01,9999.0
51,Cal Baptist,south,13,100.0,41.98,16.67,3.07,0.83,0.13,0.0,0.0
52,North Dakota St.,midwest,13,100.0,33.82,13.0,2.09,0.48,0.06,0.0,0.0
53,Kennesaw St.,south,14,100.0,30.56,9.14,2.92,0.59,0.05,0.0,0.0
54,Penn,east,14,100.0,28.42,8.49,1.57,0.5,0.05,0.0,0.0
55,Hawaii,west,13,100.0,29.16,8.49,1.01,0.19,0.05,0.0,0.0
56,Idaho,west,15,100.0,29.07,8.85,2.17,0.38,0.04,0.0,0.0
57,UMBC,midwest,15,100.0,20.73,6.14,1.45,0.29,0.04,0.0,0.0
58,Siena,south,15,100.0,21.7,6.22,1.41,0.27,0.04,0.0,0.0
59,Furman,south,16,100.0,21.5,3.92,1.03,0.14,0.03,0.0,0.0
60,Queens,midwest,16,100.0,25.52,7.05,1.29,0.4,0.0,0.0,0.0
61,Prairie View A&M,east,16,100.0,13.47,2.33,0.27,0.04,0.0,0.0,0.0
62,Tennessee St.,east,15,100.0,30.03,7.02,0.83,0.01,0.0,0.0,0.0
63,Lehigh,west,16,100.0,16.1,3.69,0.51,0.0,0.0,0.0,0.0
