,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,89.92,76.67,61.57,46.64,33.95,24.11,3.14765657403567
1,Connecticut,EliteEight,12,100.0,78.7,49.57,36.42,24.05,14.54,7.58,12.192612137203167
2,Arizona,FinalFour,9,100.0,73.95,54.16,33.06,23.87,14.83,7.29,12.717421124828531
3,Gonzaga,EliteEight,16,100.0,76.14,53.62,39.61,23.72,12.31,7.21,12.869625520110958
4,Duke,FinalFour,1,100.0,81.61,51.71,29.46,17.83,10.31,6.17,15.20745542949757
5,Iowa St.,FinalFour,8,100.0,72.63,50.69,33.67,19.67,11.19,5.28,17.939393939393938
6,Vanderbilt,EliteEight,13,100.0,73.93,47.38,30.73,16.56,9.18,4.55,20.978021978021978
7,Louisville,south,5,100.0,74.66,42.01,24.84,14.45,8.28,3.82,25.178010471204193
8,Purdue,SweetSixteen,2,100.0,68.31,43.35,29.17,15.06,7.9,3.19,30.347962382445143
9,Illinois,SweetSixteen,9,100.0,68.65,42.09,23.24,13.14,5.44,2.9,33.48275862068965
10,Alabama,SweetSixteen,14,100.0,61.37,35.85,19.99,11.15,5.84,2.73,35.63003663003663
11,BYU,SweetSixteen,4,100.0,66.19,42.41,27.45,11.06,5.61,2.66,36.59398496240601
12,Michigan St.,EliteEight,9,100.0,68.18,43.58,25.06,9.67,5.08,2.66,36.59398496240601
13,Tennessee,west,5,100.0,65.66,35.92,19.88,10.85,4.69,2.19,44.662100456621005
14,Houston,SweetSixteen,13,100.0,68.18,44.74,17.0,8.95,4.23,2.1,46.61904761904762
15,Kansas,SweetSixteen,15,100.0,64.83,37.51,17.83,10.35,4.93,1.83,53.6448087431694
16,Arkansas,east,5,100.0,66.04,35.1,10.85,6.23,2.91,1.29,76.51937984496124
17,North Carolina,SweetSixteen,8,100.0,66.59,35.13,17.49,6.98,2.44,1.13,87.49557522123895
18,Nebraska,SweetSixteen,3,100.0,65.83,44.06,18.55,8.61,3.09,1.07,92.45794392523365
19,Iowa,midwest,7,100.0,50.14,19.7,11.13,6.12,2.74,0.94,105.38297872340426
20,Virginia,midwest,5,100.0,57.92,31.19,14.13,6.23,2.86,0.92,107.69565217391303
21,Florida,south,8,100.0,53.11,21.15,10.51,5.41,2.34,0.92,107.69565217391303
22,St. John's,west,9,100.0,56.56,24.3,11.47,5.85,1.92,0.91,108.89010989010988
23,Saint Louis,east,11,100.0,59.6,31.42,16.58,5.45,1.99,0.87,113.94252873563218
24,Georgia,midwest,10,100.0,49.86,24.82,13.2,6.25,2.44,0.8,124.0
25,UCLA,midwest,8,100.0,59.23,27.82,13.5,5.89,2.68,0.63,157.73015873015873
26,Clemson,east,7,100.0,49.13,21.08,9.52,2.79,0.99,0.38,262.15789473684214
27,Texas Tech,west,6,100.0,60.4,33.67,13.15,5.4,1.32,0.36,276.77777777777777
28,LSU,west,7,100.0,53.46,20.2,10.6,4.48,1.24,0.32,311.5
29,UCF,east,10,100.0,50.87,23.19,8.69,2.92,1.13,0.32,311.5
30,Miami FL,east,9,100.0,47.36,8.57,3.74,1.88,0.71,0.27,369.3703703703704
31,Utah Valley,midwest,12,100.0,42.08,19.74,7.92,1.97,0.74,0.23,433.78260869565213
32,Utah St.,south,7,100.0,53.04,23.21,8.62,2.88,0.72,0.23,433.78260869565213
33,SMU,south,9,100.0,46.89,17.53,6.8,1.99,0.64,0.23,433.78260869565213
34,Saint Mary's,east,8,100.0,52.64,11.98,4.49,1.81,0.58,0.23,433.78260869565213
35,Auburn,midwest,6,100.0,63.72,28.98,11.05,4.07,1.09,0.21,475.19047619047626
36,Ohio St.,midwest,9,100.0,40.77,16.57,5.96,2.26,0.93,0.2,498.99999999999994
37,USC,south,6,100.0,52.37,23.27,9.81,2.46,0.71,0.18,554.5555555555555
38,Boise St.,west,8,100.0,43.44,19.36,8.32,3.52,0.7,0.18,554.5555555555555
39,Seton Hall,east,6,100.0,40.4,17.88,7.19,1.85,0.73,0.15,665.6666666666666
40,Virginia Tech,west,10,100.0,46.54,15.79,6.08,2.52,0.54,0.14,713.2857142857142
41,Butler,south,10,100.0,46.96,19.39,7.47,2.28,0.59,0.1,999.0
42,High Point,midwest,14,100.0,34.17,13.52,3.37,0.86,0.38,0.08,1249.0
43,Arizona St.,midwest,11,100.0,36.28,13.44,3.97,1.18,0.32,0.06,1665.6666666666667
44,Yale,west,12,100.0,34.34,8.46,2.99,0.99,0.18,0.06,1665.6666666666667
45,Sam Houston St.,midwest,13,100.0,38.63,13.22,4.05,1.11,0.24,0.05,1999.0
46,Colorado,west,11,100.0,39.6,17.37,5.11,0.97,0.24,0.05,1999.0
