,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,86.97,76.07,63.2,52.49,43.67,31.8,2.1446540880503147
1,Purdue,EliteEight,12,100.0,77.17,53.41,37.56,23.78,14.67,7.77,11.870012870012872
2,Arizona,FinalFour,9,100.0,80.25,51.21,35.97,21.47,12.58,6.68,13.970059880239521
3,Vanderbilt,EliteEight,13,100.0,76.48,47.88,33.91,21.06,11.88,6.15,15.260162601626014
4,Iowa St.,FinalFour,8,100.0,79.05,53.1,32.54,19.52,11.39,5.4,17.518518518518515
5,Alabama,SweetSixteen,13,100.0,67.84,44.64,19.11,11.73,8.2,4.47,21.371364653243848
6,Illinois,SweetSixteen,14,100.0,69.71,46.21,31.06,17.14,9.0,4.4,21.727272727272723
7,Connecticut,EliteEight,9,100.0,74.89,47.06,31.38,13.4,8.42,4.35,21.98850574712644
8,Duke,FinalFour,1,100.0,72.66,43.68,27.94,17.11,6.58,3.79,25.38522427440633
9,Gonzaga,SweetSixteen,3,100.0,71.72,46.91,28.88,16.48,8.72,3.27,29.581039755351682
10,Houston,SweetSixteen,2,100.0,68.89,45.53,25.01,13.18,7.23,2.82,34.460992907801426
11,Tennessee,west,6,100.0,61.79,39.12,26.38,14.67,5.07,2.43,40.15226337448559
12,Michigan St.,SweetSixteen,8,100.0,61.64,34.04,21.59,12.26,4.07,1.66,59.24096385542169
13,Louisville,south,5,100.0,60.46,36.57,17.4,9.99,4.16,1.44,68.44444444444444
14,Kansas,SweetSixteen,15,100.0,61.21,28.78,14.26,7.29,3.62,1.31,75.33587786259541
15,Iowa,south,8,100.0,59.37,30.75,17.51,8.6,3.44,1.21,81.64462809917356
16,BYU,SweetSixteen,4,100.0,71.42,47.5,22.93,5.58,2.78,1.1,89.9090909090909
17,Virginia,midwest,5,100.0,62.82,32.81,14.69,7.05,2.67,1.01,98.009900990099
18,Florida,east,7,100.0,47.05,25.74,14.49,4.51,2.21,1.01,98.009900990099
19,Nebraska,EliteEight,16,100.0,74.78,42.64,22.36,10.27,3.03,0.98,101.0408163265306
20,Texas Tech,west,5,100.0,64.12,37.1,19.74,10.29,2.78,0.93,106.5268817204301
21,North Carolina,SweetSixteen,9,100.0,64.69,37.37,19.35,9.73,2.46,0.8,124.0
22,Arkansas,east,5,100.0,56.02,25.98,7.15,3.16,1.73,0.67,148.25373134328356
23,St. John's,west,9,100.0,56.26,27.74,14.13,6.38,1.54,0.62,160.29032258064515
24,Indiana,south,10,100.0,53.85,26.51,13.29,5.77,2.2,0.56,177.57142857142856
25,Ohio St.,west,10,100.0,54.45,28.99,11.72,5.27,1.32,0.33,302.030303030303
26,Saint Louis,midwest,7,100.0,53.85,21.06,9.53,2.48,0.93,0.31,321.5806451612903
27,Saint Mary's,east,9,100.0,51.3,10.53,4.35,1.9,0.9,0.3,332.33333333333337
28,SMU,east,6,100.0,53.02,20.65,8.88,1.29,0.67,0.28,356.1428571428571
29,Miami FL,midwest,8,100.0,49.29,17.84,7.9,2.86,1.01,0.25,399.0
30,Georgia,west,8,100.0,43.74,21.38,10.09,4.75,1.08,0.24,415.6666666666667
31,Clemson,midwest,6,100.0,43.84,19.05,8.4,2.67,1.01,0.21,475.19047619047626
32,Villanova,south,6,100.0,57.21,27.58,10.56,3.12,0.78,0.21,475.19047619047626
33,Texas A&M,midwest,9,100.0,50.71,21.56,7.46,2.14,0.8,0.2,498.99999999999994
34,TCU,east,10,100.0,52.95,22.43,10.03,1.51,0.78,0.16,624.0
35,Utah St.,south,7,100.0,46.15,16.8,8.71,3.0,0.86,0.15,665.6666666666666
