,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,84.72,70.3,58.73,43.45,32.09,20.91,3.7824007651841227
1,Illinois,EliteEight,13,100.0,78.33,57.54,43.7,30.56,19.76,11.88,7.417508417508418
2,Houston,EliteEight,12,100.0,75.91,51.57,36.53,24.6,14.78,8.61,10.614401858304298
3,Arizona,FinalFour,9,100.0,73.97,53.8,34.06,21.76,12.72,7.32,12.66120218579235
4,Duke,FinalFour,1,100.0,74.05,53.68,31.98,20.96,11.64,6.58,14.19756838905775
5,Purdue,SweetSixteen,4,100.0,73.98,54.67,32.93,16.51,10.6,5.62,16.793594306049823
6,Florida,SweetSixteen,3,100.0,76.0,52.67,29.76,19.87,10.31,5.56,16.98561151079137
7,Iowa St.,FinalFour,8,100.0,82.0,50.84,30.52,16.45,9.25,4.79,19.876826722338205
8,Connecticut,EliteEight,9,100.0,67.23,46.48,28.27,12.89,6.84,2.79,34.842293906810035
9,Vanderbilt,midwest,5,100.0,64.11,38.94,22.22,11.58,5.35,2.03,48.26108374384237
10,Gonzaga,EliteEight,16,100.0,72.4,41.95,22.86,11.35,4.57,1.85,53.054054054054056
11,Nebraska,SweetSixteen,8,100.0,73.14,48.16,27.15,13.67,4.15,1.82,53.94505494505495
12,Tennessee,west,5,100.0,66.43,38.92,20.36,12.11,4.79,1.8,54.55555555555556
13,Alabama,SweetSixteen,13,100.0,65.64,30.13,13.46,6.75,3.59,1.63,60.34969325153375
14,Virginia,SweetSixteen,15,100.0,62.72,38.38,19.49,9.21,4.45,1.57,62.69426751592357
15,Texas Tech,SweetSixteen,9,100.0,63.41,33.07,18.38,9.18,3.6,1.51,65.2251655629139
16,Kansas,SweetSixteen,2,100.0,55.01,31.53,14.65,7.7,3.73,1.46,67.4931506849315
17,Michigan St.,SweetSixteen,14,100.0,67.9,38.3,22.45,8.31,3.33,1.41,69.92198581560284
18,Arkansas,east,5,100.0,59.46,39.05,12.07,6.47,3.38,1.39,70.94244604316548
19,Louisville,south,5,100.0,63.14,33.36,18.38,7.74,3.24,1.36,72.52941176470588
20,St. John's,west,6,100.0,60.3,31.91,18.33,8.91,3.01,1.14,86.71929824561404
21,Saint Mary's,midwest,10,100.0,48.5,18.49,7.98,3.5,1.49,0.63,157.73015873015873
22,N.C. State,east,7,100.0,62.08,28.29,12.75,4.66,1.54,0.53,187.67924528301884
23,BYU,south,6,100.0,52.58,26.71,8.72,3.85,1.25,0.52,191.30769230769232
24,Texas A&M,west,9,100.0,45.62,19.96,9.44,4.8,1.69,0.51,195.078431372549
25,Saint Louis,west,8,100.0,54.38,19.85,9.28,4.19,1.3,0.48,207.33333333333334
26,Wisconsin,west,7,100.0,48.05,24.2,12.19,5.66,1.74,0.46,216.3913043478261
27,Utah St.,south,7,100.0,50.04,16.3,8.16,4.14,1.34,0.39,255.4102564102564
28,Iowa,midwest,7,100.0,51.5,22.02,9.68,4.06,1.36,0.36,276.77777777777777
29,North Carolina,midwest,6,100.0,56.52,21.76,6.67,2.52,0.86,0.34,293.1176470588235
30,SMU,south,9,100.0,46.67,19.41,9.02,3.04,1.41,0.31,321.5806451612903
31,Ohio St.,south,11,100.0,47.42,28.55,11.26,3.65,1.0,0.27,369.3703703703704
32,Indiana,south,10,100.0,49.96,18.88,8.66,2.8,0.92,0.24,415.6666666666667
33,Texas,midwest,8,100.0,45.54,19.49,8.34,2.15,0.59,0.23,433.78260869565213
34,Missouri,west,10,100.0,51.95,25.4,9.02,2.95,0.66,0.21,475.19047619047626
35,Georgia,midwest,9,100.0,54.46,24.18,8.26,2.86,0.98,0.19,525.3157894736842
36,Virginia Tech,west,11,100.0,39.7,14.98,7.36,2.22,0.93,0.19,525.3157894736842
37,Clemson,east,8,100.0,47.27,11.76,5.55,2.05,0.97,0.18,554.5555555555555
38,Kentucky,east,6,100.0,38.44,16.23,6.42,1.46,0.54,0.15,665.6666666666666
39,Villanova,south,8,100.0,53.33,18.05,8.6,2.62,0.61,0.14,713.2857142857142
40,Miami FL,east,9,100.0,52.73,12.79,5.41,1.48,0.59,0.14,713.2857142857142
41,Auburn,midwest,11,100.0,43.48,17.15,5.87,1.79,0.53,0.12,832.3333333333334
42,UCF,east,10,100.0,37.92,16.91,6.98,1.19,0.39,0.09,1110.111111111111
43,UCLA,east,11,100.0,61.56,19.6,7.48,1.18,0.29,0.08,1249.0
44,Belmont,west,12,100.0,33.57,13.97,5.17,1.26,0.27,0.06,1665.6666666666667
45,Utah Valley,west,13,100.0,36.59,14.04,4.81,1.72,0.32,0.04,2499.0
46,South Florida,south,12,100.0,36.86,15.94,4.73,1.26,0.19,0.04,2499.0
47,Yale,south,13,100.0,37.28,12.32,3.53,0.86,0.11,0.03,3332.3333333333335
48,Stephen F. Austin,east,12,100.0,40.54,21.92,2.68,0.58,0.19,0.01,9999.0
49,High Point,midwest,13,100.0,32.1,13.47,4.14,0.87,0.13,0.01,9999.0
50,North Dakota St.,east,14,100.0,26.02,9.5,1.84,0.15,0.02,0.01,9999.0
51,Bethune Cookman,west,16,100.0,25.95,6.51,0.58,0.15,0.01,0.01,9999.0
