,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,86.61,70.34,53.93,40.37,30.38,20.75,3.819277108433735
1,Arizona,FinalFour,9,100.0,80.38,59.54,36.85,23.33,14.32,7.51,12.315579227696405
2,Gonzaga,EliteEight,16,100.0,74.97,53.11,39.99,24.43,12.37,7.27,12.755158184319122
3,Houston,SweetSixteen,2,100.0,78.57,55.24,35.21,21.18,13.08,6.75,13.814814814814815
4,Purdue,EliteEight,9,100.0,69.44,51.25,32.55,17.45,11.83,6.73,13.858841010401187
5,Connecticut,FinalFour,8,100.0,78.26,53.94,35.62,21.64,12.46,6.27,14.948963317384372
6,Iowa St.,FinalFour,1,100.0,80.61,55.69,38.98,21.45,10.29,5.58,16.921146953405017
7,Duke,EliteEight,12,100.0,66.66,46.41,29.83,18.58,10.65,4.78,19.920502092050206
8,Vanderbilt,EliteEight,13,100.0,73.45,51.22,27.92,15.77,8.96,4.09,23.449877750611247
9,Louisville,south,5,100.0,67.46,44.33,23.62,12.68,6.72,3.24,29.864197530864196
10,Illinois,SweetSixteen,14,100.0,78.54,45.62,24.41,13.5,6.55,2.64,36.878787878787875
11,Michigan St.,SweetSixteen,8,100.0,64.16,42.67,21.99,13.65,5.24,2.53,38.52569169960474
12,Alabama,SweetSixteen,13,100.0,70.55,45.62,17.72,10.02,5.02,2.45,39.816326530612244
13,BYU,SweetSixteen,4,100.0,69.08,37.76,20.1,7.69,3.95,2.03,48.26108374384237
14,Kansas,SweetSixteen,15,100.0,63.03,34.06,17.76,9.32,3.95,1.75,56.142857142857146
15,Tennessee,midwest,5,100.0,62.17,33.9,17.27,8.88,4.27,1.73,56.80346820809248
16,St. John's,midwest,11,100.0,53.68,29.89,14.91,6.89,2.98,1.32,74.75757575757576
17,Iowa,east,6,100.0,61.23,38.05,20.29,5.84,3.38,1.28,77.125
18,Nebraska,SweetSixteen,3,100.0,61.26,30.21,14.24,6.54,2.29,1.09,90.74311926605503
19,North Carolina,SweetSixteen,9,100.0,64.75,38.3,16.06,7.48,2.48,1.06,93.33962264150942
20,Florida,east,8,100.0,50.55,16.01,9.62,4.93,2.36,1.01,98.009900990099
21,Kentucky,west,7,100.0,61.15,26.68,15.1,7.83,2.32,0.84,118.04761904761905
22,UCLA,west,8,100.0,58.76,27.41,15.07,6.66,1.66,0.77,128.87012987012986
23,Virginia,midwest,6,100.0,46.32,30.02,13.79,6.07,2.21,0.73,135.986301369863
24,Saint Mary's,midwest,8,100.0,53.68,24.47,11.34,5.4,1.99,0.65,152.84615384615384
25,Texas Tech,west,5,100.0,58.53,30.34,13.01,5.24,1.65,0.62,160.29032258064515
26,Arkansas,east,5,100.0,57.71,26.87,7.91,3.52,1.46,0.62,160.29032258064515
27,Saint Louis,midwest,10,100.0,58.21,24.04,12.64,4.91,1.69,0.55,180.8181818181818
28,Utah St.,south,7,100.0,55.23,22.3,8.09,3.34,1.45,0.44,226.27272727272728
29,USC,south,6,100.0,48.86,18.46,9.59,3.0,0.85,0.4,248.99999999999997
30,LSU,midwest,7,100.0,41.79,18.19,8.87,3.72,1.19,0.31,321.5806451612903
31,Miami FL,east,10,100.0,52.95,22.7,9.39,3.02,1.15,0.28,356.1428571428571
32,Villanova,south,9,100.0,54.16,21.02,7.05,2.89,1.05,0.26,383.6153846153846
33,Clemson,east,7,100.0,47.05,15.17,8.59,2.69,1.04,0.24,415.6666666666667
34,Baylor,south,11,100.0,51.14,18.24,7.56,2.28,0.97,0.23,433.78260869565213
35,Butler,south,10,100.0,44.77,16.04,6.99,2.64,0.86,0.17,587.235294117647
36,SMU,south,8,100.0,45.84,15.48,6.29,1.53,0.64,0.17,587.235294117647
37,Oklahoma St.,west,10,100.0,38.85,12.95,6.08,2.54,0.65,0.13,768.2307692307693
38,UCF,east,9,100.0,49.45,9.46,3.28,0.86,0.25,0.11,908.0909090909091
39,Auburn,west,9,100.0,41.24,12.46,5.24,2.11,0.53,0.09,1110.111111111111
40,UC San Diego,west,13,100.0,35.25,15.41,5.16,1.69,0.33,0.09,1110.111111111111
41,Belmont,west,12,100.0,41.47,15.95,5.37,1.55,0.21,0.09,1110.111111111111
42,Seton Hall,west,6,100.0,53.36,20.52,5.78,2.24,0.36,0.07,1427.5714285714284
43,Utah Valley,east,13,100.0,29.45,12.43,3.05,1.0,0.19,0.06,1665.6666666666667
44,Virginia Tech,west,11,100.0,46.64,19.39,5.28,1.73,0.21,0.05,1999.0
45,California,midwest,9,100.0,46.32,16.77,4.77,1.18,0.21,0.04,2499.0
46,Arizona St.,east,11,100.0,38.77,14.48,3.55,0.53,0.2,0.04,2499.0
47,McNeese St.,east,12,100.0,42.29,15.08,3.73,0.7,0.18,0.04,2499.0
48,Yale,midwest,12,100.0,37.83,13.12,4.16,1.31,0.35,0.02,4999.0
49,Quinnipiac,midwest,14,100.0,38.74,9.88,3.14,0.55,0.04,0.02,4999.0
