,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,80.93,69.4,52.91,40.67,26.93,17.55,4.698005698005698
1,Duke,FinalFour,1,100.0,81.59,67.02,46.93,33.98,23.0,14.55,5.8728522336769755
2,Florida,FinalFour,8,100.0,85.66,61.2,46.74,33.01,20.75,11.87,7.4245998315080035
3,Arizona,FinalFour,9,100.0,78.1,56.82,41.16,24.79,16.59,9.57,9.449320794148381
4,Illinois,EliteEight,13,100.0,81.55,60.45,40.87,26.32,15.55,7.96,11.56281407035176
5,Iowa St.,EliteEight,12,100.0,75.63,54.2,35.53,19.77,10.04,5.13,18.49317738791423
6,Houston,EliteEight,16,100.0,78.61,52.83,37.66,18.51,9.71,5.05,18.801980198019802
7,Connecticut,EliteEight,9,100.0,79.46,50.36,31.44,14.19,7.26,3.43,28.154518950437314
8,Purdue,SweetSixteen,2,100.0,67.92,42.02,21.99,12.57,6.53,3.21,30.152647975077883
9,Gonzaga,SweetSixteen,3,100.0,68.64,43.88,23.44,10.24,4.59,1.81,54.248618784530386
10,Texas Tech,west,5,100.0,62.09,34.91,17.6,9.34,3.76,1.71,57.4795321637427
11,Alabama,SweetSixteen,9,100.0,69.07,40.15,18.16,9.59,3.6,1.6,61.5
12,Michigan St.,SweetSixteen,8,100.0,71.31,37.04,18.78,7.81,3.66,1.53,64.359477124183
13,Vanderbilt,SweetSixteen,13,100.0,61.63,34.13,14.34,7.92,3.39,1.52,64.78947368421053
14,Arkansas,east,5,100.0,67.27,43.74,17.23,9.98,3.75,1.48,66.56756756756756
15,Tennessee,midwest,5,100.0,66.76,37.81,15.38,8.61,3.45,1.39,70.94244604316548
16,Louisville,south,5,100.0,63.63,34.56,16.36,6.31,2.82,1.14,86.71929824561404
17,Virginia,SweetSixteen,4,100.0,65.91,37.83,20.31,6.71,2.73,1.04,95.15384615384615
18,St. John's,west,6,100.0,57.5,36.39,16.7,6.5,2.77,0.91,108.89010989010988
19,Kansas,SweetSixteen,15,100.0,67.44,40.83,18.3,7.1,3.2,0.86,115.27906976744187
20,Nebraska,SweetSixteen,14,100.0,65.61,39.14,14.44,7.33,2.58,0.82,120.95121951219514
21,Wisconsin,south,6,100.0,60.45,31.4,14.23,6.02,2.44,0.72,137.88888888888889
22,North Carolina,midwest,6,100.0,53.31,28.09,14.23,3.88,1.44,0.6,165.66666666666669
23,Saint Mary's,midwest,9,100.0,55.4,20.77,9.37,4.66,1.71,0.56,177.57142857142856
24,UCLA,west,7,100.0,53.44,22.78,11.48,3.66,1.43,0.42,237.0952380952381
25,SMU,south,11,100.0,39.55,19.09,8.24,3.98,1.01,0.31,321.5806451612903
26,Ohio St.,west,8,100.0,56.07,18.0,7.69,3.32,1.31,0.3,332.33333333333337
27,Georgia,east,7,100.0,60.28,27.52,14.65,6.16,1.31,0.28,356.1428571428571
28,Miami FL,south,7,100.0,62.12,18.65,6.34,2.7,1.1,0.28,356.1428571428571
29,BYU,east,6,100.0,55.49,29.67,13.02,3.5,1.04,0.28,356.1428571428571
30,Clemson,south,8,100.0,51.71,21.57,11.1,4.22,1.2,0.25,399.0
31,Kentucky,midwest,7,100.0,58.98,24.26,11.03,3.85,1.1,0.25,399.0
32,Iowa,midwest,8,100.0,44.6,14.49,7.89,2.59,0.91,0.24,415.6666666666667
33,Utah St.,south,10,100.0,37.88,15.02,6.02,2.21,0.98,0.22,453.54545454545456
34,Oklahoma,east,11,100.0,44.51,21.25,10.14,3.24,0.82,0.2,498.99999999999994
35,Saint Louis,west,10,100.0,46.56,20.49,6.85,2.42,0.8,0.15,665.6666666666666
36,Missouri,west,11,100.0,42.5,18.53,5.95,2.06,0.53,0.13,768.2307692307693
37,N.C. State,east,9,100.0,48.3,16.02,6.53,2.31,0.5,0.11,908.0909090909091
38,Villanova,south,9,100.0,48.29,15.83,6.73,1.78,0.51,0.1,999.0
39,UCF,midwest,10,100.0,41.02,14.8,6.02,1.61,0.4,0.06,1665.6666666666667
40,Miami OH,east,10,100.0,39.72,14.93,5.87,1.38,0.33,0.06,1665.6666666666667
41,High Point,west,12,100.0,37.91,15.97,2.64,0.57,0.12,0.06,1665.6666666666667
42,Akron,east,12,100.0,32.73,11.62,2.96,1.44,0.42,0.05,1999.0
43,Texas A&M,west,9,100.0,43.93,10.56,5.03,1.64,0.41,0.05,1999.0
44,Yale,south,12,100.0,36.37,15.49,4.6,1.1,0.24,0.05,1999.0
45,TCU,east,8,100.0,51.7,11.43,3.29,1.23,0.18,0.05,1999.0
46,McNeese St.,midwest,12,100.0,33.24,12.1,2.52,0.7,0.16,0.03,3332.3333333333335
47,Utah Valley,midwest,13,100.0,34.39,10.95,3.08,1.32,0.13,0.02,4999.0
48,Northern Iowa,east,13,100.0,38.37,10.51,2.39,0.68,0.13,0.02,4999.0
49,VCU,midwest,11,100.0,46.69,21.36,6.62,1.8,0.38,0.01,9999.0
50,Lehigh,midwest,16,100.0,14.34,3.54,0.58,0.24,0.01,0.01,9999.0
51,Hofstra,south,13,100.0,32.56,9.12,1.09,0.32,0.09,0.0,0.0
52,North Dakota St.,south,14,100.0,32.08,7.49,1.89,0.5,0.06,0.0,0.0
53,UC Irvine,east,14,100.0,34.09,11.25,3.65,0.32,0.04,0.0,0.0
54,Sam Houston St.,west,13,100.0,30.93,8.97,1.43,0.32,0.04,0.0,0.0
55,Siena,south,15,100.0,18.45,5.88,0.42,0.04,0.03,0.0,0.0
56,Furman,east,15,100.0,20.54,7.19,0.92,0.23,0.01,0.0,0.0
57,Troy,west,14,100.0,28.69,8.04,2.07,0.19,0.01,0.0,0.0
58,UMBC,east,16,100.0,19.07,3.15,0.35,0.04,0.01,0.0,0.0
59,Wright St.,midwest,14,100.0,31.36,6.67,1.94,0.33,0.0,0.0,0.0
60,Tennessee St.,midwest,15,100.0,24.37,6.74,1.19,0.06,0.0,0.0,0.0
61,Southern,west,16,100.0,18.41,4.42,0.52,0.05,0.0,0.0,0.0
62,Queens,south,16,100.0,21.9,5.78,0.66,0.04,0.0,0.0,0.0
63,Idaho,west,15,100.0,21.39,3.9,0.51,0.04,0.0,0.0,0.0
