,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,81.29,64.91,52.38,40.43,28.27,20.05,3.9875311720698257
1,Duke,FinalFour,1,100.0,80.82,63.33,49.4,33.75,21.07,13.39,6.468259895444361
2,Arizona,FinalFour,9,100.0,76.55,56.23,40.36,26.24,16.01,8.93,10.19820828667413
3,Illinois,EliteEight,13,100.0,77.88,58.86,40.73,25.34,16.21,8.76,10.415525114155251
4,Houston,EliteEight,12,100.0,81.5,59.42,41.99,26.91,15.72,7.62,12.123359580052492
5,Florida,EliteEight,16,100.0,74.96,47.38,30.6,18.22,10.07,5.92,15.891891891891891
6,Connecticut,FinalFour,8,100.0,71.6,44.85,29.94,15.93,8.44,4.08,23.50980392156863
7,Purdue,EliteEight,9,100.0,72.58,44.22,27.8,14.5,7.65,3.95,24.31645569620253
8,Louisville,south,6,100.0,66.77,40.34,21.1,11.17,6.13,2.42,40.32231404958678
9,Alabama,SweetSixteen,14,100.0,66.87,48.52,25.13,13.64,6.43,2.25,43.44444444444444
10,Iowa St.,SweetSixteen,4,100.0,64.33,38.9,22.31,9.27,4.02,1.79,54.865921787709496
11,Michigan St.,SweetSixteen,8,100.0,66.25,42.92,22.31,10.13,3.87,1.72,57.139534883720934
12,Gonzaga,SweetSixteen,3,100.0,61.91,38.84,18.38,9.24,4.61,1.7,57.8235294117647
13,Tennessee,west,5,100.0,64.67,40.32,18.24,8.31,3.56,1.58,62.291139240506325
14,Vanderbilt,east,5,100.0,63.09,39.11,16.76,8.41,3.61,1.57,62.69426751592357
15,Texas Tech,SweetSixteen,9,100.0,59.87,28.63,11.7,6.66,2.89,1.57,62.69426751592357
16,Arkansas,south,5,100.0,61.55,40.3,18.88,7.91,3.78,1.24,79.64516129032259
17,Kansas,SweetSixteen,15,100.0,68.97,34.06,13.95,6.69,3.23,1.21,81.64462809917356
18,Virginia,SweetSixteen,2,100.0,57.98,33.42,14.14,6.67,3.14,1.04,95.15384615384615
19,Iowa,midwest,8,100.0,53.22,26.72,15.37,7.1,2.83,0.81,122.45679012345678
20,Saint Mary's,west,7,100.0,50.58,22.58,12.91,4.63,1.62,0.65,152.84615384615384
21,N.C. State,midwest,9,100.0,46.78,22.77,13.03,4.74,1.9,0.63,157.73015873015873
22,Nebraska,SweetSixteen,13,100.0,65.0,32.03,10.58,4.78,1.86,0.6,165.66666666666669
23,BYU,midwest,7,100.0,50.95,17.5,9.54,5.41,1.95,0.59,168.4915254237288
24,Indiana,east,11,100.0,51.21,24.09,12.63,5.93,1.59,0.59,168.4915254237288
25,UCLA,west,8,100.0,57.57,20.67,9.67,3.8,1.35,0.5,199.0
26,St. John's,west,6,100.0,54.27,25.74,11.72,4.32,1.39,0.47,211.76595744680853
27,Wisconsin,east,6,100.0,48.79,25.46,12.68,4.18,1.27,0.4,248.99999999999997
28,Kentucky,midwest,6,100.0,53.5,27.92,11.12,5.23,1.57,0.38,262.15789473684214
29,Miami FL,south,7,100.0,53.04,20.21,7.85,3.88,1.37,0.35,284.7142857142857
30,Cincinnati,west,11,100.0,45.73,21.14,8.72,2.99,0.86,0.34,293.1176470588235
31,Texas A&M,west,10,100.0,49.42,22.99,9.71,3.07,0.96,0.31,321.5806451612903
32,North Carolina,midwest,5,100.0,68.01,28.38,10.04,4.14,1.03,0.28,356.1428571428571
33,Utah St.,south,10,100.0,46.96,14.97,6.34,2.76,0.97,0.26,383.6153846153846
34,Villanova,south,8,100.0,48.97,18.08,9.33,3.62,1.17,0.25,399.0
35,Ohio St.,midwest,10,100.0,49.05,17.14,8.67,3.4,1.02,0.24,415.6666666666667
36,Saint Louis,east,8,100.0,52.23,16.07,6.13,2.76,0.78,0.24,415.6666666666667
37,Missouri,midwest,11,100.0,46.5,20.55,6.59,2.77,0.67,0.23,433.78260869565213
38,Georgia,east,7,100.0,52.62,27.01,12.12,3.04,0.95,0.22,453.54545454545456
39,UCF,east,10,100.0,47.38,17.11,7.88,2.47,0.75,0.17,587.235294117647
40,Texas,south,9,100.0,51.03,19.04,9.02,2.31,0.71,0.16,624.0
41,Clemson,east,9,100.0,47.77,14.77,6.78,2.08,0.51,0.16,624.0
42,South Florida,south,12,100.0,38.45,16.68,5.34,0.76,0.29,0.08,1249.0
43,TCU,west,9,100.0,42.43,10.43,4.04,1.59,0.35,0.06,1665.6666666666667
44,Yale,east,12,100.0,36.91,17.54,4.72,1.12,0.26,0.06,1665.6666666666667
45,Belmont,west,12,100.0,35.33,13.34,2.69,0.73,0.16,0.05,1999.0
46,Utah Valley,west,13,100.0,40.13,17.71,3.48,0.59,0.17,0.03,3332.3333333333335
47,Miami OH,south,11,100.0,33.23,13.45,4.97,0.76,0.18,0.02,4999.0
48,Austin Peay,south,15,100.0,22.12,5.96,1.72,0.59,0.06,0.02,4999.0
49,Liberty,midwest,13,100.0,33.13,11.55,2.73,0.62,0.16,0.01,9999.0
50,UMBC,midwest,16,100.0,28.4,5.66,1.28,0.21,0.13,0.01,9999.0
51,Northern Colorado,east,14,100.0,35.67,11.55,1.98,0.16,0.06,0.01,9999.0
52,Hawaii,midwest,14,100.0,38.09,12.69,2.52,0.13,0.05,0.01,9999.0
53,Navy,west,14,100.0,33.75,10.2,2.71,0.66,0.03,0.01,9999.0
54,East Tennessee St.,midwest,15,100.0,18.5,5.94,1.19,0.13,0.01,0.01,9999.0
55,North Dakota St.,south,14,100.0,42.02,12.79,3.15,1.05,0.2,0.0,0.0
56,High Point,east,13,100.0,35.0,11.32,1.78,0.48,0.04,0.0,0.0
57,McNeese St.,midwest,12,100.0,31.99,11.55,2.48,0.4,0.03,0.0,0.0
58,Robert Morris,west,15,100.0,25.04,7.05,1.32,0.34,0.02,0.0,0.0
59,Tennessee St.,east,16,100.0,18.71,4.25,0.87,0.09,0.01,0.0,0.0
60,Arkansas St.,east,15,100.0,27.42,11.66,2.6,0.3,0.0,0.0,0.0
61,Bethune Cookman,west,16,100.0,19.18,5.57,0.78,0.21,0.0,0.0,0.0
