,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,87.79,71.5,52.7,35.56,23.38,14.92,5.702412868632708
1,Arizona,FinalFour,9,100.0,85.52,66.18,51.48,36.5,24.6,14.77,5.7704807041299935
2,Duke,FinalFour,1,100.0,83.22,57.87,43.6,27.22,17.22,10.14,8.861932938856015
3,Illinois,SweetSixteen,3,100.0,79.24,56.8,40.5,26.37,16.55,9.29,9.764262648008613
4,Florida,FinalFour,8,100.0,80.83,55.54,37.37,22.83,12.75,7.31,12.679890560875513
5,Houston,EliteEight,9,100.0,83.33,60.26,38.87,22.9,12.8,7.23,12.831258644536652
6,Purdue,EliteEight,16,100.0,84.7,54.38,37.11,20.19,11.74,6.31,14.847860538827259
7,Connecticut,EliteEight,13,100.0,67.82,50.33,31.54,17.9,8.57,3.83,25.109660574412533
8,Iowa St.,EliteEight,12,100.0,69.12,47.84,23.14,13.04,6.64,3.19,30.347962382445143
9,Alabama,SweetSixteen,9,100.0,72.73,48.49,21.26,11.39,4.66,2.02,48.504950495049506
10,Vanderbilt,SweetSixteen,2,100.0,69.51,42.09,24.64,10.55,4.93,1.95,50.282051282051285
11,St. John's,midwest,5,100.0,64.75,40.47,21.92,11.61,4.44,1.9,51.63157894736842
12,Tennessee,west,6,100.0,64.81,42.0,20.91,11.01,4.47,1.87,52.475935828877
13,Michigan St.,SweetSixteen,4,100.0,62.72,37.06,19.5,8.82,3.45,1.59,61.893081761006286
14,Arkansas,SweetSixteen,15,100.0,57.29,36.58,16.08,7.69,3.06,1.29,76.51937984496124
15,Virginia,SweetSixteen,13,100.0,66.87,37.55,15.44,7.43,3.23,1.26,78.36507936507937
16,Nebraska,SweetSixteen,14,100.0,67.9,37.12,17.49,7.9,3.8,1.25,79.0
17,Louisville,south,6,100.0,57.33,30.31,17.72,7.36,3.19,1.22,80.9672131147541
18,Texas Tech,west,5,100.0,59.82,29.42,10.9,5.98,2.81,1.15,85.95652173913044
19,Gonzaga,SweetSixteen,8,100.0,65.2,32.07,16.38,6.32,2.29,0.97,102.09278350515464
20,Wisconsin,east,5,100.0,62.47,31.6,12.93,5.83,2.17,0.83,119.48192771084338
21,Kansas,south,5,100.0,65.56,34.79,12.64,5.91,2.27,0.63,157.73015873015873
22,Iowa,west,9,100.0,51.89,23.14,10.63,4.83,1.7,0.54,184.18518518518516
23,North Carolina,midwest,6,100.0,51.43,21.3,9.47,4.37,1.54,0.45,221.2222222222222
24,UCLA,west,7,100.0,56.66,24.17,10.74,4.08,1.65,0.41,242.90243902439028
25,BYU,east,6,100.0,51.65,28.16,11.47,3.94,1.39,0.38,262.15789473684214
26,Ohio St.,west,8,100.0,48.11,16.94,9.64,2.98,1.05,0.38,262.15789473684214
27,Miami FL,south,7,100.0,54.93,20.9,9.81,3.22,0.99,0.3,332.33333333333337
28,Saint Mary's,midwest,7,100.0,52.15,27.67,11.17,4.86,1.32,0.28,356.1428571428571
29,Kentucky,east,7,100.0,53.79,21.44,9.07,3.2,1.05,0.27,369.3703703703704
30,Texas,east,11,100.0,48.35,26.05,11.53,3.72,1.16,0.22,453.54545454545456
31,Clemson,east,8,100.0,57.75,15.61,6.18,1.89,0.61,0.22,453.54545454545456
32,Texas A&M,west,10,100.0,43.34,17.68,6.06,2.43,0.67,0.2,498.99999999999994
33,Utah St.,south,9,100.0,57.65,17.93,7.56,2.43,0.83,0.19,525.3157894736842
34,Villanova,south,8,100.0,42.35,13.16,5.52,2.24,0.89,0.18,554.5555555555555
35,Missouri,west,11,100.0,35.19,18.62,6.87,2.23,0.84,0.15,665.6666666666666
36,N.C. State,east,9,100.0,42.25,10.92,5.08,2.16,0.62,0.15,665.6666666666666
