,Date,TypeofGame,Tm,Conference,Opp,HomeAway,Result_x,Tm_AdjO,Tm_AdjD,Tm_O_PPP,Tm_O_EFG,Tm_O_TO,Tm_O_OR,Tm_O_FTR,Tm_D_PPP,Tm_D_EFG,Tm_D_TO,Tm_D_OR,Tm_D_FTR,G-Score,Conference2,  ,Year,Tempo,muid,Tm_coach,Opp_coach,Lead,AvgLead,gamestats, ,EMRating,Away,Home,Date_zero,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,WinorLose,Score,tm_pts,opp_pts,tm_ptdiff,is_home,is_neutral,tm_hca,Team,Date_y,H/A/N,Opponent,Result_y,Diff,ATS,ATSVegas,OverUnder,OverUnderVegas,Year_Date,GameID,Tm_y,opp_code,tm_code,ATSvalue,pace,tm_offensive_rating,tm_defensive_rating,tm_net_eff,tm_mod_AdjO,tm_mod_AdjD,tm_mod_net_eff,tm_margin_net_eff,season,season_tm,season_opp,Reg_dif,Over_dif
693,2023-11-25,0,St. John's,BE,Holy Cross,H,"W, 91-45",112.4,82.6,135.2,55.2,11.9,52.5,10.4,66.9,42.6,29.7,12.9,17.0,97.2,Pat,2,2024,67.3,Holy CrossSt. John's11-25,Rick Pitino,Dave Paulsen,10.7385,0.156762,"['11/25/2023', 200, 'Holy Cross', ""St. John's"", 17, 47, 6, 18, 5, 8, 4, 19, 23, 8, 1, 2, 20, 10, 45, 39, 77, 7, 22, 6, 8, 21, 27, 48, 22, 14, 6, 8, 13, 91, 67.3, '', ""St. John's"", 'Holy Cross']",9.0,29.80000000000001,Holy Cross,St. John's,11/25/2023,20231125,9.900000000000006,111.0,101.1,72.2,-15.0,99.3,114.3,64.8,W,91-45,91,45,46,1,0,1,St. John's,11/25,Home,Holy Cross,W by 46,22.0,22.0,-24.0,-16.5,152.5,11/25/2023,11/25/2023St Johns Red Storm,St Johns Red Storm,112,281,22.0,67.3,112.4,82.6,29.80000000000001,112.4,82.6,29.80000000000001,51.80000000000001,2024,2024_281,2024_112,-7.1,-7.4
710,2023-11-25,0,Howard,MEAC,Mount St. Mary's,A,"W, 87-83",108.4,105.1,106.3,50.0,25.7,42.9,39.1,101.4,49.2,18.3,24.4,42.2,58.7,MAAC,1,2024,65.5,HowardMount St. Mary's11-25,Kenny Blakeney,Dan Engelstad,1.05487,0.495064,"['11/25/2023', 250, 'Howard', ""Mount St. Mary's"", 29, 64, 6, 22, 23, 25, 15, 31, 46, 15, 9, 3, 21, 23, 87, 28, 64, 7, 20, 20, 27, 10, 20, 30, 14, 11, 1, 15, 20, 83, 81.85, '', 'Howard', ""Mount St. Mary's""]",4.0,3.3000000000000114,Howard,Mount St. Mary's,11/25/2023,20231125,-5.299999999999997,101.5,106.8,71.4,-7.699999999999989,96.9,104.6,69.9,W,87-83,87,83,4,1,0,1,Howard,11/25,Away,Mt St Marys,W by 4,1.5,1.5,-2.5,25.0,145.0,11/25/2023,11/25/2023Howard Bison,Howard Bison,186,115,1.5,65.5,108.4,105.1,3.3000000000000114,108.4,105.1,3.3000000000000114,4.800000000000011,2024,2024_115,2024_186,-2.7,-2.8
711,2023-11-25,0,Mount St. Mary's,MAAC,Howard,H,"L, 87-83",96.4,105.4,101.4,49.2,18.3,24.4,42.2,106.3,50.0,25.7,42.9,39.1,26.4,MEAC,2,2024,65.5,HowardMount St. Mary's11-25,Dan Engelstad,Kenny Blakeney,-1.05487,0.34201,"['11/25/2023', 250, 'Howard', ""Mount St. Mary's"", 29, 64, 6, 22, 23, 25, 15, 31, 46, 15, 9, 3, 21, 23, 87, 28, 64, 7, 20, 20, 27, 10, 20, 30, 14, 11, 1, 15, 20, 83, 81.85, '', 'Howard', ""Mount St. Mary's""]",2.0,-9.0,Howard,Mount St. Mary's,11/25/2023,20231125,-7.699999999999989,96.9,104.6,69.9,-5.299999999999997,101.5,106.8,71.4,L,87-83,83,87,-4,1,0,1,Mount St. Mary's,11/25,Home,Howard,L by 4,-1.5,-1.5,2.5,25.0,145.0,11/25/2023,11/25/2023Mount St Marys Mountaineers,Mount St Marys Mountaineers,115,186,-1.5,65.5,96.4,105.4,-9.0,96.4,105.4,-9.0,-10.5,2024,2024_186,2024_115,-2.7,-2.8
746,2023-11-25,0,Incarnate Word,Slnd,UTSA,A,"L, 90-80",94.1,109.8,98.8,52.1,13.6,20.5,16.4,111.1,50.7,18.5,36.6,44.8,14.5,Amer,1,2024,81.0,Incarnate WordUTSA11-25,Shane Heirman,Steve Henson,-2.53507,0.297332,"['11/25/2023', 200, 'Incarnate Word', 'UTSA', 33, 73, 10, 32, 4, 12, 9, 26, 35, 15, 12, 8, 11, 22, 80, 29, 67, 10, 33, 22, 30, 15, 35, 50, 13, 5, 4, 15, 16, 90, 80.975, '', 'UTSA', 'Incarnate Word']",1.0,-15.700000000000003,Incarnate Word,UTSA,11/25/2023,20231125,-14.299999999999997,97.8,112.1,71.0,-11.5,100.5,112.0,70.4,L,90-80,80,90,-10,1,0,1,Incarnate Word,11/25,Away,UTSA,L by 10,-6.0,-6.0,4.0,15.5,154.5,11/25/2023,11/25/2023Incarnate Word Cardinals,Incarnate Word Cardinals,329,122,-6.0,81.0,94.1,109.8,-15.700000000000003,94.1,109.8,-15.700000000000003,-21.700000000000003,2024,2024_122,2024_329,16.1,16.1
747,2023-11-25,0,UTSA,Amer,Incarnate Word,H,"W, 90-80",99.8,106.9,111.1,50.7,18.5,36.6,44.8,98.8,52.1,13.6,20.5,16.4,31.1,Slnd,2,2024,81.0,Incarnate WordUTSA11-25,Steve Henson,Shane Heirman,2.53507,0.152661,"['11/25/2023', 200, 'Incarnate Word', 'UTSA', 33, 73, 10, 32, 4, 12, 9, 26, 35, 15, 12, 8, 11, 22, 80, 29, 67, 10, 33, 22, 30, 15, 35, 50, 13, 5, 4, 15, 16, 90, 80.975, '', 'UTSA', 'Incarnate Word']",0.0,-7.1000000000000085,Incarnate Word,UTSA,11/25/2023,20231125,-11.5,100.5,112.0,70.4,-14.299999999999997,97.8,112.1,71.0,W,90-80,90,80,10,1,0,1,UTSA,11/25,Home,Incar Word,W by 10,6.0,6.0,-4.0,15.5,154.5,11/25/2023,11/25/2023Texas San Antonio Roadrunners,Texas San Antonio Roadrunners,122,329,6.0,81.0,99.8,106.9,-7.1000000000000085,99.8,106.9,-7.1000000000000085,-1.1000000000000085,2024,2024_329,2024_122,16.1,16.1
776,2023-11-25,0,Georgetown,BE,Jackson St.,H,"W, 88-81",125.0,129.9,132.5,65.7,13.5,32.3,46.3,121.9,45.8,12.0,48.9,29.2,39.1,SWAC,2,2024,66.4,Jackson St.Georgetown11-25,Ed Cooley,Mo Williams,0.503977,0.282462,"['11/25/2023', 200, 'Jackson St.', 'Georgetown', 30, 72, 6, 21, 15, 21, 22, 21, 43, 17, 4, 2, 8, 20, 81, 29, 54, 13, 26, 17, 25, 10, 23, 33, 19, 3, 6, 9, 17, 88, 66.425, '', 'Georgetown', 'Jackson St.']",1.0,-4.900000000000006,Jackson St.,Georgetown,11/25/2023,20231125,-0.6999999999999886,105.9,106.6,69.5,-8.599999999999994,97.9,106.5,72.1,W,88-81,88,81,7,1,0,1,Georgetown,11/25,Home,Jackson St,W by 7,-4.5,-4.5,-11.5,19.5,149.5,11/25/2023,11/25/2023Georgetown Hoyas,Georgetown Hoyas,128,98,-4.5,66.4,125.0,129.9,-4.900000000000006,125.0,129.9,-4.900000000000006,-9.400000000000006,2024,2024_98,2024_128,1.2,2.2
777,2023-11-25,0,Jackson St.,SWAC,Georgetown,A,"L, 88-81",122.5,122.9,121.9,45.8,12.0,48.9,29.2,132.5,65.7,13.5,32.3,46.3,49.2,BE,1,2024,66.4,Jackson St.Georgetown11-25,Mo Williams,Ed Cooley,-0.503977,0.612227,"['11/25/2023', 200, 'Jackson St.', 'Georgetown', 30, 72, 6, 21, 15, 21, 22, 21, 43, 17, 4, 2, 8, 20, 81, 29, 54, 13, 26, 17, 25, 10, 23, 33, 19, 3, 6, 9, 17, 88, 66.425, '', 'Georgetown', 'Jackson St.']",2.0,-0.4000000000000057,Jackson St.,Georgetown,11/25/2023,20231125,-8.599999999999994,97.9,106.5,72.1,-0.6999999999999886,105.9,106.6,69.5,L,88-81,81,88,-7,1,0,1,Jackson St.,11/25,Away,Georgetown,L by 7,4.5,4.5,11.5,19.5,149.5,11/25/2023,11/25/2023Jackson State Tigers,Jackson State Tigers,98,128,4.5,66.4,122.5,122.9,-0.4000000000000057,122.5,122.9,-0.4000000000000057,4.099999999999994,2024,2024_128,2024_98,-1.9,2.2
830,2023-11-25,0,Lafayette,Pat,Monmouth,N,"L, 63-53",71.0,94.4,74.2,38.0,32.2,33.3,31.5,88.2,40.4,23.8,32.5,59.6,3.7,CAA,1,2024,71.4,LafayetteMonmouth11-25,Mike McGarvey,King Rice,-8.3055,0.291844,"['11/25/2023', 200, 'Lafayette', 'Monmouth', 17, 54, 7, 28, 12, 17, 13, 27, 40, 10, 6, 7, 23, 23, 53, 19, 52, 4, 13, 21, 31, 13, 26, 39, 8, 15, 5, 17, 17, 63, 71.4, '', 'Monmouth', 'Lafayette']",0.0,-23.400000000000006,Lafayette,Monmouth,11/25/2023,20231125,-13.399999999999991,95.2,108.6,66.4,-5.0,102.3,107.3,70.2,L,63-53,53,63,-10,1,1,0,Lafayette,11/25,Neutral,Monmouth,L by 10,-5.0,-5.0,5.0,-20.5,136.5,11/25/2023,11/25/2023Lafayette Leopards,Lafayette Leopards,181,140,-5.0,71.4,71.0,94.4,-23.400000000000006,71.0,94.4,-23.400000000000006,-28.400000000000006,2024,2024_140,2024_181,-4.1,-4.8
831,2023-11-25,0,Monmouth,CAA,Lafayette,N,"W, 63-53",87.8,77.8,88.2,40.4,23.8,32.5,59.6,74.2,38.0,32.2,33.3,31.5,80.2,Pat,2,2024,71.4,LafayetteMonmouth11-25,King Rice,Mike McGarvey,8.3055,0.272491,"['11/25/2023', 200, 'Lafayette', 'Monmouth', 17, 54, 7, 28, 12, 17, 13, 27, 40, 10, 6, 7, 23, 23, 53, 19, 52, 4, 13, 21, 31, 13, 26, 39, 8, 15, 5, 17, 17, 63, 71.4, '', 'Monmouth', 'Lafayette']",1.0,10.0,Lafayette,Monmouth,11/25/2023,20231125,-5.0,102.3,107.3,70.2,-13.399999999999991,95.2,108.6,66.4,W,63-53,63,53,10,1,1,0,Monmouth,11/25,Neutral,Lafayette,W by 10,5.0,5.0,-5.0,-20.5,136.5,11/25/2023,11/25/2023Monmouth-NJ Hawks,Monmouth-NJ Hawks,140,181,5.0,71.4,87.8,77.8,10.0,87.8,77.8,10.0,15.0,2024,2024_181,2024_140,-4.1,-4.8
840,2023-11-25,0,Lamar,Slnd,Longwood,A,"L, 83-72",97.9,120.7,100.8,46.7,19.6,35.7,41.0,116.2,66.7,23.8,29.2,41.2,8.2,BSth,1,2024,71.4,LamarLongwood11-25,Alvin Brooks,Griff Aldrich,-12.9391,0.515195,"['11/25/2023', 200, 'Lamar', 'Longwood', 24, 61, 9, 23, 15, 25, 15, 17, 32, 13, 10, 1, 14, 18, 72, 29, 51, 10, 21, 15, 21, 7, 27, 34, 16, 11, 5, 17, 21, 83, 71.425, '', 'Longwood', 'Lamar']",1.0,-22.799999999999997,Lamar,Longwood,11/25/2023,20231125,-9.5,97.2,106.7,73.6,-3.6000000000000085,101.8,105.4,67.2,L,83-72,72,83,-11,1,0,1,Lamar,11/25,Away,Longwood,L by 11,-2.5,-2.5,8.5,10.5,144.5,11/25/2023,11/25/2023Lamar Cardinals,Lamar Cardinals,149,141,-2.5,71.4,97.9,120.7,-22.799999999999997,97.9,120.7,-22.799999999999997,-25.299999999999997,2024,2024_141,2024_149,10.2,11.9
841,2023-11-25,0,Longwood,BSth,Lamar,H,"W, 83-72",111.5,103.2,116.2,66.7,23.8,29.2,41.2,100.8,46.7,19.6,35.7,41.0,70.9,Slnd,2,2024,71.4,LamarLongwood11-25,Griff Aldrich,Alvin Brooks,12.9391,0.170929,"['11/25/2023', 200, 'Lamar', 'Longwood', 24, 61, 9, 23, 15, 25, 15, 17, 32, 13, 10, 1, 14, 18, 72, 29, 51, 10, 21, 15, 21, 7, 27, 34, 16, 11, 5, 17, 21, 83, 71.425, '', 'Longwood', 'Lamar']",4.0,8.299999999999997,Lamar,Longwood,11/25/2023,20231125,-3.6000000000000085,101.8,105.4,67.2,-9.5,97.2,106.7,73.6,W,83-72,83,72,11,1,0,1,Longwood,11/25,Home,Lamar,W by 11,2.5,2.5,-8.5,10.5,144.5,11/25/2023,11/25/2023Longwood Lancers,Longwood Lancers,141,149,2.5,71.4,111.5,103.2,8.299999999999997,111.5,103.2,8.299999999999997,10.799999999999997,2024,2024_149,2024_141,10.2,11.9
896,2023-11-25,0,LIU Brooklyn,NEC,Northern Kentucky,A,"L, 72-64",93.0,97.0,89.7,55.6,28.0,18.5,13.0,100.9,45.7,12.6,24.3,44.8,38.1,Horz,1,2024,71.3,LIU BrooklynNorthern Kentucky11-25,Rod Strickland,Darrin Horn,-0.354526,0.544004,"['11/25/2023', 200, 'LIU Brooklyn', 'Northern Kentucky', 27, 54, 6, 17, 4, 7, 5, 28, 33, 10, 7, 0, 20, 19, 64, 25, 58, 3, 17, 19, 26, 9, 22, 31, 14, 13, 5, 9, 10, 72, 71.3375, '', 'Northern Kentucky', 'LIU Brooklyn']",1.0,-4.0,LIU Brooklyn,Northern Kentucky,11/25/2023,20231125,-17.30000000000001,92.6,109.9,73.0,-3.5,104.1,107.6,67.3,L,72-64,64,72,-8,1,0,1,LIU Brooklyn,11/25,Away,N Kentucky,L by 8,8.5,8.5,16.5,-9.0,145.0,11/25/2023,11/25/2023LIU Sharks,LIU Sharks,214,137,8.5,71.3,93.0,97.0,-4.0,93.0,97.0,-4.0,4.5,2024,2024_137,2024_214,11.7,11.8
897,2023-11-25,0,Northern Kentucky,Horz,LIU Brooklyn,H,"W, 72-64",90.1,105.4,100.9,45.7,12.6,24.3,44.8,89.7,55.6,28.0,18.5,13.0,14.2,NEC,2,2024,71.3,LIU BrooklynNorthern Kentucky11-25,Darrin Horn,Rod Strickland,0.354526,0.0783237,"['11/25/2023', 200, 'LIU Brooklyn', 'Northern Kentucky', 27, 54, 6, 17, 4, 7, 5, 28, 33, 10, 7, 0, 20, 19, 64, 25, 58, 3, 17, 19, 26, 9, 22, 31, 14, 13, 5, 9, 10, 72, 71.3375, '', 'Northern Kentucky', 'LIU Brooklyn']",4.0,-15.300000000000011,LIU Brooklyn,Northern Kentucky,11/25/2023,20231125,-3.5,104.1,107.6,67.3,-17.30000000000001,92.6,109.9,73.0,W,72-64,72,64,8,1,0,1,Northern Kentucky,11/25,Home,LIU,W by 8,-8.5,-8.5,-16.5,-9.0,145.0,11/25/2023,11/25/2023Northern Kentucky Norse,Northern Kentucky Norse,137,214,-8.5,71.3,90.1,105.4,-15.300000000000011,90.1,105.4,-15.300000000000011,-23.80000000000001,2024,2024_214,2024_137,11.7,11.8
934,2023-11-25,0,Loyola MD,Pat,Missouri,A,"L, 78-70",102.4,105.2,100.4,53.6,25.8,33.3,30.4,111.8,54.3,14.3,25.6,41.4,42.1,SEC,1,2024,69.7,Loyola MDMissouri11-25,Tavaras Hardy,Dennis Gates,-8.77876,0.813502,"['11/25/2023', 200, 'Loyola MD', 'Missouri', 25, 56, 10, 30, 10, 17, 12, 29, 41, 16, 2, 1, 18, 20, 70, 26, 58, 11, 28, 15, 24, 10, 24, 34, 10, 14, 3, 10, 16, 78, 69.73750000000001, '', 'Missouri', 'Loyola MD']",3.0,-2.799999999999997,Loyola MD,Missouri,11/25/2023,20231125,-12.700000000000003,94.2,106.9,67.6,8.200000000000003,108.2,100.0,65.7,L,78-70,70,78,-8,1,0,1,Loyola MD,11/25,Away,Missouri,L by 8,11.5,11.5,19.5,7.5,140.5,11/25/2023,11/25/2023Loyola Md Greyhounds,Loyola Md Greyhounds,179,155,11.5,69.7,102.4,105.2,-2.799999999999997,102.4,105.2,-2.799999999999997,8.700000000000003,2024,2024_155,2024_179,-0.0,0.8
935,2023-11-25,0,Missouri,SEC,Loyola MD,H,"W, 78-70",109.7,105.1,111.8,54.3,14.3,25.6,41.4,100.4,53.6,25.8,33.3,30.4,62.3,Pat,2,2024,69.7,Loyola MDMissouri11-25,Dennis Gates,Tavaras Hardy,8.77876,0.215887,"['11/25/2023', 200, 'Loyola MD', 'Missouri', 25, 56, 10, 30, 10, 17, 12, 29, 41, 16, 2, 1, 18, 20, 70, 26, 58, 11, 28, 15, 24, 10, 24, 34, 10, 14, 3, 10, 16, 78, 69.73750000000001, '', 'Missouri', 'Loyola MD']",1.0,4.6000000000000085,Loyola MD,Missouri,11/25/2023,20231125,8.200000000000003,108.2,100.0,65.7,-12.700000000000003,94.2,106.9,67.6,W,78-70,78,70,8,1,0,1,Missouri,11/25,Home,Loyola-MD,W by 8,-11.5,-11.5,-19.5,7.5,140.5,11/25/2023,11/25/2023Missouri Tigers,Missouri Tigers,155,179,-11.5,69.7,109.7,105.1,4.6000000000000085,109.7,105.1,4.6000000000000085,-6.8999999999999915,2024,2024_179,2024_155,0.5,0.8
946,2023-11-25,0,Columbia,Ivy,Maine,H,"W, 75-56",97.8,83.8,104.8,55.1,22.4,33.3,20.3,78.3,45.0,23.8,19.4,8.3,85.5,AE,2,2024,71.5,MaineColumbia11-25,Jim Engles,Chris Markwood,7.15205,0.295309,"['11/25/2023', 200, 'Maine', 'Columbia', 25, 60, 4, 21, 2, 5, 7, 20, 27, 13, 9, 3, 17, 13, 56, 29, 59, 7, 14, 10, 12, 10, 29, 39, 18, 7, 2, 16, 12, 75, 71.5375, '', 'Columbia', 'Maine']",1.0,14.0,Maine,Columbia,11/25/2023,20231125,-6.700000000000003,99.1,105.8,71.7,-5.400000000000006,100.1,105.5,65.2,W,75-56,75,56,19,1,0,1,Columbia,11/25,Home,Maine,W by 19,21.0,21.0,2.0,-8.0,139.0,11/25/2023,11/25/2023Columbia Lions,Columbia Lions,157,58,21.0,71.5,97.8,83.8,14.0,97.8,83.8,14.0,35.0,2024,2024_58,2024_157,-0.6,2.7
947,2023-11-25,0,Maine,AE,Columbia,A,"L, 75-56",81.1,105.7,78.3,45.0,23.8,19.4,8.3,104.8,55.1,22.4,33.3,20.3,4.5,Ivy,1,2024,71.5,MaineColumbia11-25,Chris Markwood,Jim Engles,-7.15205,0.39992,"['11/25/2023', 200, 'Maine', 'Columbia', 25, 60, 4, 21, 2, 5, 7, 20, 27, 13, 9, 3, 17, 13, 56, 29, 59, 7, 14, 10, 12, 10, 29, 39, 18, 7, 2, 16, 12, 75, 71.5375, '', 'Columbia', 'Maine']",1.0,-24.60000000000001,Maine,Columbia,11/25/2023,20231125,-5.400000000000006,100.1,105.5,65.2,-6.700000000000003,99.1,105.8,71.7,L,75-56,56,75,-19,1,0,1,Maine,11/25,Away,Columbia,L by 19,-21.0,-21.0,-2.0,-8.0,139.0,11/25/2023,11/25/2023Maine Black Bears,Maine Black Bears,58,157,-21.0,71.5,81.1,105.7,-24.60000000000001,81.1,105.7,-24.60000000000001,-45.60000000000001,2024,2024_157,2024_58,-0.6,2.7
986,2023-11-25,0,Liberty,CUSA,Maryland Eastern Shore,H,"W, 99-62",148.4,120.6,157.8,77.5,11.2,40.9,15.0,98.8,46.4,12.8,17.6,23.6,91.6,MEAC,2,2024,62.7,Maryland Eastern ShoreLiberty11-25,Ritchie McKay,Jason Crafton,17.6722,0.088587,"['11/25/2023', 200, 'Maryland Eastern Shore', 'Liberty', 23, 55, 5, 13, 11, 13, 6, 13, 19, 10, 4, 1, 8, 13, 62, 39, 60, 15, 31, 6, 9, 9, 28, 37, 25, 3, 0, 7, 10, 99, 62.725, '', 'Liberty', 'Maryland Eastern Shore']",3.0,27.80000000000001,Maryland Eastern Shore,Liberty,11/25/2023,20231125,15.299999999999997,113.0,97.7,67.6,-17.700000000000003,90.2,107.9,72.3,W,99-62,99,62,37,1,0,1,Liberty,11/25,Home,Maryland ES,W by 37,12.0,12.0,-25.0,23.5,137.5,11/25/2023,11/25/2023Liberty Flames,Liberty Flames,163,144,12.0,62.7,148.4,120.6,27.80000000000001,148.4,120.6,27.80000000000001,39.80000000000001,2024,2024_144,2024_163,-9.2,-11.7
987,2023-11-25,0,Maryland Eastern Shore,MEAC,Liberty,A,"L, 99-62",109.3,143.0,98.8,46.4,12.8,17.6,23.6,157.8,77.5,11.2,40.9,15.0,4.3,CUSA,1,2024,62.7,Maryland Eastern ShoreLiberty11-25,Jason Crafton,Ritchie McKay,-17.6722,0.835159,"['11/25/2023', 200, 'Maryland Eastern Shore', 'Liberty', 23, 55, 5, 13, 11, 13, 6, 13, 19, 10, 4, 1, 8, 13, 62, 39, 60, 15, 31, 6, 9, 9, 28, 37, 25, 3, 0, 7, 10, 99, 62.725, '', 'Liberty', 'Maryland Eastern Shore']",2.0,-33.7,Maryland Eastern Shore,Liberty,11/25/2023,20231125,-17.700000000000003,90.2,107.9,72.3,15.299999999999997,113.0,97.7,67.6,L,99-62,62,99,-37,1,0,1,Maryland Eastern Shore,11/25,Away,Liberty,L by 37,-12.0,-12.0,25.0,23.5,137.5,11/25/2023,11/25/2023Maryland Eastern Shore Hawks,Maryland Eastern Shore Hawks,144,163,-12.0,62.7,109.3,143.0,-33.7,109.3,143.0,-33.7,-45.7,2024,2024_163,2024_144,-9.2,-11.7
1018,2023-11-25,0,Mercer,SC,Western Michigan,N,"L, 72-66",101.6,113.4,103.8,52.8,15.7,19.4,26.4,113.2,59.8,17.3,25.0,35.3,22.0,MAC,1,2024,63.6,MercerWestern Michigan11-25,Greg Gary,Dwayne Stephens,3.0125,0.260861,"['11/25/2023', 200, 'Mercer', 'Western Michigan', 24, 53, 8, 24, 10, 14, 6, 21, 27, 17, 4, 4, 10, 17, 66, 27, 51, 7, 13, 11, 18, 7, 25, 32, 15, 7, 1, 11, 13, 72, 63.6, '', 'Western Michigan', 'Mercer']",2.0,-11.800000000000011,Mercer,Western Michigan,11/25/2023,20231125,-6.299999999999997,98.0,104.3,68.3,-9.399999999999991,98.4,107.8,67.0,L,72-66,66,72,-6,1,1,0,Mercer,11/25,Neutral,W Michigan,L by 6,-7.0,-7.0,-1.0,6.5,131.5,11/25/2023,11/25/2023Mercer Bears,Mercer Bears,351,167,-7.0,63.6,101.6,113.4,-11.800000000000011,101.6,113.4,-11.800000000000011,-18.80000000000001,2024,2024_167,2024_351,-1.3,1.6
1019,2023-11-25,0,Western Michigan,MAC,Mercer,N,"W, 72-66",108.1,112.5,113.2,59.8,17.3,25.0,35.3,103.8,52.8,15.7,19.4,26.4,38.9,SC,2,2024,63.6,MercerWestern Michigan11-25,Dwayne Stephens,Greg Gary,-3.0125,0.337016,"['11/25/2023', 200, 'Mercer', 'Western Michigan', 24, 53, 8, 24, 10, 14, 6, 21, 27, 17, 4, 4, 10, 17, 66, 27, 51, 7, 13, 11, 18, 7, 25, 32, 15, 7, 1, 11, 13, 72, 63.6, '', 'Western Michigan', 'Mercer']",0.0,-4.400000000000006,Mercer,Western Michigan,11/25/2023,20231125,-9.399999999999991,98.4,107.8,67.0,-6.299999999999997,98.0,104.3,68.3,W,72-66,72,66,6,1,1,0,Western Michigan,11/25,Neutral,Mercer,W by 6,7.0,7.0,1.0,6.5,131.5,11/25/2023,11/25/2023Western Michigan Broncos,Western Michigan Broncos,167,351,7.0,63.6,108.1,112.5,-4.400000000000006,108.1,112.5,-4.400000000000006,2.5999999999999943,2024,2024_351,2024_167,-1.8,1.6
1032,2023-11-25,0,Miami OH,MAC,St. Bonaventure,A,"L, 90-60",96.0,131.8,91.9,45.5,18.4,17.6,17.9,137.9,63.8,13.8,46.7,12.3,2.5,A10,1,2024,65.3,Miami OHSt. Bonaventure11-25,Travis Steele,Mark Schmidt,-18.139,0.729163,"['11/25/2023', 200, 'Miami OH', 'St. Bonaventure', 22, 56, 7, 27, 9, 10, 6, 16, 22, 13, 0, 1, 12, 11, 60, 36, 65, 11, 25, 7, 8, 14, 28, 42, 20, 4, 6, 9, 14, 90, 65.275, '', 'St. Bonaventure', 'Miami OH']",2.0,-35.80000000000001,Miami OH,St. Bonaventure,11/25/2023,20231125,-6.1000000000000085,100.8,106.9,70.5,3.799999999999997,106.0,102.2,65.4,L,90-60,60,90,-30,1,0,1,Miami OH,11/25,Away,St Bonavent,L by 30,-17.5,-17.5,12.5,11.5,138.5,11/25/2023,11/25/2023Miami OH RedHawks,Miami OH RedHawks,279,170,-17.5,65.3,96.0,131.8,-35.80000000000001,96.0,131.8,-35.80000000000001,-53.30000000000001,2024,2024_170,2024_279,13.7,14.7
1033,2023-11-25,0,St. Bonaventure,A10,Miami OH,H,"W, 90-60",128.9,95.8,137.9,63.8,13.8,46.7,12.3,91.9,45.5,18.4,17.6,17.9,96.8,MAC,2,2024,65.3,Miami OHSt. Bonaventure11-25,Mark Schmidt,Travis Steele,18.139,0.22688,"['11/25/2023', 200, 'Miami OH', 'St. Bonaventure', 22, 56, 7, 27, 9, 10, 6, 16, 22, 13, 0, 1, 12, 11, 60, 36, 65, 11, 25, 7, 8, 14, 28, 42, 20, 4, 6, 9, 14, 90, 65.275, '', 'St. Bonaventure', 'Miami OH']",1.0,33.10000000000001,Miami OH,St. Bonaventure,11/25/2023,20231125,3.799999999999997,106.0,102.2,65.4,-6.1000000000000085,100.8,106.9,70.5,W,90-60,90,60,30,1,0,1,St. Bonaventure,11/25,Home,Miami (OH),W by 30,17.5,17.5,-12.5,11.5,138.5,11/25/2023,11/25/2023St Bonaventure Bonnies,St Bonaventure Bonnies,170,279,17.5,65.3,128.9,95.8,33.10000000000001,128.9,95.8,33.10000000000001,50.60000000000001,2024,2024_279,2024_170,14.2,14.7
1040,2023-11-25,0,Middle Tennessee,CUSA,Ohio,N,"L, 80-68",107.7,117.8,106.0,50.0,21.8,34.4,38.5,124.8,67.6,15.6,23.8,18.5,26.4,MAC,1,2024,64.1,Middle TennesseeOhio11-25,Nicholas McDevitt,Jeff Boals,-5.19551,0.6325,"['11/25/2023', 200, 'Middle Tennessee', 'Ohio', 23, 52, 6, 26, 16, 20, 11, 16, 27, 10, 4, 3, 14, 13, 68, 32, 54, 9, 22, 7, 10, 5, 21, 26, 16, 3, 0, 10, 19, 80, 64.125, '', 'Ohio', 'Middle Tennessee']",2.0,-10.099999999999994,Middle Tennessee,Ohio,11/25/2023,20231125,-1.2999999999999972,98.4,99.7,63.6,3.799999999999997,107.2,103.4,69.3,L,80-68,68,80,-12,1,1,0,Middle Tennessee,11/25,Neutral,Ohio,L by 12,-8.0,-8.0,4.0,15.0,133.0,11/25/2023,11/25/2023Middle Tennessee St Blue Raiders,Middle Tennessee St Blue Raiders,219,173,-8.0,64.1,107.7,117.8,-10.099999999999994,107.7,117.8,-10.099999999999994,-18.099999999999994,2024,2024_173,2024_219,-5.6,-6.1
