,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,86.07,73.65,60.65,44.67,31.64,21.01,3.75963826749167
1,Arizona,FinalFour,9,100.0,80.5,61.77,42.19,29.97,19.05,11.66,7.5763293310463125
2,Houston,SweetSixteen,3,100.0,75.28,55.95,35.49,22.31,13.07,7.5,12.333333333333334
3,Illinois,EliteEight,12,100.0,77.16,54.55,32.9,21.08,12.8,6.89,13.513788098693759
4,Duke,FinalFour,1,100.0,77.13,52.3,32.61,19.64,10.2,5.03,18.880715705765407
5,Florida,SweetSixteen,14,100.0,74.49,45.89,28.14,16.25,8.74,4.57,20.88183807439825
6,Vanderbilt,SweetSixteen,2,100.0,72.04,44.05,28.92,14.87,7.84,4.01,23.93765586034913
7,Iowa St.,EliteEight,9,100.0,66.14,38.03,24.41,11.77,6.64,3.43,28.154518950437314
8,Gonzaga,EliteEight,16,100.0,73.97,44.18,26.77,15.97,7.46,3.29,29.3951367781155
9,Purdue,SweetSixteen,8,100.0,66.9,44.73,26.44,15.25,6.67,3.26,29.67484662576687
10,Nebraska,FinalFour,8,100.0,73.25,44.34,25.07,11.96,5.73,2.73,35.63003663003663
11,Connecticut,EliteEight,13,100.0,71.41,43.17,22.21,11.18,5.23,2.45,39.816326530612244
12,Texas Tech,SweetSixteen,9,100.0,60.14,36.46,22.28,11.24,4.64,2.17,45.08294930875576
13,Michigan St.,SweetSixteen,4,100.0,60.38,37.87,22.33,8.43,4.61,2.06,47.543689320388346
14,Alabama,midwest,5,100.0,61.43,32.43,18.31,7.66,3.57,1.83,53.6448087431694
15,Virginia,SweetSixteen,15,100.0,69.14,40.67,19.54,9.33,4.29,1.76,55.81818181818181
16,Saint Louis,west,7,100.0,60.82,33.16,17.0,9.88,4.23,1.73,56.80346820809248
17,Kansas,south,5,100.0,57.74,34.13,14.24,7.02,3.33,1.59,61.893081761006286
18,Louisville,south,6,100.0,64.24,34.61,19.89,8.79,3.48,1.54,63.93506493506493
19,Iowa,east,7,100.0,51.99,29.22,15.4,5.96,2.83,1.07,92.45794392523365
20,Tennessee,west,5,100.0,55.81,31.71,17.17,8.02,3.01,0.99,100.01010101010101
21,Arkansas,east,5,100.0,55.93,33.41,12.46,6.26,2.76,0.97,102.09278350515464
22,Indiana,east,10,100.0,48.01,25.1,13.27,5.19,2.36,0.88,112.63636363636364
23,BYU,SweetSixteen,13,100.0,63.12,32.0,10.29,4.96,2.11,0.77,128.87012987012986
24,Clemson,south,7,100.0,60.55,30.68,13.19,5.28,1.85,0.76,130.57894736842104
25,St. John's,west,6,100.0,54.52,24.58,10.35,4.81,1.7,0.63,157.73015873015873
26,North Carolina,east,6,100.0,47.56,24.58,10.55,3.89,1.76,0.59,168.4915254237288
27,Texas A&M,west,8,100.0,52.83,27.0,11.36,4.12,1.63,0.56,177.57142857142856
28,N.C. State,midwest,8,100.0,51.54,25.44,9.22,3.7,1.67,0.48,207.33333333333334
29,Auburn,midwest,6,100.0,53.64,19.43,7.93,4.02,1.42,0.46,216.3913043478261
30,Wisconsin,west,10,100.0,39.18,18.54,9.43,3.22,1.17,0.39,255.4102564102564
31,Utah St.,south,9,100.0,55.23,20.43,10.69,4.22,1.31,0.38,262.15789473684214
32,SMU,south,8,100.0,44.77,12.49,5.5,2.37,0.97,0.34,293.1176470588235
33,Villanova,east,8,100.0,52.6,10.79,4.82,2.57,0.92,0.34,293.1176470588235
34,Georgia,midwest,9,100.0,48.46,23.83,9.67,3.31,0.96,0.28,356.1428571428571
35,Saint Mary's,east,11,100.0,52.44,24.91,10.39,2.45,1.04,0.23,433.78260869565213
36,UCLA,west,9,100.0,47.17,17.93,8.37,2.61,0.92,0.22,453.54545454545456
37,Kentucky,midwest,7,100.0,42.35,14.17,5.35,1.62,0.68,0.21,475.19047619047626
38,Miami FL,midwest,10,100.0,57.65,25.15,8.4,2.81,0.8,0.17,587.235294117647
39,Ohio St.,midwest,11,100.0,46.36,16.9,5.85,2.05,0.5,0.13,768.2307692307693
40,TCU,south,11,100.0,35.76,13.67,4.68,1.38,0.47,0.12,832.3333333333334
41,Virginia Tech,west,11,100.0,45.48,19.53,6.18,2.48,0.36,0.1,999.0
42,New Mexico,south,10,100.0,39.45,17.87,6.86,2.56,0.46,0.07,1427.5714285714284
43,UCF,east,9,100.0,47.4,9.21,3.99,1.55,0.39,0.07,1427.5714285714284
44,Tulsa,south,12,100.0,42.26,18.21,5.35,1.44,0.39,0.06,1665.6666666666667
45,Utah Valley,west,13,100.0,39.86,15.67,2.98,1.0,0.15,0.05,1999.0
46,North Dakota St.,south,14,100.0,27.96,7.67,2.53,0.6,0.33,0.04,2499.0
47,Troy,midwest,14,100.0,24.72,7.72,2.82,0.6,0.22,0.03,3332.3333333333335
48,Yale,midwest,12,100.0,38.57,13.65,5.31,1.14,0.3,0.02,4999.0
49,Mercer,west,14,100.0,33.1,11.16,2.96,0.6,0.06,0.02,4999.0
50,High Point,midwest,13,100.0,25.51,8.03,3.11,0.98,0.25,0.01,9999.0
51,Belmont,west,12,100.0,44.19,16.16,4.62,1.04,0.24,0.01,9999.0
52,Merrimack,east,16,100.0,13.93,6.35,2.23,0.79,0.17,0.01,9999.0
53,Oakland,midwest,15,100.0,22.84,6.13,1.26,0.38,0.15,0.01,9999.0
54,Stephen F. Austin,east,13,100.0,36.88,18.09,3.25,0.54,0.12,0.01,9999.0
55,UNC Wilmington,south,13,100.0,30.86,6.99,1.18,0.55,0.08,0.01,9999.0
56,Liberty,east,12,100.0,44.07,16.5,2.31,0.71,0.14,0.0,0.0
57,Montana,south,16,100.0,19.5,5.31,1.31,0.21,0.05,0.0,0.0
58,UC Irvine,east,14,100.0,39.62,12.64,2.09,0.2,0.05,0.0,0.0
59,Tennessee Martin,west,15,100.0,26.03,4.12,0.87,0.12,0.02,0.0,0.0
60,Vermont,midwest,16,100.0,26.75,6.39,1.17,0.13,0.01,0.0,0.0
61,Austin Peay,south,15,100.0,28.59,8.28,1.72,0.23,0.0,0.0,0.0
62,Navy,east,15,100.0,33.86,7.65,1.56,0.06,0.0,0.0,0.0
63,Bethune Cookman,west,16,100.0,22.87,2.77,0.61,0.0,0.0,0.0,0.0
