,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,82.23,59.46,45.37,31.43,20.34,12.99,6.698229407236336
1,Arizona,FinalFour,9,100.0,82.2,61.68,48.04,32.7,21.14,12.41,7.058017727639001
2,Duke,FinalFour,1,100.0,85.18,60.72,42.29,29.12,18.14,11.14,7.976660682226211
3,Illinois,SweetSixteen,3,100.0,81.71,57.02,39.8,27.51,16.92,9.63,9.384215991692628
4,Houston,EliteEight,9,100.0,83.22,62.5,46.24,27.76,16.1,9.05,10.049723756906078
5,Purdue,EliteEight,16,100.0,77.79,53.11,37.16,22.51,12.85,7.45,12.422818791946309
6,Florida,FinalFour,8,100.0,76.39,56.9,39.29,23.21,13.93,7.03,13.22475106685633
7,Iowa St.,EliteEight,12,100.0,71.99,47.07,24.59,14.27,7.29,3.87,24.839793281653744
8,Connecticut,EliteEight,13,100.0,73.04,59.08,34.06,15.72,7.97,3.03,32.00330033003301
9,Vanderbilt,SweetSixteen,2,100.0,74.1,42.34,26.12,14.48,6.51,2.89,33.602076124567475
10,Alabama,SweetSixteen,9,100.0,57.15,34.5,18.26,8.78,4.17,2.01,48.75124378109453
11,Michigan St.,SweetSixteen,4,100.0,63.84,38.06,20.39,10.26,4.16,1.79,54.865921787709496
12,Texas Tech,west,5,100.0,66.91,38.34,18.31,9.78,3.65,1.57,62.69426751592357
13,St. John's,midwest,5,100.0,60.82,38.38,19.22,8.35,3.86,1.56,63.1025641025641
14,Louisville,south,6,100.0,59.5,36.31,19.65,8.12,3.95,1.35,73.07407407407408
15,Arkansas,SweetSixteen,15,100.0,67.05,38.28,16.26,8.24,3.61,1.31,75.33587786259541
16,Tennessee,west,6,100.0,56.26,36.71,16.36,7.1,3.13,1.14,86.71929824561404
17,Wisconsin,east,5,100.0,62.56,35.28,15.17,7.65,3.11,1.12,88.28571428571428
18,Nebraska,SweetSixteen,14,100.0,64.39,35.39,17.11,6.69,2.76,1.11,89.09009009009009
19,Gonzaga,SweetSixteen,8,100.0,64.62,33.91,15.64,5.98,2.15,0.86,115.27906976744187
20,Kansas,south,5,100.0,61.26,34.5,12.89,6.35,2.54,0.81,122.45679012345678
21,Virginia,SweetSixteen,13,100.0,54.42,33.23,14.87,6.81,2.94,0.7,141.85714285714286
22,North Carolina,midwest,6,100.0,61.89,25.06,12.03,5.22,1.52,0.49,203.08163265306123
23,Utah St.,south,9,100.0,53.88,19.8,8.77,4.81,1.37,0.43,231.5581395348837
24,Iowa,west,9,100.0,46.28,16.99,8.19,3.54,1.49,0.41,242.90243902439028
25,Clemson,east,8,100.0,46.91,22.99,9.87,3.48,1.23,0.41,242.90243902439028
26,Saint Mary's,midwest,7,100.0,59.97,32.57,11.94,4.85,1.3,0.4,248.99999999999997
27,Ohio St.,west,8,100.0,53.72,18.08,7.98,4.0,1.21,0.36,276.77777777777777
28,Georgia,midwest,8,100.0,57.52,22.79,9.38,3.89,1.37,0.35,284.7142857142857
29,Villanova,south,8,100.0,46.12,14.7,8.37,2.93,1.09,0.24,415.6666666666667
30,SMU,south,11,100.0,40.5,15.42,5.13,1.98,0.81,0.24,415.6666666666667
31,UCLA,west,7,100.0,56.14,24.44,11.23,4.26,0.72,0.22,453.54545454545456
32,Texas,east,11,100.0,52.84,22.4,6.2,1.56,0.58,0.19,525.3157894736842
33,N.C. State,east,9,100.0,53.09,13.9,6.98,2.26,0.74,0.18,554.5555555555555
34,BYU,east,6,100.0,47.16,26.3,7.34,2.34,0.64,0.16,624.0
35,Texas A&M,west,10,100.0,43.86,15.01,6.92,1.83,0.57,0.16,624.0
36,Saint Louis,east,10,100.0,45.62,12.85,6.25,2.29,0.75,0.15,665.6666666666666
37,Miami FL,south,7,100.0,58.33,20.56,8.5,2.48,0.54,0.15,665.6666666666666
38,TCU,midwest,9,100.0,42.48,12.83,7.22,1.54,0.46,0.15,665.6666666666666
39,Kentucky,east,7,100.0,54.38,20.14,8.84,2.42,0.63,0.11,908.0909090909091
40,Missouri,west,11,100.0,43.74,21.14,7.89,1.97,0.32,0.09,1110.111111111111
41,VCU,midwest,10,100.0,40.03,14.75,5.71,2.29,0.27,0.09,1110.111111111111
