,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,92.88,70.44,57.46,43.97,32.77,23.0,3.347826086956522
1,Illinois,EliteEight,12,100.0,83.76,61.14,41.7,25.88,16.11,8.71,10.481056257175657
2,Duke,FinalFour,1,100.0,78.65,59.25,41.0,27.87,14.96,8.61,10.614401858304298
3,Arizona,FinalFour,9,100.0,76.85,50.49,30.7,20.24,12.0,6.54,14.29051987767584
4,Houston,EliteEight,9,100.0,70.51,45.88,31.36,14.46,9.05,5.8,16.24137931034483
5,Florida,SweetSixteen,3,100.0,78.94,53.45,29.83,18.52,10.59,5.56,16.98561151079137
6,Iowa St.,FinalFour,8,100.0,76.55,53.26,33.81,18.88,10.57,4.85,19.61855670103093
7,Purdue,SweetSixteen,4,100.0,74.1,46.75,25.38,11.67,6.93,3.75,25.666666666666668
8,Vanderbilt,SweetSixteen,15,100.0,72.16,47.19,26.94,15.41,7.85,3.61,26.70083102493075
9,Connecticut,EliteEight,13,100.0,74.91,48.28,30.15,14.55,7.36,3.05,31.786885245901644
10,Gonzaga,EliteEight,16,100.0,72.74,46.82,29.86,14.59,5.71,2.65,36.735849056603776
11,Kansas,SweetSixteen,2,100.0,63.04,40.17,23.25,11.71,5.28,2.09,46.84688995215311
12,Louisville,south,5,100.0,60.99,29.45,16.06,9.37,4.46,1.8,54.55555555555556
13,Alabama,midwest,5,100.0,61.32,35.58,17.28,8.69,4.14,1.71,57.4795321637427
14,Texas Tech,SweetSixteen,9,100.0,65.65,35.56,16.15,9.0,3.54,1.55,63.516129032258064
15,Michigan St.,SweetSixteen,14,100.0,61.49,34.21,18.34,8.03,3.84,1.51,65.2251655629139
16,Arkansas,east,5,100.0,65.95,33.96,12.4,6.32,3.25,1.37,71.992700729927
17,Tennessee,west,5,100.0,64.7,39.09,18.72,9.87,3.2,1.28,77.125
18,BYU,south,6,100.0,55.74,31.27,16.92,7.6,3.54,1.15,85.95652173913044
