,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Houston,FinalFour,8,100.0,78.0,51.58,36.33,23.54,14.97,9.11,9.976948408342482
1,Purdue,FinalFour,16,100.0,80.77,55.04,35.22,21.95,13.64,8.2,11.195121951219512
2,Duke,FinalFour,1,100.0,67.86,45.0,27.75,18.45,11.44,7.45,12.422818791946309
3,Louisville,EliteEight,13,100.0,73.88,49.23,34.08,21.27,12.0,6.28,14.92356687898089
4,Illinois,SweetSixteen,8,100.0,69.44,41.39,26.66,15.35,9.32,5.83,16.152658662092623
5,BYU,SweetSixteen,4,100.0,69.99,48.98,30.47,17.43,9.0,5.12,18.53125
6,Florida,SweetSixteen,3,100.0,71.68,46.08,29.19,15.91,9.58,4.65,20.50537634408602
7,Connecticut,SweetSixteen,13,100.0,69.39,47.7,27.53,15.32,7.86,4.0,24.0
8,Arizona,FinalFour,9,100.0,75.05,44.19,26.45,13.64,7.58,3.87,24.839793281653744
9,Vanderbilt,SweetSixteen,2,100.0,63.11,40.92,25.7,15.11,7.72,3.81,25.246719160104988
10,Gonzaga,EliteEight,16,100.0,65.41,39.28,22.51,12.89,7.07,3.8,25.315789473684212
11,Iowa St.,SweetSixteen,14,100.0,68.84,43.49,21.35,11.76,6.83,3.11,31.154340836012864
12,Michigan,EliteEight,9,100.0,61.83,32.4,18.01,10.38,5.45,3.1,31.258064516129032
13,St. John's,south,8,100.0,57.72,31.92,20.52,11.07,5.76,2.47,39.48582995951417
14,Michigan St.,EliteEight,12,100.0,71.25,42.39,21.51,9.63,4.89,2.2,44.454545454545446
15,Ohio St.,west,5,100.0,69.21,39.78,19.7,9.32,4.51,1.87,52.475935828877
16,Tennessee,west,6,100.0,56.43,29.49,14.77,7.96,3.89,1.83,53.6448087431694
17,North Carolina,SweetSixteen,9,100.0,60.74,34.76,18.3,8.07,3.87,1.81,54.248618784530386
18,Kentucky,east,10,100.0,52.35,30.26,15.21,6.67,3.19,1.62,60.728395061728385
19,Indiana,SweetSixteen,15,100.0,60.62,34.06,15.67,7.16,3.3,1.55,63.516129032258064
20,Alabama,midwest,5,100.0,52.4,25.24,12.58,6.7,3.23,1.5,65.66666666666667
21,Virginia,south,5,100.0,59.09,33.83,16.45,8.14,3.17,1.34,73.62686567164178
22,Creighton,midwest,11,100.0,50.1,27.64,13.51,6.76,3.34,1.32,74.75757575757576
23,Auburn,west,9,100.0,53.69,24.53,12.49,4.99,2.29,1.1,89.9090909090909
24,Iowa,midwest,8,100.0,56.64,24.07,11.64,5.56,2.66,1.04,95.15384615384615
25,Arkansas,west,10,100.0,49.88,26.63,11.01,5.21,2.12,1.02,97.03921568627452
26,UCLA,west,7,100.0,50.12,24.11,12.89,5.59,2.62,0.98,101.0408163265306
27,Georgia,east,6,100.0,61.5,30.35,16.01,6.89,2.59,0.97,102.09278350515464
28,N.C. State,east,7,100.0,47.65,25.31,11.78,5.31,2.13,0.92,107.69565217391303
29,Saint Mary's,west,8,100.0,46.31,22.76,11.03,5.22,2.07,0.89,111.35955056179775
30,Baylor,midwest,7,100.0,51.55,27.22,11.96,5.27,2.3,0.81,122.45679012345678
31,Missouri,midwest,10,100.0,48.45,24.39,11.23,4.54,1.99,0.8,124.0
32,Nebraska,east,5,100.0,52.1,20.87,10.09,4.56,1.8,0.66,150.5151515151515
33,Mississippi,south,9,100.0,42.28,18.83,10.31,3.85,1.55,0.56,177.57142857142856
34,Oklahoma St.,midwest,6,100.0,49.9,22.09,9.94,3.83,1.38,0.52,191.30769230769232
35,Villanova,south,10,100.0,46.58,19.7,8.1,3.77,1.35,0.51,195.078431372549
36,SMU,south,7,100.0,53.42,23.9,10.35,5.01,1.39,0.5,199.0
37,George Washington,east,8,100.0,38.4,20.5,8.72,3.38,1.06,0.4,248.99999999999997
38,Clemson,south,6,100.0,55.15,24.28,9.02,3.99,1.05,0.39,255.4102564102564
39,Boise St.,west,11,100.0,43.57,19.39,8.21,3.81,1.48,0.38,262.15789473684214
40,Oregon,south,11,100.0,44.85,21.38,7.12,2.8,1.09,0.34,293.1176470588235
41,Georgetown,midwest,9,100.0,43.36,17.67,7.08,2.57,0.77,0.27,369.3703703703704
