,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,89.24,67.75,50.53,33.84,21.31,13.36,6.485029940119761
1,Arizona,FinalFour,9,100.0,78.44,59.51,44.59,32.16,20.83,12.34,7.103727714748784
2,Duke,FinalFour,1,100.0,75.7,52.03,41.13,27.78,17.27,10.88,8.191176470588236
3,Florida,FinalFour,8,100.0,82.62,60.54,43.3,27.29,17.28,10.1,8.900990099009903
4,Illinois,SweetSixteen,3,100.0,76.89,58.23,39.91,26.15,15.28,8.5,10.764705882352942
5,Houston,EliteEight,9,100.0,77.32,52.08,38.54,24.21,14.04,8.09,11.360939431396785
6,Purdue,EliteEight,16,100.0,75.7,52.34,34.35,20.15,11.17,6.17,15.20745542949757
7,Iowa St.,EliteEight,12,100.0,69.42,43.55,24.64,13.89,7.51,3.72,25.881720430107524
8,Vanderbilt,SweetSixteen,2,100.0,73.81,44.33,27.99,14.53,7.43,3.39,28.49852507374631
9,Connecticut,EliteEight,13,100.0,73.15,50.09,27.48,13.74,5.8,2.53,38.52569169960474
10,Arkansas,SweetSixteen,15,100.0,73.66,44.9,21.78,11.73,4.92,2.21,44.248868778280546
11,Alabama,SweetSixteen,9,100.0,73.51,44.04,20.22,11.5,4.86,1.91,51.35602094240838
12,Michigan St.,SweetSixteen,4,100.0,65.77,40.06,21.37,9.8,4.49,1.85,53.054054054054056
13,St. John's,midwest,5,100.0,61.94,38.89,18.2,9.58,4.79,1.84,53.347826086956516
14,Texas Tech,west,5,100.0,59.15,36.52,12.25,8.27,3.64,1.63,60.34969325153375
15,Virginia,SweetSixteen,13,100.0,62.99,35.3,16.96,7.82,3.65,1.16,85.20689655172414
16,Gonzaga,SweetSixteen,8,100.0,70.33,41.07,18.33,6.4,2.94,0.98,101.0408163265306
17,Tennessee,west,6,100.0,54.05,31.04,17.54,6.57,2.43,0.92,107.69565217391303
18,Wisconsin,east,5,100.0,62.03,36.27,12.94,6.17,2.34,0.9,110.1111111111111
19,Louisville,south,6,100.0,51.13,29.5,14.91,6.29,2.56,0.79,125.58227848101265
20,Ohio St.,west,8,100.0,44.51,19.42,9.7,4.83,2.14,0.75,132.33333333333334
21,Iowa,west,9,100.0,55.49,23.37,12.21,5.47,1.83,0.69,143.92753623188406
22,Nebraska,SweetSixteen,14,100.0,65.06,34.62,14.7,6.33,2.21,0.63,157.73015873015873
23,Kansas,south,5,100.0,54.55,28.55,11.19,5.45,2.13,0.62,160.29032258064515
24,Utah St.,south,9,100.0,55.12,22.29,11.69,5.33,1.63,0.44,226.27272727272728
25,North Carolina,midwest,6,100.0,57.88,24.72,13.42,4.46,1.33,0.34,293.1176470588235
