,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,90.43,79.69,64.41,54.51,43.1,31.63,2.1615554852987673
1,Purdue,EliteEight,12,100.0,74.52,52.55,41.96,27.03,16.79,7.89,11.67427122940431
2,Vanderbilt,EliteEight,13,100.0,76.57,57.19,40.21,24.75,14.83,7.28,12.736263736263735
3,Arizona,FinalFour,9,100.0,73.44,51.39,31.36,21.14,11.31,4.99,19.04008016032064
4,Gonzaga,FinalFour,1,100.0,72.61,39.85,27.12,17.84,8.39,4.73,20.14164904862579
5,Iowa St.,FinalFour,8,100.0,80.36,49.78,30.18,17.33,9.41,3.99,24.06265664160401
6,Louisville,SweetSixteen,15,100.0,73.61,44.58,26.16,15.21,8.71,3.86,24.906735751295336
7,Illinois,SweetSixteen,9,100.0,68.59,43.69,25.2,15.32,6.86,3.78,25.455026455026456
8,Duke,EliteEight,16,100.0,81.72,50.22,33.4,17.9,7.18,3.65,26.397260273972602
9,Connecticut,EliteEight,9,100.0,70.67,42.06,28.35,10.47,6.31,3.6,26.77777777777778
10,Alabama,SweetSixteen,14,100.0,69.84,42.13,25.8,14.21,7.93,3.49,27.653295128939828
11,Houston,SweetSixteen,13,100.0,59.1,38.13,15.59,10.15,5.34,2.8,34.714285714285715
12,Kansas,south,5,100.0,67.52,37.2,21.46,11.68,4.72,1.75,56.142857142857146
13,Tennessee,midwest,5,100.0,63.17,33.73,17.36,8.91,4.4,1.75,56.142857142857146
14,BYU,SweetSixteen,2,100.0,67.97,40.91,20.97,9.76,4.52,1.61,61.11180124223602
15,Michigan St.,SweetSixteen,8,100.0,64.99,36.99,18.53,10.08,3.59,1.4,70.42857142857143
16,St. John's,west,9,100.0,65.81,35.85,18.87,9.14,2.86,1.22,80.9672131147541
17,Iowa,east,7,100.0,51.12,27.02,17.16,5.08,2.43,1.2,82.33333333333333
18,Florida,midwest,7,100.0,53.06,24.14,16.59,7.68,3.09,1.02,97.03921568627452
19,North Carolina,SweetSixteen,3,100.0,69.26,39.82,13.39,6.01,2.4,0.82,120.95121951219514
20,Virginia,east,5,100.0,56.92,27.28,6.48,3.73,1.89,0.73,135.986301369863
21,Arkansas,west,6,100.0,55.97,28.9,12.94,6.11,1.67,0.64,155.25
22,Kentucky,midwest,8,100.0,61.94,28.31,13.79,5.86,2.11,0.63,157.73015873015873
23,N.C. State,east,10,100.0,48.88,23.93,14.07,3.81,1.8,0.62,160.29032258064515
24,Texas Tech,west,5,100.0,54.74,25.03,13.36,6.02,1.36,0.54,184.18518518518516
25,Nebraska,SweetSixteen,4,100.0,59.72,31.27,14.42,2.85,1.34,0.39,255.4102564102564
26,Utah St.,midwest,6,100.0,55.41,31.52,10.42,3.86,1.74,0.38,262.15789473684214
27,Clemson,south,8,100.0,51.03,24.15,8.23,2.93,1.26,0.37,269.27027027027026
28,Ohio St.,east,11,100.0,54.03,30.71,9.61,2.06,0.84,0.35,284.7142857142857
29,Villanova,south,6,100.0,53.54,24.99,9.25,3.36,1.28,0.32,311.5
30,UCLA,west,10,100.0,46.63,19.97,9.8,3.65,0.94,0.31,321.5806451612903
31,Auburn,west,8,100.0,34.19,15.3,6.73,3.02,0.7,0.27,369.3703703703704
32,Butler,south,10,100.0,52.43,21.45,9.71,3.51,1.21,0.25,399.0
33,Baylor,midwest,10,100.0,46.94,17.42,8.98,3.73,1.12,0.25,399.0
34,Saint Mary's,west,7,100.0,53.37,25.29,12.32,3.69,0.75,0.22,453.54545454545456
35,Saint Louis,south,11,100.0,46.46,21.37,8.41,2.57,0.76,0.19,525.3157894736842
36,USC,east,6,100.0,45.97,25.27,10.23,1.93,0.58,0.17,587.235294117647
37,Seton Hall,midwest,9,100.0,38.06,15.26,5.26,2.22,0.65,0.16,624.0
38,LSU,east,8,100.0,57.21,8.46,4.0,1.57,0.46,0.13,768.2307692307693
39,SMU,south,7,100.0,47.57,14.99,6.44,1.57,0.32,0.12,832.3333333333334
40,Georgia,east,9,100.0,42.79,9.15,3.88,1.5,0.28,0.09,1110.111111111111
41,Utah Valley,east,13,100.0,40.9,18.8,3.0,1.03,0.22,0.08,1249.0
42,UCF,south,9,100.0,48.97,18.39,6.11,1.84,0.5,0.05,1999.0
43,Boise St.,west,11,100.0,44.03,19.75,7.71,3.34,0.39,0.05,1999.0
44,Miami OH,south,12,100.0,32.48,11.67,4.24,0.87,0.21,0.05,1999.0
45,UC San Diego,midwest,13,100.0,30.16,10.93,3.71,0.62,0.17,0.05,1999.0
46,Oklahoma St.,midwest,11,100.0,44.59,17.84,5.44,1.13,0.39,0.03,3332.3333333333335
47,McNeese St.,east,12,100.0,43.08,15.79,2.24,0.7,0.16,0.03,3332.3333333333335
48,High Point,west,14,100.0,35.01,14.36,3.89,0.95,0.14,0.03,3332.3333333333335
49,Illinois St.,west,12,100.0,45.26,19.38,4.93,1.89,0.23,0.01,9999.0
50,Yale,midwest,12,100.0,36.83,13.21,3.13,0.41,0.12,0.01,9999.0
51,Liberty,west,13,100.0,31.41,11.9,2.28,0.56,0.05,0.01,9999.0
52,Oakland,west,16,100.0,27.39,9.0,1.51,0.2,0.03,0.01,9999.0
53,Tennessee Martin,west,15,100.0,18.28,4.52,1.41,0.29,0.05,0.0,0.0
54,Arkansas St.,east,14,100.0,40.28,12.75,3.61,0.25,0.03,0.0,0.0
55,Lipscomb,east,15,100.0,29.33,6.99,2.55,0.3,0.02,0.0,0.0
56,Howard,south,16,100.0,26.56,6.07,1.18,0.16,0.02,0.0,0.0
57,Grambling St.,midwest,16,100.0,19.64,6.65,0.77,0.1,0.02,0.0,0.0
58,Furman,midwest,15,100.0,25.48,5.89,1.82,0.63,0.01,0.0,0.0
59,LIU,east,16,100.0,9.57,2.7,0.4,0.06,0.01,0.0,0.0
60,Northern Colorado,south,14,100.0,32.03,12.73,2.53,0.39,0.0,0.0,0.0
61,Quinnipiac,midwest,14,100.0,30.74,10.82,1.4,0.27,0.0,0.0,0.0
62,Hofstra,south,13,100.0,26.39,6.55,1.26,0.2,0.0,0.0,0.0
63,St. Thomas,south,15,100.0,23.43,6.37,2.48,0.06,0.0,0.0,0.0
