,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,87.75,65.61,52.7,41.07,31.24,22.27,3.49034575662326
1,Gonzaga,EliteEight,16,100.0,65.33,49.59,34.6,21.32,10.69,6.3,14.873015873015873
2,Illinois,SweetSixteen,14,100.0,70.66,41.24,30.1,20.23,12.44,6.11,15.366612111292962
3,Connecticut,EliteEight,9,100.0,74.09,47.36,31.59,14.82,9.55,5.69,16.57469244288225
4,Iowa St.,FinalFour,8,100.0,73.18,47.13,25.6,18.03,10.28,5.66,16.6678445229682
5,Duke,FinalFour,1,100.0,75.16,50.14,34.82,20.68,10.0,5.54,17.050541516245485
6,Vanderbilt,EliteEight,13,100.0,66.73,43.17,27.89,16.71,9.54,4.86,19.576131687242796
7,Arizona,FinalFour,9,100.0,72.11,46.91,27.66,16.37,9.53,4.66,20.459227467811157
8,Purdue,EliteEight,12,100.0,69.75,40.89,27.24,14.65,8.2,4.26,22.474178403755868
9,Louisville,south,5,100.0,67.1,40.88,25.46,15.42,8.09,3.65,26.397260273972602
10,Houston,SweetSixteen,2,100.0,71.6,46.31,24.84,12.93,6.76,3.43,28.154518950437314
11,Alabama,SweetSixteen,13,100.0,70.22,43.91,17.31,10.75,5.73,2.95,32.89830508474576
12,Michigan St.,SweetSixteen,8,100.0,69.89,41.61,23.94,12.83,5.81,2.85,34.08771929824562
13,Iowa,south,7,100.0,64.15,37.32,19.78,10.73,5.02,2.04,48.01960784313725
14,BYU,SweetSixteen,4,100.0,73.66,48.69,26.96,9.85,4.28,1.98,49.505050505050505
15,Tennessee,midwest,5,100.0,56.64,28.0,16.13,7.75,4.18,1.93,50.81347150259067
16,Florida,midwest,7,100.0,59.64,36.0,21.84,10.34,4.39,1.89,51.91005291005291
17,Kansas,SweetSixteen,15,100.0,55.48,31.12,17.31,9.6,4.86,1.7,57.8235294117647
18,St. John's,west,9,100.0,59.77,28.64,14.73,7.55,2.7,1.14,86.71929824561404
19,Nebraska,SweetSixteen,3,100.0,69.37,42.16,21.09,7.61,3.51,1.1,89.9090909090909
20,North Carolina,SweetSixteen,9,100.0,64.38,34.46,16.57,7.17,2.32,1.01,98.009900990099
21,Georgia,east,9,100.0,54.02,20.29,11.03,5.16,2.1,0.83,119.48192771084338
22,Arkansas,west,6,100.0,59.1,31.62,13.92,7.03,2.21,0.8,124.0
23,Virginia,east,5,100.0,64.73,34.86,9.18,4.31,1.92,0.79,125.58227848101265
24,Texas Tech,west,5,100.0,63.16,33.88,15.01,6.13,2.07,0.61,162.9344262295082
25,Clemson,east,8,100.0,45.98,11.15,6.98,3.42,1.51,0.57,174.4385964912281
26,Kentucky,west,7,100.0,48.58,19.31,8.61,4.07,1.34,0.57,174.4385964912281
27,Saint Louis,east,11,100.0,55.63,24.31,11.83,3.72,1.34,0.56,177.57142857142856
28,Utah St.,midwest,6,100.0,46.39,21.22,9.66,4.34,1.83,0.5,199.0
29,Saint Mary's,midwest,8,100.0,58.41,23.75,9.32,3.61,1.28,0.3,332.33333333333337
30,Baylor,midwest,10,100.0,40.36,17.04,8.88,3.14,1.19,0.29,343.82758620689657
31,UCLA,midwest,9,100.0,41.59,20.53,7.95,2.9,1.09,0.28,356.1428571428571
32,Auburn,west,10,100.0,51.42,20.86,8.75,3.43,1.05,0.27,369.3703703703704
33,Miami FL,south,11,100.0,53.02,21.35,9.79,3.16,1.21,0.25,399.0
34,LSU,south,9,100.0,48.05,22.93,8.08,3.83,1.2,0.24,415.6666666666667
35,Villanova,south,6,100.0,46.98,20.94,7.32,3.02,0.99,0.23,433.78260869565213
36,Ohio St.,midwest,11,100.0,53.61,25.47,8.03,3.3,0.99,0.22,453.54545454545456
37,Utah Valley,south,13,100.0,44.52,18.04,8.2,1.98,0.68,0.2,498.99999999999994
38,UCF,east,7,100.0,52.78,27.6,12.8,2.52,1.14,0.19,525.3157894736842
39,Yale,midwest,12,100.0,43.36,18.34,6.13,2.13,0.75,0.19,525.3157894736842
40,Butler,south,10,100.0,35.85,13.39,5.61,1.69,0.48,0.18,554.5555555555555
41,Seton Hall,west,8,100.0,40.23,16.49,8.15,2.82,0.85,0.16,624.0
42,SMU,south,8,100.0,51.95,21.59,7.92,2.38,0.61,0.15,665.6666666666666
43,California,east,10,100.0,47.22,19.2,6.77,0.92,0.42,0.12,832.3333333333334
44,USC,east,6,100.0,44.37,18.59,6.85,2.16,0.64,0.1,999.0
45,Belmont,west,12,100.0,36.84,18.48,5.38,1.37,0.25,0.1,999.0
46,Miami OH,south,12,100.0,32.9,9.96,4.1,1.19,0.37,0.08,1249.0
47,UC San Diego,midwest,13,100.0,29.34,12.42,3.73,1.13,0.26,0.05,1999.0
48,High Point,west,14,100.0,30.11,12.05,3.46,1.31,0.18,0.04,2499.0
