,away_team_x,home_team_x,commence_time,DraftKings,BetMGM spreads,Caesars spreads,FanDuel,BetOnline.ag spreads,BetRivers spreads,teams,date,muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,Date_zero,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,AWAY,HOME,VegasSpread,VegasTotal,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff,LeagueTempo,LeagueOE,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,Team,TRank_Tm_AdjEM,TRank_Tm_AdjOE,TRank_Tm_AdjDE,TRank_Tm_AdjT,TRank_Opp_AdjEM,TRank_Opp_AdjOE,TRank_Opp_AdjDE,TRank_Opp_AdjT,Team_y,MG_Tm_AdjT,MG_ATS_Tm_net_eff,MG_Tm_AdjEM,MG_Tm_AdjOE,MG_Tm_AdjDE,MG_Opp_AdjT,MG_ATS_Opp_net_eff,MG_Opp_AdjEM,MG_Opp_AdjOE,MG_Opp_AdjDE,Pomeroy_Tm_Score,Pomeroy_Opp_Score,Pomeroy_OverUnder,Pomeroy_PointDiff,Pomeroy_GameTempo,TRank_Tm_Score,TRank_Opp_Score,TRank_OverUnder,TRank_PointDiff,TRank_GameTempo,MG_Tm_Score,MG_Opp_Score,MG_OverUnder,MG_PointDiff,MG_GameTempo,MG_ATS_PointDiff,MG_ATS_GameTempo,Daily_Reg_PointDiff,Daily_Reg_GameTempo,away_team_y,home_team_y,VegasImpliedWinPercent,MG_ATS_ImpliedWinPercent,Dif_from_Vegas
0,Arizona Wildcats,Purdue Boilermakers,2023-12-16 15:30:00-06:00,1.5,1.5,1.5,1.5,2.0,2.0,Arizona Wildcats vs Purdue Boilermakers,12/16/2023,ArizonaPurdue12-16,2023-12-16 00:00:00,P12 vs. B10,4 Arizona vs. 1 Purdue,"Purdue -2.9, 81-79 (60%)",95.05824543484556,0,N,Arizona,12/16/2023,117.45537856063252,92.41992635325929,0.9402924689569856,0.3989161402887222,78.61199109605104,Purdue,121.85905321682311,92.5268120967952,0.9595623511028658,0.6010838597112778,81.46512077164202,75.50400025741524,Arizona,0,,,,,,,,,,,,,,,,,0.2749818757250488,0.3636612543304933,738870,,,,4,1,,,,Arizona,Purdue,-2.853129675590978,160.07711186769308,2.4,5.6,5.7,3.3,71.2,101.4,20231216,29.900000000000006,120.0,90.1,75.8,29.10000000000001,121.9,92.8,69.3,,,,,,Arizona,25.0351,117.455,92.4199,75.0574,29.3322,121.859,92.5268,69.4478,Arizona,75.51486069702827,39.89326297347032,30.31796436900039,116.61195942871909,86.29399505971872,69.32338486690445,33.09994728891392,29.96524092737806,121.49583304068148,91.53059211330346,81.02400638255432,79.91218181221326,160.93618819476757,1.1118245703410565,73.77724719101123,78.4644819852534,81.31247199773226,159.77695398298567,-2.84799001247886,73.21027111966292,77.39334214390159,76.02145816642593,153.4148003103275,1.3718839774756617,73.52451897852201,4.994752679762584,73.52451897852201,1.7645884554845281,73.52451897852201,Arizona Wildcats,Purdue Boilermakers,44.32015031835318,31.714736253938767,-12.605414064414411
1,North Carolina Tar Heels,Kentucky Wildcats,2023-12-16 16:30:00-06:00,1.5,,1.5,1.5,1.5,1.5,North Carolina Tar Heels vs Kentucky Wildcats,12/16/2023,KentuckyNorth Carolina12-16,2023-12-16 00:00:00,SEC vs. ACC,19 Kentucky vs. 15 North Carolina,"North Carolina -1.1, 84-83 (54%)",89.26255534435319,0,N,Kentucky,12/16/2023,117.27576423104357,98.13059604668524,0.8859104836571062,0.461553080259875,82.69725769964664,North Carolina,118.52760154673364,97.85801968675356,0.900583464742483,0.5384469197401249,83.81279944034736,75.21562820943399,Kentucky,0,,,,,,,,,,,,,,,,,0.4983750508239806,0.5368311745701114,738870,,,,19,15,,,,Kentucky,North Carolina,-1.1155417407007207,166.510057139994,-6.6,-4.3,-18.0,-11.5,71.2,101.4,20231216,19.799999999999997,118.0,98.2,73.1,21.799999999999997,119.5,97.7,72.1,,,,,,Kentucky,19.145399999999995,117.276,98.1306,72.3235,20.67,118.528,97.858,71.7979,Kentucky,72.6537900387084,5.922889701389595,11.587109196968637,113.93880972661023,102.35170052964166,71.51588642858395,15.50683574354115,17.002775528373732,116.24770167640932,99.24492614803556,84.16107304755887,85.66710408079027,169.82817712834913,-1.5060310332313946,74.02401685393257,82.54270720748963,83.65629738993378,166.19900459742342,-1.113590182444156,72.93083455969101,81.38096644562108,85.62927950460278,167.01024595022386,-4.248313058981694,72.97612636256255,-6.993992574240323,72.97612636256255,-4.743448213566552,72.97612636256255,Kentucky Wildcats,North Carolina Tar Heels,44.32015031835318,74.73246599667218,30.412315678318997
2,Alabama Crimson Tide,Creighton Bluejays,2023-12-16 19:00:00-06:00,-7.0,,-7.0,-6.5,-7.0,-7.5,Alabama Crimson Tide vs Creighton Bluejays,12/16/2023,AlabamaCreighton12-16,2023-12-16 00:00:00,SEC at BE,7 Alabama at 5 Creighton,"Creighton -4.4, 83-78 (65%)",84.04108276858757,0,H,Alabama,12/16/2023,119.4141726718285,98.98670651209449,0.896371428541058,0.3483570383678578,78.27869576118984,Creighton,120.625517055131,94.6911320273502,0.9417946877381927,0.6516429616321422,82.65982109616475,72.26035184332618,Alabama,0,,,,,,,,,,,,,,,,,0.2920389632390284,0.5839509398995314,738870,,,,7,5,,,,Alabama,Creighton,-4.381125334974911,160.93851685735459,1.4,11.9,1.6,0.2,71.2,101.4,20231216,22.900000000000006,123.4,100.5,73.3,22.5,117.6,95.1,68.3,,,,,,Alabama,23.2706,120.987,97.7164,73.5627,23.139700000000005,119.078,95.9383,67.8149,Alabama,72.94611162961243,30.448113468594954,27.14053622899472,126.67745370839219,99.53691747939747,67.9511635843346,24.86312757352533,23.60668818840678,120.31289943497691,96.70621124657009,79.11452705185883,84.26670708124719,163.38123413310603,-5.1521800293883615,70.31446629213482,77.97392474060473,82.66843924251337,160.64236398311812,-4.6945145019086425,70.06526887963483,81.76898749552576,84.53827587956616,166.3072633750919,-2.7692883840403937,69.6176006205748,1.3997513333511051,69.6176006205748,-0.9921900440444489,69.6176006205748,Alabama Crimson Tide,Creighton Bluejays,74.75074624530771,44.69742477471134,-30.053321470596373
3,Clemson Tigers,Memphis Tigers,2023-12-16 14:00:00-06:00,-2.5,-2.5,-2.5,-2.5,-3.0,-2.5,Clemson Tigers vs Memphis Tigers,12/16/2023,ClemsonMemphis12-16,2023-12-16 00:00:00,ACC at Amer,22 Clemson at 41 Memphis,"Memphis -2.0, 77-75 (57%)",80.10467743973709,0,H,Clemson,12/16/2023,113.793300331652,98.49276551980324,0.8403193761349974,0.4254872376053641,75.17261427074416,Memphis,113.62203172518406,95.80979613609227,0.8766296352561579,0.5745127623946358,77.16136951312573,71.97053281945112,Clemson,0,,,,,,,,,,,,,,,,,0.4843588981485653,0.6976113993781213,738870,,,,22,41,,,,Clemson,Memphis,-1.988755242381572,152.33398378386988,5.0,0.9,5.4,0.5,71.2,101.4,20231216,19.10000000000001,115.2,96.1,67.2,16.89999999999999,113.3,96.4,73.6,,,,,,Clemson,18.063199999999995,115.292,97.2288,67.643,15.092299999999994,112.164,97.0717,73.4538,Clemson,67.6274735872456,21.390394136189027,17.446195039934356,112.50992360685093,95.0637285669166,73.78125642700783,9.920532019199657,10.68608336925691,109.16799026723464,98.48190689797775,73.9626531629835,76.69346265254829,150.6561158155318,-2.730809489564791,69.46516853932583,74.879824595625,77.16911230523051,152.0489369008555,-2.2892877096055173,69.78420496348315,74.4478860240372,73.74580670035306,148.19369272439025,0.7020793236841456,70.07921306532678,5.7685768362907766,70.07921306532678,1.413778044379896,70.07921306532678,Clemson Tigers,Memphis Tigers,59.409638599828355,29.13695110733948,-30.272687492488874
4,Baylor Bears,Michigan St Spartans,2023-12-16 13:00:00-06:00,3.5,3.5,3.5,2.5,3.0,3.0,Baylor Bears vs Michigan St Spartans,12/16/2023,BaylorMichigan St.12-16,2023-12-16 00:00:00,B12 vs. B10,14 Baylor vs. 23 Michigan St.,"Baylor -1.9, 72-70 (58%)",80.08379980664276,0,N,Baylor,12/16/2023,120.30504390009712,98.87723618793314,0.9051447077221452,0.5759890660729036,72.39793146299668,Michigan St.,112.31402474100165,94.80143771480276,0.8753826106735384,0.4240109339270964,70.49490134176897,66.25963995287597,Baylor,0,,,,,,,,,,,,,,,,,0.5616378064467141,0.4853747331118279,738870,,,,14,23,,,,Baylor,Michigan St.,1.9030301212277152,142.89283280476565,18.8,14.2,10.5,-8.3,71.2,101.4,20231216,25.60000000000001,123.2,97.6,70.0,16.5,110.7,94.2,65.1,,,,,,Baylor,21.427800000000005,120.305,98.8772,69.6912,17.512599999999992,112.314,94.8014,65.6378,Baylor,69.2343925999405,33.46018057623417,26.687907374382945,120.30454258330141,93.61663520891857,66.03313235922523,12.338757110781986,15.206232252017523,107.21984592766007,92.01361367564257,73.25254038960173,68.19593976464328,141.44848015424503,5.056600624958449,64.00280898876403,72.26240952136061,70.3629541053674,142.62536362672802,1.8994554159932164,64.24686864269663,70.09708372649479,63.561486179231814,133.6585699057266,6.535597547262974,64.2101658758769,13.56210104251322,64.2101658758769,12.071511184664857,64.2101658758769,Baylor Bears,Michigan St Spartans,36.944134018176364,9.824288508800482,-27.11984550937588
5,Kansas Jayhawks,Indiana Hoosiers,2023-12-16 11:30:00-06:00,7.5,7.5,7.5,7.5,7.0,7.0,Kansas Jayhawks vs Indiana Hoosiers,12/16/2023,KansasIndiana12-16,2023-12-16 00:00:00,B12 at B10,6 Kansas at 62 Indiana,"Kansas -4.1, 76-72 (65%)",74.82980365450797,0,H,Kansas,12/16/2023,113.23966909706904,93.7423262181146,0.8977987841988774,0.6542752412368751,76.00162214879836,Indiana,111.46381348291104,97.53502456075796,0.8227537942717233,0.3457247587631249,71.90072941692543,71.826606101369,Kansas,0,,,,,,,,,,,,,,,,,0.589812810222988,0.5801899438624177,738870,,,,6,62,,,,Kansas,Indiana,4.100892731872932,147.9023515657238,-3.3,-1.5,-0.9,2.4,71.2,101.4,20231216,22.799999999999997,114.3,91.5,70.5,9.799999999999997,109.5,99.7,70.6,,,,,,Kansas,22.191699999999997,114.731,92.5393,70.5252,11.213300000000004,110.033,98.8197,70.311,Kansas,70.32401664688568,14.542896881288028,19.428627695791103,112.72036201544198,93.29173431965089,70.32600078146265,-1.1686701473456367,4.603176349717189,106.16356704728216,101.56039069756498,76.37849349317845,71.02103427998595,147.3995277731644,5.357459213192499,69.90589887640449,75.70556281522089,71.90758884140908,147.61315165662995,3.797973973811807,69.64462552247191,76.2398807395717,69.7583532028872,145.9982339424589,6.481527536684496,69.46077036045611,8.838416150827484,69.46077036045611,-4.251693753763533,69.46077036045611,Kansas Jayhawks,Indiana Hoosiers,23.752526202697656,19.996285517177547,-3.7562406855201083
6,UCLA Bruins,Ohio State Buckeyes,2023-12-16 14:00:00-06:00,-1.5,-1.5,-1.5,-1.5,-1.5,-2.0,UCLA Bruins vs Ohio State Buckeyes,12/16/2023,Ohio St.UCLA12-16,2023-12-16 00:00:00,B10 vs. P12,26 Ohio St. vs. 47 UCLA,"Ohio St. -2.2, 68-66 (59%)",72.20445997860497,0,N,Ohio St.,12/16/2023,117.41372903196068,99.45379225597708,0.8709206028468113,0.5923533404302853,67.91969172227277,UCLA,108.38155282020738,94.83542920077386,0.8227980248337583,0.4076466595697147,65.74805767184644,63.66897878606399,Ohio St.,0,,,,,,,,,,,,,,,,,0.659665516588229,0.5715312749651444,738870,,,,26,47,,,,Ohio St.,UCLA,2.1716340504263343,133.6677493941192,8.0,6.4,-0.5,-8.5,71.2,101.4,20231216,18.0,117.8,99.8,66.9,13.899999999999991,109.1,95.2,64.6,,,,,,Ohio St.,17.9602,117.414,99.4538,66.8712,13.546599999999998,108.382,94.8354,65.7312,Ohio St.,66.95765175541274,20.418159462145933,19.327505548279728,117.56793092779033,98.24042537951061,65.2982621439503,-0.003774606489123422,5.978148835220585,104.77366711027162,98.79551827505104,67.13097053387406,65.17724197360546,132.30821250747954,1.9537285602686012,60.69859550561797,67.79272526484934,65.62529541766668,133.41802068251602,2.1674298471826603,61.734890750561796,70.3412380178608,62.334182421359166,132.67542043921998,8.007055596501637,61.407560349273524,12.540611487685922,61.407560349273524,4.912604827941884,61.407560349273524,Ohio St Buckeyes,UCLA Bruins,55.67984968164682,11.617172589511405,-44.06267709213542
7,Texas A&M Aggies,Houston Cougars,2023-12-16 13:30:00-06:00,-7.0,-7.5,-7.0,-7.5,-7.5,-7.0,Texas A&M Aggies vs Houston Cougars,12/16/2023,HoustonTexas A&M12-16,2023-12-16 00:00:00,B12 vs. SEC,2 Houston vs. 21 Texas A&M,"Houston -6.8, 68-62 (77%)",69.27596706540933,0,N,Houston,12/16/2023,114.71725269009434,87.17249387481976,0.9592105926783678,0.7677454786034136,68.43059211899953,Texas A&M,118.6927277322006,100.07538884604642,0.8767561292940853,0.2322545213965864,61.67339487571938,62.2179857858356,Houston,0,,,,,,,,,,,,,,,,,0.5585207568262852,0.2767853747604825,738870,,,,2,21,,,,Houston,Texas A&M,6.757197243280146,130.10398699471892,14.7,6.8,4.6,-10.0,71.2,101.4,20231216,31.39999999999999,116.8,85.4,65.7,19.599999999999994,119.1,99.5,65.6,,,,,,Houston,27.5445,114.717,87.1725,65.7707,18.617999999999995,118.693,100.075,65.308,Houston,65.28856520238047,37.036561663850804,33.67336609860005,114.67708291943396,81.00371682083404,65.4865553033094,19.048037570851438,18.30181673955586,118.06781658264828,99.7659998430924,69.37726640515922,60.71848019413602,130.09574659929524,8.658786211023198,60.53258426966291,68.30213504297669,61.55814264085994,129.8602776838366,6.743992402116746,60.32798982584271,67.75331029353696,56.63798590323505,124.391296196772,11.115324390301907,60.04948364886812,10.802015833898366,60.04948364886812,8.767224612734744,60.04948364886812,Houston Cougars,Texas AM Aggies,74.75074624530771,15.179543167984022,-59.57120307732369
8,Dayton Flyers,Cincinnati Bearcats,2023-12-16 18:00:00-06:00,-5.0,,-5.0,-4.5,-4.5,-4.5,Dayton Flyers vs Cincinnati Bearcats,12/16/2023,CincinnatiDayton12-16,2023-12-16 00:00:00,B12 vs. A10,43 Cincinnati vs. 66 Dayton,"Cincinnati -2.5, 70-68 (60%)",68.28192796385427,0,N,Cincinnati,12/16/2023,112.10371790487451,97.44220391691194,0.8336747800558185,0.6037062307214255,70.17193800055406,Dayton,111.7461570230224,100.75255362605466,0.7669138626775927,0.3962937692785745,67.64988881710626,64.84986344383377,,0,,,,,,,,,,,,,,,,,0.7322872268903657,0.6422920489789932,738870,,,,43,66,,,,Cincinnati,Dayton,2.5220491834478054,137.82182681766034,-17.6,-10.1,0.1,17.7,71.2,101.4,20231216,18.200000000000003,114.4,96.2,70.4,12.299999999999997,113.7,101.4,63.4,,,,,,Cincinnati,14.6618,112.104,97.4422,70.4883,10.992999999999995,111.746,100.753,63.5147,Cincinnati,70.34567669112569,23.616599052172358,17.98336392569308,114.91228533222106,96.92892140652805,63.8158385319073,14.928140387211183,13.730159176556123,113.57020754431375,99.84004836775767,71.71466067415732,67.62067554019016,139.33533621434748,4.093985133967152,62.687640449438206,70.04101556740744,67.52310520085892,137.56412076826638,2.51791036654852,62.87982061811797,71.33771390713959,68.44878486817784,139.78649877531743,2.8889290389617486,63.05011720700326,5.478083371740041,63.05011720700326,-11.096820628432589,63.05011720700326,Cincinnati Bearcats,Dayton Flyers,68.3030658059327,30.093187368789565,-38.20987843714314
9,NC State Wolfpack,Tennessee Volunteers,2023-12-16 21:00:00-06:00,-9.5,,-9.5,-9.5,-9.5,-9.0,NC State Wolfpack vs Tennessee Volunteers,12/16/2023,North Carolina St.Tennessee12-16,2023-12-16 00:00:00,ACC vs. SEC,60 North Carolina St. vs. 10 Tennessee,"Tennessee -7.2, 77-70 (75%)",68.13228169353798,0,N,North Carolina St.,12/16/2023,111.25584645567096,99.5552666381866,0.7820877849708893,0.2450566587220854,70.23576127192305,Tennessee,111.83004105685195,90.74208719820628,0.9170579086589358,0.7549433412779145,77.454991659566,72.61868172821482,North Carolina St.,0,,,,,,,,,,,,,,,,,0.4487299909168054,0.7149096216561956,738870,,,,60,10,,,,North Carolina St.,Tennessee,-7.219230387642952,147.69075293148904,6.0,4.3,3.9,-2.1,71.2,101.4,20231216,10.900000000000006,110.0,99.1,70.9,23.799999999999997,114.0,90.2,71.1,,,,,,North Carolina St.,11.700699999999998,111.256,99.5553,70.613,21.087900000000005,111.83,90.7421,70.998,North Carolina St.,69.7048636777899,14.54022882047167,12.850771665257529,110.29559121426995,97.44481954901246,70.87431853328653,20.396302920625818,20.9068591874109,110.02949502364586,89.12263583623502,69.27828211222658,78.88172387972872,148.1600059919553,-9.603441767502147,70.8004213483146,70.10437092333476,77.30997618634369,147.41434710967843,-7.205605263008934,70.41266536516855,67.26361513245568,73.36719328729124,140.63080841974693,-6.10357815483556,69.38602123060387,-4.063296818412866,69.38602123060387,4.163161273836224,69.38602123060387,NC State Wolfpack,Tennessee Volunteers,81.7204231217584,65.06147331908195,-16.658949802676446
