,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,85.16,68.19,54.98,41.87,30.65,21.52,3.646840148698885
1,Arizona,FinalFour,9,100.0,75.71,52.11,34.18,23.04,14.62,7.92,11.626262626262626
2,Illinois,SweetSixteen,3,100.0,79.19,50.88,30.16,19.99,11.4,7.07,13.144271570014144
3,Purdue,EliteEight,12,100.0,69.58,45.07,26.38,17.5,9.98,5.4,17.518518518518515
4,Connecticut,FinalFour,8,100.0,75.55,53.37,32.69,18.23,10.04,5.03,18.880715705765407
5,Houston,SweetSixteen,2,100.0,65.83,40.68,27.7,15.32,8.01,4.56,20.92982456140351
6,Gonzaga,SweetSixteen,8,100.0,68.67,47.64,30.22,17.54,8.34,4.3,22.255813953488374
7,Vanderbilt,EliteEight,13,100.0,66.04,45.28,23.63,14.23,8.19,4.29,22.310023310023308
8,Duke,FinalFour,1,100.0,74.83,48.04,31.61,17.25,8.54,4.19,22.86634844868735
9,Iowa St.,EliteEight,9,100.0,71.07,43.35,28.13,13.44,7.82,4.11,23.330900243309
10,Alabama,SweetSixteen,15,100.0,72.26,38.9,22.73,12.21,6.25,2.91,33.36426116838488
11,Virginia,SweetSixteen,14,100.0,63.99,40.46,24.45,12.78,6.05,2.48,39.32258064516129
12,Florida,south,5,100.0,58.63,37.08,17.37,8.29,4.14,2.28,42.85964912280702
13,Louisville,east,7,100.0,62.34,36.59,20.24,8.35,4.84,2.24,43.64285714285714
14,Michigan St.,SweetSixteen,9,100.0,66.7,41.89,21.88,11.79,4.31,1.91,51.35602094240838
15,Kansas,SweetSixteen,13,100.0,71.5,41.35,15.23,6.62,3.36,1.54,63.93506493506493
16,BYU,SweetSixteen,4,100.0,65.09,37.45,17.78,6.26,3.16,1.37,71.992700729927
17,Iowa,west,10,100.0,54.85,35.64,17.35,8.23,3.26,1.3,75.92307692307692
18,Tennessee,west,6,100.0,56.63,26.43,14.92,7.66,3.05,1.23,80.30081300813008
19,Indiana,south,11,100.0,56.3,32.83,16.79,8.21,3.69,1.2,82.33333333333333
20,Arkansas,midwest,6,100.0,57.29,26.21,15.7,7.63,3.02,1.17,84.47008547008548
21,Utah St.,east,6,100.0,59.59,31.57,14.33,5.72,3.09,1.16,85.20689655172414
22,Texas Tech,west,5,100.0,56.92,27.86,14.29,7.23,2.97,1.12,88.28571428571428
23,Clemson,east,5,100.0,65.54,35.61,12.32,6.35,3.01,1.07,92.45794392523365
24,St. John's,west,8,100.0,54.98,27.92,15.81,8.6,2.83,1.07,92.45794392523365
25,Nebraska,EliteEight,16,100.0,59.23,27.25,13.92,8.12,2.77,1.05,94.23809523809524
26,North Carolina,midwest,5,100.0,62.53,34.57,15.04,5.23,2.08,0.81,122.45679012345678
27,SMU,south,7,100.0,55.36,26.67,11.28,4.94,2.21,0.63,157.73015873015873
28,N.C. State,midwest,10,100.0,55.56,21.76,8.9,3.75,1.56,0.56,177.57142857142856
29,Saint Mary's,midwest,9,100.0,63.23,28.26,13.92,5.11,1.71,0.53,187.67924528301884
30,Kentucky,east,9,100.0,48.64,15.23,7.3,3.31,1.37,0.46,216.3913043478261
31,Georgia,east,8,100.0,51.36,14.21,6.31,2.25,1.08,0.42,237.0952380952381
32,Villanova,south,6,100.0,43.7,21.3,8.66,2.87,1.15,0.41,242.90243902439028
33,Miami FL,south,8,100.0,46.74,20.24,8.95,3.05,1.18,0.35,284.7142857142857
34,Saint Louis,west,7,100.0,45.15,28.42,12.74,4.08,1.24,0.32,311.5
35,Wisconsin,south,9,100.0,53.26,19.86,8.22,3.06,1.13,0.32,311.5
36,Texas A&M,west,9,100.0,45.02,19.1,7.9,2.84,1.1,0.3,332.33333333333337
37,TCU,east,11,100.0,40.41,20.26,8.12,3.15,1.07,0.29,343.82758620689657
38,Baylor,midwest,11,100.0,42.71,16.38,7.09,2.6,0.88,0.25,399.0
39,USC,south,10,100.0,44.64,13.34,6.39,1.83,0.49,0.11,908.0909090909091
40,Hofstra,west,12,100.0,43.08,17.47,3.98,1.01,0.37,0.11,908.0909090909091
41,Tulsa,south,12,100.0,41.37,15.94,5.47,1.78,0.36,0.1,999.0
42,UCF,midwest,7,100.0,44.44,20.76,6.05,2.18,0.48,0.09,1110.111111111111
43,Seton Hall,midwest,8,100.0,36.77,11.8,4.32,1.43,0.35,0.09,1110.111111111111
44,Utah Valley,west,13,100.0,33.3,12.78,3.63,1.42,0.37,0.07,1427.5714285714284
45,Virginia Tech,west,11,100.0,43.37,12.48,5.81,1.66,0.31,0.07,1427.5714285714284
46,High Point,west,14,100.0,31.33,13.45,4.18,1.96,0.38,0.06,1665.6666666666667
47,New Mexico,east,10,100.0,37.66,12.86,6.01,1.47,0.36,0.06,1665.6666666666667
48,Yale,midwest,13,100.0,36.01,11.97,4.65,1.15,0.26,0.04,2499.0
49,Liberty,east,13,100.0,28.5,10.97,2.09,0.38,0.15,0.03,3332.3333333333335
50,Belmont,midwest,12,100.0,37.47,13.0,4.22,0.95,0.3,0.02,4999.0
51,Wright St.,midwest,15,100.0,30.42,12.41,3.53,0.83,0.23,0.01,9999.0
52,Grambling St.,west,16,100.0,25.17,4.94,0.9,0.34,0.11,0.0,0.0
53,Austin Peay,south,15,100.0,33.96,14.71,3.85,0.26,0.09,0.0,0.0
54,St. Thomas,south,14,100.0,34.17,5.19,1.7,0.28,0.07,0.0,0.0
55,Furman,east,15,100.0,28.93,7.2,2.87,0.38,0.06,0.0,0.0
56,Portland St.,south,16,100.0,24.29,7.79,1.43,0.44,0.05,0.0,0.0
57,Arkansas St.,east,14,100.0,34.91,10.72,2.52,0.36,0.03,0.0,0.0
58,Quinnipiac,midwest,14,100.0,20.81,6.53,2.19,0.5,0.02,0.0,0.0
59,Navy,midwest,16,100.0,24.45,6.57,0.71,0.14,0.01,0.0,0.0
60,Tennessee Martin,west,15,100.0,40.77,8.69,0.86,0.27,0.0,0.0,0.0
61,Hawaii,south,13,100.0,27.74,8.08,1.65,0.19,0.0,0.0,0.0
62,Howard,east,16,100.0,14.84,2.37,0.33,0.07,0.0,0.0,0.0
63,McNeese St.,east,12,100.0,34.46,12.07,1.44,0.02,0.0,0.0,0.0
