,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,84.64,68.62,52.35,36.76,23.66,15.64,5.39386189258312
1,Duke,FinalFour,1,100.0,81.06,60.81,39.79,27.69,17.81,11.76,7.503401360544218
2,Arizona,FinalFour,9,100.0,78.29,54.02,37.83,24.86,16.84,10.35,8.66183574879227
3,Purdue,EliteEight,16,100.0,83.28,58.69,41.57,22.86,12.85,7.36,12.58695652173913
4,Florida,FinalFour,8,100.0,79.44,56.82,40.12,21.89,13.9,7.07,13.144271570014144
5,Illinois,SweetSixteen,3,100.0,76.89,56.03,34.29,22.38,12.79,6.2,15.129032258064516
6,Houston,EliteEight,9,100.0,71.04,47.43,30.66,17.62,9.02,4.88,19.491803278688526
7,Iowa St.,EliteEight,12,100.0,74.37,50.88,30.02,17.11,9.69,4.79,19.876826722338205
8,Vanderbilt,SweetSixteen,2,100.0,65.2,42.02,26.67,13.88,7.11,3.34,28.940119760479043
9,Gonzaga,SweetSixteen,8,100.0,69.21,42.7,22.0,11.85,5.91,2.76,35.231884057971016
10,Connecticut,EliteEight,13,100.0,73.94,42.54,23.95,11.75,5.76,2.39,40.84100418410041
11,Texas Tech,west,5,100.0,65.04,40.28,21.56,10.4,4.1,1.94,50.54639175257732
12,Louisville,south,6,100.0,51.61,29.49,18.04,9.12,4.78,1.93,50.81347150259067
13,Michigan St.,SweetSixteen,4,100.0,70.69,38.1,22.32,9.4,4.04,1.84,53.347826086956516
14,Arkansas,SweetSixteen,15,100.0,65.65,38.2,17.72,10.44,4.39,1.74,56.4712643678161
15,Alabama,SweetSixteen,9,100.0,65.44,34.11,17.07,8.38,3.78,1.65,59.60606060606061
16,Virginia,SweetSixteen,13,100.0,67.03,37.3,15.71,8.16,3.68,1.64,59.97560975609756
17,Kansas,south,5,100.0,59.26,35.25,17.85,8.71,3.47,1.4,70.42857142857143
18,St. John's,midwest,5,100.0,70.98,41.7,18.85,7.49,3.06,1.29,76.51937984496124
19,Nebraska,SweetSixteen,14,100.0,63.19,38.93,16.75,7.89,3.35,1.22,80.9672131147541
20,North Carolina,midwest,6,100.0,51.08,22.93,11.2,5.69,2.82,0.9,110.1111111111111
21,Tennessee,west,6,100.0,54.99,28.39,11.33,4.67,2.2,0.89,111.35955056179775
22,BYU,east,6,100.0,52.21,28.85,13.13,5.84,1.84,0.7,141.85714285714286
23,Saint Mary's,midwest,7,100.0,55.49,27.36,13.2,7.11,2.27,0.64,155.25
24,Miami FL,south,7,100.0,57.3,32.31,14.31,5.05,1.44,0.61,162.9344262295082
25,Utah St.,south,9,100.0,56.73,21.61,11.95,5.38,1.79,0.54,184.18518518518516
26,Georgia,midwest,8,100.0,53.72,22.85,11.48,3.75,1.44,0.48,207.33333333333334
27,Wisconsin,east,5,100.0,52.16,28.13,10.7,4.07,1.52,0.45,221.2222222222222
28,Saint Louis,east,10,100.0,50.88,21.12,11.36,4.96,1.42,0.43,231.5581395348837
29,Kentucky,east,7,100.0,49.12,21.66,9.63,3.12,0.95,0.4,248.99999999999997
30,Ohio St.,west,8,100.0,49.99,16.53,6.98,2.93,1.38,0.38,262.15789473684214
31,SMU,south,11,100.0,48.39,20.58,8.82,4.18,1.26,0.37,269.27027027027026
32,Iowa,west,9,100.0,50.01,18.81,8.19,2.15,0.7,0.29,343.82758620689657
33,Texas,east,11,100.0,47.79,23.15,9.08,2.24,0.83,0.25,399.0
34,Villanova,south,8,100.0,43.27,17.2,6.42,3.33,1.33,0.24,415.6666666666667
35,N.C. State,east,9,100.0,47.83,14.16,7.52,2.92,1.03,0.24,415.6666666666667
36,UCLA,west,7,100.0,46.65,16.99,6.78,2.69,0.8,0.21,475.19047619047626
37,Northern Iowa,south,12,100.0,40.74,15.44,4.5,1.24,0.33,0.12,832.3333333333334
38,Texas A&M,west,10,100.0,53.35,19.52,8.16,2.52,0.7,0.11,908.0909090909091
39,VCU,midwest,10,100.0,44.51,16.41,4.93,2.26,0.78,0.1,999.0
40,Clemson,east,8,100.0,52.17,14.21,6.26,2.0,0.6,0.1,999.0
41,UCF,midwest,11,100.0,48.92,15.04,4.85,1.2,0.42,0.08,1249.0
42,Missouri,west,11,100.0,45.01,18.53,6.86,2.02,0.48,0.07,1427.5714285714284
43,Akron,east,12,100.0,47.84,20.23,3.63,1.35,0.24,0.05,1999.0
44,Hofstra,east,13,100.0,32.97,14.34,3.11,0.89,0.24,0.03,3332.3333333333335
45,McNeese St.,midwest,12,100.0,29.02,9.17,3.43,0.73,0.2,0.03,3332.3333333333335
46,Miami OH,south,10,100.0,42.7,15.69,4.7,1.05,0.16,0.03,3332.3333333333335
