,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,90.39,72.85,58.77,48.03,37.38,26.23,2.8124285169653067
1,Arizona,FinalFour,9,100.0,70.85,52.39,37.36,22.66,14.23,7.85,11.738853503184714
2,Vanderbilt,EliteEight,13,100.0,77.5,53.66,34.79,20.87,13.33,7.37,12.568521031207597
3,Purdue,EliteEight,12,100.0,71.88,42.94,27.75,19.18,11.35,6.53,14.313935681470138
4,Illinois,SweetSixteen,3,100.0,73.13,48.83,29.44,18.51,10.65,5.46,17.315018315018317
5,Connecticut,EliteEight,9,100.0,74.99,50.81,32.3,14.2,9.76,5.36,17.656716417910445
6,Houston,SweetSixteen,2,100.0,72.97,50.74,30.34,17.28,9.77,4.87,19.533880903490758
7,Iowa St.,FinalFour,8,100.0,69.75,45.21,29.52,16.12,8.59,3.75,25.666666666666668
8,Virginia,SweetSixteen,13,100.0,66.42,40.02,16.66,10.56,6.18,3.08,31.467532467532468
9,Gonzaga,SweetSixteen,8,100.0,64.81,40.88,25.61,14.52,6.04,2.92,33.24657534246575
10,Alabama,SweetSixteen,15,100.0,70.89,39.55,19.65,11.05,5.93,2.71,35.90036900369004
11,Duke,FinalFour,1,100.0,69.47,41.48,24.97,14.4,6.14,2.52,38.682539682539684
12,Michigan St.,SweetSixteen,9,100.0,61.3,38.65,22.2,12.23,5.21,2.2,44.454545454545446
13,Kansas,south,5,100.0,66.47,35.96,18.92,8.84,4.45,2.07,47.30917874396136
14,Nebraska,EliteEight,16,100.0,68.41,35.53,20.87,12.09,3.99,1.65,59.60606060606061
15,BYU,SweetSixteen,4,100.0,61.68,36.71,18.06,5.81,3.44,1.48,66.56756756756756
16,Tennessee,west,7,100.0,51.35,34.39,15.36,8.53,2.9,1.27,77.74015748031496
17,Louisville,midwest,6,100.0,50.95,28.23,12.97,6.71,3.01,1.17,84.47008547008548
18,St. John's,west,8,100.0,55.53,30.71,18.86,8.79,2.91,1.04,95.15384615384615
19,Florida,east,5,100.0,54.19,27.75,8.1,4.29,2.22,0.98,101.0408163265306
20,Texas Tech,west,5,100.0,63.72,33.15,16.67,8.5,2.36,0.92,107.69565217391303
21,Clemson,midwest,5,100.0,58.79,36.41,17.95,7.67,2.97,0.9,110.1111111111111
22,Arkansas,west,6,100.0,60.82,27.68,15.55,7.07,2.22,0.86,115.27906976744187
23,N.C. State,midwest,10,100.0,53.64,24.3,9.55,4.42,1.86,0.77,128.87012987012986
24,Utah St.,east,6,100.0,60.8,29.57,14.13,4.17,2.25,0.7,141.85714285714286
25,Iowa,midwest,9,100.0,51.86,25.9,13.04,6.38,1.99,0.68,146.05882352941174
26,North Carolina,SweetSixteen,14,100.0,68.75,35.15,17.76,6.22,1.99,0.67,148.25373134328356
27,Auburn,west,10,100.0,48.65,25.47,13.19,5.77,1.29,0.49,203.08163265306123
28,SMU,south,7,100.0,55.6,24.38,10.81,4.93,2.09,0.47,211.76595744680853
29,Saint Mary's,east,9,100.0,45.72,13.16,5.78,2.74,1.22,0.34,293.1176470588235
30,Saint Louis,midwest,7,100.0,46.36,25.35,10.51,4.6,1.33,0.3,332.33333333333337
31,Wisconsin,south,9,100.0,54.91,20.92,7.07,2.37,0.94,0.25,399.0
32,Kentucky,east,11,100.0,39.2,20.16,8.88,1.99,0.88,0.23,433.78260869565213
33,Texas A&M,west,9,100.0,44.47,21.18,8.63,2.78,0.54,0.22,453.54545454545456
34,Georgia,east,7,100.0,46.78,19.44,10.07,2.26,0.81,0.2,498.99999999999994
35,UCF,south,8,100.0,45.09,17.98,7.49,2.45,0.77,0.18,554.5555555555555
36,Villanova,south,6,100.0,47.65,20.33,8.36,3.15,1.22,0.17,587.235294117647
37,Ohio St.,midwest,11,100.0,49.05,14.07,6.3,2.81,0.77,0.17,587.235294117647
38,New Mexico,east,10,100.0,53.22,23.48,11.76,2.71,0.54,0.17,587.235294117647
39,Miami FL,east,8,100.0,54.28,11.61,5.07,1.05,0.33,0.14,713.2857142857142
40,TCU,south,11,100.0,52.35,16.69,7.0,2.43,0.56,0.12,832.3333333333334
41,McNeese St.,midwest,12,100.0,41.21,17.69,6.58,2.02,0.5,0.11,908.0909090909091
42,Seton Hall,midwest,8,100.0,48.14,21.52,8.75,3.35,0.63,0.09,1110.111111111111
43,Hofstra,west,12,100.0,36.28,13.7,3.58,1.06,0.16,0.08,1249.0
44,Virginia Tech,west,11,100.0,39.18,15.55,4.54,1.59,0.33,0.05,1999.0
45,High Point,west,14,100.0,35.19,15.89,4.32,1.15,0.18,0.05,1999.0
46,Tulsa,south,12,100.0,33.53,15.38,4.29,1.37,0.31,0.04,2499.0
47,Hawaii,south,13,100.0,29.11,9.11,3.11,0.75,0.2,0.04,2499.0
48,Utah Valley,west,13,100.0,38.7,14.5,3.57,1.27,0.24,0.03,3332.3333333333335
49,USC,south,10,100.0,44.4,16.08,5.03,1.14,0.2,0.02,4999.0
50,Yale,midwest,13,100.0,31.25,10.75,4.39,0.77,0.16,0.01,9999.0
51,Murray St.,east,12,100.0,45.81,15.37,2.76,0.81,0.13,0.01,9999.0
52,Austin Peay,south,15,100.0,22.5,5.88,1.41,0.05,0.05,0.01,9999.0
53,Liberty,east,13,100.0,33.58,16.86,2.4,0.87,0.23,0.0,0.0
54,Arkansas St.,east,14,100.0,38.32,13.56,2.84,0.35,0.1,0.0,0.0
55,St. Thomas,south,14,100.0,27.03,12.24,2.26,0.42,0.07,0.0,0.0
56,Wright St.,midwest,15,100.0,28.12,7.41,1.46,0.42,0.06,0.0,0.0
57,Grambling St.,west,16,100.0,30.53,6.63,1.52,0.17,0.02,0.0,0.0
58,Quinnipiac,midwest,14,100.0,26.87,8.87,2.02,0.45,0.01,0.0,0.0
59,Navy,midwest,16,100.0,30.25,7.37,2.01,0.37,0.01,0.0,0.0
60,Portland St.,south,16,100.0,29.15,8.71,2.11,0.24,0.0,0.0,0.0
61,Furman,east,15,100.0,25.01,6.27,1.96,0.08,0.0,0.0,0.0
62,Tennessee Martin,west,15,100.0,31.59,4.61,0.56,0.08,0.0,0.0,0.0
63,Howard,east,16,100.0,9.61,2.38,0.46,0.08,0.0,0.0,0.0
