muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,Date_zero,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,AWAY,HOME,VegasSpread,VegasTotal,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff,LeagueTempo,LeagueOE,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,Tm_TeamID,Opp_TeamID,TeamID,TRank_Tm_AdjEM,TRank_Tm_AdjOE,TRank_Tm_AdjDE,TRank_Tm_AdjT,Team_Opp,TeamID_Opp,TRank_Opp_AdjEM,TRank_Opp_AdjOE,TRank_Opp_AdjDE,TRank_Opp_AdjT,Team,MG_Tm_AdjT,MG_ATS_Tm_net_eff,MG_Tm_AdjEM,MG_Tm_AdjOE,MG_Tm_AdjDE,TeamID_y,Team_Standardized_Tm,Tm_y,MG_Opp_AdjT,MG_ATS_Opp_net_eff,MG_Opp_AdjEM,MG_Opp_AdjOE,MG_Opp_AdjDE,Team_Standardized_Opp,Pomeroy_Tm_Score,Pomeroy_Opp_Score,Pomeroy_OverUnder,Pomeroy_PointDiff,Pomeroy_GameTempo,TRank_Tm_Score,TRank_Opp_Score,TRank_OverUnder,TRank_PointDiff,TRank_GameTempo,MG_Tm_Score,MG_Opp_Score,MG_OverUnder,MG_PointDiff,MG_GameTempo,MG_ATS_PointDiff,MG_ATS_GameTempo,Daily_Reg_PointDiff,Daily_Reg_GameTempo,away_team,home_team,date,teams,commence_time,DraftKings,BetMGM spreads,FanDuel,VegasImpliedWinPercent,MG_ATS_ImpliedWinPercent,Dif_from_Vegas,Pt_Spread_Difference,Total_Diff,Pomeroy_PointDiffSelection,MG_ATS_PointDiffSelection,Both
Saint Peter'sSacred Heart2-13,2026-02-13,MAAC at MAAC,229 Saint Peter's at 305 Sacred Heart,"Saint Peter's -1.0, 74-73 (54%)",45.949926907663446,1,H,Saint Peter's,02/13/2026,101.90428024606156,109.80105652329094,0.297691220658183,0.5381180921715085,73.6725430381161,Sacred Heart,106.9910923493366,116.82370833819876,0.2667675334833874,0.4618819078284915,72.70033094682604,67.12667123322002,,0,,,,,,,,,,,,,,,,,0.9483088678734476,0.966264012724988,739660,,,,229,305,,,,Saint Peter's,Sacred Heart,0.9722120912900607,146.37287398494215,-1.1,8.2,-3.3,-2.3,71.2,101.4,20260213,-6.0,103.3,109.3,65.9,-11.700000000000003,106.3,118.0,68.9,,,,,,715,701,715,-5.146000000000001,103.246,108.392,65.831,Sacred Heart,701,-12.744,105.618,118.362,68.8688,Saint Peter's,67.23227772150267,-5.643999386238634,-5.905483318916366,102.33986677840826,108.24535009732472,715,Saint Peter's,Saint Peter's,70.10839264098824,-15.125134675082117,-12.341062022951338,104.6357574438333,116.9768194667847,Sacred Heart,74.52857998625481,75.1304559242031,149.65903591045793,-0.601875937948293,63.77120786516855,74.60610707369234,73.91730060596959,148.52340767966194,0.6888064677227561,63.67558950561798,75.98508829655964,76.03178178495277,152.01687008151242,-0.04669348839313159,66.20150175066117,4.615504596296596,66.20150175066117,-2.463755089152592,66.20150175066117,Saint Peter's,Sacred Heart,02/13/2026,Saint Peter's vs Sacred Heart,2026-02-13 18:00:00-06:00,1.5,1.5,1.5,44.32015031835318,33.01236104021522,-11.30778927813796,3.1155045962965957,11.315504596296595,Sacred Heart,Saint Peter's,0
YaleDartmouth2-13,2026-02-13,Ivy at Ivy,96 Yale at 231 Dartmouth,"Yale -5.7, 81-75 (70%)",49.43392811832321,1,H,Yale,02/13/2026,118.88465184117877,113.24351471222776,0.6362331520601979,0.6976879486569295,80.7782483915088,Dartmouth,106.63262451647005,109.23473461205649,0.4311255975470981,0.3023120513430705,75.11234519646993,67.47155937408246,,0,,,,,,,,,,,,,,,,,0.898034050729887,0.8740776339486528,739660,,,,96,231,,,,Yale,Dartmouth,5.665903195038865,155.89059358797874,0.1,-6.0,-3.8,-3.9,71.2,101.4,20260213,10.799999999999997,122.2,111.4,65.2,-6.5,105.2,111.7,69.5,,,,,,1008,176,1008,8.660999999999987,120.451,111.79,65.5039,Dartmouth,176,-5.409000000000006,105.264,110.673,69.5684,Yale,66.90726404733819,10.321347417559027,9.277844527018404,120.28372362478913,111.0058790977708,1008,Yale,Yale,70.66850995707125,-4.032237388384943,-5.551854689068432,104.5302922032367,110.0821468923052,Dartmouth,83.28996135733418,75.62951099366293,158.91947235099713,7.660450363671245,63.64325842696629,81.80260741065177,76.36950219187813,158.1721096025299,5.4331052187736475,64.00283029157303,84.30606941177334,78.13494518713576,162.44101459890908,6.17112422463758,66.40781819564205,7.614013142450432,66.40781819564205,-1.7214234632674348,66.40781819564205,Yale,Dartmouth,02/13/2026,Yale vs Dartmouth,2026-02-13 18:00:00-06:00,9.5,9.5,9.5,18.2795768782416,23.418181342085976,5.138604463844377,-1.8859868575495682,-7.885986857549568,Dartmouth,Dartmouth,1
BrownHarvard2-13,2026-02-13,Ivy at Ivy,288 Brown at 165 Harvard,"Harvard -9.8, 67-58 (84%)",27.152452706932003,1,H,Brown,02/13/2026,94.42863924824697,106.87889802114118,0.1939886943559436,0.1556017027315459,57.61301075408198,Harvard,109.59101494273344,107.0756575026276,0.5663628574494408,0.8443982972684541,67.4105387965628,62.139938992528855,,0,,,,,,,,,,,,,,,,,0.8363451820672937,0.9805611899383192,739660,,,,288,165,,,,Brown,Harvard,-9.797528042480828,125.02354955064479,-13.5,-8.4,-6.8,6.7,71.2,101.4,20260213,-10.100000000000009,96.8,106.9,66.0,0.29999999999999716,108.8,108.5,63.1,,,,,,88,291,88,-9.834600000000009,95.6724,105.507,66.2956,Harvard,291,-0.30100000000000193,108.185,108.486,63.3059,Brown,67.68057762869653,-10.203180076482331,-8.914228873844268,95.69849910522298,104.6127279790673,88,Brown,Brown,65.23328196655281,-0.4898760259076075,-2.2665969367998713,106.96213186075445,109.22872879755438,Harvard,58.899861223340196,68.98232958310112,127.88219080644132,-10.082468359760924,58.491573033707866,58.65771476088393,68.22368572526715,126.88140048615108,-9.565970964383219,58.945261573595495,62.1457126636118,70.35675885533536,132.50247151894717,-8.211046191723554,62.008795001572004,-7.666520163313201,62.008795001572004,-10.106565462126213,62.008795001572004,Brown,Harvard,02/13/2026,Brown vs Harvard,2026-02-13 18:00:00-06:00,-8.5,-8.5,-8.5,79.08930434072549,76.73491533204428,-2.35438900868121,0.8334798366867986,-7.566520163313202,Harvard,Brown,0
QuinnipiacSiena2-13,2026-02-13,MAAC at MAAC,208 Quinnipiac at 197 Siena,"Siena -4.2, 73-69 (66%)",45.84497277501494,1,H,Quinnipiac,02/13/2026,102.11314817822222,108.0425243504704,0.3431925836610657,0.3365265556870939,68.93439076136245,Siena,108.88360579161694,108.60264515912831,0.5074276221342934,0.6634734443129061,73.12587737725221,67.42589760470801,,0,,,,,,,,,,,,,,,,,0.8662957586148154,0.9587371617574932,739660,,,,208,197,,,,Quinnipiac,Siena,-4.191486615889758,142.06026813861467,-11.1,-0.3,-9.9,1.2,71.2,101.4,20260213,-3.1999999999999886,103.9,107.1,70.1,-1.4000000000000057,108.1,109.5,64.7,,,,,,670,741,670,-3.1980000000000075,103.458,106.656,70.2781,Siena,741,-2.546999999999997,107.486,110.033,64.7985,Quinnipiac,71.49212344890564,-3.8726185914904327,-2.1954782583473706,103.363570795776,105.55904905412343,670,Quinnipiac,Quinnipiac,66.23115203950474,-2.6483647045730017,-1.6888171992586385,106.35459711337353,108.04341431263222,Siena,69.48448558002411,74.78171568766263,144.26620126768674,-5.297230107638512,63.7004213483146,69.80843117194046,74.34985380573622,144.15828497767666,-4.5414226337957615,63.9594868377809,71.20691838064326,75.70598305515965,146.9129014358029,-4.49906467451639,66.50288901364482,-2.6155321040682793,66.50288901364482,-9.16290105407802,66.50288901364482,Quinnipiac,Siena,02/13/2026,Quinnipiac vs Siena,2026-02-13 18:00:00-06:00,,-3.5,-3.5,,59.83576260962764,,0.8844678959317207,0.5844678959317207,Siena,Quinnipiac,0
Saint LouisLoyola Chicago2-13,2026-02-13,A10 at A10,22 Saint Louis at 296 Loyola Chicago,"Saint Louis -21.7, 90-68 (96%)",39.99577566515818,1,H,Saint Louis,02/13/2026,121.30845845113076,99.79546014584778,0.904214847168268,0.9601834620523306,89.7082260940902,Loyola Chicago,105.27997191136512,114.22591748482368,0.2813282221471688,0.0398165379476693,68.01944364585421,70.22461938447847,,0,,,,,,,,,,,,,,,,,0.944600502064766,0.5625693589877881,739660,,,,22,296,,,,Saint Louis,Loyola Chicago,21.688782448235983,157.72766973994442,-1.4,-0.9,1.8,3.2,71.2,101.4,20260213,23.200000000000003,120.8,97.6,71.5,-13.600000000000009,103.6,117.2,66.0,,,,,,708,419,708,24.391200000000012,122.906,98.5148,71.6411,Loyola Chicago,419,-11.801000000000002,103.929,115.73,66.2042,Saint Louis,72.84672689216394,28.225288081996922,23.144210218622003,121.13504709722471,97.99083687860278,708,Saint Louis,Saint Louis,67.54154014441464,-19.69938383245783,-12.30942639379683,103.52866794146402,115.83809433526092,Loyola Chicago,89.96641284335348,67.95438897438201,157.92080181773548,22.01202386897147,66.27808988764045,90.84535086289047,69.158247163087,160.00359802597745,21.687103699803473,66.6143498963483,92.96898739256245,71.08616035817842,164.05514775074087,21.882827034384036,69.10365349404915,31.100312961473627,69.10365349404915,-2.9507260041959142,69.10365349404915,Saint Louis,Loyola Chicago,02/13/2026,Saint Louis vs Loyola Chicago,2026-02-13 19:30:00-06:00,18.5,18.5,18.5,3.9042694968427716,0.1528563718736664,-3.751413124969105,12.600312961473627,11.700312961473626,Saint Louis,Saint Louis,1
ColumbiaPenn2-13,2026-02-13,Ivy at Ivy,209 Columbia at 174 Penn,"Penn -5.7, 77-72 (71%)",44.62510689418487,1,H,Columbia,02/13/2026,106.28922741108106,112.47026998613418,0.3429811358169183,0.2932813142550959,71.77108408412886,Penn,109.37308359837796,107.2123563652816,0.5571153950492769,0.7067186857449042,77.47536105540718,68.31692004647651,,0,,,,,,,,,,,,,,,,,0.8414218623458559,0.9587742608248664,739660,,,,209,174,,,,Columbia,Penn,-5.704276971278318,149.24644513953604,-10.8,-16.2,-11.2,-0.4,71.2,101.4,20260213,-2.6000000000000085,108.3,110.9,67.0,-1.5999999999999943,108.2,109.8,68.6,,,,,,164,637,164,-3.338000000000008,107.689,111.027,67.0985,Penn,637,-0.6550000000000011,107.969,108.624,68.766,Columbia,68.49320734744063,-0.5636343933050777,-0.8887380856330838,107.89736121190235,108.78609929753551,164,Columbia,Columbia,70.01999021806793,2.1811706554119517,-0.8685163353088068,107.30935785505173,108.17787419036061,Penn,73.597929451236,78.5444832317191,152.1424126829551,-4.9465537804831,64.55337078651685,72.68078195884293,78.7720630681756,151.45284502701853,-6.0912811093326695,64.80471139044944,75.37975070969952,79.73307460582163,155.11282531552115,-4.353323896122106,67.3580577032569,-3.750126558371136,67.3580577032569,-9.051306361932845,67.3580577032569,Columbia,Penn,02/13/2026,Columbia vs Penn,2026-02-13 18:00:00-06:00,,-3.5,-2.5,,63.95120804701611,,-1.2501265583711358,-17.450126558371135,Penn,Penn,1
ManhattanNiagara2-13,2026-02-13,MAAC at MAAC,333 Manhattan at 336 Niagara,"Niagara -3.1, 70-67 (63%)",24.724022568491677,1,H,Manhattan,02/13/2026,102.30198928635473,123.20594450886416,0.1054414911059234,0.3739765346856992,67.40604157281682,Niagara,99.0092522329124,114.01635889658066,0.164794398447085,0.6260234653143009,70.49446523205332,62.6845397456112,,0,,,,,,,,,,,,,,,,,0.97128744964965,0.9903846219134802,739660,,,,333,336,,,,Manhattan,Niagara,-3.088423659236497,137.90050680487013,-16.4,-9.5,-5.8,10.6,71.2,101.4,20260213,-16.0,104.8,120.8,68.1,-18.200000000000003,97.7,115.9,61.9,,,,,,427,548,427,-17.976,103.649,121.625,68.2017,Niagara,548,-17.779399999999995,97.7386,115.518,62.076,Manhattan,69.48633462636171,-20.280929594168125,-16.41695726044643,103.82186322644492,120.2388204868914,427,Manhattan,Manhattan,63.68885627893203,-20.207969382439995,-18.020609805305487,96.87423984355979,114.89484964886533,Niagara,68.94747416762944,70.85283306712583,139.80030723475528,-1.9053588994963917,59.20491573033707,68.26051858621577,71.67469492098628,139.93521350720204,-3.4141763347705165,59.46192035393259,71.08666081333723,73.41314502616467,144.4998058395019,-2.326484212827438,62.155971620338896,-1.4333885740633363,62.155971620338896,-11.975715364033924,62.155971620338896,Manhattan,Niagara,02/13/2026,Manhattan vs Niagara,2026-02-13 17:30:00-06:00,,-2.5,-1.5,,55.42922039506198,,0.06661142593666369,-9.433388574063336,Niagara,Manhattan,0
CornellPrinceton2-13,2026-02-13,Ivy at Ivy,168 Cornell at 227 Princeton,"Princeton -0.7, 82-81 (52%)",56.12048434202512,1,H,Cornell,02/13/2026,118.79606957937624,122.4024651449401,0.4148572957274211,0.4762340067075719,81.41998641081372,Princeton,105.546498543389,107.85471843937675,0.4381224519133123,0.5237659932924281,82.09634055930756,68.92910954362733,,0,,,,,,,,,,,,,,,,,0.8953969414929708,0.944824320410879,739660,,,,168,227,,,,Cornell,Princeton,-0.6763541484938429,163.51632697012127,2.6,7.8,4.9,2.2,71.2,101.4,20260213,0.4000000000000057,119.7,119.3,72.2,-5.199999999999989,104.4,109.6,63.9,,,,,,171,655,171,-0.4709999999999894,120.361,120.832,72.4771,Princeton,655,-5.083000000000013,104.192,109.275,64.2333,Cornell,73.50632154956024,0.16865118479204202,-0.23569860454136937,118.42506501437006,118.66076361891149,171,Cornell,Cornell,65.76023735689107,-5.186382803710083,-5.463779573186082,102.59573839335037,108.05951796653653,Princeton,81.50394712356022,81.83459914464945,163.33854626820965,-0.33065202108922165,64.79747191011236,82.45244263924401,83.47094727657999,165.923389915824,-1.0185046373359796,65.3854397110955,83.29723799260739,83.80742244243642,167.1046604350438,-0.5101844498290262,67.89035326307638,1.7823133808920346,67.89035326307638,-0.13537336440657555,67.89035326307638,Cornell,Princeton,02/13/2026,Cornell vs Princeton,2026-02-13 18:00:00-06:00,,2.5,2.5,,43.260568286622146,,-0.7176866191079654,7.082313380892034,Princeton,Princeton,1
OhioMiami OH2-13,2026-02-13,MAC at MAC,223 Ohio at 79 Miami OH,"Miami OH -16.5, 90-73 (89%)",41.339435278663885,1,H,Ohio,02/13/2026,105.20442533147208,112.53114338570776,0.3155640375868921,0.1072583598410521,73.33292411418124,Miami OH,118.86259886947276,105.74463047855455,0.7932820069661537,0.8927416401589479,89.84817326477841,72.2448558182706,,0,,,,,,,,,,,,,,,,,0.6349438919932581,0.963412993912074,739660,,,,223,79,,,,Ohio,Miami OH,-16.51524915059717,163.18109737895963,3.1,-1.7,0.5,-2.5,71.2,101.4,20260213,-4.5,107.0,111.5,69.2,9.299999999999997,117.0,107.7,70.3,,,,,,602,467,602,-4.497,106.59,111.087,69.3344,Miami OH,467,10.200000000000003,117.337,107.137,70.3747,Ohio,70.60422060230108,-6.168144739253548,-3.9307285965886707,106.3300270852907,110.26075568187943,602,Ohio,Ohio,71.58257924115307,14.296110897257675,9.878132436343197,116.13408204621432,106.25594960987122,Miami OH,75.49127870505303,90.38161762938202,165.87289633443504,-14.890338924328987,68.3252808988764,75.03383482419709,90.57774370658055,165.61157853077765,-15.543908882383462,68.53072471460675,76.89233840500094,92.16724868666618,169.05958709166714,-15.274910281665242,70.9835985396639,-16.594579144400782,70.9835985396639,0.16184260467043998,70.9835985396639,Ohio,Miami OH,02/13/2026,Ohio vs Miami OH,2026-02-13 20:00:00-06:00,-10.5,,-10.5,84.1344746068543,94.2996486133016,10.165174006447302,-6.094579144400782,-7.794579144400783,Miami OH,Miami OH,1
IonaCanisius2-13,2026-02-13,MAAC at MAAC,240 Iona at 346 Canisius,"Iona -4.7, 70-65 (69%)",29.55580496615199,1,H,Iona,02/13/2026,101.39747286628572,110.64247763364948,0.2682650268492967,0.690706128211092,69.69536539961288,Canisius,96.46721381636708,112.87962020921994,0.141017376332665,0.309293871788908,64.99244216643322,66.05019325786652,,0,,,,,,,,,,,,,,,,,0.9759945101707832,0.9706877284940608,739660,,,,240,346,,,,Iona,Canisius,4.702923233179661,134.6878075660461,6.8,-1.8,-0.1,-7.0,71.2,101.4,20260213,-6.799999999999997,103.7,110.5,69.2,-19.299999999999997,95.3,114.6,64.3,,,,,,333,123,333,-6.489999999999995,102.733,109.223,69.6405,Canisius,123,-19.136799999999994,95.2292,114.366,64.0576,Iona,70.79533889693182,-5.867991708392154,-4.765320496095465,103.32683890800672,108.09215940410225,333,Iona,Iona,65.625196591987,-20.89678128827423,-18.84328515148131,94.85128844910241,113.69457360058381,Canisius,71.20595617491703,66.73139556207302,137.93735173699005,4.474560612844016,62.4938202247191,70.57897181431957,66.08071631906482,136.6596881333844,4.498255495254753,62.65454062921348,73.49605766752015,67.83763073286983,141.33368840038997,5.658426934650322,65.25221956330752,8.224061144779192,65.25221956330752,2.7402017083415444,65.25221956330752,Iona,Canisius,02/13/2026,Iona vs Canisius,2026-02-13 18:00:00-06:00,,5.5,5.5,,21.674194451316573,,2.724061144779192,0.924061144779192,Canisius,Iona,0
