,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,88.42,65.41,49.5,37.44,27.26,17.6,4.681818181818182
1,Arizona,FinalFour,9,100.0,82.6,57.8,41.65,27.38,17.74,10.55,8.47867298578199
2,Houston,SweetSixteen,3,100.0,80.36,56.94,33.87,22.86,14.33,8.52,10.737089201877936
3,Florida,SweetSixteen,14,100.0,71.14,51.89,31.15,18.5,10.5,5.86,16.064846416382252
4,Duke,FinalFour,1,100.0,83.46,50.63,30.86,19.47,10.73,5.65,16.699115044247787
5,Iowa St.,EliteEight,13,100.0,72.1,49.02,31.87,19.23,10.79,5.62,16.793594306049823
6,Purdue,SweetSixteen,8,100.0,71.49,45.54,28.62,18.17,10.33,5.42,17.45018450184502
7,Illinois,EliteEight,12,100.0,78.26,49.25,30.58,17.06,9.15,5.34,17.726591760299627
8,Gonzaga,EliteEight,16,100.0,77.94,46.62,26.25,15.59,7.23,3.16,30.645569620253163
9,Connecticut,FinalFour,8,100.0,73.67,42.23,24.77,12.44,6.89,3.1,31.258064516129032
10,Vanderbilt,SweetSixteen,2,100.0,64.82,34.99,20.84,12.36,5.8,2.82,34.460992907801426
11,Nebraska,EliteEight,9,100.0,70.5,40.39,24.41,10.02,5.86,2.64,36.878787878787875
12,Alabama,east,5,100.0,70.78,45.01,19.43,12.27,5.47,2.4,40.666666666666664
13,Texas Tech,SweetSixteen,9,100.0,72.95,40.23,20.98,9.11,4.02,1.92,51.083333333333336
14,Kansas,SweetSixteen,15,100.0,59.77,36.54,17.39,9.51,3.85,1.86,52.76344086021505
15,Michigan St.,SweetSixteen,4,100.0,58.98,28.8,16.22,7.28,3.49,1.6,61.5
16,Tennessee,west,5,100.0,65.93,39.77,21.07,10.08,4.22,1.44,68.44444444444444
17,Virginia,SweetSixteen,13,100.0,65.78,36.46,13.2,7.38,3.14,1.42,69.42253521126761
18,Louisville,south,6,100.0,58.03,31.7,16.07,6.69,2.49,1.22,80.9672131147541
19,Texas A&M,west,6,100.0,61.24,32.8,18.44,8.47,2.95,1.17,84.47008547008548
20,Saint Louis,east,7,100.0,65.94,34.06,20.28,7.01,2.85,1.16,85.20689655172414
21,Iowa,south,7,100.0,57.66,29.67,15.88,6.39,2.64,1.02,97.03921568627452
22,Indiana,midwest,9,100.0,54.74,27.16,12.88,5.1,2.29,0.81,122.45679012345678
23,St. John's,west,7,100.0,55.44,28.18,13.42,5.52,2.2,0.8,124.0
24,North Carolina,midwest,5,100.0,58.26,25.53,11.78,4.81,2.18,0.73,135.986301369863
25,N.C. State,midwest,8,100.0,45.26,24.65,12.72,6.01,2.17,0.65,152.84615384615384
26,Arkansas,east,6,100.0,50.74,28.21,14.2,4.57,1.72,0.63,157.73015873015873
27,BYU,south,5,100.0,50.39,25.48,11.04,4.34,1.31,0.63,157.73015873015873
28,Clemson,east,8,100.0,58.54,20.27,9.85,4.39,1.48,0.59,168.4915254237288
29,Auburn,midwest,7,100.0,58.07,28.69,12.01,4.0,1.37,0.5,199.0
30,Texas,east,11,100.0,49.26,26.76,10.57,3.74,1.25,0.43,231.5581395348837
31,Villanova,east,9,100.0,41.46,11.5,5.65,2.96,1.24,0.33,302.030303030303
32,SMU,south,9,100.0,46.31,16.65,9.07,4.06,1.16,0.29,343.82758620689657
33,Utah St.,south,8,100.0,53.69,21.98,10.59,3.07,1.15,0.29,343.82758620689657
34,UCLA,west,10,100.0,44.56,20.05,7.02,3.19,1.31,0.28,356.1428571428571
35,Kentucky,midwest,6,100.0,52.82,17.81,7.9,2.94,0.96,0.26,383.6153846153846
36,UCF,west,8,100.0,52.91,25.85,10.87,3.97,1.07,0.25,399.0
37,Wisconsin,west,9,100.0,47.09,20.02,8.92,3.32,0.92,0.21,475.19047619047626
38,New Mexico,south,11,100.0,41.97,20.36,8.06,2.45,0.75,0.15,665.6666666666666
39,Georgia,midwest,10,100.0,41.93,16.54,6.8,2.17,0.69,0.13,768.2307692307693
40,Saint Mary's,midwest,11,100.0,47.18,19.86,6.46,2.51,0.55,0.13,768.2307692307693
41,Tulsa,south,12,100.0,49.61,23.95,6.26,2.4,0.66,0.09,1110.111111111111
42,Miami FL,east,10,100.0,34.06,15.17,6.21,1.52,0.47,0.08,1249.0
43,High Point,west,13,100.0,27.05,8.7,2.13,0.76,0.14,0.06,1665.6666666666667
44,Belmont,west,12,100.0,34.07,11.3,4.66,0.93,0.26,0.03,3332.3333333333335
45,California,south,10,100.0,42.34,13.05,3.19,0.98,0.15,0.03,3332.3333333333335
46,Navy,midwest,16,100.0,26.33,5.96,0.88,0.05,0.03,0.03,3332.3333333333335
47,Virginia Tech,west,11,100.0,38.76,12.75,4.21,0.76,0.23,0.02,4999.0
48,Stephen F. Austin,midwest,13,100.0,28.86,11.26,2.59,0.7,0.08,0.02,4999.0
49,Yale,midwest,12,100.0,41.74,11.32,3.23,0.67,0.08,0.01,9999.0
50,North Dakota St.,south,14,100.0,35.18,12.95,2.94,0.52,0.06,0.01,9999.0
51,Mercer,west,14,100.0,28.51,8.91,1.69,0.59,0.05,0.01,9999.0
52,Hawaii,east,14,100.0,41.02,16.23,4.55,0.76,0.04,0.01,9999.0
53,Austin Peay,midwest,15,100.0,21.74,5.52,1.44,0.11,0.04,0.01,9999.0
54,Liberty,east,12,100.0,29.22,9.07,1.01,0.12,0.02,0.01,9999.0
55,Cal Baptist,south,13,100.0,40.23,14.03,3.31,0.32,0.1,0.0,0.0
56,Portland St.,south,15,100.0,27.9,8.26,1.15,0.25,0.04,0.0,0.0
57,UNC Wilmington,east,13,100.0,34.22,9.46,1.35,0.29,0.02,0.0,0.0
58,Wright St.,east,15,100.0,29.5,10.38,3.56,0.24,0.02,0.0,0.0
59,Bethune Cookman,west,16,100.0,16.54,3.5,0.51,0.07,0.01,0.0,0.0
