,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,81.73,67.25,53.18,40.48,29.09,19.44,4.144032921810699
1,Illinois,EliteEight,13,100.0,84.66,59.66,41.32,28.12,16.87,10.18,8.823182711198427
2,Duke,FinalFour,1,100.0,76.42,56.26,41.02,29.21,17.08,9.5,9.526315789473685
3,Houston,EliteEight,12,100.0,71.34,50.11,33.53,21.46,13.54,8.22,11.1654501216545
4,Arizona,FinalFour,9,100.0,74.83,52.73,33.39,19.45,10.96,6.28,14.92356687898089
5,Iowa St.,FinalFour,8,100.0,77.69,52.84,35.36,19.86,10.76,5.41,17.484288354898336
6,Florida,SweetSixteen,3,100.0,79.2,54.9,31.09,19.15,10.15,5.35,17.691588785046733
7,Purdue,SweetSixteen,4,100.0,72.77,48.14,30.15,15.74,9.2,4.57,20.88183807439825
8,Louisville,south,5,100.0,70.31,44.7,25.27,12.91,6.21,2.72,35.76470588235294
9,Connecticut,EliteEight,9,100.0,63.54,42.82,25.0,11.18,5.92,2.68,36.31343283582089
10,Gonzaga,EliteEight,16,100.0,70.64,45.86,28.43,13.21,5.49,2.61,37.31417624521073
11,Kansas,SweetSixteen,2,100.0,73.62,43.72,21.0,11.48,4.62,2.05,47.78048780487806
12,Vanderbilt,SweetSixteen,15,100.0,66.11,35.07,18.94,8.57,4.17,1.87,52.475935828877
13,Alabama,midwest,5,100.0,63.17,35.63,19.88,8.64,4.47,1.85,53.054054054054056
14,Texas Tech,SweetSixteen,9,100.0,60.24,36.05,17.04,9.21,4.61,1.83,53.6448087431694
15,Michigan St.,SweetSixteen,14,100.0,65.46,39.34,21.66,9.47,4.34,1.82,53.94505494505495
16,Arkansas,east,5,100.0,67.85,40.47,15.31,8.04,3.37,1.21,81.64462809917356
17,Virginia,SweetSixteen,13,100.0,56.21,30.09,13.11,5.97,2.71,1.13,87.49557522123895
18,Tennessee,west,5,100.0,65.4,34.51,13.88,6.87,2.63,1.06,93.33962264150942
19,Nebraska,SweetSixteen,8,100.0,66.8,34.02,17.11,6.77,2.27,0.95,104.26315789473685
20,St. John's,west,6,100.0,60.09,35.66,16.35,6.41,2.34,0.89,111.35955056179775
21,Iowa,west,7,100.0,53.11,28.33,14.88,6.7,2.65,0.81,122.45679012345678
22,Saint Louis,west,8,100.0,53.87,23.83,12.59,7.42,2.37,0.77,128.87012987012986
23,BYU,south,6,100.0,63.37,32.53,12.05,5.24,2.01,0.66,150.5151515151515
24,N.C. State,east,7,100.0,51.25,22.81,11.08,4.4,1.81,0.6,165.66666666666669
25,Indiana,south,10,100.0,51.37,20.07,11.49,3.93,1.7,0.58,171.41379310344828
26,Wisconsin,midwest,7,100.0,46.31,19.42,8.05,4.6,1.35,0.42,237.0952380952381
27,Auburn,west,11,100.0,39.91,22.36,10.36,3.71,1.31,0.42,237.0952380952381
28,Utah St.,south,7,100.0,48.63,17.47,8.69,2.89,1.09,0.4,248.99999999999997
29,Texas A&M,west,9,100.0,46.13,16.27,7.72,3.88,1.35,0.39,255.4102564102564
30,Georgia,midwest,9,100.0,48.73,18.62,7.68,2.26,0.92,0.38,262.15789473684214
31,Clemson,east,8,100.0,58.06,17.69,8.13,3.88,1.42,0.35,284.7142857142857
32,Kentucky,east,6,100.0,47.92,19.68,9.24,2.31,0.87,0.32,311.5
33,Saint Mary's,midwest,10,100.0,53.69,22.56,10.73,4.69,1.45,0.31,321.5806451612903
34,UCLA,west,10,100.0,46.89,18.67,10.51,3.94,0.98,0.3,332.33333333333337
35,Ohio St.,midwest,11,100.0,53.28,19.97,8.22,3.58,1.15,0.27,369.3703703703704
36,North Carolina,midwest,6,100.0,46.72,18.32,4.92,1.91,0.83,0.26,383.6153846153846
37,Villanova,south,8,100.0,51.15,21.8,8.09,2.74,1.05,0.22,453.54545454545456
38,Texas,midwest,8,100.0,51.27,23.12,9.03,2.45,0.61,0.21,475.19047619047626
39,Miami FL,east,9,100.0,41.94,10.51,4.85,1.52,0.72,0.19,525.3157894736842
40,SMU,south,9,100.0,48.85,16.83,6.55,2.16,0.89,0.18,554.5555555555555
41,Missouri,east,11,100.0,52.08,22.25,8.15,2.17,0.51,0.09,1110.111111111111
42,UCF,east,10,100.0,48.75,19.81,7.74,1.85,0.5,0.09,1110.111111111111
43,Belmont,west,12,100.0,34.6,15.61,4.51,1.43,0.18,0.06,1665.6666666666667
44,South Florida,south,12,100.0,29.69,11.08,3.35,0.84,0.22,0.02,4999.0
45,High Point,west,13,100.0,39.76,13.83,2.78,0.86,0.17,0.02,4999.0
46,Portland St.,east,14,100.0,27.23,9.93,3.66,0.42,0.09,0.02,4999.0
47,TCU,south,11,100.0,36.63,15.68,3.46,0.73,0.22,0.01,9999.0
48,Yale,east,13,100.0,43.79,18.39,2.12,0.43,0.11,0.01,9999.0
49,Cal Baptist,south,13,100.0,33.89,9.15,2.58,0.53,0.09,0.01,9999.0
50,Tennessee Martin,midwest,16,100.0,22.31,5.42,1.05,0.16,0.05,0.01,9999.0
51,Merrimack,south,16,100.0,25.17,8.64,1.83,0.23,0.14,0.0,0.0
52,Stephen F. Austin,east,12,100.0,32.15,11.05,2.49,0.65,0.1,0.0,0.0
53,Wright St.,east,15,100.0,36.46,14.56,4.98,0.68,0.07,0.0,0.0
54,Austin Peay,west,14,100.0,33.2,7.96,1.6,0.25,0.07,0.0,0.0
55,Liberty,midwest,12,100.0,36.83,13.38,2.66,0.8,0.06,0.0,0.0
56,Navy,midwest,15,100.0,28.66,7.91,2.19,0.34,0.03,0.0,0.0
57,Hawaii,midwest,14,100.0,20.8,6.81,1.27,0.23,0.03,0.0,0.0
58,UNC Wilmington,midwest,13,100.0,34.54,11.65,2.68,0.4,0.01,0.0,0.0
59,UMBC,east,16,100.0,18.27,4.55,0.81,0.28,0.01,0.0,0.0
60,North Dakota St.,south,14,100.0,26.38,8.07,1.96,0.18,0.01,0.0,0.0
61,East Tennessee St.,west,15,100.0,29.36,7.14,0.76,0.11,0.0,0.0,0.0
62,Bethune Cookman,west,16,100.0,23.58,3.64,0.46,0.02,0.0,0.0,0.0
63,South Alabama,south,15,100.0,15.34,2.8,0.03,0.0,0.0,0.0,0.0
