,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,87.62,72.32,57.44,44.24,27.97,18.79,4.32197977647685
1,Duke,FinalFour,1,100.0,80.87,67.62,52.27,39.81,27.57,18.18,4.5005500550055
2,Florida,FinalFour,8,100.0,85.26,58.95,42.45,29.49,18.59,9.85,9.152284263959391
3,Arizona,FinalFour,9,100.0,84.24,65.98,48.01,29.62,18.15,9.83,9.172939979654121
4,Illinois,EliteEight,13,100.0,82.0,59.37,42.26,27.3,16.52,8.14,11.285012285012284
5,Houston,EliteEight,16,100.0,83.17,53.92,36.51,19.48,10.46,5.86,16.064846416382252
6,Purdue,SweetSixteen,3,100.0,72.08,52.03,31.68,16.61,9.21,4.19,22.86634844868735
7,Connecticut,EliteEight,12,100.0,73.61,46.5,25.47,13.5,6.24,2.67,36.453183520599254
8,Michigan St.,EliteEight,9,100.0,68.15,40.07,23.86,11.08,4.66,1.87,52.475935828877
9,Texas Tech,SweetSixteen,9,100.0,72.94,47.2,16.33,9.16,4.27,1.78,55.17977528089887
10,Iowa St.,SweetSixteen,4,100.0,62.81,38.0,22.26,9.44,3.85,1.65,59.60606060606061
11,Vanderbilt,midwest,5,100.0,59.48,34.94,15.19,7.96,3.3,1.36,72.52941176470588
12,Louisville,south,5,100.0,61.77,39.11,18.24,8.23,3.85,1.24,79.64516129032259
13,Gonzaga,SweetSixteen,14,100.0,55.78,32.13,15.12,8.2,3.57,1.2,82.33333333333333
14,Wisconsin,south,6,100.0,59.89,37.59,15.96,7.6,3.07,1.14,86.71929824561404
15,Tennessee,west,5,100.0,64.06,29.08,11.46,5.89,2.56,1.08,91.5925925925926
16,Alabama,SweetSixteen,13,100.0,64.39,36.76,15.06,7.28,2.45,1.06,93.33962264150942
17,Kansas,SweetSixteen,15,100.0,61.96,30.09,13.45,6.53,2.76,0.96,103.16666666666667
18,Nebraska,SweetSixteen,8,100.0,61.95,33.45,17.42,6.11,2.37,0.9,110.1111111111111
19,Arkansas,east,5,100.0,54.56,33.17,11.04,5.92,2.3,0.8,124.0
20,Virginia,SweetSixteen,2,100.0,60.4,27.43,11.75,5.26,2.27,0.73,135.986301369863
21,St. John's,west,6,100.0,56.9,33.87,15.23,5.05,2.01,0.62,160.29032258064515
22,Saint Mary's,midwest,8,100.0,53.62,22.24,10.97,4.95,1.74,0.56,177.57142857142856
23,Indiana,south,11,100.0,40.11,23.25,10.1,3.96,1.54,0.46,216.3913043478261
24,North Carolina,midwest,6,100.0,55.82,22.52,10.71,4.29,1.65,0.45,221.2222222222222
25,Georgia,east,7,100.0,55.22,29.45,12.31,4.75,1.5,0.4,248.99999999999997
26,UCLA,west,7,100.0,52.98,23.49,13.12,3.26,1.01,0.37,269.27027027027026
27,Iowa,west,8,100.0,58.01,17.79,8.81,4.53,1.12,0.36,276.77777777777777
28,N.C. State,east,10,100.0,44.78,20.94,11.63,3.54,1.07,0.35,284.7142857142857
29,Kentucky,midwest,7,100.0,53.43,26.37,11.89,4.67,1.5,0.34,293.1176470588235
30,Ohio St.,midwest,9,100.0,46.38,16.36,8.27,3.39,0.96,0.34,293.1176470588235
31,Miami FL,south,7,100.0,51.59,14.93,6.92,2.49,0.88,0.33,302.030303030303
32,BYU,east,6,100.0,60.82,34.93,18.04,5.23,0.99,0.28,356.1428571428571
33,Clemson,east,9,100.0,56.83,15.1,6.8,2.47,0.68,0.23,433.78260869565213
34,Utah St.,south,10,100.0,48.41,20.45,9.33,2.87,0.8,0.19,525.3157894736842
35,Texas,east,11,100.0,39.18,17.62,6.81,2.4,0.8,0.18,554.5555555555555
36,Saint Louis,west,10,100.0,47.02,17.39,6.49,1.53,0.51,0.17,587.235294117647
37,Villanova,south,9,100.0,58.46,19.35,8.11,2.44,0.79,0.16,624.0
38,Missouri,midwest,11,100.0,44.18,15.69,7.59,2.53,0.78,0.16,624.0
39,Texas A&M,west,9,100.0,41.99,10.81,5.82,2.52,0.5,0.12,832.3333333333334
40,High Point,west,12,100.0,35.94,13.95,2.56,0.66,0.3,0.12,832.3333333333334
41,South Florida,south,12,100.0,38.23,16.76,4.54,1.37,0.33,0.08,1249.0
42,UCF,midwest,10,100.0,46.57,19.72,8.3,1.77,0.31,0.08,1249.0
43,TCU,east,8,100.0,43.17,9.9,3.35,1.38,0.2,0.08,1249.0
44,North Dakota St.,south,14,100.0,39.6,11.73,2.22,0.43,0.23,0.06,1665.6666666666667
45,Yale,east,12,100.0,45.44,18.25,3.09,1.02,0.23,0.05,1999.0
46,Utah Valley,midwest,13,100.0,44.22,16.72,3.7,1.06,0.21,0.04,2499.0
47,Liberty,west,13,100.0,27.06,9.77,1.68,0.7,0.21,0.03,3332.3333333333335
48,Miami OH,south,8,100.0,41.54,10.97,3.77,1.08,0.12,0.03,3332.3333333333335
49,VCU,west,11,100.0,43.1,20.81,7.74,0.94,0.25,0.02,4999.0
50,Hofstra,south,13,100.0,38.04,14.04,3.21,0.5,0.1,0.02,4999.0
51,Wright St.,midwest,14,100.0,27.92,9.76,2.9,0.52,0.09,0.01,9999.0
52,Furman,midwest,15,100.0,26.39,7.41,1.46,0.24,0.08,0.01,9999.0
53,Northern Iowa,east,13,100.0,35.61,11.82,2.29,0.42,0.07,0.01,9999.0
54,UC Irvine,east,14,100.0,37.19,9.45,2.72,0.47,0.06,0.01,9999.0
55,McNeese St.,midwest,12,100.0,40.52,16.21,3.65,0.78,0.33,0.0,0.0
56,Boston University,midwest,16,100.0,14.74,2.45,0.65,0.04,0.02,0.0,0.0
57,Merrimack,east,15,100.0,31.85,9.54,2.37,0.26,0.01,0.0,0.0
58,Bethune Cookman,west,16,100.0,19.13,3.78,1.07,0.18,0.01,0.0,0.0
59,Troy,west,14,100.0,38.05,11.87,2.06,0.16,0.01,0.0,0.0
60,Queens,south,16,100.0,15.76,3.7,0.67,0.07,0.01,0.0,0.0
61,Portland St.,south,15,100.0,18.0,5.25,1.46,0.25,0.0,0.0,0.0
62,UMBC,east,16,100.0,12.38,2.68,0.93,0.1,0.0,0.0,0.0
63,Tennessee St.,west,15,100.0,16.83,5.2,1.43,0.02,0.0,0.0,0.0
