,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,84.0,67.25,51.18,39.52,29.5,20.72,3.8262548262548264
1,Arizona,FinalFour,9,100.0,82.01,62.95,44.63,29.31,17.24,9.57,9.449320794148381
2,Gonzaga,EliteEight,16,100.0,76.81,51.54,36.04,24.11,13.12,7.71,11.970168612191959
3,Connecticut,FinalFour,8,100.0,75.43,54.17,31.59,21.09,12.35,6.37,14.698587127158556
4,Iowa St.,FinalFour,1,100.0,75.17,50.04,32.45,19.29,9.85,5.36,17.656716417910445
5,Duke,EliteEight,12,100.0,73.6,46.25,28.94,16.77,9.64,5.25,18.047619047619047
6,Vanderbilt,EliteEight,13,100.0,67.05,41.98,28.51,15.48,8.47,4.36,21.93577981651376
7,Illinois,SweetSixteen,14,100.0,74.66,43.72,27.55,15.88,8.7,4.33,22.094688221709006
8,Louisville,south,5,100.0,61.75,38.82,22.37,12.92,7.14,3.88,24.77319587628866
9,Purdue,EliteEight,9,100.0,68.06,46.67,28.4,12.74,7.56,3.8,25.315789473684212
10,Houston,SweetSixteen,2,100.0,64.66,43.89,23.85,12.58,7.62,3.46,27.901734104046245
11,Alabama,SweetSixteen,13,100.0,71.19,46.93,21.45,12.31,6.51,2.99,32.44481605351171
12,Michigan St.,SweetSixteen,8,100.0,63.77,43.16,22.76,13.29,5.67,2.64,36.878787878787875
13,Iowa,east,6,100.0,61.9,37.04,20.33,9.07,4.37,2.13,45.94835680751174
14,Kansas,SweetSixteen,15,100.0,57.36,31.7,15.53,8.78,4.31,1.88,52.19148936170213
15,Tennessee,midwest,5,100.0,59.67,32.92,16.11,7.85,3.85,1.53,64.359477124183
16,BYU,SweetSixteen,4,100.0,59.2,35.32,19.06,6.75,2.93,1.24,79.64516129032259
17,Texas Tech,west,5,100.0,59.19,36.02,18.37,8.6,3.05,1.15,85.95652173913044
18,Nebraska,SweetSixteen,3,100.0,68.12,35.94,17.73,8.58,3.54,1.12,88.28571428571428
19,Saint Louis,midwest,10,100.0,53.08,27.29,16.05,6.35,2.64,1.01,98.009900990099
20,North Carolina,SweetSixteen,9,100.0,52.3,29.07,14.95,7.84,2.53,0.96,103.16666666666667
21,St. John's,midwest,11,100.0,64.31,33.98,15.85,6.72,2.7,0.87,113.94252873563218
22,Kentucky,west,7,100.0,56.78,25.08,13.36,6.17,2.08,0.87,113.94252873563218
23,Florida,east,8,100.0,58.72,19.94,10.2,4.78,2.03,0.87,113.94252873563218
24,Arkansas,east,5,100.0,61.28,29.66,10.13,4.61,2.09,0.86,115.27906976744187
25,UCLA,west,8,100.0,60.05,27.63,14.07,6.79,2.38,0.76,130.57894736842104
26,Saint Mary's,midwest,8,100.0,60.2,23.55,10.32,5.31,1.71,0.53,187.67924528301884
27,Utah St.,south,7,100.0,52.73,24.82,11.26,4.2,1.8,0.39,255.4102564102564
28,USC,south,6,100.0,60.55,23.28,11.04,3.58,1.08,0.32,311.5
29,Villanova,south,9,100.0,53.18,18.12,6.45,3.0,0.93,0.32,311.5
30,LSU,midwest,7,100.0,46.92,19.19,8.47,3.13,0.97,0.31,321.5806451612903
