,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,85.29,69.19,54.26,40.74,29.42,20.7,3.8309178743961354
1,Connecticut,EliteEight,12,100.0,72.07,51.61,37.55,24.1,14.67,7.53,12.280212483399733
2,Duke,FinalFour,1,100.0,78.84,52.0,34.94,21.5,10.82,6.56,14.24390243902439
3,Gonzaga,EliteEight,16,100.0,73.76,49.73,35.32,21.29,11.31,6.55,14.267175572519085
4,Iowa St.,FinalFour,8,100.0,77.2,49.98,34.74,21.01,12.49,6.09,15.420361247947454
5,Arizona,FinalFour,9,100.0,75.05,50.65,33.13,19.81,11.91,6.0,15.666666666666666
6,Vanderbilt,EliteEight,13,100.0,73.63,49.38,30.64,18.08,10.55,5.47,17.281535648994517
7,Purdue,SweetSixteen,2,100.0,69.01,40.74,26.44,15.39,9.04,4.07,23.57002457002457
8,Alabama,SweetSixteen,14,100.0,66.86,41.3,22.39,12.96,7.55,3.78,25.455026455026456
9,Houston,SweetSixteen,13,100.0,60.92,38.98,18.29,11.4,6.37,3.66,26.3224043715847
10,BYU,SweetSixteen,4,100.0,67.29,44.78,26.57,11.61,6.34,3.18,30.44654088050314
11,Michigan St.,EliteEight,9,100.0,69.53,39.54,24.58,10.88,5.7,3.16,30.645569620253163
12,Louisville,south,5,100.0,63.29,37.22,19.99,11.39,6.44,2.79,34.842293906810035
13,Illinois,SweetSixteen,9,100.0,67.76,39.99,22.56,11.78,5.32,2.51,38.8406374501992
14,St. John's,west,7,100.0,59.76,28.32,16.84,8.71,4.06,1.96,50.02040816326531
15,Tennessee,west,5,100.0,60.6,33.96,16.97,10.13,3.94,1.79,54.865921787709496
16,Kansas,SweetSixteen,15,100.0,66.6,37.19,18.92,9.58,3.88,1.58,62.291139240506325
17,Iowa,east,7,100.0,68.12,35.57,21.1,7.61,3.42,1.5,65.66666666666667
18,Nebraska,SweetSixteen,3,100.0,66.51,37.7,17.54,8.51,3.83,1.4,70.42857142857143
19,Florida,south,8,100.0,52.27,27.24,13.19,6.29,2.71,0.92,107.69565217391303
20,Virginia,midwest,5,100.0,63.11,32.01,12.85,6.49,2.74,0.9,110.1111111111111
21,Arkansas,east,5,100.0,56.91,29.56,10.0,5.37,2.39,0.81,122.45679012345678
22,Georgia,south,11,100.0,55.13,30.36,15.06,5.47,2.37,0.77,128.87012987012986
23,North Carolina,SweetSixteen,8,100.0,66.18,31.32,14.38,6.2,2.0,0.76,130.57894736842104
24,Texas Tech,west,6,100.0,55.12,35.46,14.77,5.21,1.68,0.66,150.5151515151515
25,UCLA,midwest,8,100.0,52.88,24.84,12.54,5.14,1.58,0.57,174.4385964912281
26,Auburn,midwest,6,100.0,49.69,27.12,13.21,5.09,1.63,0.5,199.0
27,Clemson,south,7,100.0,53.39,25.17,10.53,4.17,1.46,0.42,237.0952380952381
28,Baylor,east,11,100.0,55.67,23.9,10.15,3.26,1.26,0.35,284.7142857142857
29,LSU,midwest,7,100.0,53.78,21.18,10.09,4.67,1.38,0.28,356.1428571428571
30,Saint Louis,west,10,100.0,40.24,13.74,6.51,2.91,0.83,0.28,356.1428571428571
31,Ohio St.,west,9,100.0,48.45,22.92,10.41,3.59,0.71,0.28,356.1428571428571
32,Saint Mary's,east,8,100.0,57.64,15.41,5.6,2.18,0.74,0.26,383.6153846153846
33,USC,south,6,100.0,44.87,20.66,8.39,3.06,1.02,0.24,415.6666666666667
34,Boise St.,west,8,100.0,51.55,19.01,7.6,2.81,0.91,0.24,415.6666666666667
35,Miami FL,midwest,10,100.0,46.22,16.69,8.71,2.56,0.76,0.21,475.19047619047626
36,Yale,midwest,12,100.0,36.89,16.63,6.01,2.55,0.51,0.17,587.235294117647
37,Villanova,midwest,9,100.0,47.12,18.62,8.23,2.86,0.86,0.16,624.0
38,Seton Hall,east,6,100.0,44.33,19.61,9.13,2.13,0.39,0.14,713.2857142857142
39,Virginia Tech,west,11,100.0,44.88,23.22,6.83,2.71,0.64,0.11,908.0909090909091
40,UCF,south,10,100.0,46.61,16.94,5.55,1.47,0.39,0.09,1110.111111111111
41,SMU,east,9,100.0,42.36,11.8,3.81,1.3,0.34,0.09,1110.111111111111
42,Utah St.,south,9,100.0,47.73,15.97,6.46,2.15,0.75,0.08,1249.0
43,Arizona St.,midwest,11,100.0,50.31,24.48,8.1,2.52,0.58,0.07,1427.5714285714284
44,California,east,10,100.0,31.88,16.32,4.16,1.01,0.4,0.07,1427.5714285714284
45,Belmont,west,12,100.0,39.4,15.73,4.62,1.68,0.27,0.06,1665.6666666666667
46,Northern Colorado,south,14,100.0,30.99,8.24,2.07,0.57,0.17,0.06,1665.6666666666667
47,McNeese St.,east,12,100.0,43.09,17.15,3.42,1.0,0.25,0.05,1999.0
48,Miami OH,south,12,100.0,36.71,15.73,4.7,1.37,0.32,0.03,3332.3333333333335
49,Utah Valley,east,13,100.0,39.08,14.31,3.37,0.77,0.25,0.03,3332.3333333333335
50,Furman,midwest,15,100.0,27.93,10.52,2.62,0.4,0.07,0.02,4999.0
51,UNC Wilmington,south,13,100.0,33.4,9.86,2.58,0.79,0.14,0.01,9999.0
52,Vermont,east,16,100.0,14.71,3.6,1.25,0.29,0.11,0.01,9999.0
53,Lipscomb,west,14,100.0,33.82,10.0,2.7,0.45,0.06,0.01,9999.0
54,LIU,midwest,16,100.0,22.8,6.56,0.78,0.12,0.04,0.01,9999.0
55,Sam Houston St.,midwest,13,100.0,33.14,10.06,2.46,0.85,0.09,0.0,0.0
56,Quinnipiac,east,14,100.0,32.71,11.71,2.26,0.3,0.07,0.0,0.0
57,North Dakota St.,south,15,100.0,26.37,8.51,1.32,0.19,0.04,0.0,0.0
58,High Point,midwest,14,100.0,33.49,10.7,2.18,0.17,0.03,0.0,0.0
59,UC San Diego,west,13,100.0,32.24,10.32,2.08,0.72,0.0,0.0,0.0
60,Oakland,west,15,100.0,26.24,8.21,2.65,0.23,0.0,0.0,0.0
61,Lindenwood,south,16,100.0,24.95,6.14,1.03,0.22,0.0,0.0,0.0
62,Arkansas St.,east,15,100.0,30.47,8.57,2.05,0.15,0.0,0.0,0.0
63,Grambling St.,west,16,100.0,21.16,6.07,0.82,0.08,0.0,0.0,0.0
