,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,84.75,63.73,52.66,39.03,27.77,18.0,4.555555555555555
1,Arizona,FinalFour,9,100.0,83.66,58.99,44.67,30.4,18.84,11.36,7.802816901408451
2,Houston,SweetSixteen,3,100.0,80.77,63.08,41.41,27.26,15.86,8.97,10.148272017837234
3,Purdue,SweetSixteen,8,100.0,77.39,55.34,40.45,25.59,13.31,6.87,13.556040756914118
4,Duke,FinalFour,1,100.0,83.26,53.53,40.18,24.17,12.79,6.84,13.619883040935672
5,Illinois,EliteEight,12,100.0,81.27,52.24,30.73,19.58,10.62,6.07,15.474464579901154
6,Iowa St.,EliteEight,13,100.0,76.23,55.84,34.74,19.45,10.42,5.88,16.006802721088437
7,Florida,SweetSixteen,14,100.0,68.35,43.51,26.21,13.5,7.26,3.82,25.178010471204193
8,Connecticut,FinalFour,8,100.0,67.7,41.08,22.5,11.1,6.89,3.44,28.069767441860467
9,Vanderbilt,SweetSixteen,2,100.0,79.38,49.42,27.75,15.03,7.51,3.32,29.12048192771085
10,Nebraska,EliteEight,9,100.0,71.25,45.97,28.69,13.87,7.2,3.21,30.152647975077883
11,Michigan St.,SweetSixteen,4,100.0,68.1,36.58,20.2,8.22,3.78,1.87,52.475935828877
12,Gonzaga,EliteEight,16,100.0,61.88,35.69,17.92,9.58,4.68,1.71,57.4795321637427
13,Kansas,SweetSixteen,15,100.0,66.46,39.6,16.85,9.3,4.0,1.71,57.4795321637427
14,Alabama,east,5,100.0,64.36,39.62,12.89,7.52,3.4,1.31,75.33587786259541
15,Tennessee,west,5,100.0,58.91,35.27,18.23,8.15,3.54,1.24,79.64516129032259
16,Virginia,SweetSixteen,13,100.0,63.13,35.37,13.11,5.73,3.1,1.18,83.7457627118644
17,Saint Louis,east,7,100.0,64.48,35.89,18.86,8.39,2.92,1.16,85.20689655172414
