,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,83.09,69.79,54.26,40.35,29.65,19.61,4.099439061703213
1,Arizona,FinalFour,9,100.0,79.69,54.72,42.49,28.49,18.06,11.28,7.865248226950355
2,Houston,SweetSixteen,3,100.0,79.18,60.16,42.43,27.92,16.2,9.17,9.905125408942203
3,Duke,FinalFour,1,100.0,82.15,57.42,37.33,23.51,12.64,7.01,13.26533523537803
4,Illinois,EliteEight,12,100.0,68.72,47.0,25.29,17.14,9.57,5.16,18.37984496124031
5,Purdue,SweetSixteen,8,100.0,73.69,47.63,32.01,19.42,9.01,4.86,19.576131687242796
6,Connecticut,FinalFour,8,100.0,77.56,52.67,35.22,18.25,9.13,4.71,20.231422505307858
7,Florida,SweetSixteen,14,100.0,73.95,50.53,26.76,13.75,7.33,3.51,27.49002849002849
8,Iowa St.,EliteEight,13,100.0,72.26,45.77,27.98,15.25,7.74,3.44,28.069767441860467
9,Alabama,east,5,100.0,66.23,40.47,19.02,11.48,6.3,2.83,34.3356890459364
10,Nebraska,EliteEight,9,100.0,79.96,46.98,26.51,10.69,5.24,2.6,37.46153846153846
11,Kansas,SweetSixteen,15,100.0,66.01,42.3,21.48,11.37,5.94,2.53,38.52569169960474
12,Vanderbilt,SweetSixteen,2,100.0,58.83,36.62,21.62,11.64,5.93,2.5,39.0
13,Michigan St.,SweetSixteen,4,100.0,69.84,42.98,24.78,10.24,4.98,2.39,40.84100418410041
14,Gonzaga,EliteEight,16,100.0,69.64,39.0,21.25,10.59,4.73,2.05,47.78048780487806
15,Tennessee,SweetSixteen,9,100.0,67.33,40.58,20.64,11.07,4.15,1.89,51.91005291005291
16,Texas Tech,west,5,100.0,63.63,36.5,18.42,9.15,4.02,1.76,55.81818181818181
17,Virginia,SweetSixteen,13,100.0,64.76,33.16,12.12,6.3,3.09,1.23,80.30081300813008
18,Saint Louis,east,7,100.0,64.54,33.95,17.69,7.23,3.3,1.13,87.49557522123895
19,Iowa,south,7,100.0,59.66,32.79,18.41,7.82,3.25,1.06,93.33962264150942
20,Louisville,south,6,100.0,55.51,30.99,15.88,6.38,2.65,1.06,93.33962264150942
21,BYU,south,5,100.0,57.26,28.86,10.51,5.26,2.03,0.88,112.63636363636364
22,Arkansas,east,6,100.0,50.59,23.56,11.04,4.52,2.0,0.77,128.87012987012986
23,St. John's,west,6,100.0,53.51,24.47,13.02,5.85,2.06,0.7,141.85714285714286
24,N.C. State,midwest,8,100.0,48.43,19.67,11.3,5.16,1.87,0.7,141.85714285714286
25,Indiana,south,8,100.0,52.73,20.95,10.17,4.66,1.75,0.69,143.92753623188406
26,Utah St.,south,9,100.0,47.27,19.03,8.67,3.63,1.31,0.53,187.67924528301884
