,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,87.41,69.29,54.68,40.21,29.69,19.73,4.06842372022301
1,Illinois,SweetSixteen,3,100.0,84.25,61.16,43.18,28.04,16.56,9.48,9.548523206751055
2,Houston,FinalFour,8,100.0,86.97,57.06,40.12,25.22,16.46,9.46,9.570824524312895
3,Arizona,FinalFour,9,100.0,75.21,53.38,35.99,24.97,14.53,8.21,11.180267965895247
4,Florida,SweetSixteen,4,100.0,77.54,50.57,36.0,19.0,12.22,6.95,13.388489208633093
5,Duke,FinalFour,1,100.0,76.35,51.73,33.95,23.36,11.68,6.41,14.600624024960998
6,Purdue,EliteEight,12,100.0,75.26,51.61,27.21,16.26,9.81,5.07,18.723865877712033
7,Connecticut,EliteEight,13,100.0,75.27,52.38,31.3,17.27,8.56,4.05,23.69135802469136
8,Iowa St.,EliteEight,9,100.0,70.61,47.55,25.83,12.68,7.52,3.74,25.737967914438503
9,Vanderbilt,SweetSixteen,15,100.0,73.35,44.18,22.47,13.38,6.86,3.22,30.05590062111801
10,Texas Tech,SweetSixteen,9,100.0,71.06,40.64,23.47,14.07,6.2,2.66,36.59398496240601
11,Louisville,south,5,100.0,65.41,34.92,17.95,10.1,5.01,2.15,45.51162790697674
12,Nebraska,EliteEight,16,100.0,73.62,36.46,24.41,12.21,4.28,1.65,59.60606060606061
13,Gonzaga,SweetSixteen,8,100.0,68.02,40.18,20.9,10.59,3.61,1.53,64.359477124183
14,Tennessee,west,5,100.0,64.97,33.06,17.7,9.27,3.41,1.44,68.44444444444444
15,Arkansas,east,5,100.0,71.81,35.47,13.85,6.86,3.45,1.43,68.93006993006993
16,Kansas,SweetSixteen,2,100.0,70.17,41.31,21.4,9.18,3.65,1.4,70.42857142857143
17,Michigan St.,SweetSixteen,14,100.0,58.44,32.24,16.63,7.33,3.48,1.3,75.92307692307692
18,St. John's,west,6,100.0,60.34,35.38,19.14,8.64,2.84,1.04,95.15384615384615
19,Alabama,midwest,5,100.0,60.45,37.65,17.42,6.78,3.02,1.0,99.0
20,Virginia,SweetSixteen,13,100.0,60.54,36.86,12.07,6.53,2.71,0.88,112.63636363636364
21,Saint Louis,west,7,100.0,53.69,32.0,17.44,7.05,2.26,0.81,122.45679012345678
22,Villanova,south,9,100.0,52.11,20.39,7.83,3.64,1.47,0.68,146.05882352941174
23,Auburn,west,10,100.0,46.31,25.96,10.67,3.99,1.47,0.61,162.9344262295082
24,Iowa,west,8,100.0,50.59,20.78,9.1,4.19,1.76,0.55,180.8181818181818
25,BYU,south,6,100.0,49.15,29.19,15.99,5.13,1.58,0.49,203.08163265306123
26,Indiana,midwest,9,100.0,51.99,22.66,11.11,3.68,1.34,0.48,207.33333333333334
27,N.C. State,south,8,100.0,47.89,21.27,10.54,4.7,1.33,0.39,255.4102564102564
28,Utah St.,south,7,100.0,50.14,20.59,9.87,3.57,1.18,0.37,269.27027027027026
29,Clemson,east,7,100.0,47.44,22.21,8.3,2.23,1.16,0.36,276.77777777777777
30,SMU,east,9,100.0,54.38,15.29,7.61,3.06,1.09,0.34,293.1176470588235
31,North Carolina,midwest,6,100.0,46.64,15.44,6.92,2.87,1.36,0.33,302.030303030303
32,Wisconsin,midwest,7,100.0,45.96,20.57,6.45,2.49,0.69,0.21,475.19047619047626
33,Texas A&M,west,9,100.0,49.41,20.95,8.43,3.03,0.7,0.2,498.99999999999994
34,Kentucky,east,6,100.0,51.75,23.36,11.39,2.49,0.91,0.18,554.5555555555555
35,San Diego St.,east,11,100.0,48.25,17.91,7.05,1.54,0.84,0.17,587.235294117647
36,Texas,east,8,100.0,45.62,12.43,5.98,1.61,0.62,0.17,587.235294117647
