muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,Date_zero,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,AWAY,HOME,VegasSpread,VegasTotal,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff,LeagueTempo,LeagueOE,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,Tm_TeamID,Opp_TeamID,TeamID,TRank_Tm_AdjEM,TRank_Tm_AdjOE,TRank_Tm_AdjDE,TRank_Tm_AdjT,Team_Opp,TeamID_Opp,TRank_Opp_AdjEM,TRank_Opp_AdjOE,TRank_Opp_AdjDE,TRank_Opp_AdjT,Team,MG_Tm_AdjT,MG_ATS_Tm_net_eff,MG_Tm_AdjEM,MG_Tm_AdjOE,MG_Tm_AdjDE,TeamID_y,Team_Standardized_Tm,Tm_y,MG_Opp_AdjT,MG_ATS_Opp_net_eff,MG_Opp_AdjEM,MG_Opp_AdjOE,MG_Opp_AdjDE,Team_Standardized_Opp,WAB_Tm_AdjOE,WAB_Tm_AdjDE,WAB_Tm_AdjT,WAB_Opp_AdjOE,WAB_Opp_AdjDE,WAB_Opp_AdjT,Pomeroy_Tm_Score,Pomeroy_Opp_Score,Pomeroy_OverUnder,Pomeroy_PointDiff,Pomeroy_GameTempo,TRank_Tm_Score,TRank_Opp_Score,TRank_OverUnder,TRank_PointDiff,TRank_GameTempo,MG_Tm_Score,MG_Opp_Score,MG_OverUnder,MG_PointDiff,MG_GameTempo,MG_ATS_PointDiff,MG_ATS_GameTempo,Daily_Reg_PointDiff,Daily_Reg_GameTempo,away_team,home_team,date,teams,commence_time,DraftKings,BetMGM spreads,FanDuel,VegasImpliedWinPercent,MG_ATS_ImpliedWinPercent,Dif_from_Vegas,Pt_Spread_Difference,Total_Diff,Pomeroy_PointDiffSelection,MG_ATS_PointDiffSelection,Both
VMIUCF11-29,2025-11-29,SC at B12,346 VMI at 80 UCF,"UCF -26.8, 93-67 (97%)",26.06007278161005,0,H,VMI,11/29/2025,99.06550875423942,118.25935653710864,0.1154096836536101,0.0322690509069561,66.61765175838818,UCF,117.80175470025156,104.62434660431695,0.7964429440715155,0.9677309490930438,93.36879683200937,70.8635905826752,,0,,,,,,,,,,,,,,,,,0.6304387899150403,0.9893679357906596,739584,,,,346,80,,,,VMI,UCF,-26.75114507362119,159.98644859039754,-14.5,-15.1,-16.1,-1.6,71.2,101.4,20251129,-16.39999999999999,100.7,117.1,68.9,13.200000000000003,118.9,105.7,70.9,,,,,,942,888,942,-16.372,100.37,116.742,68.8806,UCF,888,10.288000000000011,116.29,106.002,71.465,VMI,67.69962865315742,-27.393882238931013,-19.282428800521465,99.81846205140329,119.10089085192476,942,VMI,VMI,69.53593829336212,16.252132492834264,11.830242952432911,120.39770921193983,108.56746625950689,UCF,116.5,100.9,72.3,120.39770921193983,108.56746625950689,69.53593829336212,70.01737039994907,96.86394844838007,166.88131884832916,-26.846578048431,68.60969101123597,70.52517692756936,95.17388129797934,165.6990582255487,-24.648704370409973,69.1369674016854,68.69767888077203,96.1361666007431,164.83384548151514,-27.438487719971064,66.11737641165006,-30.605753531753095,66.11737641165006,-11.274467260467397,66.11737641165006,VMI,UCF,11/29/2025,VMI vs UCF,2025-11-29 12:00:00-06:00,-26.5,-26.5,-26.5,99.41954594266153,99.82206092227153,0.4025149796100038,-4.105753531753095,-19.205753531753096,UCF,UCF,1
SienaAmerican11-29,2025-11-29,MAAC at Pat,144 Siena at 265 American,"Siena -1.9, 73-71 (58%)",48.99759125060447,0,H,Siena,11/29/2025,107.36898802702542,109.39367659813573,0.4464957517697712,0.5770566648234594,72.86663043110491,American,104.68716110815144,109.58228975887464,0.3715572916115535,0.4229433351765406,70.92430646565045,66.64706702472735,,0,,,,,,,,,,,,,,,,,0.91862804633598,0.9376957046115644,739584,,,,144,265,,,,Siena,American,1.942323965454463,143.79093689675534,-6.2,-5.4,1.6,7.8,71.2,101.4,20251129,-1.2999999999999972,106.3,107.6,66.4,-8.100000000000009,103.1,111.2,69.8,,,,,,741,21,741,0.7930000000000064,108.783,107.99,66.4666,American,21,-7.682000000000002,103.344,111.026,69.6537,Siena,65.18718064772808,1.189873030315072,2.4222183087138744,107.88548631890419,105.4632680101903,741,Siena,Siena,70.62346701165488,0.8822823801538842,-0.8733091819057595,106.95445792857699,107.82776711048275,American,116.5,100.9,72.3,106.95445792857699,107.82776711048275,70.62346701165488,73.77299838332954,73.22382306860223,146.99682145193177,0.5491753147273073,65.0943820224719,75.29554151547433,73.5824805747917,148.87802209026603,1.7130609406826238,65.02309854522471,72.11751422714887,73.95530102809704,146.07281525524593,-1.837786800948166,64.65933570305634,-1.6303331155306466,64.65933570305634,-5.904431899060285,64.65933570305634,Siena,American,11/29/2025,Siena vs American,2025-11-29 15:00:00-06:00,1.5,1.5,2.5,40.590361400171645,56.1695696614271,15.579208261255452,-4.130333115530647,-9.530333115530647,American,American,1
LongwoodMaine11-29,2025-11-29,BSth vs. AE,222 Longwood vs. 334 Maine,"Longwood -6.1, 74-68 (73%)",32.8198485568963,0,N,Longwood,11/29/2025,105.77973537934086,110.83315990233658,0.3689623340692675,0.7286795286553266,73.94916359154517,Maine,94.87566717488026,108.32560568450252,0.178784506132026,0.2713204713446734,67.86161988876258,69.44984003201048,,0,,,,,,,,,,,,,,,,,0.976381634615654,0.9389973623842124,739584,,,,222,334,,,,Longwood,Maine,6.087543702782597,141.81078348030775,1.2,5.2,-6.4,-7.6,71.2,101.4,20251129,-8.400000000000006,103.3,111.7,71.6,-13.299999999999997,93.9,107.2,66.7,,,,,,401,425,401,-5.052999999999997,105.78,110.833,72.267,Maine,425,-13.450299999999999,94.8757,108.326,66.7572,Longwood,71.17098376533042,-12.154918225218646,-6.695435371264023,103.23449694752472,109.92993231878873,401,Longwood,Longwood,65.26324000379145,-13.687814230053085,-13.311828002550085,91.22236585254254,104.53419385509262,Maine,116.5,100.9,72.3,91.22236585254254,104.53419385509262,65.26324000379145,73.25141433858563,69.38085907353233,142.63227341211797,3.870555265053298,67.07471910112359,76.5696144003578,70.2658448483288,146.83545924868662,6.30376955202901,67.7576203988764,69.42835431600072,64.51652138463106,133.94487570063177,4.911832931369659,65.23664318515034,1.0000098970732623,65.23664318515034,0.7828397182217941,65.23664318515034,Longwood,Maine,11/29/2025,Longwood vs Maine,2025-11-29 12:00:00-06:00,5.5,5.5,5.5,30.020551430745247,46.2062481600894,16.185696729344155,-4.499990102926738,0.7000098970732624,Maine,Maine,1
PepperdineCal St. Fullerton11-29,2025-11-29,WCC at BW,275 Pepperdine at 339 Cal St. Fullerton,"Pepperdine -0.7, 78-77 (52%)",47.46991351085399,0,H,Pepperdine,11/29/2025,99.719585465663,110.56049283452296,0.2338302665834867,0.5245286743446841,77.60207122990171,Cal St. Fullerton,100.0180995331533,111.84236760457593,0.2167000174180684,0.4754713256553159,76.94228158901753,74.87866314046823,,0,,,,,,,,,,,,,,,,,0.9602013723076244,0.9754781644769976,739584,,,,275,339,,,,Pepperdine,Cal St. Fullerton,0.6597896408841848,154.54435281891924,-5.7,-5.5,-1.1,4.6,71.2,101.4,20251129,-6.700000000000003,102.2,108.9,69.1,-11.799999999999997,102.0,113.8,75.6,,,,,,639,101,639,-8.108999999999995,101.033,109.142,69.6264,Cal St. Fullerton,101,-14.580399999999997,98.7346,113.315,74.7053,Pepperdine,67.94945091580072,4.790692125298529,1.870325176155228,105.21374552653634,103.34342035038112,639,Pepperdine,Pepperdine,76.38236258772135,-0.8189178357134526,-5.593441638095869,107.11753801889733,112.7109796569932,Cal St. Fullerton,116.5,100.9,72.3,107.11753801889733,112.7109796569932,76.38236258772135,81.81423652381628,82.6391527084719,164.45338923228817,-0.8249161846556206,73.3702247191011,80.18846277360073,79.82604179965641,160.01450457325714,0.3624209739443245,73.05422893146066,82.88074120593221,81.82394492649424,164.70468613242645,1.0567962794379753,72.89521906583236,2.007538066006404,72.89521906583236,-6.2318122779379905,72.89521906583236,Pepperdine,Cal St. Fullerton,11/29/2025,Pepperdine vs Cal St. Fullerton,2025-11-29 16:00:00-06:00,1.5,1.5,1.5,44.32015031835318,42.41867623383219,-1.9014740845209914,0.5075380660064042,-4.992461933993596,Cal St. Fullerton,Pepperdine,0
South Carolina St.Winthrop11-29,2025-11-29,MEAC at BSth,347 South Carolina St. at 130 Winthrop,"Winthrop -19.9, 88-68 (93%)",25.997835418866195,0,H,South Carolina St.,11/29/2025,94.78606615096275,113.3127769666524,0.1137405833546392,0.0657628108457881,67.88017165282031,Winthrop,110.9027568735643,105.25951225688296,0.6457904606231697,0.9342371891542118,87.7455835511717,74.28912980400479,,0,,,,,,,,,,,,,,,,,0.7854514189735938,0.9895396199000432,739584,,,,347,130,,,,South Carolina St.,Winthrop,-19.865411898351397,155.62575520399201,-14.4,-13.6,-6.1,8.2,71.2,101.4,20251129,-17.89999999999999,95.9,113.8,71.8,6.799999999999997,113.1,106.3,71.1,,,,,,749,993,749,-15.8245,96.0345,111.859,71.8534,Winthrop,993,2.834000000000003,109.48,106.646,71.8199,South Carolina St.,71.4439803384172,-29.268066841970324,-22.93940665533458,90.28487087397954,113.22427752931414,749,South Carolina St.,South Carolina St.,69.62811025642878,18.597944647473646,10.394331426636722,114.27764211650062,103.8833106898639,Winthrop,116.5,100.9,72.3,114.27764211650062,103.8833106898639,69.62811025642878,70.0780160037462,93.57436169547972,163.65237769922592,-23.496345691733524,71.69915730337077,71.17047280297953,90.002754659942,161.17322746292155,-18.832281856962467,72.4789888014045,62.8270828065848,91.66616054256065,154.49324334914544,-28.83907773597585,69.8667042157506,-35.294304307264795,69.8667042157506,-11.967747231932776,69.8667042157506,South Carolina St.,Winthrop,11/29/2025,South Carolina St. vs Winthrop,2025-11-29 15:00:00-06:00,-19.5,-19.5,-19.5,96.83545838833274,99.9612204929972,3.12576210466446,-15.794304307264795,-29.394304307264797,Winthrop,Winthrop,1
AlbanyFordham11-29,2025-11-29,AE vs. A10,314 Albany vs. 170 Fordham,"Fordham -6.8, 74-67 (75%)",31.765153329744184,0,N,Albany,11/29/2025,100.24170536914812,112.42414164345384,0.2109871617241257,0.2476028655006358,67.17854645043023,Fordham,107.4852628591594,109.44272193551971,0.4482986739885794,0.7523971344993642,73.9952383966529,65.89718399827721,,0,,,,,,,,,,,,,,,,,0.9171904471077886,0.9711454871189068,739584,,,,314,170,,,,Albany,Fordham,-6.816691946222662,141.17378484708314,-2.3,-2.2,0.0,2.3,71.2,101.4,20251129,-10.900000000000006,101.0,111.9,68.4,-6.300000000000011,103.6,109.9,65.7,,,,,,16,248,16,-12.182000000000002,100.242,112.424,68.1817,Fordham,248,-1.9579999999999984,107.485,109.443,67.1376,Albany,67.0420910671531,-10.916608105831262,-8.936841075520006,98.06473469045316,107.00157576597319,16,Albany,Albany,62.89515892629156,-8.44372495235913,-5.113455011099015,99.99716537645345,105.11062038755247,Fordham,116.5,100.9,72.3,99.99716537645345,105.11062038755247,62.89515892629156,69.09117663386743,72.15947496177115,141.2506515956386,-3.068298327903719,63.11629213483146,69.55901144408739,76.61654842482884,146.17555986891622,-7.057536980741446,64.29151266741573,60.20135674481342,62.49203746635122,122.69339421116464,-2.2906807215378038,59.22223275870091,-1.4644966169999662,59.22223275870091,-1.3621113534501177,59.22223275870091,Albany,Fordham,11/29/2025,Albany vs Fordham,2025-11-29 18:30:17-06:00,-6.5,-5.5,-5.5,69.97944856925476,55.54629380722065,-14.433154762034107,4.035503383000034,1.8355033830000336,Albany,Albany,1
UMKCWeber St.11-29,2025-11-29,Sum at BSky,329 UMKC at 270 Weber St.,"Weber St. -7.6, 76-68 (77%)",27.17123116270724,0,H,UMKC,11/29/2025,96.34819119291642,112.58224660508554,0.142983582187293,0.2278988288381047,68.30994652721385,Weber St.,105.91583845007892,111.3028282001144,0.3611183534468561,0.7721011711618952,75.9565095193611,68.54973266885416,,0,,,,,,,,,,,,,,,,,0.9219270395351342,0.986444074001487,739584,,,,329,270,,,,UMKC,Weber St.,-7.646562992147253,144.26645604657494,-12.7,-11.4,-7.8,4.9,71.2,101.4,20251129,-15.399999999999991,98.7,114.1,70.6,-5.799999999999997,106.4,112.2,70.1,,,,,,353,968,353,-13.519800000000004,97.6172,111.137,68.9082,Weber St.,968,-8.212000000000003,104.557,112.769,69.1038,UMKC,69.0,0.0,0.0,100.0,100.0,353,UMKC,UMKC,69.71397962285822,5.530913326748522,1.475949343471508,111.69823045179473,110.22228110832323,Weber St.,116.5,100.9,72.3,111.69823045179473,110.22228110832323,69.71397962285822,73.80208134722487,85.56732449556402,159.3694058427889,-11.765243148339152,69.50926966292134,70.58701102119066,78.8029689000596,149.38997992125024,-8.215957878868934,66.87947290955056,71.39605934622654,76.51969322420035,147.9157525704269,-5.123633877973816,67.55989598282608,-5.680669888037016,67.55989598282608,-10.444354559569021,67.55989598282608,UMKC,Weber St.,11/29/2025,UMKC vs Weber St.,2025-11-29 15:00:00-06:00,-10.5,-11.5,-10.5,84.1344746068543,70.57517846959013,-13.55929613726417,4.819330111962984,-6.580669888037017,Weber St.,UMKC,0
UC RiversideUtah Tech11-29,2025-11-29,BW at WAC,278 UC Riverside at 284 Utah Tech,"Utah Tech -3.4, 72-69 (63%)",38.6842988424102,0,H,UC Riverside,11/29/2025,101.63656122220836,112.77847724915372,0.2321420652565954,0.3657515427802851,68.8788290708423,Utah Tech,102.52940239551388,108.45153698356606,0.3439436852245114,0.6342484572197149,72.25613612294157,67.24680689338942,,0,,,,,,,,,,,,,,,,,0.9271746291217816,0.9757031286237482,739584,,,,278,284,,,,UC Riverside,Utah Tech,-3.377307052099269,141.13496519378387,5.6,3.1,5.0,-0.6,71.2,101.4,20251129,-7.1000000000000085,104.1,111.2,69.5,-8.5,100.0,108.5,67.1,,,,,,877,935,877,-8.356000000000009,102.975,111.331,69.4595,Utah Tech,935,-8.665999999999997,101.214,109.88,67.2523,UC Riverside,68.39887405490222,-0.7153474311859369,-3.74292402411871,106.0758863074615,109.81881033158021,877,UC Riverside,UC Riverside,66.14662689938953,-9.030908389792744,-6.971785770297677,98.09168035737777,105.06346612767545,Utah Tech,116.5,100.9,72.3,98.09168035737777,105.06346612767545,66.14662689938953,70.9289733392111,73.85332850561797,144.78230184482908,-2.924355166406869,65.49789325842696,71.17461505860354,74.96412123411865,146.13873629272217,-3.7895061755151147,65.6083024136236,67.89861725694233,69.41023671598086,137.3088539729232,-1.5116194590385277,63.54430902314539,3.591529772736031,63.54430902314539,1.7400973582898018,63.54430902314539,UC Riverside,Utah Tech,11/29/2025,UC Riverside vs Utah Tech,2025-11-29 16:00:00-06:00,-4.5,-4.5,-4.5,66.58824291023754,36.615646123371235,-29.972596786866305,8.091529772736031,11.19152977273603,UC Riverside,UC Riverside,1
Sacred HeartPenn St.11-29,2025-11-29,MAAC at B10,246 Sacred Heart at 100 Penn St.,"Penn St. -15.7, 87-71 (89%)",34.46665555171285,0,H,Sacred Heart,11/29/2025,106.65077556033404,116.494994654744,0.2659402450055332,0.1121912289322558,71.31583926725773,Penn St.,115.43361363817206,105.3312486649192,0.7413951946139976,0.8878087710677441,87.02189162738058,69.03852971411983,,0,,,,,,,,,,,,,,,,,0.6995332188410139,0.9710237492148772,739584,,,,246,100,,,,Sacred Heart,Penn St.,-15.706052360122854,158.3377308946383,5.8,1.0,0.1,-5.7,71.2,101.4,20251129,-9.100000000000009,107.3,116.4,70.4,7.299999999999997,115.7,108.4,67.6,,,,,,701,632,701,-6.944999999999993,108.055,115.0,70.8188,Penn St.,632,7.233000000000004,113.952,106.719,67.7189,Sacred Heart,68.7334918548226,-13.287230433918129,-10.398155217949219,106.85148247972973,117.24963769767893,701,Sacred Heart,Sacred Heart,65.91433617925641,7.694750227977893,7.843290264087546,117.49255728125695,109.64926701716942,Penn St.,116.5,100.9,72.3,117.49255728125695,109.64926701716942,65.91433617925641,74.53911644399699,91.27748298239997,165.81659942639698,-16.738366538402985,66.84044943820224,74.46993152271568,89.50271555218511,163.9726470749008,-15.032784029469425,67.3563375747191,71.47768144695272,88.88492654116776,160.3626079881205,-17.407245094215043,63.63093383276628,-15.082876715780003,63.63093383276628,1.9588146671078732,63.63093383276628,Sacred Heart,Penn St.,11/29/2025,Sacred Heart vs Penn St.,2025-11-29 17:00:00-06:00,-15.5,-15.5,-15.5,93.00536172447475,92.4564887292074,-0.5488729952673594,0.417123284219997,1.417123284219997,Penn St.,Sacred Heart,0
HofstraMerrimack11-29,2025-11-29,CAA vs. MAAC,190 Hofstra vs. 280 Merrimack,"Hofstra -3.3, 69-65 (64%)",40.75633130567408,0,N,Hofstra,11/29/2025,102.9615877785537,105.98754677176927,0.4174854127202881,0.6400532150330117,68.52331157116606,Merrimack,101.49888590585192,109.84444088871292,0.2872659835208448,0.3599467849669883,65.17801720713693,65.2013540814287,,0,,,,,,,,,,,,,,,,,0.9571364571167572,0.9262408471453824,739584,,,,190,280,,,,Hofstra,Merrimack,3.3452943640291295,133.70132877830298,7.5,6.7,1.3,-6.2,71.2,101.4,20251129,-0.09999999999999432,104.5,104.6,69.6,-9.0,102.0,111.0,67.0,,,,,,298,458,298,-3.0259999999999962,102.962,105.988,67.8656,Merrimack,458,-8.344999999999999,101.499,109.844,66.7382,Hofstra,69.59410545240199,-0.5274220760685215,-1.1909586026893932,102.135069469737,103.3260280724264,298,Hofstra,Hofstra,66.20578614492688,-9.997172119085782,-8.221785679708928,101.5131967198646,109.73498239957351,Merrimack,116.5,100.9,72.3,101.5131967198646,109.73498239957351,66.20578614492688,74.92131008576557,68.91249119074527,143.83380127651083,6.008818895020298,65.4943820224719,70.95116697897717,67.48771033759205,138.43887731656923,3.4634566413851218,63.61275261123596,71.52707113270877,66.93953550298562,138.4666066356944,4.587535629723149,64.71253458608449,6.128115271803303,64.71253458608449,4.853440093956337,64.71253458608449,Hofstra,Merrimack,11/29/2025,Hofstra vs Merrimack,2025-11-29 13:00:00-06:00,5.5,5.5,5.5,30.020551430745247,27.973462723870124,-2.0470887068751225,0.6281152718033027,7.328115271803303,Hofstra,Hofstra,1
BuffaloCanisius11-29,2025-11-29,MAC at MAAC,293 Buffalo at 348 Canisius,"Buffalo -1.0, 72-71 (54%)",37.18183588396453,0,H,Buffalo,11/29/2025,103.50815603461052,116.28667431605984,0.2077251258370402,0.5384843260753428,71.57253456457,Canisius,100.41678809036812,114.33695637937495,0.183481597694464,0.4615156739246572,70.61898548971783,65.08138455591126,,0,,,,,,,,,,,,,,,,,0.9674297624720536,0.9788605509801364,739584,,,,293,348,,,,Buffalo,Canisius,0.9535490748521767,142.19152005428782,2.8,3.1,-0.2,-2.9,71.2,101.4,20251129,-5.1000000000000085,108.6,113.7,68.5,-16.799999999999997,99.0,115.8,65.5,,,,,,96,123,96,-9.923000000000002,104.871,114.794,68.5221,Canisius,123,-16.7149,99.1281,115.843,65.9771,Buffalo,67.03313809960352,7.021834305694995,1.4837574308135504,112.53603940906278,111.05228197824924,96,Buffalo,Buffalo,63.338699642555355,-21.35452588621694,-17.100051062690916,100.15994644998864,117.25999751267952,Canisius,116.5,100.9,72.3,100.15994644998864,117.25999751267952,63.338699642555355,75.98119809753291,71.92593101313201,147.90712911066493,4.055267084400896,63.01615168539326,73.95796847696512,73.26521346524012,147.22318194220526,0.6927550117249979,63.49563825716291,75.44597621953818,67.25711374198355,142.70308996152173,8.188862477554636,59.63190730602137,15.371327404903646,59.63190730602137,-0.03375165953520565,59.63190730602137,Buffalo,Canisius,11/29/2025,Buffalo vs Canisius,2025-11-29 17:00:00-06:00,8.5,8.5,8.5,20.910695659274502,7.1605725703989815,-13.75012308887552,6.871327404903646,9.971327404903645,Canisius,Buffalo,0
Southern UtahStetson11-29,2025-11-29,WAC vs. ASun,326 Southern Utah vs. 358 Stetson,"Southern Utah -3.5, 77-73 (63%)",31.821235986498067,0,N,Southern Utah,11/29/2025,99.91196234209757,112.89917720770993,0.1969659477907686,0.6326094239000438,76.77710389537458,Stetson,98.31263075296482,116.46756868133036,0.1246849257669127,0.3673905760999562,73.23342101272085,71.00367271365272,,0,,,,,,,,,,,,,,,,,0.984419293358332,0.9734699999259344,739584,,,,326,358,,,,Southern Utah,Stetson,3.5436828826537266,150.01052490809542,-7.9,-3.4,-9.9,-2.0,71.2,101.4,20251129,-13.399999999999991,99.7,113.1,71.0,-15.5,100.6,116.1,69.6,,,,,,780,805,780,-12.986999999999995,99.912,112.899,70.9446,Stetson,805,-18.1554,98.3126,116.468,69.523,Southern Utah,70.50752998417926,-27.977057505435972,-19.206663551327637,94.41434440599735,113.62100795732499,780,Southern Utah,Southern Utah,69.15442824008753,-13.088216740742311,-13.0401698511249,101.06547875965192,114.10564861077685,Stetson,116.5,100.9,72.3,101.06547875965192,114.10564861077685,69.15442824008753,79.22769440196794,77.87718150388935,157.10487590585728,1.3505128980785912,69.40449438202246,79.49762794214512,75.82792587128066,155.32555381342576,3.66970207086446,69.27361553089887,72.75832173154262,77.55307500996997,150.3113967415126,-4.7947532784273506,68.48185284658348,-10.196154023039647,68.48185284658348,-5.410066374880103,68.48185284658348,Southern Utah,Stetson,11/29/2025,Southern Utah vs Stetson,2025-11-29 13:00:00-06:00,2.5,2.5,2.5,40.590361400171645,83.4241369052725,42.83377550510086,-12.696154023039647,-16.096154023039645,Stetson,Stetson,1
SouthernNorthwestern St.11-29,2025-11-29,SWAC at Slnd,167 Southern at 271 Northwestern St.,"Southern -0.5, 75-74 (52%)",52.641264000989466,0,H,Southern,11/29/2025,103.39076364570612,107.96556302697586,0.3780315139834973,0.5184719856841492,74.6759752848655,Northwestern St.,106.75209319174668,112.19449279120992,0.3608138737402496,0.4815280143158508,74.19750026307118,69.27861654026563,,0,,,,,,,,,,,,,,,,,0.9220219957469415,0.952323557446892,739584,,,,167,271,,,,Southern,Northwestern St.,0.4784750217943241,148.87347554793666,-2.7,-3.9,-4.7,-2.0,71.2,101.4,20251129,-3.3999999999999915,104.2,107.6,72.8,-11.5,105.1,116.6,66.6,,,,,,773,593,773,-1.8269999999999982,104.753,106.58,71.8052,Northwestern St.,593,-8.289999999999992,105.382,113.672,67.0209,Southern,73.02946092256038,-5.540444806688283,-4.951036114207715,107.01458810335345,111.96562421756117,773,Southern,Southern,65.98677496061815,-20.21406049465751,-14.276531459689567,107.33962586187602,121.61615732156558,Northwestern St.,116.5,100.9,72.3,107.33962586187602,121.61615732156558,65.98677496061815,79.32457594501503,78.08696746964493,157.41154341465995,1.237608475370095,68.09662921348314,77.16529195798935,76.97793659404405,154.1432285520334,0.18735536394530072,67.59057765,84.45495609384035,82.4817263574569,166.93668245129726,1.9732297363834448,67.6822837555091,8.280371584980358,67.6822837555091,-3.6590396243903314,67.6822837555091,Southern,Northwestern St.,11/29/2025,Southern vs Northwestern St.,2025-11-29 13:00:00-06:00,4.5,4.5,4.5,33.41175708976246,21.517092250833535,-11.894664838928925,3.780371584980358,-0.11962841501964183,Northwestern St.,Southern,0
Alcorn St.Louisiana Tech11-29,2025-11-29,SWAC at CUSA,324 Alcorn St. at 188 Louisiana Tech,"Louisiana Tech -10.3, 74-64 (84%)",25.86371823278743,0,H,Alcorn St.,11/29/2025,98.81058629734817,114.42374774411032,0.1561582856572591,0.1591503086358025,63.60432185524286,Louisiana Tech,102.41053822848596,102.6113791084659,0.4943674969341938,0.8408496913641975,73.86335314410975,67.68242271734057,,0,,,,,,,,,,,,,,,,,0.8722320536720479,0.9849860892837032,739584,,,,324,188,,,,Alcorn St.,Louisiana Tech,-10.259031288866893,137.4676749993526,22.3,21.5,11.5,-10.9,71.2,101.4,20251129,-13.700000000000003,99.3,113.0,70.8,-3.5,100.9,104.4,66.4,,,,,,17,409,17,-12.843000000000004,100.112,112.955,71.3704,Louisiana Tech,409,-2.8669999999999902,101.096,103.963,65.8756,Alcorn St.,70.35872178406363,-10.408618331642586,-12.551130011548262,99.30150139100158,111.85263140254985,17,Alcorn St.,Alcorn St.,65.14345490945324,-17.387510694448387,-11.31105078906865,92.82081425006741,104.13186503913609,Louisiana Tech,116.5,100.9,72.3,92.82081425006741,104.13186503913609,65.14345490945324,65.62766695232901,76.33591368350561,141.9635806358346,-10.708246731176601,66.02696629213483,65.89364573923349,76.46102371562176,142.35466945485524,-10.567377976388272,66.03325733483146,63.82106861990091,67.77012233546685,131.59119095536778,-3.949053715565938,64.37373904532184,2.9406169705128846,64.37373904532184,12.611845458803273,64.37373904532184,Alcorn St.,Louisiana Tech,11/29/2025,Alcorn St. vs Louisiana Tech,2025-11-29 12:00:00-06:00,-12.5,-13.5,-11.5,86.32938299430262,38.97162122705126,-47.35776176725136,14.440616970512885,35.940616970512885,Alcorn St.,Alcorn St.,1
HowardMount St. Mary's11-29,2025-11-29,MEAC at MAAC,336 Howard at 281 Mount St. Mary's,"Mount St. Mary's -7.6, 76-68 (77%)",26.989232327522405,0,H,Howard,11/29/2025,97.4759284799202,114.35078876957336,0.1375070698743034,0.2290913629529224,68.30586802716581,Mount St. Mary's,103.28773292036446,109.0347537099062,0.3491670278695858,0.7709086370470776,75.90730925116256,69.16195689828916,,0,,,,,,,,,,,,,,,,,0.9256017385990188,0.987038264263267,739584,,,,336,281,,,,Howard,Mount St. Mary's,-7.601441223996744,144.21317727832837,0.7,1.6,-5.7,-6.4,71.2,101.4,20251129,-11.799999999999997,100.2,112.0,69.8,-11.0,100.4,111.4,68.6,,,,,,307,513,307,-14.123199999999997,98.7598,112.883,69.89,Mount St. Mary's,513,-8.509,101.962,110.471,68.7415,Howard,68.09175668824008,-13.290700710879724,-13.428742507198557,96.22632400660314,109.65506651380167,307,Howard,Howard,66.80344233832575,-19.688973414412345,-11.987733606063253,100.66763821200647,112.65537181806974,Mount St. Mary's,116.5,100.9,72.3,100.66763821200647,112.65537181806974,66.80344233832575,71.97278894927774,76.68125906912358,148.65404801840134,-4.708470119845842,67.2511235955056,70.58272372751092,78.75151091481874,149.33423464232965,-8.168787187307814,67.47673363764045,66.4010676743265,71.51051804978212,137.91158572410862,-5.109450375455623,63.88713120278305,2.5938099506412797,63.88713120278305,-1.2334049550009425,63.88713120278305,Howard,Mount St. Mary's,11/29/2025,Howard vs Mount St. Mary's,2025-11-29 15:00:00-06:00,-1.5,-2.5,-1.5,55.67984968164682,40.244268946799686,-15.435580734847136,4.09380995064128,5.693809950641279,Mount St. Mary's,Howard,0
