,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,80.96,58.79,43.36,31.85,23.11,15.36,5.510416666666667
1,Houston,EliteEight,13,100.0,79.4,59.88,41.73,26.97,17.95,10.57,8.46073793755913
2,Arizona,FinalFour,9,100.0,83.35,60.49,42.55,26.86,18.11,9.94,9.06036217303823
3,Illinois,EliteEight,16,100.0,85.25,62.88,42.98,29.49,15.73,9.22,9.845986984815617
4,Iowa St.,EliteEight,9,100.0,74.37,49.06,32.83,16.55,10.63,6.11,15.366612111292962
5,Duke,FinalFour,1,100.0,86.9,56.37,36.25,19.91,10.14,5.56,16.98561151079137
6,Connecticut,FinalFour,8,100.0,75.3,51.06,32.67,19.92,9.83,5.04,18.84126984126984
7,Florida,SweetSixteen,13,100.0,73.97,50.28,23.07,14.24,8.59,4.73,20.14164904862579
8,Purdue,SweetSixteen,3,100.0,66.59,42.72,27.22,15.57,8.35,4.18,22.923444976076556
9,Vanderbilt,SweetSixteen,2,100.0,78.12,45.25,21.78,11.23,6.8,3.05,31.786885245901644
10,Nebraska,EliteEight,12,100.0,73.03,47.6,30.05,16.41,7.11,3.01,32.222591362126245
11,Kansas,SweetSixteen,15,100.0,70.01,43.5,20.06,10.1,5.94,2.72,35.76470588235294
12,Alabama,east,5,100.0,66.29,33.64,13.72,7.8,3.74,1.7,57.8235294117647
13,Iowa,south,6,100.0,64.07,34.07,15.1,7.4,3.95,1.5,65.66666666666667
14,Texas Tech,west,5,100.0,59.49,35.87,17.27,8.31,3.17,1.47,67.02721088435375
15,Tennessee,SweetSixteen,14,100.0,62.24,35.54,19.07,10.54,3.92,1.45,67.96551724137932
16,Gonzaga,SweetSixteen,8,100.0,75.16,38.52,16.99,7.87,2.64,1.42,69.42253521126761
17,Virginia,SweetSixteen,4,100.0,68.36,39.62,18.03,6.68,3.01,1.24,79.64516129032259
18,Michigan St.,SweetSixteen,9,100.0,68.41,34.11,18.34,7.53,2.66,1.15,85.95652173913044
19,Louisville,east,7,100.0,51.25,24.18,13.11,4.66,2.24,0.98,101.0408163265306
20,North Carolina,midwest,5,100.0,60.42,31.59,16.16,7.35,2.73,0.88,112.63636363636364
21,Saint Louis,west,6,100.0,56.19,28.52,10.17,4.95,2.02,0.82,120.95121951219514
22,BYU,east,6,100.0,56.43,31.63,14.48,5.76,2.19,0.76,130.57894736842104
23,N.C. State,midwest,8,100.0,52.53,25.75,14.07,6.5,2.21,0.75,132.33333333333334
24,St. John's,west,7,100.0,49.15,19.58,11.82,5.97,1.58,0.73,135.986301369863
25,Arkansas,south,5,100.0,53.86,26.38,11.69,3.99,1.89,0.62,160.29032258064515
26,Indiana,east,9,100.0,48.44,18.95,7.79,3.4,1.44,0.57,174.4385964912281
27,Utah St.,south,7,100.0,58.28,23.33,10.47,4.24,1.44,0.47,211.76595744680853
28,Texas A&M,west,8,100.0,51.26,20.26,11.18,3.89,1.11,0.45,221.2222222222222
29,Texas,east,10,100.0,48.75,20.55,10.38,2.9,1.17,0.4,248.99999999999997
30,UCF,midwest,9,100.0,47.47,19.41,9.45,3.5,1.55,0.38,262.15789473684214
31,Auburn,midwest,7,100.0,52.03,28.1,12.73,5.79,1.37,0.35,284.7142857142857
32,Clemson,east,8,100.0,51.56,17.74,6.43,3.56,1.37,0.31,321.5806451612903
33,Wisconsin,west,9,100.0,48.74,21.2,7.62,3.37,1.14,0.31,321.5806451612903
34,Saint Mary's,midwest,11,100.0,55.08,24.91,9.57,4.07,0.99,0.29,343.82758620689657
35,SMU,south,9,100.0,49.84,17.34,9.24,2.85,1.2,0.27,369.3703703703704
36,Villanova,south,8,100.0,50.16,17.86,8.05,2.54,0.93,0.25,399.0
37,UCLA,west,10,100.0,50.85,11.27,5.57,2.13,0.62,0.19,525.3157894736842
38,Kentucky,midwest,6,100.0,44.92,20.35,8.54,3.01,0.86,0.18,554.5555555555555
39,Miami FL,east,11,100.0,43.57,21.08,8.56,1.49,0.51,0.13,768.2307692307693
40,Georgia,midwest,10,100.0,47.97,18.33,7.42,2.75,0.68,0.11,908.0909090909091
41,Ohio St.,west,11,100.0,43.81,24.8,8.73,3.19,0.61,0.09,1110.111111111111
42,Liberty,midwest,12,100.0,39.58,17.64,5.67,2.3,0.48,0.06,1665.6666666666667
43,Tulsa,south,12,100.0,46.14,18.22,5.39,1.5,0.41,0.05,1999.0
44,Belmont,west,12,100.0,40.51,15.91,4.85,1.43,0.27,0.05,1999.0
45,California,south,10,100.0,41.72,9.44,2.51,0.49,0.16,0.04,2499.0
46,Miami OH,south,11,100.0,35.93,14.79,4.69,0.89,0.25,0.03,3332.3333333333335
47,UC Irvine,midwest,14,100.0,33.41,12.02,3.02,1.05,0.2,0.02,4999.0
48,High Point,midwest,13,100.0,37.76,15.23,2.58,0.85,0.3,0.01,9999.0
49,Wright St.,south,15,100.0,20.6,7.35,2.36,0.65,0.26,0.01,9999.0
50,Yale,west,13,100.0,31.59,14.11,3.97,1.05,0.2,0.01,9999.0
51,Stephen F. Austin,east,12,100.0,33.71,10.44,4.2,0.75,0.07,0.01,9999.0
52,Austin Peay,midwest,15,100.0,26.97,5.97,1.45,0.39,0.07,0.0,0.0
53,Cal Baptist,south,13,100.0,29.99,11.9,2.2,0.26,0.04,0.0,0.0
54,Troy,west,14,100.0,24.84,8.16,1.97,0.53,0.02,0.0,0.0
55,Tennessee Martin,west,15,100.0,14.75,6.27,1.77,0.2,0.02,0.0,0.0
