,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Duke,FinalFour,1,100.0,72.1,50.11,38.74,23.85,17.13,11.83,7.453085376162299
1,Illinois,SweetSixteen,8,100.0,74.4,47.91,30.51,19.2,11.7,7.58,12.192612137203167
2,Gonzaga,EliteEight,16,100.0,69.07,47.95,27.89,19.66,11.5,7.55,12.245033112582782
3,Florida,SweetSixteen,3,100.0,77.9,52.66,36.09,21.37,12.62,6.65,14.037593984962404
4,Connecticut,SweetSixteen,13,100.0,69.58,44.37,29.02,17.3,8.42,5.46,17.315018315018317
5,Arizona,FinalFour,9,100.0,73.71,45.45,27.8,18.25,10.56,4.78,19.920502092050206
6,Kentucky,east,10,100.0,54.65,39.59,24.14,14.25,7.32,4.11,23.330900243309
7,Louisville,EliteEight,13,100.0,70.36,40.07,23.52,13.38,7.91,3.71,25.954177897574127
8,Purdue,FinalFour,16,100.0,65.71,38.17,22.13,13.01,6.42,3.68,26.173913043478258
9,BYU,SweetSixteen,4,100.0,64.05,39.64,22.26,12.33,6.56,3.55,27.169014084507044
10,Alabama,midwest,5,100.0,57.43,36.02,23.84,14.05,7.2,3.46,27.901734104046245
11,Michigan St.,EliteEight,12,100.0,71.59,49.89,26.96,13.45,7.14,3.1,31.258064516129032
12,Houston,FinalFour,8,100.0,69.97,39.51,24.03,13.16,7.24,3.07,31.573289902280134
13,Vanderbilt,SweetSixteen,2,100.0,68.57,39.0,22.96,12.1,6.47,2.75,35.36363636363637
14,Iowa,midwest,8,100.0,72.73,42.99,22.4,12.29,5.8,2.48,39.32258064516129
15,Indiana,SweetSixteen,15,100.0,56.33,36.75,21.76,11.65,6.22,2.37,41.19409282700421
16,St. John's,south,8,100.0,68.0,39.41,19.22,9.94,4.87,2.19,44.662100456621005
17,Tennessee,west,6,100.0,57.66,28.43,14.48,7.67,3.7,1.8,54.55555555555556
18,Santa Clara,east,9,100.0,55.2,29.4,14.45,7.47,3.38,1.77,55.49717514124294
19,Clemson,south,6,100.0,62.57,33.98,17.49,7.91,3.88,1.55,63.516129032258064
20,Georgia,east,6,100.0,63.83,28.92,14.65,8.15,2.92,1.32,74.75757575757576
21,N.C. State,east,7,100.0,45.35,27.81,13.18,6.44,2.49,1.22,80.9672131147541
22,Iowa St.,SweetSixteen,14,100.0,52.49,26.47,12.22,6.44,2.97,1.21,81.64462809917356
23,UCLA,west,7,100.0,52.7,24.65,11.22,4.84,2.37,1.08,91.5925925925926
24,Virginia,south,5,100.0,55.64,25.71,11.05,4.98,2.36,1.02,97.03921568627452
25,Saint Mary's,west,8,100.0,47.66,21.25,13.1,4.41,1.97,1.01,98.009900990099
26,North Carolina,SweetSixteen,9,100.0,63.37,38.66,15.0,5.46,2.23,0.94,105.38297872340426
27,Villanova,south,10,100.0,52.25,28.96,14.73,5.86,2.74,0.93,106.5268817204301
28,Michigan,EliteEight,9,100.0,61.62,26.65,13.04,5.54,2.07,0.89,111.35955056179775
29,Auburn,west,9,100.0,52.34,22.63,13.14,4.55,1.74,0.78,127.2051282051282
30,George Washington,east,8,100.0,44.8,23.98,9.4,3.67,1.43,0.65,152.84615384615384
31,Nebraska,east,5,100.0,49.64,19.27,7.83,3.84,1.35,0.57,174.4385964912281
