muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,Date_zero,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,AWAY,HOME,VegasSpread,VegasTotal,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff,LeagueTempo,LeagueOE,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,Tm_TeamID,Opp_TeamID,TeamID,TRank_Tm_AdjEM,TRank_Tm_AdjOE,TRank_Tm_AdjDE,TRank_Tm_AdjT,Team_Opp,TeamID_Opp,TRank_Opp_AdjEM,TRank_Opp_AdjOE,TRank_Opp_AdjDE,TRank_Opp_AdjT,Team,MG_Tm_AdjT,MG_ATS_Tm_net_eff,MG_Tm_AdjEM,MG_Tm_AdjOE,MG_Tm_AdjDE,TeamID_y,Team_Standardized_Tm,Tm_y,MG_Opp_AdjT,MG_ATS_Opp_net_eff,MG_Opp_AdjEM,MG_Opp_AdjOE,MG_Opp_AdjDE,Team_Standardized_Opp,Pomeroy_Tm_Score,Pomeroy_Opp_Score,Pomeroy_OverUnder,Pomeroy_PointDiff,Pomeroy_GameTempo,TRank_Tm_Score,TRank_Opp_Score,TRank_OverUnder,TRank_PointDiff,TRank_GameTempo,MG_Tm_Score,MG_Opp_Score,MG_OverUnder,MG_PointDiff,MG_GameTempo,MG_ATS_PointDiff,MG_ATS_GameTempo,Daily_Reg_PointDiff,Daily_Reg_GameTempo,away_team,home_team,date,teams,commence_time,DraftKings,BetMGM spreads,FanDuel,VegasImpliedWinPercent,MG_ATS_ImpliedWinPercent,Dif_from_Vegas,Pt_Spread_Difference,Total_Diff,Pomeroy_PointDiffSelection,MG_ATS_PointDiffSelection,Both
Southeast Missouri St.Tennessee Martin2-17,2026-02-17,OVC at OVC,257 Southeast Missouri St. at 230 Tennessee Martin,"Tennessee Martin -5.0, 70-65 (70%)",38.05023793847033,1,H,Southeast Missouri St.,02/17/2026,101.2481287345674,111.5080436670544,0.2478692473715626,0.2989130163917289,65.05977800490383,Tennessee Martin,103.12165329187803,105.4569968305977,0.4359711196060254,0.701086983608271,70.06582433690629,66.32842885401676,,0,,,,,,,,,,,,,,,,,0.8962130845887964,0.9735724284242208,739664,,,,257,230,,,,Southeast Missouri St.,Tennessee Martin,-5.006046332002455,135.12560234181012,0.5,3.7,6.3,5.9,71.2,101.4,20260217,-5.700000000000003,103.5,109.2,69.2,-2.4000000000000057,103.8,106.2,64.6,,,,,,688,821,688,-7.4950000000000045,102.582,110.077,69.1322,Tennessee Martin,821,-5.048000000000002,101.798,106.846,64.5419,Southeast Missouri St.,69.0,0.0,0.0,100.0,100.0,688,Southeast Missouri St.,Southeast Missouri St.,66.28855700992386,-1.0220134173509279,-4.376709674037319,101.27846313749403,105.65517281153137,Tennessee Martin,66.16668249004307,72.16333000648987,138.33001249653296,-5.996647516446799,62.78539325842696,65.85480001389533,71.20588945686922,137.06068947076454,-5.351089442973887,62.66746543792134,65.07501875449135,65.97246628113342,131.0474850356248,-0.8974475266420683,64.24031507984195,-1.132992557818568,64.24031507984195,-1.651490020072572,64.24031507984195,Southeast Missouri St.,Tennessee Martin,02/17/2026,Southeast Missouri St. vs Tennessee Martin,2026-02-17 19:30:00-06:00,-3.5,-3.5,-3.5,63.055865981823636,54.29640990160536,-8.759456080218278,2.367007442181432,6.067007442181432,Tennessee Martin,Southeast Missouri St.,0
LouisvilleSMU2-17,2026-02-17,ACC at ACC,14 Louisville at 37 SMU,"Louisville -1.5, 84-83 (55%)",93.28280899200828,1,H,Louisville,02/17/2026,123.78957956510548,98.72584846001637,0.9309720920413248,0.552991269746656,84.28489307535715,SMU,127.13844674550552,103.29009294075044,0.9159811282934918,0.447008730253344,82.7398559041326,71.75571924604056,Louisville,0,,,,,,,,,,,,,,,,,0.3797415196996204,0.4737334931265027,739664,,,,14,37,,,,Louisville,SMU,1.5450371712245499,167.02474897948974,2.5,4.9,3.9,1.4,71.2,101.4,20260217,27.39999999999999,125.1,97.7,70.3,19.60000000000001,124.4,104.8,68.8,,,,,,412,775,412,27.961100000000002,125.42,97.4589,70.1678,SMU,775,20.85600000000001,125.507,104.651,68.7925,Louisville,71.71702658089949,30.184082742040445,28.324030788062352,123.7994212606694,95.47539047260705,412,Louisville,Louisville,70.4751235091974,22.066604141857443,19.89635286188456,122.57851409531567,102.68216123343115,SMU,85.38827436017645,83.71758055264718,169.10585491282365,1.6706938075292754,67.93033707865168,85.31492492570814,84.08651783968507,169.4014427653932,1.2284070860230685,67.79520198735955,86.51822832630347,84.24068273367863,170.7589110599821,2.277545592624847,70.98688632024276,3.2554365892176946,70.98688632024276,-0.26563292861034427,70.98688632024276,Louisville,SMU,02/17/2026,Louisville vs SMU,2026-02-17 18:00:00-06:00,3.5,3.5,4.5,36.944134018176364,37.82646684963754,0.8823328314611771,-1.2445634107823054,3.655436589217695,SMU,SMU,1
BaylorKansas St.2-17,2026-02-17,B12 at B12,48 Baylor at 104 Kansas St.,"Baylor -2.1, 84-81 (57%)",74.61517692348892,1,H,Baylor,02/17/2026,119.83893014256088,106.88235882477512,0.7884867318402955,0.5744014544863056,83.50000526466506,Kansas St.,114.16887577119932,104.5150683858324,0.7341919001793651,0.4255985455136943,81.3510991158858,72.57034846528838,,0,,,,,,,,,,,,,,,,,0.7073013064344509,0.7650786257443435,739664,,,,48,104,,,,Baylor,Kansas St.,2.148906148779261,164.85110438055085,11.1,6.8,2.9,-8.3,71.2,101.4,20260217,16.799999999999997,122.2,105.4,68.0,6.8999999999999915,113.8,106.9,71.8,,,,,,59,359,59,15.906000000000006,121.417,105.511,67.9354,Kansas St.,359,6.811999999999998,112.704,105.892,71.8597,Baylor,69.55735138898409,15.443573348454947,15.770012578710972,120.90584800933289,105.13583543062195,59,Baylor,Baylor,73.29988156240739,4.835162320508517,7.824017409460573,112.26172601139734,104.4377086019368,Kansas St.,85.88516400509478,83.40156330094382,169.28672730603859,2.483600704150959,68.57303370786516,84.52011258256749,82.67544993485593,167.1955625174234,1.8446626477115586,68.56485201376405,86.69355911709225,85.70117099273992,172.39473010983215,0.9923881243523311,71.60878677819223,5.388209411555991,71.60878677819223,6.069274332172469,71.60878677819223,Baylor,Kansas St.,02/17/2026,Baylor vs Kansas St.,2026-02-17 20:00:00-06:00,4.5,3.5,4.5,33.41175708976246,30.39187222630606,-3.019884863456401,0.8882094115559909,7.688209411555991,Kansas St.,Baylor,0
LSUTexas2-17,2026-02-17,SEC at SEC,67 LSU at 41 Texas,"Texas -9.1, 83-74 (79%)",61.90654758036521,1,H,LSU,02/17/2026,116.9932542930653,107.68784846483072,0.7217411105334764,0.2075157728624052,73.78431298162883,Texas,127.20412776338142,104.20862051928312,0.9083022884453756,0.7924842271375948,82.90247072529627,65.87931993341401,LSU,0,,,,,,,,,,,,,,,,,0.4025693147934388,0.8239643903571412,739664,,,,67,41,,,,LSU,Texas,-9.118157743667439,156.6867837069251,-10.4,-12.0,-7.1,3.3,71.2,101.4,20260217,13.700000000000003,119.2,105.5,66.3,21.700000000000003,126.2,104.5,66.8,,,,,,407,845,407,12.228000000000009,118.534,106.306,66.1623,Texas,845,19.991,125.572,105.581,66.9824,LSU,67.87223348187173,12.299006481349604,12.860432610636106,117.81953737892105,104.95910476828497,407,LSU,LSU,68.49937714872046,18.35224763394101,17.735944090834572,121.9488400965035,104.21289600566891,Texas,74.28795751996887,83.97688610255057,158.26484362251944,-9.688928582581696,62.20280898876404,74.68543090715372,84.25192810047956,158.9373590076333,-9.566497193325844,62.24311297078651,76.86938784999874,84.7489871280499,161.61837497804865,-7.87959927805116,65.29783313484191,-6.061179101567433,65.29783313484191,-8.584575526571392,65.29783313484191,LSU,Texas,02/17/2026,LSU vs Texas,2026-02-17 20:00:00-06:00,-10.5,-10.5,-11.5,84.1344746068543,71.81164476488986,-12.322829841964435,5.438820898432567,-6.561179101567433,LSU,LSU,1
NevadaSan Jose St.2-17,2026-02-17,MWC at MWC,58 Nevada at 231 San Jose St.,"Nevada -8.4, 75-67 (80%)",42.30177692180087,1,H,Nevada,02/17/2026,116.4760295645687,105.97787239948296,0.747671994218711,0.796411471670024,75.20687382342612,San Jose St.,111.06233382119952,113.77768777962588,0.4309979955318485,0.2035885283299759,66.79529411886776,61.77509367765517,,0,,,,,,,,,,,,,,,,,0.8980816840587932,0.8038165776243911,739664,,,,58,231,,,,Nevada,San Jose St.,8.411579704558363,142.00216794229388,2.6,-7.7,0.4,-2.2,71.2,101.4,20260217,13.100000000000009,117.7,104.6,64.8,-7.299999999999997,108.4,115.7,64.1,,,,,,535,729,535,13.39200000000001,118.01,104.618,64.8972,San Jose St.,729,-5.638999999999996,109.637,115.276,64.0338,Nevada,66.55977645463993,15.789846525282872,12.663714402713559,116.12743245871445,103.46371805600096,535,Nevada,Nevada,65.5266117881968,-6.232209234409073,-5.050562528349389,107.50769593644215,112.55825846479156,San Jose St.,76.16908497863075,67.07365357574831,143.24273855437906,9.09543140288244,58.338202247191,76.12526626144475,67.88233189327299,144.00759815471775,8.24293436817176,58.36536973820224,76.76754234010664,69.08999539692323,145.85753773702987,7.677546943183415,61.25613247826338,11.692722995752902,61.25613247826338,-0.10707571957199491,61.25613247826338,Nevada,San Jose St.,02/17/2026,Nevada vs San Jose St.,2026-02-17 21:00:00-06:00,10.5,10.5,10.5,15.865525393145708,13.272698702438579,-2.5928266907071293,1.1927229957529022,-6.507277004247098,San Jose St.,Nevada,0
Air ForceNew Mexico2-17,2026-02-17,MWC at MWC,340 Air Force at 43 New Mexico,"New Mexico -31.3, 87-56 (99%)",28.143452765974537,1,H,Air Force,02/17/2026,94.3324122525521,114.84271212843484,0.0942771754616224,0.0120464643726013,55.78219162815101,New Mexico,118.1665938943116,98.06479784001716,0.8951415255819447,0.9879535356273988,87.12686165091169,68.16628735101736,Air Force,0,,,,,,,,,,,,,,,,,0.4387931550373793,0.991499131887879,739664,,,,340,43,,,,Air Force,New Mexico,-31.34467002276068,142.9090532790627,-8.6,-7.9,-5.8,2.8,71.2,101.4,20260217,-19.700000000000003,95.5,115.2,65.8,16.799999999999997,116.6,99.8,69.8,,,,,,2,540,2,-17.7941,95.5749,113.369,65.7951,New Mexico,540,17.293600000000012,116.65,99.3564,69.6945,Air Force,67.45501863244445,-20.828092639980028,-16.97968761107045,95.12581528494295,112.1055028960134,2,Air Force,Air Force,71.17086927347368,19.395078990023077,15.739020937625137,114.24558155172949,98.50656061410439,New Mexico,58.94556168000267,87.85981958011683,146.8053812601195,-28.914257900114166,64.50617977528088,58.63644591039472,86.3632701199507,144.9997160303454,-27.72682420955598,64.4038847886236,60.57814436996985,87.56707479002549,148.14521915999535,-26.988930420055638,67.42742012541342,-28.995887268360917,67.42742012541342,-7.658406377844457,67.42742012541342,Air Force,New Mexico,02/17/2026,Air Force vs New Mexico,2026-02-17 20:00:00-06:00,-27.5,-27.5,-27.5,99.5591218107113,99.71232893412878,0.15320712341747367,-1.4958872683609172,-9.395887268360918,New Mexico,New Mexico,1
Saint LouisRhode Island2-17,2026-02-17,A10 at A10,22 Saint Louis at 141 Rhode Island,"Saint Louis -11.0, 80-69 (85%)",56.64508890065604,1,H,Saint Louis,02/17/2026,120.9650357373572,99.66603003943509,0.9026727811292662,0.8457504238560244,79.89012748112027,Rhode Island,108.1409509504923,103.3094243872358,0.628463077726812,0.1542495761439756,68.90181435376915,69.58936157044161,,0,,,,,,,,,,,,,,,,,0.797812771690771,0.5669147008089986,739664,,,,22,141,,,,Saint Louis,Rhode Island,10.98831312735112,148.79194183488943,1.1,3.9,0.1,-1.0,71.2,101.4,20260217,23.599999999999994,120.8,97.2,71.5,4.700000000000003,108.7,104.0,65.4,,,,,,708,676,708,24.171000000000006,122.558,98.387,71.4924,Rhode Island,676,2.0829999999999984,106.753,104.67,65.4795,Saint Louis,72.9714422343223,27.97638894298043,22.96359785342509,120.4605542072692,97.4969563538441,708,Saint Louis,Saint Louis,67.13266836971334,2.1166128886611486,2.8451273571564393,106.12537817725539,103.28025082009897,Rhode Island,79.10791622651688,70.36190035513484,149.4698165816517,8.746015871382042,65.67556179775282,80.86582128469522,70.02304610531814,150.88886739001336,10.842775179377071,65.74840738483147,82.07008094298786,72.18635450987442,154.25643545286226,9.883726433113438,68.80291617944455,15.575930310255487,68.80291617944455,-1.1609804076119588,68.80291617944455,Saint Louis,Rhode Island,02/17/2026,Saint Louis vs Rhode Island,2026-02-17 18:00:00-06:00,10.5,10.5,10.5,15.865525393145708,6.898117166105944,-8.967408227039764,5.075930310255487,8.975930310255487,Rhode Island,Saint Louis,0
TCUUCF2-17,2026-02-17,B12 at B12,50 TCU at 52 UCF,"UCF -3.9, 79-75 (64%)",71.36596822709008,1,H,TCU 6,02/17/2026,112.03052179011836,101.21964287706771,0.7626028476171633,0.35755862920936,74.68616497611633,UCF,122.38054177714392,105.07794615018848,0.8523281608173405,0.64244137079064,78.59038161203442,69.06241538819813,TCU,0,,,,,,,,,,,,,,,,,0.5362686203791794,0.7907666334174835,739664,,,,50,52,,,,TCU,UCF,-3.9042166359180897,153.27654658815075,-6.3,6.4,-9.9,-3.6,71.2,101.4,20260217,15.200000000000003,113.3,98.1,67.6,14.600000000000009,120.7,106.1,69.0,,,,,,1013,888,1013,13.585300000000004,113.506,99.9207,67.4779,UCF,888,14.347999999999999,120.81,106.462,68.8497,TCU,69.09840838148742,14.827259770324018,13.959211389103864,112.05364113503113,98.0944297459273,1013,TCU 6,TCU 6,70.58835208763861,14.443622152198957,13.467335781431547,118.6776787450145,105.21034296358299,UCF,75.50521728484267,78.65566832032584,154.16088560516852,-3.1504510354831723,65.51123595505618,75.59845703092157,79.86930844880543,155.467765479727,-4.270851417883861,65.25046589367977,77.4321606747531,80.86720605279862,158.29936672755173,-3.4350453780455155,68.50481431921169,-1.9360520493313942,68.50481431921169,-6.104464003984958,68.50481431921169,TCU 6,UCF,02/17/2026,TCU vs UCF,2026-02-17 18:00:00-06:00,-2.5,-2.5,-2.5,59.409638599828355,57.31446385353337,-2.095174746294987,0.5639479506686058,6.963947950668606,UCF,TCU,0
Gardner WebbCharleston Southern2-17,2026-02-17,BSth at BSth,362 Gardner Webb at 265 Charleston Southern,"Charleston Southern -19.5, 91-71 (94%)",10.710394064818823,1,H,Gardner Webb,02/17/2026,94.32859700473416,126.02151006536208,0.0345167382982357,0.0597260468629549,71.03641704174265,Charleston Southern,105.15534641541257,110.54467440592828,0.3601342892795596,0.9402739531370452,90.52605946691595,74.27113945382688,,0,,,,,,,,,,,,,,,,,0.9222336780087044,0.997063921302048,739664,,,,362,265,,,,Gardner Webb,Charleston Southern,-19.4896424251733,161.56247650865862,9.4,9.3,-2.5,-11.9,71.2,101.4,20260217,-28.0,95.8,123.8,70.0,-6.799999999999997,104.8,111.6,71.2,,,,,,258,136,258,-28.833,95.571,124.404,70.212,Charleston Southern,136,-8.195000000000007,103.806,112.001,71.1592,Gardner Webb,71.67945023135256,-33.00079391136842,-27.340875573762172,94.21832406974225,121.55919964350458,258,Gardner Webb,Gardner Webb,72.7062852608855,-5.774802492985299,-6.730948252234012,103.2337548887395,109.96470314097353,Charleston Southern,71.75358733349111,92.09115551999999,163.84474285349108,-20.337568186508875,70.0,72.01555514194284,91.8876539843459,163.90320912628874,-19.872098842403062,70.17176615730337,72.7095043311511,93.13955082966915,165.84905516082023,-20.430046498518053,73.19587859359781,-21.580438286570775,73.19587859359781,4.97849087842215,73.19587859359781,Gardner Webb,Charleston Southern,02/17/2026,Gardner Webb vs Charleston Southern,2026-02-17 17:00:00-06:00,-17.5,-17.5,-17.5,95.22096477271853,98.00740081561943,2.7864360429009025,-4.080438286570775,5.219561713429226,Charleston Southern,Charleston Southern,1
Ball St.Ohio2-17,2026-02-17,MAC at MAC,312 Ball St. at 224 Ohio,"Ohio -8.9, 73-64 (82%)",26.28442948379421,1,H,Ball St.,02/17/2026,96.871088860547,112.32517475044958,0.1541788922554458,0.1837389389471908,64.08023491729766,Ohio,108.27435289522435,110.27905882590886,0.4474507675438158,0.8162610610528092,72.95239641520364,65.2959734349303,,0,,,,,,,,,,,,,,,,,0.8918023483820333,0.9852077609674263,739664,,,,312,224,,,,Ball St.,Ohio,-8.872161497905978,137.0326313325013,1.5,-1.0,2.6,1.1,71.2,101.4,20260217,-15.0,97.2,112.2,63.8,-4.900000000000006,107.0,111.9,69.1,,,,,,54,602,54,-12.736999999999995,98.147,110.884,63.6227,Ohio,602,-4.846999999999994,106.885,111.732,69.0393,Ball St.,65.44795963300386,-13.995404670491961,-12.136341663458605,97.1647475114492,109.30108917490783,54,Ball St.,Ball St.,70.59277747333977,-6.668738273082845,-4.2585514537322995,106.09778287327951,110.35633432701182,Ohio,64.57002563094765,75.37604081551684,139.9460664464645,-10.80601518456919,61.91825842696628,64.86328776319235,74.13991470860488,139.00320247179724,-9.27662694541253,61.69194764199437,66.7111235752071,76.30361976295332,143.01474333816043,-9.592496187746221,64.8897928434939,-6.383447973544911,64.8897928434939,-0.8771802196583423,64.8897928434939,Ball St.,Ohio,02/17/2026,Ball St. vs Ohio,2026-02-17 18:00:00-06:00,-9.5,-9.5,-9.5,81.7204231217584,72.83888282880235,-8.881540292956046,3.116552026455089,2.116552026455089,Ohio,Ball St.,0
