,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,82.22,68.9,53.3,41.57,31.19,21.28,3.6992481203007515
1,Vanderbilt,EliteEight,13,100.0,78.33,51.72,34.53,19.82,12.46,6.75,13.814814814814815
2,Gonzaga,EliteEight,16,100.0,81.98,52.76,35.0,22.47,11.26,6.53,14.313935681470138
3,Arizona,FinalFour,9,100.0,81.66,57.52,36.1,20.66,11.69,6.51,14.360983102918587
4,Purdue,EliteEight,12,100.0,79.63,48.37,37.12,22.08,12.54,6.29,14.89825119236884
5,Houston,SweetSixteen,2,100.0,64.96,41.77,25.62,15.67,9.14,5.02,18.920318725099605
6,Connecticut,EliteEight,9,100.0,75.29,50.79,32.92,15.29,9.2,4.96,19.161290322580648
7,Duke,FinalFour,1,100.0,81.0,44.6,32.29,19.42,9.56,4.8,19.833333333333336
8,Iowa St.,FinalFour,8,100.0,70.2,43.57,26.5,16.58,8.51,4.51,21.172949002217294
9,Illinois,SweetSixteen,14,100.0,69.66,46.53,27.46,16.24,8.66,4.5,21.22222222222222
10,Alabama,SweetSixteen,13,100.0,66.92,39.52,16.41,9.72,5.73,2.83,34.3356890459364
11,Louisville,south,5,100.0,60.35,37.3,21.8,12.21,6.29,2.69,36.17472118959108
12,Kansas,SweetSixteen,15,100.0,56.67,33.39,17.72,9.15,4.93,2.2,44.454545454545446
13,Florida,midwest,7,100.0,58.45,31.09,19.1,9.46,4.33,1.85,53.054054054054056
14,Michigan St.,SweetSixteen,8,100.0,64.1,35.55,15.55,8.99,4.3,1.81,54.248618784530386
15,Virginia,east,5,100.0,57.54,32.74,13.88,7.59,3.48,1.56,63.1025641025641
16,BYU,SweetSixteen,4,100.0,69.63,45.59,25.72,7.55,3.37,1.51,65.2251655629139
17,Iowa,south,7,100.0,58.68,25.07,13.43,7.52,3.51,1.46,67.4931506849315
18,North Carolina,SweetSixteen,9,100.0,60.43,37.95,21.83,9.77,3.39,1.4,70.42857142857143
19,St. John's,west,10,100.0,53.28,23.03,14.0,7.82,3.52,1.35,73.07407407407408
20,Tennessee,midwest,5,100.0,62.66,26.76,13.51,7.11,3.15,1.32,74.75757575757576
21,Nebraska,SweetSixteen,3,100.0,67.5,32.59,12.99,6.13,2.53,0.89,111.35955056179775
22,UCLA,west,9,100.0,66.83,36.5,17.86,8.19,2.55,0.88,112.63636363636364
23,Arkansas,west,6,100.0,54.82,31.72,13.67,6.68,2.24,0.66,150.5151515151515
24,Kentucky,west,7,100.0,46.72,20.32,12.43,4.93,1.68,0.56,177.57142857142856
25,Ohio St.,midwest,11,100.0,48.07,26.68,10.57,4.34,1.81,0.55,180.8181818181818
26,Georgia,midwest,9,100.0,53.8,27.42,13.13,5.54,1.69,0.45,221.2222222222222
27,Saint Mary's,midwest,8,100.0,46.2,22.3,9.07,2.97,1.1,0.41,242.90243902439028
28,Miami FL,south,11,100.0,47.86,24.14,10.35,3.72,1.28,0.39,255.4102564102564
29,Saint Louis,east,11,100.0,48.59,22.24,10.55,3.47,1.11,0.32,311.5
30,Villanova,south,6,100.0,52.14,22.73,7.0,2.44,1.03,0.3,332.33333333333337
31,Utah St.,midwest,6,100.0,51.93,27.02,9.2,3.06,1.02,0.3,332.33333333333337
32,USC,east,6,100.0,51.41,23.62,8.89,2.82,0.95,0.3,332.33333333333337
33,Baylor,east,10,100.0,50.46,21.76,10.02,2.82,0.84,0.28,356.1428571428571
34,Texas Tech,west,5,100.0,55.7,27.15,9.75,3.79,0.98,0.27,369.3703703703704
35,Auburn,midwest,10,100.0,41.55,15.65,7.3,3.11,0.89,0.27,369.3703703703704
36,Clemson,east,8,100.0,55.65,14.44,5.68,2.61,0.87,0.24,415.6666666666667
37,LSU,east,9,100.0,44.35,10.94,4.45,1.66,0.86,0.22,453.54545454545456
38,Butler,south,9,100.0,54.73,21.27,7.78,2.38,0.74,0.21,475.19047619047626
39,Seton Hall,west,8,100.0,33.17,15.66,6.46,2.14,0.68,0.2,498.99999999999994
40,SMU,south,8,100.0,45.27,16.93,6.56,2.06,0.76,0.18,554.5555555555555
41,UCF,east,7,100.0,49.54,19.36,7.45,2.04,0.51,0.17,587.235294117647
42,California,south,10,100.0,41.32,12.97,3.9,1.1,0.47,0.15,665.6666666666666
43,McNeese St.,east,12,100.0,42.46,15.32,4.11,1.32,0.43,0.14,713.2857142857142
44,Oklahoma St.,west,11,100.0,45.18,20.49,4.94,1.45,0.44,0.13,768.2307692307693
45,Yale,midwest,12,100.0,37.34,13.28,4.18,1.15,0.35,0.11,908.0909090909091
46,Belmont,west,12,100.0,44.3,19.42,7.01,2.29,0.45,0.08,1249.0
47,UC San Diego,midwest,13,100.0,30.34,13.43,4.42,1.47,0.58,0.05,1999.0
48,Liberty,west,13,100.0,39.57,15.48,4.47,1.02,0.12,0.04,2499.0
49,LIU,east,16,100.0,17.78,5.72,1.22,0.36,0.05,0.03,3332.3333333333335
50,Utah Valley,south,13,100.0,43.33,15.93,5.68,1.16,0.17,0.02,4999.0
51,High Point,west,14,100.0,35.9,12.24,3.34,0.91,0.09,0.02,4999.0
52,Grambling St.,midwest,16,100.0,29.8,6.71,1.73,0.18,0.03,0.02,4999.0
53,Miami OH,south,12,100.0,39.65,13.38,4.15,0.81,0.14,0.01,9999.0
54,Lipscomb,south,15,100.0,21.67,10.24,1.93,0.49,0.03,0.01,9999.0
55,Arkansas St.,east,14,100.0,30.37,8.55,2.42,0.46,0.03,0.01,9999.0
56,St. Thomas,south,14,100.0,35.04,11.36,3.24,0.81,0.1,0.0,0.0
57,Northern Colorado,east,15,100.0,24.71,8.09,2.03,0.66,0.06,0.0,0.0
58,Quinnipiac,midwest,14,100.0,32.5,13.71,2.69,0.5,0.06,0.0,0.0
59,William & Mary,east,13,100.0,33.08,12.42,0.95,0.06,0.05,0.0,0.0
60,Robert Morris,west,15,100.0,18.02,3.89,1.07,0.1,0.01,0.0,0.0
61,Furman,midwest,15,100.0,20.37,4.89,1.03,0.08,0.01,0.0,0.0
62,Tennessee Martin,west,16,100.0,19.0,3.24,0.33,0.03,0.0,0.0,0.0
63,Howard,south,16,100.0,18.34,4.28,0.21,0.0,0.0,0.0,0.0
