,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,83.6,67.46,51.53,38.07,26.63,17.33,4.770340450086556
1,Arizona,FinalFour,9,100.0,81.86,61.04,45.12,27.93,17.7,10.76,8.293680297397769
2,Illinois,EliteEight,12,100.0,77.83,56.72,36.56,23.94,13.89,7.96,11.56281407035176
3,Houston,SweetSixteen,3,100.0,77.93,55.57,33.89,20.56,12.09,7.34,12.623978201634877
4,Duke,FinalFour,1,100.0,76.08,51.28,34.93,21.59,11.68,6.03,15.583747927031508
5,Iowa St.,EliteEight,13,100.0,75.45,52.97,33.53,20.05,11.14,5.68,16.6056338028169
6,Purdue,SweetSixteen,8,100.0,68.1,49.26,28.77,17.78,9.29,5.02,18.920318725099605
7,Florida,SweetSixteen,14,100.0,67.2,43.25,27.54,13.64,7.56,3.93,24.445292620865136
8,Vanderbilt,SweetSixteen,2,100.0,66.26,42.28,25.19,13.06,6.52,3.41,28.325513196480937
9,Connecticut,FinalFour,8,100.0,77.29,43.69,28.57,12.73,6.63,3.03,32.00330033003301
10,Gonzaga,EliteEight,16,100.0,74.05,44.24,24.91,12.28,5.95,2.71,35.90036900369004
11,Nebraska,EliteEight,9,100.0,66.32,42.23,24.83,10.93,5.91,2.55,38.21568627450981
12,Virginia,SweetSixteen,13,100.0,68.96,43.86,17.19,9.52,4.85,2.16,45.2962962962963
13,Kansas,SweetSixteen,15,100.0,78.7,45.77,18.43,9.26,4.21,1.96,50.02040816326531
14,Texas Tech,SweetSixteen,9,100.0,69.09,38.59,20.63,10.18,4.45,1.9,51.63157894736842
15,Tennessee,west,5,100.0,51.98,26.86,15.24,8.64,4.15,1.89,51.91005291005291
16,Michigan St.,SweetSixteen,4,100.0,64.32,35.68,19.24,7.51,3.59,1.61,61.11180124223602
17,Saint Louis,east,7,100.0,52.19,31.27,17.64,7.33,3.28,1.49,66.11409395973155
18,Alabama,east,5,100.0,59.51,31.05,11.77,6.66,3.13,1.37,71.992700729927
19,Indiana,midwest,9,100.0,54.88,30.75,13.89,6.74,2.97,1.28,77.125
