,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,8,100.0,88.43,75.08,68.11,56.5,44.79,32.77,2.051571559353066
1,Gonzaga,EliteEight,16,100.0,77.93,54.49,38.37,25.94,16.73,8.62,10.60092807424594
2,Iowa St.,EliteEight,9,100.0,83.43,59.18,40.01,23.31,12.78,6.24,15.025641025641026
3,Duke,FinalFour,1,100.0,74.58,53.38,39.6,23.89,13.95,6.05,15.528925619834713
4,Connecticut,EliteEight,13,100.0,72.6,50.59,32.33,18.89,9.33,5.56,16.98561151079137
5,Vanderbilt,FinalFour,9,100.0,76.04,49.3,32.89,22.43,9.67,5.37,17.621973929236496
6,Alabama,SweetSixteen,3,100.0,74.43,52.66,31.49,14.36,7.97,4.3,22.255813953488374
7,Arizona,FinalFour,16,100.0,70.59,43.63,27.09,15.74,7.88,3.39,28.49852507374631
8,Michigan St.,SweetSixteen,8,100.0,66.52,44.46,23.05,13.41,7.77,3.2,30.249999999999996
9,Louisville,SweetSixteen,2,100.0,60.64,39.4,23.81,12.84,5.04,2.77,35.101083032490976
10,Illinois,SweetSixteen,13,100.0,68.01,41.21,23.78,12.96,7.09,2.75,35.36363636363637
11,Purdue,SweetSixteen,4,100.0,63.5,38.98,19.75,11.66,5.7,2.36,41.37288135593221
12,BYU,EliteEight,12,100.0,64.94,36.91,21.24,6.1,2.99,1.44,68.44444444444444
13,Kansas,east,5,100.0,64.48,33.51,18.09,8.59,4.04,1.41,69.92198581560284
14,Houston,SweetSixteen,15,100.0,67.38,45.66,23.09,10.49,3.47,1.36,72.52941176470588
15,St. John's,midwest,9,100.0,59.55,15.59,10.37,5.03,2.54,1.18,83.7457627118644
16,Florida,east,10,100.0,53.8,23.55,13.09,6.57,2.86,1.04,95.15384615384615
17,Arkansas,south,5,100.0,61.6,29.97,14.8,7.9,2.23,1.0,99.0
18,Tennessee,west,8,100.0,53.22,24.95,15.06,7.07,3.52,0.94,105.38297872340426
19,Georgia,west,7,100.0,58.9,22.28,12.21,6.0,2.85,0.82,120.95121951219514
20,Texas Tech,SweetSixteen,9,100.0,54.42,29.8,14.18,5.87,2.36,0.71,139.84507042253523
21,Clemson,midwest,7,100.0,59.16,30.91,17.77,3.84,1.3,0.65,152.84615384615384
22,Virginia,east,6,100.0,49.66,27.03,12.36,5.8,1.86,0.6,165.66666666666669
23,Miami FL,east,8,100.0,58.06,29.91,13.95,5.33,1.9,0.52,191.30769230769232
