muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,Date_zero,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,AWAY,HOME,VegasSpread,VegasTotal,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff,LeagueTempo,LeagueOE,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,Tm_TeamID,Opp_TeamID,TeamID,TRank_Tm_AdjEM,TRank_Tm_AdjOE,TRank_Tm_AdjDE,TRank_Tm_AdjT,Team_Opp,TeamID_Opp,TRank_Opp_AdjEM,TRank_Opp_AdjOE,TRank_Opp_AdjDE,TRank_Opp_AdjT,Team,MG_Tm_AdjT,MG_ATS_Tm_net_eff,MG_Tm_AdjEM,MG_Tm_AdjOE,MG_Tm_AdjDE,TeamID_y,Team_Standardized_Tm,Tm_y,MG_Opp_AdjT,MG_ATS_Opp_net_eff,MG_Opp_AdjEM,MG_Opp_AdjOE,MG_Opp_AdjDE,Team_Standardized_Opp,Pomeroy_Tm_Score,Pomeroy_Opp_Score,Pomeroy_OverUnder,Pomeroy_PointDiff,Pomeroy_GameTempo,TRank_Tm_Score,TRank_Opp_Score,TRank_OverUnder,TRank_PointDiff,TRank_GameTempo,MG_Tm_Score,MG_Opp_Score,MG_OverUnder,MG_PointDiff,MG_GameTempo,MG_ATS_PointDiff,MG_ATS_GameTempo,Daily_Reg_PointDiff,Daily_Reg_GameTempo,away_team,home_team,date,teams,commence_time,DraftKings,BetMGM spreads,FanDuel,VegasImpliedWinPercent,MG_ATS_ImpliedWinPercent,Dif_from_Vegas,Pt_Spread_Difference,Total_Diff,Pomeroy_PointDiffSelection,MG_ATS_PointDiffSelection,Both
North Carolina A&TCharleston2-5,2026-02-05,CAA at CAA,283 North Carolina A&T at 181 Charleston,"Charleston -10.8, 82-71 (83%)",31.8638170167991,1,H,North Carolina A&T,02/05/2026,103.24060795503338,116.7964768169204,0.1948556760100742,0.171281140908713,70.75028934032187,Charleston,109.3684311191528,107.87784023233696,0.5393713916433983,0.828718859091287,81.55560180201043,69.40806798697024,,0,,,,,,,,,,,,,,,,,0.850750127475813,0.9804553968562448,739652,,,,283,181,,,,North Carolina A&T,Charleston,-10.805312461688558,152.3058911423323,5.9,3.4,5.6,-0.3,71.2,101.4,20260205,-10.0,104.6,114.6,69.0,-0.20000000000000284,109.0,109.2,67.9,,,,,,564,134,564,-10.698000000000008,104.6,115.298,68.8727,Charleston,134,-1.3340000000000032,107.965,109.299,67.7954,North Carolina A&T,70.29362949224146,-7.039389570222706,-10.117240317137101,103.107441111735,113.22468142887207,564,North Carolina A&T,North Carolina A&T,69.34878923857049,-1.8579286176086036,-1.6327384207886448,106.83750194820628,108.47024036899488,Charleston,72.0624576094019,83.3466103285955,155.4090679379974,-11.2841527191936,65.80196629213484,71.88381049762417,82.77707205488619,154.66088255251037,-10.893261557262022,65.57938547162921,73.41610565154735,83.98034312591369,157.39644877746105,-10.564237474366337,68.46598450100583,-5.379302907889816,68.46598450100583,2.0716437590314314,68.46598450100583,North Carolina A&T,Charleston,02/05/2026,North Carolina A&T vs Charleston,2026-02-05 18:00:00-06:00,-11.5,-11.5,-11.5,86.32938299430262,69.5784562539531,-16.750926740349513,6.120697092110184,9.520697092110185,North Carolina A&T,North Carolina A&T,1
Saint Peter'sManhattan2-5,2026-02-05,MAAC at MAAC,234 Saint Peter's at 333 Manhattan,"Saint Peter's -3.6, 74-71 (64%)",35.10540999814707,1,H,Saint Peter's,02/05/2026,101.92913180370608,110.44752785334023,0.2843425906105958,0.6377853856406676,74.37685329026104,Manhattan,105.5893890857988,120.18324233762874,0.1841039062100352,0.3622146143593324,70.8062893811364,66.15924958069625,,0,,,,,,,,,,,,,,,,,0.967298796053958,0.9683108046743436,739652,,,,234,333,,,,Saint Peter's,Manhattan,3.570563909124644,145.18314267139743,5.8,0.5,-1.2,-7.0,71.2,101.4,20260205,-6.6000000000000085,103.6,110.2,65.6,-16.299999999999997,105.4,121.7,68.1,,,,,,715,427,715,-5.757999999999996,103.272,109.03,65.4688,Manhattan,427,-17.53200000000001,104.234,121.766,67.9819,Saint Peter's,67.15619075373264,-6.685409369467799,-6.830923747415008,101.85494472369349,108.68586847110848,715,Saint Peter's,Saint Peter's,69.51631242296843,-20.545057428427448,-16.152454538464763,103.96894130493438,120.12139584339909,Manhattan,75.84678317928103,73.89773342955503,149.74451660883608,1.9490497497260009,62.74382022471909,75.36543111461933,72.03458469890869,147.400015813528,3.3308464157106386,62.509738970786515,76.91501857331569,75.12897149415963,152.0439900674753,1.786047079156063,65.56812833669862,7.501567336720008,65.56812833669862,2.042316061431478,65.56812833669862,Saint Peter's,Manhattan,02/05/2026,Saint Peter's vs Manhattan,2026-02-05 18:00:00-06:00,4.5,4.5,4.5,33.41175708976246,23.747912277890126,-9.663844811872334,3.001567336720008,3.501567336720008,Manhattan,Saint Peter's,0
UMass LowellNJIT2-5,2026-02-05,AE at AE,316 UMass Lowell at 321 NJIT,"NJIT -3.5, 76-73 (63%)",35.338294159195584,1,H,UMass Lowell,02/05/2026,100.2088644447557,116.86789785461164,0.1457218700458129,0.3674387586494015,72.7499518194949,NJIT,100.41545198608324,111.70563042739246,0.2269986655435932,0.6325612413505985,76.26886528295665,70.81846625974217,,0,,,,,,,,,,,,,,,,,0.9578576287584608,0.9861443901531084,739652,,,,316,321,,,,UMass Lowell,NJIT,-3.5189134634617574,149.01881710245155,-25.3,-13.0,-12.7,12.6,71.2,101.4,20260205,-14.099999999999994,102.2,116.3,69.4,-14.5,99.1,113.6,68.4,,,,,,443,526,443,-13.838999999999999,101.529,115.368,69.4926,NJIT,526,-14.050200000000004,99.1268,113.177,68.556,UMass Lowell,70.92422974608553,-15.492039531034216,-13.882522145548755,100.79321818605312,114.67574033160187,443,UMass Lowell,UMass Lowell,70.04010256294794,-11.944708705906354,-14.56948095234808,97.31769161788968,111.8871725702378,NJIT,74.21311836183274,77.91604553898202,152.12916390081477,-3.7029271771492773,66.67078651685394,73.71709264082962,77.59226732320599,151.3093599640356,-3.875174682376368,66.91200401123595,75.43777899472653,78.95192331324327,154.3897023079698,-3.514144318516742,69.76882479794821,-4.160465967422027,69.76882479794821,-19.604063004676263,69.76882479794821,UMass Lowell,NJIT,02/05/2026,UMass Lowell vs NJIT,2026-02-05 18:00:00-06:00,-1.5,-1.5,-1.5,55.67984968164682,65.40341093915156,9.723561257504734,-2.6604659674220272,-15.660465967422027,NJIT,NJIT,1
CanisiusQuinnipiac2-5,2026-02-05,MAAC at MAAC,344 Canisius at 204 Quinnipiac,"Quinnipiac -14.9, 76-61 (91%)",17.93090579312272,1,H,Canisius,02/05/2026,95.4358237058568,116.66341355307571,0.0903270574970658,0.0889064504459945,61.45333115275001,Quinnipiac,107.28011851177452,107.11780247196856,0.5043530917714039,0.9110935495540056,76.32306757519825,66.02482425454285,,0,,,,,,,,,,,,,,,,,0.8677140128053763,0.9918875003195706,739652,,,,344,204,,,,Canisius,Quinnipiac,-14.869736422448241,137.77639872794828,7.4,0.3,-5.1,-12.5,71.2,101.4,20260205,-19.0,96.7,115.7,63.9,-2.200000000000003,106.6,108.8,70.0,,,,,,123,670,123,-18.47319999999999,96.6928,115.166,63.4942,Quinnipiac,670,-2.6259999999999906,105.903,108.529,69.9537,Canisius,65.3378027638106,-20.469496444531778,-18.51730321939473,95.60689964395992,114.12420286335465,123,Canisius,Canisius,71.44607894848856,-3.1140953635350046,-2.0012100701869775,104.8088328170221,106.81004288720905,Quinnipiac,63.370939952407404,78.56831209499998,141.9392520474074,-15.197372142592577,62.823033707865164,62.76543817443282,77.14987967513805,139.91531784957087,-14.384441500705229,62.38278396825842,64.19188521929067,79.52002862521086,143.7119138445015,-15.328143405920187,65.56362099134813,-12.9981391795422,65.56362099134813,3.177475327724693,65.56362099134813,Canisius,Quinnipiac,02/05/2026,Canisius vs Quinnipiac,2026-02-05 18:00:00-06:00,-13.5,-13.5,-13.5,90.0728603156669,89.21267695033386,-0.8601833653330431,0.5018608204578001,0.8018608204578002,Quinnipiac,Canisius,0
Western IllinoisTennessee Tech2-5,2026-02-05,OVC at OVC,362 Western Illinois at 339 Tennessee Tech,"Tennessee Tech -9.7, 75-65 (83%)",7.723547534629596,1,H,Western Illinois,02/05/2026,91.81255925844792,120.98350808269927,0.0401980254183142,0.1682478763505676,65.184701608967,Tennessee Tech,102.10236105053863,117.08686670038746,0.1715313440855332,0.8317521236494324,74.9026809529257,66.07397210820292,,0,,,,,,,,,,,,,,,,,0.9699132520726684,0.9965621481397974,739652,,,,362,339,,,,Western Illinois,Tennessee Tech,-9.717979343958703,140.0873825618927,-3.5,-21.3,-9.4,-5.9,71.2,101.4,20260205,-24.0,94.2,118.2,66.0,-14.799999999999997,102.2,117.0,67.4,,,,,,980,829,980,-26.4092,93.0218,119.431,65.8438,Tennessee Tech,829,-17.837000000000003,100.792,118.629,67.5076,Western Illinois,67.47756272950421,-26.97217081070864,-23.10526702943904,93.9901433536057,117.09541038304474,980,Western Illinois,Western Illinois,69.25512802527223,-17.29733377779751,-15.42302268975744,100.3993551224947,115.82237781225209,Tennessee Tech,66.02014561239413,76.52972729649439,142.54987290888852,-10.509581684100255,62.47752808988764,66.05094647506513,76.20239978550309,142.2533462605682,-10.151453310437958,62.42917012471909,68.50495635377177,78.2420249467958,146.74698130056757,-9.73706859302402,65.63437142788135,-7.780996718211142,65.63437142788135,-3.9943765763580004,65.63437142788135,Western Illinois,Tennessee Tech,02/05/2026,Western Illinois vs Tennessee Tech,2026-02-05 19:30:00-06:00,-8.5,-8.5,-8.5,79.08930434072549,77.06676212508056,-2.0225422156449326,0.7190032817888579,-20.580996718211143,Tennessee Tech,Western Illinois,0
New HavenLIU2-5,2026-02-05,NEC at NEC,338 New Haven at 211 LIU,"LIU -13.0, 73-60 (89%)",18.164491246383704,1,H,New Haven,02/05/2026,94.96420280587176,114.70304718433349,0.1023175020004158,0.1058202778645879,59.54193490278215,LIU Brooklyn,107.57678177192184,107.92881522567592,0.4906083363445223,0.8941797221354121,72.51742309621179,63.7047520083126,,0,,,,,,,,,,,,,,,,,0.8738988103293799,0.9906990224758414,739652,,,,338,211,,,,New Haven,LIU,-12.975488193429634,132.05935799899393,4.3,-2.2,1.0,-3.3,71.2,101.4,20260205,-17.099999999999994,97.0,114.1,62.7,-2.299999999999997,107.4,109.7,68.2,,,,,,1010,373,1010,-17.01599999999999,96.215,113.231,62.7804,LIU,373,-3.1539999999999964,106.196,109.35,68.263,New Haven,64.66922980496126,-14.669914158666678,-15.872527916209409,95.17415125530461,111.046679171514,1010,New Haven,New Haven,69.91034732162233,-0.941889832103251,-3.415204217288879,104.93736260708518,108.35256682437404,LIU Brooklyn,61.27257873781758,74.62765628632921,135.9002350241468,-13.35507754851163,60.05814606741573,60.716524204487875,73.39068006192149,134.10720426640935,-12.674155857433611,60.1907085,62.78172528036456,75.02963439216836,137.81135967253292,-12.2479091118038,63.497869616385564,-10.356159055846177,63.497869616385564,0.9729143582622655,63.497869616385564,New Haven,LIU Brooklyn,02/05/2026,New Haven vs LIU,2026-02-05 18:00:00-06:00,,,-9.5,,83.80072516614906,,-0.8561590558461774,-3.0561590558461775,LIU,LIU,1
Northern ArizonaIdaho St.2-5,2026-02-05,BSky at BSky,303 Northern Arizona at 228 Idaho St.,"Idaho St. -8.4, 75-67 (80%)",23.81897682888969,1,H,Northern Arizona,02/05/2026,104.22614791991629,120.01586491036664,0.1649016321080856,0.2046290864817344,66.79834145139864,Idaho St.,112.77691968878592,115.40175991103511,0.4342355150310807,0.7953709135182656,75.1684245650496,60.5161891891906,,0,,,,,,,,,,,,,,,,,0.8968680653577076,0.9839955721481934,739652,,,,303,228,,,,Northern Arizona,Idaho St.,-8.370083113650963,141.96676601644825,12.9,9.0,1.5,-11.4,71.2,101.4,20260205,-13.900000000000006,105.1,119.0,64.1,-4.6000000000000085,111.3,115.9,63.9,,,,,,583,314,583,-12.876999999999995,105.599,118.476,63.9068,Idaho St.,314,-5.591999999999999,111.33,116.922,63.7033,Northern Arizona,65.69656643813885,-13.122899798732124,-11.677013413540793,103.14176546204214,114.8187788755829,583,Northern Arizona,Northern Arizona,65.52374379048501,-3.2248034868055826,-3.7736174192400007,110.26970709099263,114.04332451023258,Idaho St.,67.18633033591473,77.26075979710954,144.4470901330243,-10.07442946119481,57.52794943820224,67.68632338677094,76.47325145480859,144.1595748415795,-8.786928068037653,57.17800635449438,68.18387619970173,77.61907837327499,145.80295457297672,-9.43520217357326,60.45905880908969,-7.538778171255771,60.45905880908969,6.190161195227461,60.45905880908969,Northern Arizona,Idaho St.,02/05/2026,Northern Arizona vs Idaho St.,2026-02-05 20:00:00-06:00,-8.5,-8.5,-8.5,79.08930434072549,76.36148433492578,-2.727820005799714,0.9612218287442289,9.961221828744229,Idaho St.,Northern Arizona,0
Florida Gulf CoastEastern Kentucky2-5,2026-02-05,ASun at ASun,227 Florida Gulf Coast at 272 Eastern Kentucky,"Eastern Kentucky -0.9, 79-78 (53%)",48.34482786867063,1,H,Florida Gulf Coast,02/05/2026,107.21934156995552,115.40693395523508,0.3002181046456946,0.4653857241455359,78.01755517137826,Eastern Kentucky,110.42406497521289,117.43169360543256,0.3301336701470081,0.5346142758544641,78.96406733673757,67.5194487644859,,0,,,,,,,,,,,,,,,,,0.9312396504417524,0.96586876614507,739652,,,,227,272,,,,Florida Gulf Coast,Eastern Kentucky,-0.9465121653593087,156.98162250811583,-7.7,4.1,-8.5,-0.8,71.2,101.4,20260205,-4.5,109.3,113.8,67.6,-8.899999999999991,109.7,118.6,67.3,,,,,,238,215,238,-5.293999999999997,108.632,113.926,67.7038,Eastern Kentucky,215,-9.97099999999999,109.007,118.978,67.0893,Florida Gulf Coast,69.3312429582982,-5.085616405604393,-4.294873589702741,108.07174301376067,112.36661660346338,238,Florida Gulf Coast,Florida Gulf Coast,68.80326124132513,-10.525582454503411,-9.13129259505958,107.35919661705863,116.49048921211816,Eastern Kentucky,79.4149912513655,80.88511571952132,160.30010697088682,-1.4701244681558165,63.89719101123594,79.0545054718726,80.33439062511432,159.3888960969869,-1.2798851532417217,63.79495153567415,80.86796540471829,81.9544478963849,162.8224133011032,-1.0864824916666151,66.99741041356144,1.9151362741505267,66.99741041356144,-6.947497465065496,66.99741041356144,Florida Gulf Coast,Eastern Kentucky,02/05/2026,Florida Gulf Coast vs Eastern Kentucky,2026-02-05 18:00:00-06:00,-1.5,-1.5,-1.5,55.67984968164682,42.76367941922686,-12.91617026241996,3.4151362741505267,7.515136274150526,Florida Gulf Coast,Florida Gulf Coast,1
FairfieldSacred Heart2-5,2026-02-05,MAAC at MAAC,255 Fairfield at 294 Sacred Heart,"Sacred Heart -1.7, 79-77 (56%)",43.51546066331864,1,H,Fairfield,02/05/2026,106.02893723484546,117.15786135116682,0.2408879499197919,0.4359615399038275,77.12685979994015,Sacred Heart,107.97831170875844,116.66929034620848,0.2910584256083211,0.5640384600961725,78.87377969039007,67.93908546300794,,0,,,,,,,,,,,,,,,,,0.9420543755797738,0.9745279911141764,739652,,,,255,294,,,,Fairfield,Sacred Heart,-1.7469198904499166,156.00063949033023,2.0,3.4,4.0,1.9,71.2,101.4,20260205,-9.0,107.1,116.1,66.7,-10.399999999999991,107.7,118.1,68.6,,,,,,227,701,227,-8.229,107.425,115.654,66.7815,Sacred Heart,701,-11.613,106.593,118.206,68.4386,Fairfield,68.37427923004402,-8.51498472026181,-7.781495931054377,105.94792315161159,113.72941908266594,227,Fairfield,Fairfield,69.91930433878208,-13.777213893376407,-11.653684351471211,105.08911896380505,116.74280331527626,Sacred Heart,77.93368275744952,81.48090312410054,159.41458588155007,-3.5472203666510183,64.26432584269662,78.15163199188903,80.24252590431341,158.39415789620244,-2.0908939124243773,64.19146581320223,79.62479123410931,81.37263755074862,160.99742878485793,-1.7478463166393112,67.14441065211116,1.862800782519514,67.14441065211116,-0.5254721577634456,67.14441065211116,Fairfield,Sacred Heart,02/05/2026,Fairfield vs Sacred Heart,2026-02-05 18:00:00-06:00,-1.5,-1.5,-1.5,55.67984968164682,42.95933342618975,-12.72051625545707,3.362800782519514,6.762800782519514,Sacred Heart,Fairfield,0
NortheasternHofstra2-5,2026-02-05,CAA at CAA,249 Northeastern at 123 Hofstra,"Hofstra -14.5, 87-73 (87%)",33.997004205718895,1,H,Northeastern,02/05/2026,109.07664980245124,120.07303247249132,0.2488851267095395,0.1291377987182582,72.95992764064866,Hofstra,116.1314766673508,108.28934289869996,0.6908372790375561,0.8708622012817417,87.4581225597343,67.86849017193511,,0,,,,,,,,,,,,,,,,,0.7491853646408747,0.9734320578683244,739652,,,,249,123,,,,Northeastern,Hofstra,-14.498194919085648,160.41805020038296,3.3,-4.8,-6.4,-9.7,71.2,101.4,20260205,-7.3999999999999915,109.7,117.1,69.8,5.299999999999997,114.5,109.2,65.3,,,,,,581,298,581,-8.018999999999991,110.513,118.532,69.9838,Hofstra,298,4.925000000000011,114.641,109.716,65.2391,Northeastern,71.35764488632088,-7.561061037153932,-6.834445143655123,107.98658663574366,114.82103177939878,581,Northeastern,Northeastern,66.92376499146474,7.403802331611653,4.789284427533179,112.55023951373762,107.76095508620443,Hofstra,73.52478294573672,87.0340006541039,160.55878359984064,-13.509217708367188,64.01601123595505,74.54606041007656,88.35660510722374,162.9026655173003,-13.81054469714718,64.12472087893258,74.83211161245613,87.89146500152422,162.72357661398036,-13.059353389068093,67.07194180781649,-11.913762150391989,67.07194180781649,0.486539865873894,67.07194180781649,Northeastern,Hofstra,02/05/2026,Northeastern vs Hofstra,2026-02-05 18:00:00-06:00,-10.5,-10.5,-10.5,84.1344746068543,87.17377481990297,3.0393002130486764,-1.4137621503919888,-6.213762150391989,Hofstra,Hofstra,1
