,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,89.45,75.87,62.39,50.51,36.74,26.17,2.8211692777990063
1,Duke,FinalFour,1,100.0,81.78,58.34,41.43,27.66,14.27,8.61,10.614401858304298
2,Louisville,SweetSixteen,2,100.0,70.23,48.52,34.28,22.0,13.56,7.15,12.986013986013985
3,Gonzaga,EliteEight,16,100.0,72.04,51.92,36.78,22.16,11.11,6.82,13.66275659824047
4,Arizona,FinalFour,9,100.0,78.5,54.67,36.49,22.45,14.15,6.67,13.992503748125937
5,Connecticut,EliteEight,12,100.0,69.68,42.38,28.23,17.22,9.59,4.73,20.14164904862579
6,Vanderbilt,EliteEight,13,100.0,72.21,42.61,26.57,16.09,9.37,4.7,20.27659574468085
7,Houston,SweetSixteen,13,100.0,74.44,51.62,21.99,13.47,6.83,3.27,29.581039755351682
8,Purdue,SweetSixteen,4,100.0,68.58,42.39,26.29,10.36,6.15,3.21,30.152647975077883
9,Iowa St.,FinalFour,8,100.0,76.94,44.1,23.46,12.67,6.78,2.88,33.72222222222223
10,Michigan St.,EliteEight,9,100.0,70.83,42.75,24.36,9.27,4.73,2.57,37.91050583657588
11,Illinois,west,5,100.0,70.24,44.67,22.41,12.3,5.07,2.41,40.49377593360996
12,Alabama,SweetSixteen,14,100.0,52.67,36.18,21.43,12.07,5.43,2.3,42.47826086956522
13,BYU,SweetSixteen,3,100.0,59.99,36.99,18.64,10.62,4.93,1.95,50.282051282051285
14,Kansas,south,5,100.0,63.02,37.39,19.1,9.29,4.78,1.81,54.248618784530386
15,Arkansas,SweetSixteen,15,100.0,69.08,36.23,16.92,7.47,3.68,1.21,81.64462809917356
16,Florida,midwest,9,100.0,47.04,22.63,12.78,7.2,3.52,1.14,86.71929824561404
17,Iowa,south,7,100.0,63.43,31.9,13.08,6.83,3.1,1.13,87.49557522123895
18,Georgia,midwest,7,100.0,46.95,23.85,12.39,6.33,2.76,1.08,91.5925925925926
19,Virginia,midwest,5,100.0,62.92,29.65,15.47,6.69,2.77,1.07,92.45794392523365
20,St. John's,midwest,10,100.0,53.05,26.18,13.95,6.39,2.56,0.86,115.27906976744187
21,Tennessee,midwest,8,100.0,52.96,29.0,12.88,6.12,2.76,0.79,125.58227848101265
22,Kentucky,east,11,100.0,50.71,26.36,14.79,4.02,1.66,0.71,139.84507042253523
23,Nebraska,SweetSixteen,8,100.0,63.45,35.87,13.98,6.14,1.78,0.67,148.25373134328356
24,Clemson,south,6,100.0,63.14,29.16,13.76,4.94,2.21,0.6,165.66666666666669
25,North Carolina,SweetSixteen,9,100.0,53.92,24.4,10.75,4.35,1.38,0.49,203.08163265306123
26,Miami FL,east,10,100.0,57.31,26.4,11.48,2.95,1.19,0.45,221.2222222222222
27,UCLA,west,11,100.0,47.93,25.0,13.9,5.09,1.39,0.43,231.5581395348837
28,Saint Louis,midwest,11,100.0,58.61,30.04,14.07,5.59,2.16,0.41,242.90243902439028
29,Auburn,midwest,6,100.0,41.39,16.72,7.45,3.39,1.25,0.38,262.15789473684214
30,Texas Tech,west,6,100.0,52.07,28.87,10.97,4.48,1.37,0.35,284.7142857142857
31,Utah St.,south,8,100.0,50.39,21.1,10.69,3.45,1.21,0.34,293.1176470588235
32,Boise St.,west,8,100.0,48.34,20.8,8.11,3.74,0.99,0.33,302.030303030303
33,Seton Hall,east,6,100.0,49.29,19.49,10.05,2.76,0.74,0.33,302.030303030303
34,Saint Mary's,west,7,100.0,56.78,24.71,11.95,4.58,1.0,0.31,321.5806451612903
35,SMU,south,9,100.0,49.61,18.95,8.28,2.55,0.99,0.23,433.78260869565213
36,LSU,east,7,100.0,42.69,22.75,8.32,1.64,0.69,0.23,433.78260869565213
37,USC,east,5,100.0,58.68,26.5,4.81,2.01,0.45,0.22,453.54545454545456
38,Utah Valley,midwest,13,100.0,47.33,23.16,10.03,3.43,0.93,0.19,525.3157894736842
39,Virginia Tech,west,10,100.0,43.22,14.98,7.1,2.15,0.33,0.13,768.2307692307693
40,Ohio St.,west,9,100.0,51.66,16.3,7.13,2.66,0.6,0.12,832.3333333333334
41,Butler,east,9,100.0,54.2,10.98,5.51,1.28,0.48,0.12,832.3333333333334
42,UCF,south,10,100.0,36.57,14.78,3.65,0.82,0.29,0.09,1110.111111111111
43,Belmont,west,12,100.0,29.76,13.55,4.38,1.63,0.33,0.07,1427.5714285714284
44,UC San Diego,west,13,100.0,46.08,17.38,4.9,1.91,0.42,0.06,1665.6666666666667
45,Yale,midwest,12,100.0,37.08,11.01,3.08,0.98,0.17,0.05,1999.0
46,Arizona St.,east,8,100.0,45.8,10.09,2.87,0.74,0.16,0.04,2499.0
47,Oklahoma,south,11,100.0,36.86,11.14,3.78,0.44,0.16,0.04,2499.0
