,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,9,100.0,87.0,68.76,57.71,44.14,35.23,25.9,2.861003861003861
1,Connecticut,FinalFour,16,100.0,82.68,62.23,41.88,27.98,18.16,10.02,8.980039920159681
2,Duke,FinalFour,1,100.0,74.36,50.1,34.21,23.16,12.95,7.21,12.869625520110958
3,Vanderbilt,EliteEight,9,100.0,69.33,44.03,28.33,16.74,10.41,5.08,18.68503937007874
4,Louisville,SweetSixteen,2,100.0,70.61,43.83,27.95,12.31,8.43,4.78,19.920502092050206
5,Arizona,EliteEight,13,100.0,64.22,40.82,23.33,10.68,6.38,3.65,26.397260273972602
6,Purdue,FinalFour,8,100.0,77.36,48.7,27.94,17.87,6.91,3.53,27.328611898016998
7,Alabama,SweetSixteen,9,100.0,67.59,44.06,23.98,14.6,7.86,3.14,30.84713375796178
8,Gonzaga,SweetSixteen,3,100.0,74.13,50.64,30.89,16.64,5.89,2.96,32.78378378378379
9,Iowa St.,EliteEight,12,100.0,69.47,45.96,28.48,14.86,5.83,2.87,33.843205574912886
10,Houston,EliteEight,16,100.0,75.6,49.66,30.39,16.14,7.15,2.8,34.714285714285715
11,Kentucky,east,11,100.0,58.59,37.0,22.93,12.45,6.06,2.74,35.496350364963504
12,Tennessee,SweetSixteen,4,100.0,66.56,30.71,17.93,8.86,5.16,2.45,39.816326530612244
13,Illinois,south,6,100.0,58.57,30.47,16.96,7.35,4.65,2.18,44.871559633027516
14,Michigan St.,SweetSixteen,8,100.0,67.87,41.5,24.52,12.07,5.83,2.15,45.51162790697674
15,Santa Clara,south,9,100.0,53.54,19.07,12.35,6.86,3.98,1.92,51.083333333333336
16,Florida,midwest,5,100.0,69.95,43.08,23.48,14.12,4.33,1.85,53.054054054054056
17,Indiana,SweetSixteen,15,100.0,63.66,38.51,12.59,5.69,3.51,1.71,57.4795321637427
18,BYU,SweetSixteen,14,100.0,58.36,31.16,17.61,9.29,3.41,1.43,68.93006993006993
19,Iowa,east,5,100.0,60.82,34.0,13.81,5.98,2.72,1.29,76.51937984496124
20,Kansas,SweetSixteen,13,100.0,58.87,27.1,13.15,5.25,2.81,1.06,93.33962264150942
