,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Duke,FinalFour,1,100.0,84.03,65.8,49.65,37.46,25.42,16.56,5.038647342995169
1,Michigan,FinalFour,16,100.0,88.26,70.73,53.64,37.27,22.78,15.19,5.583278472679394
2,Arizona,FinalFour,9,100.0,92.5,68.5,52.54,35.26,24.08,13.43,6.4460163812360385
3,Houston,EliteEight,9,100.0,82.73,60.58,40.94,22.78,12.85,7.57,12.21003963011889
4,Illinois,EliteEight,13,100.0,72.96,53.32,37.39,21.76,14.09,7.4,12.513513513513512
5,Florida,EliteEight,16,100.0,74.35,46.71,33.74,19.94,10.84,6.68,13.970059880239521
6,Purdue,EliteEight,12,100.0,79.52,55.85,34.88,20.94,10.92,4.99,19.04008016032064
7,Connecticut,FinalFour,8,100.0,76.16,48.68,31.1,17.69,8.64,3.84,25.041666666666668
8,Iowa St.,SweetSixteen,3,100.0,75.27,46.78,28.97,15.93,8.09,3.01,32.222591362126245
9,Alabama,SweetSixteen,14,100.0,72.01,45.43,25.19,13.03,5.62,2.27,43.05286343612335
10,Michigan St.,SweetSixteen,2,100.0,69.68,42.99,19.75,9.82,4.83,1.97,49.76142131979696
11,Texas Tech,SweetSixteen,9,100.0,71.28,40.38,18.6,9.46,3.99,1.65,59.60606060606061
12,Gonzaga,SweetSixteen,8,100.0,75.52,37.68,17.45,7.22,3.18,1.42,69.42253521126761
13,Tennessee,west,5,100.0,67.04,35.13,14.19,6.86,2.73,1.31,75.33587786259541
14,Louisville,south,6,100.0,65.1,34.62,17.36,6.9,4.0,1.25,79.0
15,Vanderbilt,east,5,100.0,63.93,33.37,12.36,5.63,2.07,0.99,100.01010101010101
16,Arkansas,south,5,100.0,65.38,33.88,12.79,5.68,2.9,0.97,102.09278350515464
17,Kansas,SweetSixteen,15,100.0,69.4,39.46,15.42,6.47,2.5,0.81,122.45679012345678
18,North Carolina,midwest,5,100.0,65.09,33.01,15.58,7.25,2.43,0.71,139.84507042253523
19,Virginia,SweetSixteen,4,100.0,62.12,33.24,13.35,5.43,2.03,0.7,141.85714285714286
20,Indiana,east,11,100.0,45.46,22.94,12.07,4.34,1.69,0.66,150.5151515151515
21,Nebraska,SweetSixteen,13,100.0,67.41,39.74,15.48,6.37,1.93,0.63,157.73015873015873
