,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,84.76,71.48,58.34,44.15,32.17,22.37,3.4702726866338844
1,Illinois,EliteEight,13,100.0,75.47,55.35,40.73,24.77,16.05,8.89,10.248593925759279
2,Arizona,FinalFour,9,100.0,76.68,50.58,36.24,23.4,15.75,7.88,11.69035532994924
3,Houston,EliteEight,16,100.0,79.7,54.33,33.86,22.1,11.06,6.89,13.513788098693759
4,Duke,FinalFour,1,100.0,77.18,50.21,34.85,20.72,10.64,6.68,13.970059880239521
5,Florida,SweetSixteen,4,100.0,75.98,50.83,31.23,15.36,9.03,5.17,18.342359767891683
6,Purdue,EliteEight,9,100.0,79.97,51.9,29.97,15.34,8.1,4.69,20.321961620469082
7,Iowa St.,EliteEight,12,100.0,76.33,52.81,31.97,19.29,10.33,4.42,21.624434389140273
8,Connecticut,FinalFour,8,100.0,77.98,49.64,29.53,16.16,8.11,3.75,25.666666666666668
9,Vanderbilt,midwest,5,100.0,68.73,38.53,24.26,14.6,6.75,3.21,30.152647975077883
10,Louisville,south,5,100.0,55.67,36.89,20.42,10.49,5.81,2.54,38.370078740157474
11,Gonzaga,SweetSixteen,8,100.0,69.52,39.84,19.47,10.62,4.11,1.84,53.347826086956516
12,Kansas,SweetSixteen,15,100.0,68.9,36.35,17.02,9.01,4.26,1.82,53.94505494505495
13,Nebraska,SweetSixteen,3,100.0,70.27,37.46,19.63,9.59,4.57,1.51,65.2251655629139
14,Virginia,SweetSixteen,2,100.0,68.4,41.38,19.39,8.05,3.9,1.5,65.66666666666667
15,Michigan St.,SweetSixteen,14,100.0,62.78,32.35,17.37,9.34,4.25,1.47,67.02721088435375
16,Texas Tech,SweetSixteen,9,100.0,58.25,29.51,16.52,8.55,3.5,1.4,70.42857142857143
17,Alabama,west,5,100.0,65.06,39.89,18.75,8.38,2.72,1.27,77.74015748031496
18,Tennessee,SweetSixteen,13,100.0,57.63,32.25,11.62,5.21,2.63,1.17,84.47008547008548
19,Arkansas,east,5,100.0,59.26,32.04,10.42,4.67,2.24,0.93,106.5268817204301
20,North Carolina,midwest,6,100.0,55.4,35.23,18.33,7.49,3.02,0.92,107.69565217391303
21,St. John's,west,6,100.0,54.17,27.64,13.58,5.97,2.1,0.83,119.48192771084338
22,Iowa,midwest,8,100.0,54.69,23.51,11.01,5.95,2.09,0.73,135.986301369863
23,SMU,south,8,100.0,52.95,24.13,9.98,5.01,2.17,0.69,143.92753623188406
24,BYU,east,6,100.0,54.37,22.03,8.92,3.94,1.65,0.67,148.25373134328356
25,Wisconsin,south,6,100.0,55.33,27.8,10.9,4.6,1.91,0.59,168.4915254237288
26,Villanova,south,9,100.0,47.05,20.25,8.25,3.35,1.66,0.55,180.8181818181818
27,Texas A&M,west,8,100.0,56.49,21.31,10.15,3.79,1.23,0.48,207.33333333333334
28,Saint Louis,west,7,100.0,62.03,26.09,14.22,5.71,1.52,0.47,211.76595744680853
29,Indiana,south,10,100.0,54.33,23.27,11.82,4.11,1.76,0.46,216.3913043478261
30,Auburn,west,11,100.0,45.83,22.47,9.62,4.21,1.17,0.45,221.2222222222222
31,Kentucky,midwest,7,100.0,49.01,22.26,9.78,3.79,1.47,0.41,242.90243902439028
32,Saint Mary's,west,9,100.0,43.51,20.16,8.92,3.75,1.11,0.4,248.99999999999997
33,Ohio St.,midwest,11,100.0,44.6,19.89,9.51,3.98,1.32,0.39,255.4102564102564
34,Utah St.,south,7,100.0,45.67,15.18,6.67,2.52,1.27,0.37,269.27027027027026
35,Clemson,east,10,100.0,47.99,20.85,8.44,2.41,0.93,0.35,284.7142857142857
36,Miami FL,midwest,9,100.0,45.31,20.58,7.09,3.66,1.17,0.31,321.5806451612903
37,N.C. State,east,7,100.0,52.01,23.08,9.4,1.94,0.63,0.27,369.3703703703704
38,Georgia,east,8,100.0,43.67,9.43,3.62,1.51,0.72,0.26,383.6153846153846
39,Missouri,east,11,100.0,45.63,19.48,8.14,1.36,0.65,0.16,624.0
40,UCF,midwest,10,100.0,50.99,19.31,8.98,3.0,1.04,0.14,713.2857142857142
41,Texas,east,9,100.0,56.33,14.19,6.76,1.68,0.49,0.13,768.2307692307693
42,UCLA,west,10,100.0,37.97,15.74,7.2,2.71,0.51,0.11,908.0909090909091
43,Stephen F. Austin,midwest,12,100.0,31.27,14.69,5.32,1.74,0.33,0.09,1110.111111111111
44,South Florida,south,12,100.0,44.33,17.75,5.77,1.56,0.37,0.07,1427.5714285714284
45,Utah Valley,west,13,100.0,41.75,16.19,5.45,1.95,0.31,0.06,1665.6666666666667
46,High Point,east,13,100.0,42.37,17.88,4.06,1.28,0.29,0.06,1665.6666666666667
47,TCU,south,11,100.0,44.67,20.74,7.1,1.6,0.33,0.04,2499.0
48,Belmont,west,12,100.0,34.94,14.41,3.42,1.12,0.18,0.04,2499.0
49,Liberty,midwest,13,100.0,37.22,14.43,4.36,0.94,0.17,0.03,3332.3333333333335
50,Yale,east,12,100.0,40.74,17.83,4.58,0.68,0.19,0.02,4999.0
51,Navy,midwest,14,100.0,29.73,7.42,1.06,0.27,0.05,0.02,4999.0
