,commence_time,DraftKings,BetMGM spreads,Caesars spreads,FanDuel,BetOnline.ag spreads,BetRivers spreads,AWAY,HOME,date_x,match,teams,muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,Date_zero,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,VegasSpread,VegasTotal,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff,LeagueTempo,LeagueOE,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,Team,TRank_Tm_AdjEM,TRank_Tm_AdjOE,TRank_Tm_AdjDE,TRank_Tm_AdjT,TRank_Opp_AdjEM,TRank_Opp_AdjOE,TRank_Opp_AdjDE,TRank_Opp_AdjT,Team_y,MG_Tm_AdjT,MG_ATS_Tm_net_eff,MG_Tm_AdjEM,MG_Tm_AdjOE,MG_Tm_AdjDE,MG_Opp_AdjT,MG_ATS_Opp_net_eff,MG_Opp_AdjEM,MG_Opp_AdjOE,MG_Opp_AdjDE,Pomeroy_Tm_Score,Pomeroy_Opp_Score,Pomeroy_OverUnder,Pomeroy_PointDiff,Pomeroy_GameTempo,TRank_Tm_Score,TRank_Opp_Score,TRank_OverUnder,TRank_PointDiff,TRank_GameTempo,MG_Tm_Score,MG_Opp_Score,MG_OverUnder,MG_PointDiff,MG_GameTempo,MG_ATS_PointDiff,MG_ATS_GameTempo,Daily_Reg_PointDiff,Daily_Reg_GameTempo,away_team_y,home_team_y,date_y,VegasImpliedWinPercent,MG_ATS_ImpliedWinPercent,Dif_from_Vegas,Pt_Spread_Difference,Pomeroy_PointDiffSelection,MG_ATS_PointDiffSelection,Both
0,2024-01-16 20:00:00-06:00,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,Iowa St.,BYU,01/16/2024,True,Iowa St. vs BYU,Iowa St.BYU1-16,2024-01-16,B12 at B12,8 Iowa St. at 10 BYU,"BYU -3.1, 72-68 (63%)",84.70788809427555,1,H,Iowa St.,01/16/2024,110.9394735972759,90.76655229559432,0.9095357916278158,0.3734198235707403,68.42116574097264,BYU,117.52977596898144,91.92668992104429,0.944041167459876,0.6265801764292598,71.57090251842061,70.62337313413875,Iowa St.,0,,,,,,,,,,,,,,,,,0.2834840500614106,0.547004666763801,738901,,,,8,10,,,,-3.14973677744797,139.99206825939325,14.7,10.9,8.0,-6.7,71.2,101.4,20240116,23.099999999999994,112.6,89.5,69.4,23.599999999999994,116.3,92.7,69.3,,,,,,Iowa St.,22.799300000000002,112.401,89.6017,69.6427,22.883499999999998,116.021,93.1375,69.2959,Iowa St.,70.33391451335602,31.64104255043391,26.119566234671282,113.66524023306148,87.54567399839019,70.06137213994836,31.812176284425206,25.2530142355682,117.46412465860676,92.21111042303858,67.60000233997336,71.29407135693539,138.89407369690875,-3.6940690169620325,67.54803370786517,68.03208363938826,71.44863810273053,139.4807217421188,-3.4165544633422655,67.7802468389045,69.54889514919397,72.16744444164648,141.71633959084045,-2.6185492924525136,69.20913706151055,-2.6711119709458586,69.20913706151055,8.223291247374561,69.20913706151055,Iowa State Cyclones,Brigham Young Cougars,01/16/2024,66.58824291023754,60.040348639272125,-6.547894270965415,1.8288880290541414,Iowa St.,Iowa St.,1
1,2024-01-16 19:00:00-06:00,1.0,1.5,1.0,1.5,0.0,1.0,Baylor,Kansas St.,01/16/2024,True,Baylor vs Kansas St.,BaylorKansas St.1-16,2024-01-16,B12 at B12,19 Baylor at 58 Kansas St.,"Baylor -0.6, 71-70 (53%)",80.10052756206318,1,H,Baylor,01/16/2024,119.121630430492,101.43321470326936,0.8639581162642123,0.5264273929352742,70.96788796571252,Kansas St.,109.85300911321796,94.40550860910068,0.8510364493430321,0.4735726070647258,70.31792758246986,66.42929231534472,Baylor,0,,,,,,,,,,,,,,,,,0.5388106541948071,0.6565582935628427,738901,,,,19,58,,,,0.6499603832426573,141.28581554818237,-9.5,-9.3,-2.2,7.3,71.2,101.4,20240116,22.60000000000001,121.4,98.8,67.7,13.099999999999994,109.1,96.0,66.5,,,,,,Baylor,20.558999999999997,120.691,100.132,67.8498,12.7941,108.443,95.6489,66.9031,Baylor,68.4309206662844,28.57259264847133,24.037462555277283,119.07979139828299,95.04232884300575,67.89621885738404,7.178328306100714,9.360655090258566,105.63906525638006,96.27841016612145,70.65389604660862,69.11144454156742,139.76534058817606,1.5424515050411998,63.2310393258427,70.56438489695164,70.1983960247882,140.76278092173982,0.36598887216344167,63.755083628932574,71.72999965338738,66.43509380344793,138.1650934568353,5.294905849939454,65.25562873834733,11.807191270403095,65.25562873834733,-8.073034853735905,65.25562873834733,Baylor Bears,Kansas State Wildcats,01/16/2024,44.32015031835318,13.040167101497357,-31.279983216855822,10.307191270403095,Baylor,Baylor,1
2,2024-01-16 18:00:00-06:00,-3.0,-3.5,-3.0,-2.5,-3.5,-3.0,TCU,Cincinnati,01/16/2024,True,TCU vs Cincinnati,TCUCincinnati1-16,2024-01-16,B12 at B12,30 TCU at 41 Cincinnati,"Cincinnati -2.7, 78-75 (60%)",80.08962166269582,1,H,TCU,01/16/2024,114.99282789827686,99.60644756258029,0.8391467208872186,0.4013524418706874,75.01068727151012,Cincinnati,112.40777634620538,94.04018222271992,0.8861219072853822,0.5986475581293126,77.66453322678132,73.01710987584275,TCU,0,,,,,,,,,,,,,,,,,0.4617207566998361,0.6994463139772318,738901,,,,30,41,,,,-2.653845955271194,152.67522049829142,15.5,11.1,12.0,-3.5,71.2,101.4,20240116,18.80000000000001,115.9,97.1,71.9,17.599999999999994,112.3,94.7,69.3,,,,,,TCU,18.17880000000001,116.507,98.3282,72.044,15.6862,110.965,95.2788,69.2567,TCU,72.47379831368903,15.550039059618738,15.91808469701522,114.85098058319426,98.932895886179,69.98548567402524,20.26622624758157,16.461981743950197,110.80292003779341,94.34093829384321,73.64299137452439,77.37828012999351,151.0212715045179,-3.735288755469128,69.9813202247191,74.58367712619726,77.53212361475437,152.1158007409516,-2.94844648855711,70.07766425280899,74.00478204974868,79.18426547650856,153.18904752625724,-5.179483426759873,71.23755580933818,-5.711552890577877,71.23755580933818,8.962396896372823,71.23755580933818,texas christian horned frogs,Cincinnati Bearcats,01/16/2024,59.409638599828355,70.67646122163656,11.266822621808203,-3.2115528905778774,Cincinnati,Cincinnati,1
3,2024-01-16 18:00:00-06:00,-2.0,-1.5,-2.0,-1.5,-2.0,-1.5,Wake Forest,North Carolina St.,01/16/2024,True,Wake Forest vs North Carolina St.,Wake ForestNorth Carolina St.1-16,2024-01-16,ACC at ACC,50 Wake Forest at 75 North Carolina St.,"North Carolina St. -1.1, 75-74 (54%)",75.42485677759987,1,H,Wake Forest,01/16/2024,113.54324152910976,101.6494662561494,0.7811729301069027,0.4593513801451167,73.60683878612834,North Carolina St.,111.99762763610042,98.8550176364552,0.8077520006025942,0.5406486198548832,74.65726669491592,69.0309532050343,,0,,,,,,,,,,,,,,,,,0.6136876772302499,0.7727738753747372,738901,,,,50,75,,,,-1.050427908787583,148.26410548104425,5.8,6.0,2.7,-3.2,71.2,101.4,20240116,16.5,115.7,99.2,68.5,11.299999999999997,110.8,99.5,69.0,,,,,,Wake Forest,14.694000000000003,115.039,100.345,68.4479,10.403000000000006,110.56,100.157,68.9158,Wake Forest,69.47005715571322,16.35803688774309,13.005649865985612,113.0468134986834,100.04116363269776,69.56863444439328,11.992584865487514,11.137547094578071,109.12232041556527,97.98477332098717,73.27097711586538,73.98591618337078,147.25689329923614,-0.7149390675053979,66.38342696629213,73.18822543596644,74.52992068591651,147.71814612188297,-1.3416952499500638,66.25199138792135,72.08815883993621,75.13831008990181,147.226468929838,-3.0501512499655945,67.87832880754102,0.7931876754539502,67.87832880754102,2.1089796760502963,67.87832880754102,Wake Forest Demon Deacons,NC State Wolfpack,01/16/2024,55.67984968164682,46.98918668619131,-8.690662995455511,2.29318767545395,Wake Forest,Wake Forest,1
4,2024-01-16 21:30:00-06:00,-6.0,-5.5,-6.0,-5.5,-6.0,-6.5,Utah St.,New Mexico,01/16/2024,True,Utah St. vs New Mexico,Utah St.New Mexico1-16,2024-01-16,MWC at MWC,44 Utah St. at 39 New Mexico,"New Mexico -4.9, 80-75 (67%)",74.7832501490258,1,H,Utah St.,01/16/2024,112.79580871041144,99.9540723773992,0.8005900622125978,0.3252434819504072,75.03761463405004,New Mexico,112.69675623083384,93.72578319144574,0.8928093628228227,0.6747565180495927,79.95375926840732,74.71584111442083,Utah St.,0,,,,,,,,,,,,,,,,,0.4448613274526422,0.7514889580639752,738901,,,,44,39,,,,-4.9161446343572806,154.99137390245738,5.4,-0.3,0.7,-4.7,71.2,101.4,20240116,16.099999999999994,114.0,97.9,69.4,16.39999999999999,111.8,95.4,74.0,,,,,,Utah St.,15.609700000000004,114.281,98.6713,69.1184,16.2907,111.251,94.9603,73.8676,Utah St.,69.1439366650821,20.0563741925613,14.99224415465309,113.79336144290045,98.80111728824734,73.79794361699697,23.83348904495091,18.077030937490104,113.31518675806139,95.2381558205713,75.2108154617193,80.052269154,155.26308461571932,-4.8414536922806946,72.12921348314607,74.6104494565914,79.8179188420474,154.42836829863882,-5.207469385456008,71.70801016629213,74.46670671115945,81.3591305107657,155.82583722192516,-6.892423799606249,71.66685870037834,-5.153974415606697,71.66685870037834,1.9034717670820527,71.66685870037834,Utah St Aggies,New Mexico Lobos,01/16/2024,69.97944856925476,68.8235392873758,-1.1559092818789622,0.34602558439330267,Utah St.,Utah St.,1
5,2024-01-16 16:00:00-06:00,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,Florida,Tennessee,01/16/2024,True,Florida vs Tennessee,FloridaTennessee1-16,2024-01-16,SEC at SEC,36 Florida at 7 Tennessee,"Tennessee -9.4, 86-77 (79%)",74.17689521787949,1,H,Florida,01/16/2024,116.17155373654032,101.17190574232065,0.8305935044639743,0.2098519384826153,76.60379749434682,Tennessee,118.12961890448378,91.67475593217368,0.9486150380373596,0.7901480615173847,85.96456559359564,75.715788568974,Florida,0,,,,,,,,,,,,,,,,,0.2655441701114933,0.712327724082882,738901,,,,36,7,,,,-9.360768099248816,162.56836308794246,-1.9,6.9,1.1,3.0,71.2,101.4,20240116,16.099999999999994,116.3,100.2,73.9,25.200000000000003,116.7,91.5,70.2,,,,,,Florida,17.828400000000002,117.702,99.8736,73.838,23.731800000000007,116.614,92.8822,70.0715,Florida,74.2525486979178,15.273055608699307,16.448639438328307,115.93776196546077,99.48912252713242,70.72983902041094,23.192340751975117,22.40099456750411,112.73453119068276,90.33353662317865,74.33926118307498,86.39290736038315,160.73216854345813,-12.053646177308167,72.8620786516854,76.16817612430654,85.81845615946287,161.9866322837694,-9.650280035156328,72.66768844101122,74.0668444412343,83.8889116312895,157.9557560725238,-9.822067190055208,73.76223056543469,-8.304004903270041,73.76223056543469,-3.509164356919996,73.76223056543469,Florida Gators,Tennessee Volunteers,01/16/2024,81.7204231217584,78.54864563050394,-3.17177749125446,1.195995096729959,Tennessee,Florida,0
6,2024-01-16 19:30:00-06:00,,,1.0,1.5,0.0,1.0,St. John's,Seton Hall,01/16/2024,True,St. John's vs Seton Hall,St. John'sSeton Hall1-16,2024-01-16,BE at BE,16 St. John's at 73 Seton Hall,"St. John's -3.3, 76-72 (63%)",73.87946040535118,1,H,St. John's,01/16/2024,115.55262745762704,97.27284123029644,0.8787207973729525,0.6254354861810177,75.58940944775645,Seton Hall,114.63922373296263,100.90353807314708,0.8127056784070051,0.3745645138189822,72.2935532106616,68.24336659217907,,0,,,,,,,,,,,,,,,,,0.6060219734000668,0.6262549585156465,738901,,,,16,73,,,,3.2958562370948528,147.88296265841805,0.8,1.5,9.1,8.3,71.2,101.4,20240116,17.299999999999997,115.3,98.0,70.4,12.5,113.2,100.7,66.3,,,,,,St. John's,21.0505,117.075,96.0245,70.354,10.935000000000002,113.168,102.233,66.2837,St. John's,70.9989227776808,22.51633255353588,19.61004239863408,114.53282113076398,94.92277873212987,67.20968883438412,11.659431902470619,10.620926233987532,110.83621651437184,100.2152902803843,72.9761330400318,73.74229532332583,146.71842836335765,-0.7661622832940367,65.55505617977528,75.15998597667631,72.17041357222958,147.3303995489059,2.989572404446733,65.49611558707865,73.75364226501692,71.4979748935166,145.25161715853352,2.255667371500323,67.01988072281452,5.079061414256259,67.01988072281452,-1.5036580438970617,67.01988072281452,St Johns Red Storm,Seton Hall Pirates,01/16/2024,44.32015031835318,31.42922508530217,-12.890925233051007,3.579061414256259,Seton Hall,St. John's,0
7,2024-01-16 17:00:00-06:00,-1.5,-1.5,-2.0,-1.5,-1.5,-2.0,Samford,Western Carolina,01/16/2024,True,Samford vs Western Carolina,SamfordWestern Carolina1-16,2024-01-16,SC at SC,78 Samford at 89 Western Carolina,"Western Carolina -2.9, 82-79 (60%)",70.89705330439841,1,H,Samford,01/16/2024,112.57087859193354,105.04479925258606,0.6890658249595385,0.3966746503719626,79.28678478568865,Western Carolina,109.71610777998475,98.7148796582257,0.7711993408282013,0.6033253496280374,82.23128532883356,75.10655485351057,,0,,,,,,,,,,,,,,,,,0.664455448632494,0.8456391914649629,738901,,,,78,89,,,,-2.944500543144912,161.51807011452223,-11.9,-5.5,1.8,13.6,71.2,101.4,20240116,9.100000000000009,113.2,104.1,75.3,5.299999999999997,107.7,102.4,68.0,,,,,,Samford,10.357,114.054,103.697,75.3349,8.293000000000006,108.308,100.015,68.1265,Samford,75.81919062505447,13.923323775342183,9.382171560994397,112.36165538154228,102.97948382054787,69.27650241737452,9.855328617794408,6.951173545203587,107.45058299309649,100.49940944789289,79.92564572375134,81.75762802021346,161.6832737439648,-1.8319822964621153,71.91573033707864,78.83586467628318,82.09127172566546,160.92713640194864,-3.255407049382285,72.08290821418538,79.86980370970133,82.77182776121927,162.6416314709206,-2.902024051517941,73.77090368848266,0.68982731187414,73.77090368848266,-10.929602006870851,73.77090368848266,Samford Bulldogs,Western Carolina Catamounts,01/16/2024,55.67984968164682,47.3809196373143,-8.298930044332522,2.18982731187414,Western Carolina,Samford,0
8,2024-01-16 18:00:00-06:00,-4.0,-3.5,-3.5,-3.5,-4.0,-3.5,Richmond,Duquesne,01/16/2024,True,Richmond vs Duquesne,RichmondDuquesne1-16,2024-01-16,A10 at A10,66 Richmond at 100 Duquesne,"Duquesne -0.7, 69-68 (53%)",70.50830192094362,1,H,Richmond,01/16/2024,106.3928599121007,97.6938313787467,0.7272967902619702,0.4685000469487876,67.69080776347491,Duquesne,109.91696301107126,99.82853992835526,0.7515913304178418,0.5314999530512123,68.43753470841759,67.08851899335149,,0,,,,,,,,,,,,,,,,,0.6880870811964499,0.8198903828073857,738901,,,,66,100,,,,-0.7467269449426794,136.1283424718925,14.1,13.7,5.4,-8.7,71.2,101.4,20240116,8.5,107.3,98.8,67.0,6.5,108.7,102.2,68.5,,,,,,Richmond,11.353899999999996,107.794,96.4401,66.834,7.3629999999999995,108.506,101.143,68.5939,Richmond,67.55838095620749,15.216894320480327,11.591280106204882,108.54669686602958,96.95541675982471,69.33337500085383,5.1851987241222455,6.924958340087542,107.66273127798239,100.73777293789483,67.772245162091,70.19558928185391,137.96783444394492,-2.423344119762916,64.45926966292134,67.30529786121492,68.32070158839673,135.62599944961164,-1.0154037271818055,64.38770663764045,68.97098259907568,69.6333046519957,138.60428725107138,-0.6623220529200182,65.78722698437186,4.569624399143507,65.78722698437186,7.464350348100808,65.78722698437186,Richmond Spiders,Duquesne Dukes,01/16/2024,63.055865981823636,33.17077880210366,-29.885087179719974,8.069624399143507,Richmond,Richmond,1
9,2024-01-16 17:30:00-06:00,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,Butler,Xavier,01/16/2024,True,Butler vs Xavier,ButlerXavier1-16,2024-01-16,BE at BE,51 Butler at 38 Xavier,"Xavier -5.9, 79-73 (71%)",69.51932138766375,1,H,Butler,01/16/2024,114.10004928338564,102.20495918739086,0.7800740771402791,0.2890832026301358,72.8207570773745,Xavier,114.57137400432624,94.90301389206746,0.8971488475508543,0.7109167973698641,78.7476211949416,70.79051364377891,Butler,0,,,,,,,,,,,,,,,,,0.4334889879096363,0.7738986313702054,738901,,,,51,38,,,,-5.926864117567106,151.5683782723161,-2.2,-9.3,-0.6,1.6,71.2,101.4,20240116,12.400000000000006,114.0,101.6,68.7,17.60000000000001,112.9,95.3,70.3,,,,,,Butler,14.709999999999994,115.603,100.893,68.8328,16.947999999999993,113.101,96.153,70.2772,Butler,69.63576046652875,18.08015993025066,14.886268975287985,112.63723185844574,97.75096288315775,71.15492447294973,19.528880349727558,15.925428336230606,109.77142166360227,93.8459933273717,70.6554546482123,78.89648833919324,149.55194298740554,-8.241033690980942,67.8316011235955,72.40652599191391,78.61317343383834,151.01969942575226,-6.2066474419244315,67.94068050786517,70.52951060470731,75.71912366083453,146.24863426554185,-5.1896130561272145,69.59167523331843,-3.3231743722741953,69.59167523331843,-3.4893265961985946,69.59167523331843,Butler Bulldogs,Xavier Musketeers,01/16/2024,69.97944856925476,62.418575434893796,-7.5608731343609605,2.1768256277258047,Xavier,Butler,0
