,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,81.84,65.9,54.29,43.41,32.51,21.44,3.6641791044776117
1,Arizona,FinalFour,9,100.0,75.75,52.35,35.01,24.11,16.79,10.07,8.9304865938431
2,Houston,SweetSixteen,3,100.0,76.84,53.41,34.04,21.13,12.91,7.1,13.084507042253522
3,Purdue,EliteEight,12,100.0,79.65,55.66,34.33,20.96,10.66,5.82,16.18213058419244
4,Illinois,SweetSixteen,2,100.0,72.22,44.34,28.08,16.73,9.6,5.42,17.45018450184502
5,Duke,FinalFour,1,100.0,74.68,50.74,34.04,18.98,8.98,4.35,21.98850574712644
6,Connecticut,EliteEight,13,100.0,79.76,54.44,28.89,14.61,8.35,4.09,23.449877750611247
7,Vanderbilt,SweetSixteen,15,100.0,67.8,41.35,23.91,13.07,7.42,3.79,25.38522427440633
8,Virginia,SweetSixteen,4,100.0,73.96,51.01,29.61,12.53,7.34,3.68,26.173913043478258
9,Michigan St.,SweetSixteen,8,100.0,64.86,39.91,25.93,15.47,7.13,3.54,27.248587570621467
10,Iowa St.,EliteEight,9,100.0,71.9,44.11,28.6,12.6,6.71,3.27,29.581039755351682
11,Gonzaga,EliteEight,16,100.0,80.36,56.3,31.06,16.71,7.28,3.22,30.05590062111801
12,Texas Tech,SweetSixteen,9,100.0,73.48,44.05,22.83,12.5,5.77,2.44,39.98360655737705
13,Louisville,south,6,100.0,59.16,36.79,20.97,10.56,5.12,2.43,40.15226337448559
14,Nebraska,FinalFour,8,100.0,68.84,38.66,23.58,11.47,4.83,2.29,42.66812227074235
15,Alabama,midwest,5,100.0,65.86,39.32,22.47,11.67,5.09,2.12,46.16981132075471
16,Florida,SweetSixteen,14,100.0,65.48,37.38,20.95,10.39,4.43,2.01,48.75124378109453
17,Kansas,east,5,100.0,63.43,38.83,16.22,8.25,4.31,1.86,52.76344086021505
18,Tennessee,west,6,100.0,59.55,32.63,16.42,9.18,3.83,1.68,58.52380952380952
19,Iowa,east,7,100.0,57.92,32.09,18.12,6.98,2.99,1.26,78.36507936507937
20,Saint Louis,midwest,8,100.0,63.63,37.25,14.45,6.66,2.79,1.03,96.08737864077669
21,Arkansas,south,5,100.0,50.28,28.17,13.71,5.99,2.25,0.9,110.1111111111111
22,St. John's,west,5,100.0,53.81,28.74,12.65,5.39,1.87,0.64,155.25
23,BYU,SweetSixteen,13,100.0,58.43,33.35,11.14,3.95,1.68,0.55,180.8181818181818
