,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,92.62,73.32,58.33,43.33,31.98,22.71,3.403346543372963
1,Duke,FinalFour,1,100.0,76.05,47.01,33.51,20.85,11.47,6.22,15.077170418006432
2,Arizona,FinalFour,9,100.0,71.32,47.07,29.13,18.06,11.34,5.96,15.778523489932887
3,Illinois,SweetSixteen,2,100.0,70.22,46.82,32.45,19.23,11.68,5.84,16.123287671232877
4,Purdue,EliteEight,12,100.0,77.62,53.19,36.21,22.49,11.87,5.8,16.24137931034483
5,Houston,EliteEight,9,100.0,78.24,49.58,27.58,14.61,8.98,5.15,18.41747572815534
6,Gonzaga,EliteEight,16,100.0,75.99,43.86,30.68,18.24,9.34,5.07,18.723865877712033
7,Vanderbilt,SweetSixteen,15,100.0,71.35,41.78,26.37,13.75,8.45,4.31,22.20185614849188
8,Florida,SweetSixteen,14,100.0,71.03,40.76,26.36,13.62,6.61,3.23,29.959752321981423
9,Connecticut,EliteEight,13,100.0,65.67,44.07,23.75,11.83,6.67,3.21,30.152647975077883
10,Virginia,SweetSixteen,3,100.0,66.06,40.19,20.91,12.62,5.98,2.83,34.3356890459364
11,Iowa St.,SweetSixteen,8,100.0,68.59,44.36,23.98,14.01,5.79,2.77,35.101083032490976
12,Louisville,south,6,100.0,56.66,28.94,17.55,9.96,5.61,2.65,36.735849056603776
13,Michigan St.,SweetSixteen,4,100.0,66.21,39.08,21.17,9.99,5.2,2.49,39.16064257028113
14,Alabama,midwest,5,100.0,57.42,34.82,20.22,10.88,5.71,2.47,39.48582995951417
15,Kansas,south,5,100.0,66.76,37.78,19.5,9.11,4.83,2.13,45.94835680751174
16,Nebraska,FinalFour,8,100.0,72.82,39.89,19.7,9.06,4.49,1.86,52.76344086021505
17,Tennessee,west,7,100.0,61.53,33.88,16.1,9.03,3.41,1.61,61.11180124223602
18,Texas Tech,SweetSixteen,9,100.0,63.68,38.57,19.41,8.8,2.95,1.51,65.2251655629139
19,Iowa,east,7,100.0,59.6,26.06,12.1,5.2,2.9,1.46,67.4931506849315
20,St. John's,west,5,100.0,65.36,36.75,15.97,8.2,2.51,1.07,92.45794392523365
21,BYU,SweetSixteen,13,100.0,58.35,34.88,11.95,4.76,2.15,1.02,97.03921568627452
22,Clemson,east,6,100.0,56.56,30.94,17.33,5.27,2.49,0.87,113.94252873563218
23,Saint Louis,midwest,8,100.0,58.14,33.0,17.52,7.96,2.68,0.83,119.48192771084338
24,Georgia,midwest,6,100.0,60.3,29.01,12.44,5.87,2.55,0.77,128.87012987012986
25,North Carolina,midwest,7,100.0,57.12,20.46,10.31,5.18,2.33,0.69,143.92753623188406
26,Arkansas,east,5,100.0,66.7,33.25,9.78,4.47,1.99,0.68,146.05882352941174
27,Utah St.,south,10,100.0,54.92,24.03,9.4,3.59,1.52,0.57,174.4385964912281
28,Saint Mary's,midwest,10,100.0,42.88,17.4,8.96,3.9,1.62,0.51,195.078431372549
29,Kentucky,west,6,100.0,53.84,24.78,10.15,4.19,1.26,0.49,203.08163265306123
30,Auburn,west,8,100.0,58.04,30.89,14.88,5.49,1.42,0.43,231.5581395348837
31,SMU,south,8,100.0,54.1,24.04,9.25,3.59,1.42,0.4,248.99999999999997
32,Ohio St.,east,11,100.0,43.44,21.12,8.67,2.81,1.42,0.39,255.4102564102564
33,Villanova,south,7,100.0,45.08,20.77,6.81,3.11,1.18,0.3,332.33333333333337
34,N.C. State,south,9,100.0,45.9,20.82,9.01,3.49,0.93,0.3,332.33333333333337
35,Wisconsin,east,9,100.0,50.21,13.18,6.43,1.98,0.96,0.24,415.6666666666667
36,Texas A&M,west,9,100.0,41.96,17.28,8.28,2.87,0.55,0.15,665.6666666666666
37,UCF,east,8,100.0,49.79,11.32,5.92,1.88,0.51,0.14,713.2857142857142
