,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,89.76,73.15,59.94,44.9,32.72,23.04,3.340277777777778
1,Purdue,EliteEight,16,100.0,78.7,57.74,42.62,27.78,13.71,7.89,11.67427122940431
2,Houston,EliteEight,9,100.0,72.17,48.36,30.78,16.57,10.44,6.3,14.873015873015873
3,Illinois,SweetSixteen,2,100.0,73.45,42.01,26.94,17.16,11.05,5.49,17.214936247723134
4,Duke,FinalFour,1,100.0,73.5,50.76,31.88,18.81,7.58,4.5,21.22222222222222
5,Arizona,FinalFour,9,100.0,73.3,42.78,25.64,15.1,8.77,4.44,21.52252252252252
6,Vanderbilt,SweetSixteen,15,100.0,62.77,42.09,22.28,13.54,8.13,4.42,21.624434389140273
7,Connecticut,EliteEight,13,100.0,69.35,44.29,23.94,12.48,7.55,3.66,26.3224043715847
8,Alabama,midwest,5,100.0,70.7,39.99,24.03,15.05,7.58,3.55,27.169014084507044
9,Florida,SweetSixteen,14,100.0,62.37,36.16,22.99,14.42,7.7,3.51,27.49002849002849
10,Kansas,south,5,100.0,66.76,36.28,20.62,11.5,6.44,2.88,33.72222222222223
11,Virginia,SweetSixteen,3,100.0,68.83,41.28,24.92,14.08,6.86,2.87,33.843205574912886
12,Gonzaga,SweetSixteen,8,100.0,62.37,36.08,17.78,9.83,4.73,2.86,33.96503496503497
13,Louisville,south,6,100.0,55.98,33.71,19.71,9.78,5.82,2.65,36.735849056603776
14,Iowa St.,EliteEight,12,100.0,69.03,39.16,25.27,12.99,5.72,2.2,44.454545454545446
15,Michigan St.,SweetSixteen,4,100.0,68.29,42.2,22.04,8.38,4.05,2.07,47.30917874396136
16,Iowa,east,7,100.0,57.58,28.0,15.82,6.31,3.5,1.75,56.142857142857146
17,Tennessee,west,7,100.0,55.78,22.21,13.85,8.05,3.78,1.57,62.69426751592357
18,Nebraska,FinalFour,8,100.0,56.95,34.7,15.91,8.78,4.33,1.44,68.44444444444444
19,St. John's,west,5,100.0,59.15,34.64,19.75,9.18,3.07,1.23,80.30081300813008
20,Arkansas,east,5,100.0,58.3,33.6,12.19,5.83,2.48,1.12,88.28571428571428
21,Texas Tech,SweetSixteen,9,100.0,67.73,35.73,19.94,8.33,2.57,0.99,100.01010101010101
22,BYU,SweetSixteen,13,100.0,58.8,32.23,10.56,5.13,2.05,0.88,112.63636363636364
23,North Carolina,midwest,7,100.0,51.44,28.65,15.17,7.39,2.78,0.82,120.95121951219514
24,Georgia,midwest,6,100.0,48.0,23.32,11.97,6.06,2.51,0.74,134.13513513513513
25,Saint Louis,east,8,100.0,56.01,13.56,6.78,3.05,1.46,0.59,168.4915254237288
26,Kentucky,west,6,100.0,57.02,32.18,9.96,4.88,1.44,0.59,168.4915254237288
27,SMU,south,8,100.0,64.66,30.1,12.25,5.14,2.1,0.58,171.41379310344828
28,Wisconsin,midwest,8,100.0,54.64,24.92,12.33,4.78,1.93,0.54,184.18518518518516
29,Villanova,south,7,100.0,52.18,23.94,9.02,3.64,1.59,0.54,184.18518518518516
30,Utah St.,south,10,100.0,47.82,21.61,8.76,3.31,1.38,0.45,221.2222222222222
