,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,90.19,74.53,56.09,43.02,29.58,20.5,3.8780487804878048
1,Duke,FinalFour,1,100.0,79.76,60.56,45.67,31.01,18.02,10.9,8.174311926605505
2,Houston,EliteEight,12,100.0,82.39,62.59,47.84,30.98,17.04,9.18,9.893246187363834
3,Illinois,EliteEight,13,100.0,73.44,52.93,36.46,22.29,14.15,7.59,12.175230566534914
4,Arizona,FinalFour,9,100.0,81.32,56.89,40.37,23.56,13.61,6.93,13.43001443001443
5,Florida,EliteEight,16,100.0,81.8,58.29,39.55,21.06,11.53,6.7,13.925373134328357
6,Connecticut,FinalFour,8,100.0,83.81,56.77,36.71,22.21,12.01,5.49,17.214936247723134
7,Purdue,EliteEight,9,100.0,63.04,43.92,29.7,13.38,6.87,3.91,24.575447570332482
8,Iowa St.,SweetSixteen,2,100.0,68.84,43.13,24.29,14.36,6.99,2.89,33.602076124567475
9,Louisville,south,6,100.0,63.64,37.48,19.81,10.29,5.78,2.57,37.91050583657588
10,Michigan St.,SweetSixteen,8,100.0,68.22,41.25,21.2,10.46,4.39,2.11,46.39336492890995
11,Alabama,SweetSixteen,14,100.0,69.1,41.11,22.41,11.0,4.86,1.91,51.35602094240838
12,Vanderbilt,east,5,100.0,64.25,42.34,16.48,8.64,3.91,1.62,60.728395061728385
13,Kansas,SweetSixteen,15,100.0,67.56,39.45,16.95,7.75,3.56,1.58,62.291139240506325
14,Texas Tech,SweetSixteen,9,100.0,58.25,30.48,16.27,8.37,3.2,1.47,67.02721088435375
15,Gonzaga,SweetSixteen,3,100.0,63.65,38.02,16.22,7.74,3.24,1.24,79.64516129032259
16,Virginia,SweetSixteen,13,100.0,56.27,29.28,12.62,6.33,2.81,1.18,83.7457627118644
17,Tennessee,west,5,100.0,59.76,34.75,12.81,5.72,2.32,1.12,88.28571428571428
18,Arkansas,south,5,100.0,55.79,30.04,13.26,5.9,2.57,0.97,102.09278350515464
19,St. John's,west,6,100.0,60.54,34.49,14.59,5.92,2.35,0.92,107.69565217391303
20,Nebraska,SweetSixteen,4,100.0,66.27,39.23,17.87,6.53,2.46,0.87,113.94252873563218
21,North Carolina,midwest,5,100.0,66.44,35.39,16.84,6.6,3.22,0.86,115.27906976744187
22,Iowa,west,8,100.0,53.1,19.07,9.08,4.86,1.76,0.69,143.92753623188406
23,Indiana,east,11,100.0,52.21,27.71,12.7,3.9,1.41,0.58,171.41379310344828
24,Utah St.,south,9,100.0,52.2,21.23,11.09,3.93,1.59,0.56,177.57142857142856
25,Clemson,south,8,100.0,47.8,17.69,9.52,3.28,1.47,0.54,184.18518518518516
26,BYU,east,6,100.0,47.79,23.57,11.06,4.87,1.38,0.5,199.0
27,Saint Mary's,west,7,100.0,48.81,17.17,7.67,2.47,0.82,0.45,221.2222222222222
28,Kentucky,midwest,6,100.0,53.28,29.67,9.15,4.0,1.46,0.43,231.5581395348837
