,away_team_x,home_team_x,commence_time,DraftKings,BetMGM spreads,Caesars spreads,FanDuel,BetOnline.ag spreads,BetRivers spreads,teams,date,muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,Date_zero,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,AWAY,HOME,VegasSpread,VegasTotal,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff,LeagueTempo,LeagueOE,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,Team,TRank_Tm_AdjEM,TRank_Tm_AdjOE,TRank_Tm_AdjDE,TRank_Tm_AdjT,TRank_Opp_AdjEM,TRank_Opp_AdjOE,TRank_Opp_AdjDE,TRank_Opp_AdjT,Team_y,MG_Tm_AdjT,MG_ATS_Tm_net_eff,MG_Tm_AdjEM,MG_Tm_AdjOE,MG_Tm_AdjDE,MG_Opp_AdjT,MG_ATS_Opp_net_eff,MG_Opp_AdjEM,MG_Opp_AdjOE,MG_Opp_AdjDE,Pomeroy_Tm_Score,Pomeroy_Opp_Score,Pomeroy_OverUnder,Pomeroy_PointDiff,Pomeroy_GameTempo,TRank_Tm_Score,TRank_Opp_Score,TRank_OverUnder,TRank_PointDiff,TRank_GameTempo,MG_Tm_Score,MG_Opp_Score,MG_OverUnder,MG_PointDiff,MG_GameTempo,MG_ATS_PointDiff,MG_ATS_GameTempo,Daily_Reg_PointDiff,Daily_Reg_GameTempo,away_team_y,home_team_y,VegasImpliedWinPercent,MG_ATS_ImpliedWinPercent,Dif_from_Vegas
0,Hofstra Pride,Duke Blue Devils,2023-12-12 18:00:00-06:00,-15.5,-15.5,-15.5,-15.5,-15.0,-15.5,Hofstra Pride vs Duke Blue Devils,12/12/2023,HofstraDuke12-12,2023-12-12 00:00:00,CAA at ACC,93 Hofstra at 17 Duke,"Duke -11.5, 78-66 (86%)",53.58307356926029,0,H,Hofstra,12/12/2023,107.0859635257565,102.0673728491249,0.6345962709858667,0.1377152807369659,66.2553418887269,Duke,117.37398060470242,95.37854531183984,0.9157830512061116,0.8622847192630341,77.7134923651047,67.61023904707812,Hofstra,0,,,,,,,,,,,,,,,,,0.3803472806012483,0.8748532842385833,738866,,,,93,17,,,,Hofstra,Duke,-11.458150476377796,143.9688342538316,20.1,10.1,5.7,-14.4,71.2,101.4,20231212,6.299999999999997,109.2,102.9,67.2,21.5,117.5,96.0,68.9,,,,,,Hofstra,7.7379999999999995,108.496,100.758,67.802,19.233199999999997,115.868,96.6348,68.8575,Hofstra,67.38247957181905,11.78418987821825,9.445132980770804,110.33328722708487,100.88815424631402,67.91800628650833,9.019513919086124,13.800687185233663,116.75088277453932,102.95019558930564,65.36093370391013,79.72594904022473,145.08688274413487,-14.365015336314599,65.02921348314608,65.91388591022323,77.6237761381221,143.53766204834534,-11.709890227898867,65.5712951544944,70.00056284554624,76.76976800719454,146.77033085274078,-6.769205161648301,64.2764560556085,-0.20991141101447397,64.2764560556085,11.198115621096015,64.2764560556085,Hofstra Pride,Duke Blue Devils,93.00536172447475,50.79749484952626,-42.20786687494849
1,Western Kentucky Hilltoppers,Wright St Raiders,2023-12-12 18:00:00-06:00,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,Western Kentucky Hilltoppers vs Wright St Raiders,12/12/2023,Western KentuckyWright St.12-12,2023-12-12 00:00:00,CUSA at Horz,170 Western Kentucky at 114 Wright St.,"Wright St. -8.9, 85-76 (78%)",50.45281374523231,0,H,Western Kentucky,12/12/2023,99.29520182318204,102.30976097612968,0.4148527011923719,0.2184098895243425,75.83992775735622,Wright St.,113.40151968904068,104.58255993189788,0.7172815337563109,0.7815901104756575,84.73177888909748,76.11761899407809,,0,,,,,,,,,,,,,,,,,0.724579408088266,0.9448253070920498,738866,,,,170,114,,,,Western Kentucky,Wright St.,-8.891851131741262,160.57170664645372,11.9,12.2,4.9,-7.0,71.2,101.4,20231212,-0.29999999999999716,100.5,100.8,76.0,3.5,112.1,108.6,71.4,,,,,,Western Kentucky,-0.39400000000000546,100.603,100.997,73.3368,5.986000000000004,111.946,105.96,71.6712,Western Kentucky,74.82138717279153,-0.8756881137453465,1.4733090272080858,99.09270570802785,97.61939668081975,70.54486317092586,4.698020308231852,4.4583557190709735,114.13182480306196,109.67346908399094,79.75236531191676,87.32446028332585,167.0768255952426,-7.572094971409086,76.21348314606742,75.44933119376316,84.63337251003058,160.08270370379375,-9.184041316267425,73.82214129438202,77.24498623593882,83.75138404897369,160.99637028491253,-6.506397813034866,74.13292865678997,-6.247345785574666,74.13292865678997,6.767891588792978,74.13292865678997,Western Kentucky Hilltoppers,Wright St Raiders,69.97944856925476,72.40733557441375,2.4278870051589934
2,Bryant Bulldogs,Cincinnati Bearcats,2023-12-12 18:00:00-06:00,-19.0,-18.5,-19.0,-18.5,-19.0,-19.0,Bryant Bulldogs vs Cincinnati Bearcats,12/12/2023,BryantCincinnati12-12,2023-12-12 00:00:00,AE at B12,193 Bryant at 48 Cincinnati,"Cincinnati -15.3, 84-69 (91%)",45.22180431663283,0,H,Bryant,12/12/2023,98.49646974834776,102.89956385432195,0.3768532914230346,0.0893745656927737,68.60516376901542,Cincinnati,113.55977754894988,96.95144497567786,0.8603703647101318,0.9106254343072262,83.94984936454584,74.87841955980507,Bryant,0,,,,,,,,,,,,,,,,,0.5199741999391875,0.9525507012885982,738866,,,,193,48,,,,Bryant,Cincinnati,-15.344685595530422,152.55501313356126,-0.3,1.4,1.4,1.6,71.2,101.4,20231212,-3.4000000000000057,97.5,100.9,73.5,17.39999999999999,114.3,96.9,69.9,,,,,,Bryant,-1.785199999999989,99.7938,101.579,73.6784,13.87360000000001,112.102,98.2284,70.1775,Bryant,72.99547493224087,-4.27495300283282,-3.154932614978011,95.01765905138906,98.17259166636703,69.9596492512453,23.4393311780483,18.08660859625435,116.10822361262902,98.02161501637465,65.36252016581949,84.38395428269244,149.74647444851195,-19.021434116872953,72.15800561797755,68.25187560564727,83.85198236535463,152.1038579710019,-15.600106759707359,72.62030780898876,64.04800748217,82.90004382830386,146.94805131047386,-18.852036346133872,71.72384583128706,-22.078454149212817,71.72384583128706,-2.181839390187747,71.72384583128706,Bryant Bulldogs,Cincinnati Bearcats,96.48151676951045,98.22544327649466,1.7439265069842094
3,Cal Baptist Lancers,Oregon Ducks,2023-12-12 21:00:00-06:00,-12.0,-11.5,-12.0,-12.5,-12.0,-12.0,Cal Baptist Lancers vs Oregon Ducks,12/12/2023,Cal BaptistOregon12-12,2023-12-12 00:00:00,WAC at P12,183 Cal Baptist at 41 Oregon,"Oregon -14.4, 77-62 (92%)",40.07891748265128,0,H,Cal Baptist,12/12/2023,101.11578463090233,105.05527805106276,0.3918517976492899,0.0835214679885463,62.12681048565737,Oregon,114.99483392118232,97.00950280725708,0.8760885570459447,0.9164785320114536,76.51419791588273,66.01165758946814,Cal Baptist,0,,,,,,,,,,,,,,,,,0.4856061788821731,0.9496019532504076,738866,,,,183,41,,,,Cal Baptist,Oregon,-14.38738743022536,138.6410084015401,-5.6,-7.3,-2.7,2.9,71.2,101.4,20231212,0.9000000000000057,105.0,104.1,66.1,14.799999999999997,114.0,99.2,69.5,,,,,,Cal Baptist,-1.2590000000000003,102.448,103.707,65.8686,15.231800000000007,113.519,98.2872,69.2029,Cal Baptist,66.09958794108813,3.698742689999626,1.1959462945570554,105.75916176968568,104.56321547512859,67.69463852021259,11.048667224758821,11.448682591396992,113.45246390720222,102.0037813158052,64.4351904581743,77.64255283879211,142.07774329696642,-13.207362380617809,64.52176966292134,61.80719806339058,76.42532892322494,138.2325269866155,-14.61813085983436,64.02104127724719,65.00147002192088,75.59687604067784,140.59834606259872,-10.595406018756961,62.84533303380568,-6.508506700796431,62.84533303380568,-5.280767644164634,62.84533303380568,California Baptist Lancers,Oregon Ducks,87.34510455264423,73.23242882626634,-14.112675726377887
4,Oral Roberts Golden Eagles,Texas Tech Red Raiders,2023-12-12 20:00:00-06:00,-13.0,-12.5,-13.0,-12.5,-13.0,-13.0,Oral Roberts Golden Eagles vs Texas Tech Red Raiders,12/12/2023,Oral RobertsTexas Tech12-12,2023-12-12 00:00:00,Sum at B12,192 Oral Roberts at 46 Texas Tech,"Texas Tech -14.2, 77-63 (91%)",39.69504716553253,0,H,Oral Roberts,12/12/2023,103.94408227167808,108.47915940256634,0.3796327274873072,0.0884219786776696,63.112835139523895,Texas Tech,110.58381732717532,94.21734213336713,0.8631790754003946,0.9115780213223303,77.30809307905693,67.1679180820649,Oral Roberts,0,,,,,,,,,,,,,,,,,0.5140861762381639,0.9520136590127564,738866,,,,192,46,,,,Oral Roberts,Texas Tech,-14.195257939533036,140.42092821858083,-3.9,-3.3,3.1,7.0,71.2,101.4,20231212,-0.4000000000000057,108.0,108.4,66.5,14.099999999999994,110.3,96.2,67.8,,,,,,Oral Roberts,-1.774000000000001,105.313,107.087,68.159,13.706700000000012,109.165,95.4583,68.0488,Oral Roberts,66.02267809538654,6.401289303035966,3.003175435961047,112.2806021520034,109.27742671604231,68.58305856589178,14.376835151029677,14.559731304843304,107.77387652650795,93.2141452216646,63.0791812891789,76.77398706198875,139.85316835116765,-13.69480577280985,63.32443820224719,62.78779659164442,77.2185804897914,140.00637708143583,-14.430783898146984,65.14238987640451,63.81641770913358,75.94722522134305,139.76364293047664,-12.130807512209465,63.59602806872071,-7.037816028087434,63.59602806872071,-4.350858664293455,63.59602806872071,Oral Roberts Golden Eagles,Texas Tech Red Raiders,89.21596253194927,74.86565803414868,-14.350304497800593
5,Tenn-Martin Skyhawks,NC State Wolfpack,2023-12-12 18:00:00-06:00,-20.0,-19.5,-20.0,-19.5,-20.0,-20.0,Tenn-Martin Skyhawks vs NC State Wolfpack,12/12/2023,Tennessee MartinNorth Carolina St.12-12,2023-12-12 00:00:00,OVC at ACC,263 Tennessee Martin at 58 North Carolina St.,"North Carolina St. -19.0, 92-73 (94%)",39.17057317912685,0,H,Tennessee Martin,12/12/2023,102.03837359241528,111.94429704748012,0.2562592058759637,0.0647027716001552,72.84422169618703,North Carolina St.,112.87980151877257,98.17090407650667,0.8327936491440444,0.9352972283998447,91.8897351700092,75.79204136565485,Tennessee Martin,0,,,,,,,,,,,,,,,,,0.5726696443026553,0.9724028777199922,738866,,,,263,58,,,,Tennessee Martin,North Carolina St.,-19.04551347382217,164.73395686619625,-15.4,-12.1,-10.0,5.4,71.2,101.4,20231212,-7.200000000000003,103.8,111.0,75.0,11.200000000000003,110.2,99.0,71.7,,,,,,Tennessee Martin,-7.125999999999991,103.382,110.508,73.5969,11.967100000000002,111.431,99.4639,71.1124,Tennessee Martin,74.653854612727,-2.5941629789672276,-4.7348187189360464,106.18842329871049,110.92324201764649,70.23369792856981,15.839959976923373,13.41540975906336,111.20624053738311,97.79083077831976,74.41300594768467,93.67915263623595,168.09215858392062,-19.266146688551288,75.52668539325843,72.46881379438871,91.7830670390765,164.2518808334652,-19.31425324468779,73.50635100505617,73.31772174043643,92.11014097379073,165.42786271422716,-18.79241923335431,73.6406780066522,-15.77351223951753,73.6406780066522,-13.355178800574421,73.6406780066522,Tenn-Martin Skyhawks,NC State Wolfpack,97.15944860326363,93.34823356439043,-3.8112150388732005
6,Georgia Southern Eagles,Tennessee Volunteers,2023-12-12 18:00:00-06:00,-34.0,-33.5,-34.0,-33.5,-33.5,-33.5,Georgia Southern Eagles vs Tennessee Volunteers,12/12/2023,Georgia SouthernTennessee12-12,2023-12-12 00:00:00,SB at SEC,318 Georgia Southern at 9 Tennessee,"Tennessee -28.2, 89-61 (99%)",35.19556588963164,0,H,Georgia Southern,12/12/2023,98.0084760171232,113.60533677699716,0.1546900446907755,0.0121966257344235,60.61058845865316,Tennessee,113.38888463088402,89.69228237766002,0.9367928268787208,0.9878033742655764,88.81759426235155,71.86287765762607,Georgia Southern,0,,,,,,,,,,,,,,,,,0.3105101210945183,0.98515060704054,738866,,,,318,9,,,,Georgia Southern,Tennessee,-28.207005803698387,149.4281827210047,-0.7,-1.1,-3.8,-3.1,71.2,101.4,20231212,-14.799999999999997,98.4,113.2,69.9,24.700000000000003,114.9,90.2,71.1,,,,,,Georgia Southern,-12.8476,99.2994,112.147,70.1317,21.0604,111.934,90.8736,70.7573,Georgia Southern,68.65480409403388,-26.371743799099434,-18.599768601415672,99.6029634201368,118.2027320215524,70.86581118046334,23.534086318896893,21.591410197637742,111.8125497454662,90.22113954782849,59.39970576194007,92.06004723218092,151.459752994121,-32.66034147024085,69.80182584269663,60.298409608649266,88.71422528780039,149.01263489644964,-28.415815679151123,69.69564236530898,58.87408144247886,91.57643272174764,150.4505141642265,-32.702351279268775,68.332561566847,-35.988097198071635,68.332561566847,-2.325630400366066,68.332561566847,Georgia Southern Eagles,Tennessee Volunteers,99.93983468349583,99.96953470963459,0.02970002613875522
7,Monmouth Hawks,Seton Hall Pirates,2023-12-12 17:30:00-06:00,-15.0,-14.5,-15.0,-14.5,-14.5,-15.0,Monmouth Hawks vs Seton Hall Pirates,12/12/2023,MonmouthSeton Hall12-12,2023-12-12 00:00:00,CAA at BE,254 Monmouth at 88 Seton Hall,"Seton Hall -13.5, 77-63 (90%)",33.712474893951345,0,H,Monmouth,12/12/2023,99.19563318790988,108.4234336222875,0.2644574786271256,0.0972047552177714,63.26869431434656,Seton Hall,109.16276275180456,98.29688411632196,0.7695457902113569,0.9027952447822286,76.79876596907863,67.6287533279295,,0,,,,,,,,,,,,,,,,,0.6665362958434354,0.9712370774431036,738866,,,,254,88,,,,Monmouth,Seton Hall,-13.530071654732069,140.0674602834252,13.8,13.3,2.0,-11.8,71.2,101.4,20231212,-4.599999999999994,102.5,107.1,69.3,8.899999999999991,109.8,100.9,67.3,,,,,,Monmouth,-6.530000000000001,100.502,107.032,69.4262,8.1704,107.762,99.5916,67.265,Monmouth,69.0812340030249,4.8699681569927105,0.8673345456306315,104.09004820482133,103.22271365919067,67.4710538885655,1.8672046645114564,4.288963592647122,106.78603588404216,102.49707229139501,64.95299954767397,78.10845925860502,143.061458806279,-13.155459710931055,65.50407303370785,62.94276786910849,76.70961211594887,139.65237998505737,-13.766844246840378,65.58923234550561,66.9628812452538,73.1686899224444,140.1315711676982,-6.205808677190603,65.46325368127384,0.07099036396479619,65.46325368127384,7.290773488990837,65.46325368127384,Monmouth-NJ Hawks,Seton Hall Pirates,92.34362744901652,49.730277695958094,-42.61334975305843
8,Prairie View Panthers,Northern Iowa Panthers,2023-12-12 19:00:00-06:00,-14.0,,-14.0,-14.5,-14.0,-14.0,Prairie View Panthers vs Northern Iowa Panthers,12/12/2023,Prairie View A&MNorthern Iowa12-12,2023-12-12 00:00:00,SWAC at MVC,292 Prairie View A&M at 133 Northern Iowa,"Northern Iowa -13.5, 81-67 (89%)",31.567445308315776,0,H,Prairie View A&M,12/12/2023,94.410803904785,107.15209250620347,0.1891062572121327,0.1080210668567746,67.23540864723068,Northern Iowa,109.62254663024508,103.55071379237044,0.6582011735336737,0.8919789331432253,80.78371099795683,71.68001234193738,,0,,,,,,,,,,,,,,,,,0.7760893484950673,0.9811531641347596,738866,,,,292,133,,,,Prairie View A&M,Northern Iowa,-13.548302350726146,148.01911964518752,6.3,1.0,-0.6,-6.9,71.2,101.4,20231212,-6.799999999999997,96.4,103.2,73.1,3.6000000000000085,108.7,105.1,68.7,,,,,,Prairie View A&M,-10.122699999999995,95.6543,105.777,72.2722,3.3009999999999877,108.216,104.915,68.4871,Prairie View A&M,72.96917107893948,4.641013662899935,-1.6771714502742188,98.24639031251225,99.92356176278645,67.92561093952062,2.9652754847969205,3.652260337252789,110.75195411317245,107.0996937759196,68.51564416483173,80.23083585397076,148.7464800188025,-11.715191689139033,70.53328651685392,66.88951023954745,80.69018960443857,147.57969984398602,-13.800679364891124,69.51844646938201,70.22854636168138,78.11784085428427,148.34638721596565,-7.889294492602886,69.61342029897982,-0.8567670798077103,69.61342029897982,2.509563801778242,69.61342029897982,Prairie View AM Panthers,Northern Iowa Panthers,90.87887802741321,53.2516352722715,-37.62724275514171
9,UL Monroe Warhawks,Sam Houston St Bearkats,2023-12-12 18:30:00-06:00,-9.5,-9.5,-9.5,-9.5,-10.0,-9.5,UL Monroe Warhawks vs Sam Houston St Bearkats,12/12/2023,Louisiana MonroeSam Houston St.12-12,2023-12-12 00:00:00,SB at CUSA,289 Louisiana Monroe at 141 Sam Houston St.,"Sam Houston St. -11.7, 75-63 (87%)",29.94306775049474,0,H,Louisiana Monroe,12/12/2023,96.87892439676656,109.1595904001809,0.202214154937372,0.1254716308841092,63.48502411158759,Sam Houston St.,105.45754820680702,100.36587010974468,0.6385536698790032,0.8745283691158908,75.16150956752455,68.05040929643695,,0,,,,,,,,,,,,,,,,,0.790711034709419,0.9795491599264852,738866,,,,289,141,,,,Louisiana Monroe,Sam Houston St.,-11.676485455936955,138.64653367911214,-9.3,-7.5,-7.9,1.3,71.2,101.4,20231212,-10.0,98.7,108.7,66.5,0.7999999999999972,103.8,103.0,69.8,,,,,,Louisiana Monroe,-9.604100000000003,98.1549,107.759,67.0722,2.415999999999997,104.104,101.688,70.0599,Louisiana Monroe,66.92056726550015,-9.172945677930482,-8.511588242100515,99.08286694738605,107.59445518948654,69.94482477904998,-4.652570437437019,-2.494512364375098,102.39513293659566,104.88964530097071,63.54294317333804,74.58679173655617,138.1297349098942,-11.043848563218127,65.19241573033707,63.15818435863831,75.07424881099686,138.23243316963516,-11.916064452358555,65.99819697724718,65.50617824575961,73.44164003486317,138.94781828062278,-7.935461789103556,65.74083358848365,-4.685229571315226,65.74083358848365,-7.8281555003822945,65.74083358848365,UL Monroe Warhawks,Sam Houston St Bearkats,81.7204231217584,67.2278065053672,-14.492616616391203
