,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Gonzaga,FinalFour,1,100.0,80.17,61.15,45.09,31.7,21.32,12.74,6.849293563579278
1,Michigan,FinalFour,9,100.0,83.87,60.61,45.3,28.57,18.71,12.08,7.2781456953642385
2,Duke,FinalFour,8,100.0,72.3,48.3,34.04,21.8,13.54,8.84,10.312217194570136
3,Arizona,EliteEight,9,100.0,75.13,54.64,36.83,23.33,12.45,6.42,14.57632398753894
4,Purdue,FinalFour,16,100.0,78.53,49.96,28.76,16.06,8.86,4.24,22.58490566037736
5,St. John's,south,6,100.0,62.82,38.96,26.49,14.71,7.75,4.2,22.809523809523807
6,Illinois,SweetSixteen,2,100.0,61.52,37.29,22.1,13.01,7.06,3.91,24.575447570332482
7,Tennessee,SweetSixteen,8,100.0,64.51,39.55,24.38,13.11,7.45,3.76,25.595744680851062
8,Connecticut,SweetSixteen,3,100.0,67.96,37.66,22.78,11.44,6.09,3.47,27.81844380403458
9,Iowa St.,EliteEight,16,100.0,68.47,40.36,25.2,13.85,7.59,3.38,28.58579881656805
10,Florida,SweetSixteen,14,100.0,61.4,35.71,18.43,11.32,5.43,2.69,36.17472118959108
11,Indiana,east,5,100.0,60.77,36.21,22.16,10.35,5.47,2.54,38.370078740157474
12,Louisville,EliteEight,13,100.0,59.98,35.34,17.7,8.29,4.14,2.32,42.10344827586208
13,Kentucky,midwest,11,100.0,54.14,30.4,17.72,9.35,4.32,2.2,44.454545454545446
14,Michigan St.,SweetSixteen,4,100.0,62.9,35.5,19.96,10.55,5.05,2.13,45.94835680751174
15,Alabama,midwest,6,100.0,45.86,27.29,17.82,8.38,4.05,2.12,46.16981132075471
16,Houston,EliteEight,12,100.0,64.77,35.91,16.93,8.1,3.7,2.06,47.543689320388346
17,Vanderbilt,SweetSixteen,15,100.0,63.57,37.83,16.8,8.54,3.98,1.93,50.81347150259067
18,Kansas,south,7,100.0,56.57,33.97,15.73,7.16,3.71,1.92,51.083333333333336
19,Iowa,midwest,5,100.0,75.93,41.9,20.18,9.62,4.15,1.8,54.55555555555556
20,BYU,SweetSixteen,13,100.0,50.87,22.37,12.82,6.62,3.21,1.42,69.42253521126761
21,North Carolina,SweetSixteen,9,100.0,55.56,31.27,14.84,7.36,3.7,1.35,73.07407407407408
22,Saint Mary's,midwest,9,100.0,59.11,32.52,15.3,6.74,2.83,1.15,85.95652173913044
23,Virginia,west,7,100.0,51.26,28.82,13.42,5.45,2.67,1.12,88.28571428571428
24,Clemson,east,6,100.0,47.96,30.24,12.92,7.04,2.94,0.99,100.01010101010101
25,Georgia,midwest,7,100.0,65.3,37.77,16.6,6.92,2.34,0.91,108.89010989010988
26,George Mason,east,12,100.0,39.23,22.76,10.68,5.3,2.3,0.76,130.57894736842104
27,Nebraska,west,5,100.0,60.19,29.34,11.02,4.57,1.9,0.71,139.84507042253523
28,Northwestern,south,9,100.0,55.04,20.51,10.64,4.31,1.84,0.65,152.84615384615384
29,Auburn,west,8,100.0,55.28,18.53,9.58,4.2,1.65,0.65,152.84615384615384
30,Arkansas,west,10,100.0,48.74,24.16,10.21,4.76,2.06,0.52,191.30769230769232
31,Utah St.,south,8,100.0,44.96,15.53,8.25,3.3,1.36,0.5,199.0
32,Ohio St.,west,6,100.0,53.28,23.43,10.55,4.03,1.51,0.38,262.15789473684214
