,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Duke,FinalFour,1,100.0,90.55,70.24,52.08,38.28,25.92,17.66,4.662514156285391
1,Michigan,FinalFour,16,100.0,82.85,69.83,53.77,39.43,25.42,17.12,4.841121495327102
2,Arizona,FinalFour,9,100.0,84.59,63.61,44.6,28.52,19.28,10.22,8.784735812133071
3,Illinois,EliteEight,13,100.0,80.18,57.3,41.31,26.97,17.23,9.44,9.593220338983052
4,Houston,EliteEight,12,100.0,79.5,58.06,41.0,27.18,15.14,7.93,11.610340479192939
5,Florida,EliteEight,16,100.0,78.02,54.17,36.77,18.94,10.91,6.68,13.970059880239521
6,Purdue,EliteEight,9,100.0,71.81,49.86,31.0,14.17,6.5,3.47,27.81844380403458
7,Connecticut,FinalFour,8,100.0,68.08,46.03,33.07,18.48,8.52,3.42,28.239766081871345
8,Iowa St.,SweetSixteen,4,100.0,71.48,39.64,21.52,11.26,4.89,2.39,40.84100418410041
9,Gonzaga,SweetSixteen,3,100.0,71.73,47.11,21.41,13.36,5.02,1.84,53.347826086956516
10,Arkansas,south,5,100.0,58.34,35.57,17.79,8.25,4.55,1.79,54.865921787709496
11,Michigan St.,SweetSixteen,8,100.0,73.28,41.62,19.62,9.59,3.49,1.53,64.359477124183
12,Texas Tech,SweetSixteen,9,100.0,67.41,36.58,15.2,7.0,3.24,1.5,65.66666666666667
13,Tennessee,west,5,100.0,65.08,36.32,17.16,7.8,3.58,1.45,67.96551724137932
14,Louisville,south,6,100.0,73.63,43.88,20.02,9.48,4.29,1.38,71.46376811594203
15,Alabama,SweetSixteen,14,100.0,63.91,37.88,17.5,8.35,2.84,1.02,97.03921568627452
16,Vanderbilt,east,5,100.0,66.84,41.28,16.07,7.35,2.63,0.91,108.89010989010988
17,Kansas,SweetSixteen,15,100.0,65.5,36.92,17.97,7.14,3.4,0.9,110.1111111111111
18,Virginia,SweetSixteen,2,100.0,64.01,33.53,15.17,6.39,3.68,0.84,118.04761904761905
19,Wisconsin,east,6,100.0,54.06,29.37,13.49,5.01,2.04,0.78,127.2051282051282
20,St. John's,west,6,100.0,62.63,34.07,15.84,5.02,1.67,0.68,146.05882352941174
21,Nebraska,SweetSixteen,13,100.0,64.14,33.14,11.29,5.91,1.75,0.66,150.5151515151515
22,Iowa,midwest,8,100.0,49.21,27.74,14.33,5.76,2.2,0.64,155.25
23,Ohio St.,midwest,10,100.0,49.05,16.59,8.17,4.42,1.6,0.61,162.9344262295082
24,North Carolina,midwest,5,100.0,64.37,33.35,14.51,5.75,1.63,0.47,211.76595744680853
25,Kentucky,midwest,6,100.0,46.45,20.6,8.11,4.19,1.81,0.43,231.5581395348837
26,Saint Mary's,west,7,100.0,58.49,26.5,12.64,4.61,1.36,0.41,242.90243902439028
27,Clemson,east,9,100.0,50.87,15.66,9.2,3.49,1.07,0.4,248.99999999999997
28,Georgia,east,7,100.0,56.98,24.25,13.9,4.17,1.45,0.39,255.4102564102564
29,Utah St.,south,10,100.0,47.9,20.7,10.68,3.31,1.47,0.38,262.15789473684214
30,Texas,south,9,100.0,42.73,14.78,6.32,2.71,1.3,0.37,269.27027027027026
31,N.C. State,midwest,9,100.0,50.79,20.32,10.19,3.53,1.32,0.28,356.1428571428571
32,UCLA,west,8,100.0,48.69,13.49,5.18,2.0,0.56,0.26,383.6153846153846
33,Cincinnati,west,11,100.0,37.37,16.03,5.6,2.18,0.61,0.24,415.6666666666667
34,Villanova,south,8,100.0,57.27,17.25,6.84,2.65,1.06,0.2,498.99999999999994
35,BYU,midwest,7,100.0,50.95,18.2,9.13,2.97,0.85,0.2,498.99999999999994
36,Indiana,east,11,100.0,45.94,22.61,8.79,2.74,0.67,0.2,498.99999999999994
37,Miami FL,south,7,100.0,52.1,17.26,7.63,2.11,0.82,0.18,554.5555555555555
38,Texas A&M,west,10,100.0,41.51,15.64,7.39,2.01,0.67,0.16,624.0
39,Saint Louis,east,8,100.0,49.13,11.28,5.47,2.11,0.39,0.1,999.0
40,South Florida,south,12,100.0,41.66,17.6,3.51,1.16,0.52,0.09,1110.111111111111
41,UCF,east,10,100.0,43.02,18.68,6.24,2.26,0.42,0.09,1110.111111111111
42,Missouri,midwest,11,100.0,53.55,20.51,8.25,2.59,0.59,0.08,1249.0
43,TCU,west,9,100.0,51.31,13.92,4.39,1.27,0.16,0.05,1999.0
44,McNeese St.,midwest,12,100.0,35.63,13.16,4.68,1.15,0.16,0.05,1999.0
45,Belmont,west,12,100.0,34.92,16.4,3.12,0.6,0.14,0.04,2499.0
46,Miami OH,south,11,100.0,26.37,13.03,2.06,0.82,0.3,0.02,4999.0
47,UNC Wilmington,south,13,100.0,34.5,9.91,1.9,0.31,0.06,0.01,9999.0
48,Yale,east,12,100.0,33.16,12.15,1.42,0.33,0.05,0.01,9999.0
49,Navy,west,14,100.0,26.72,8.28,1.42,0.14,0.03,0.01,9999.0
50,East Tennessee St.,midwest,15,100.0,20.5,7.15,1.15,0.43,0.02,0.01,9999.0
51,Austin Peay,south,15,100.0,19.82,4.74,1.26,0.12,0.01,0.01,9999.0
52,Arkansas St.,east,15,100.0,28.19,7.21,2.88,0.47,0.22,0.0,0.0
53,Liberty,midwest,13,100.0,36.09,15.61,4.45,0.85,0.18,0.0,0.0
54,Hawaii,midwest,14,100.0,28.27,11.78,2.78,0.63,0.1,0.0,0.0
55,High Point,east,13,100.0,35.86,13.43,1.89,0.74,0.05,0.0,0.0
56,Tennessee St.,east,16,100.0,17.15,3.23,0.89,0.04,0.04,0.0,0.0
57,Northern Colorado,east,14,100.0,28.52,8.38,2.18,0.52,0.03,0.0,0.0
58,Bethune Cookman,west,16,100.0,9.45,2.35,0.81,0.13,0.03,0.0,0.0
59,UMBC,midwest,16,100.0,31.92,5.91,1.27,0.36,0.02,0.0,0.0
60,North Dakota St.,south,14,100.0,35.99,9.56,1.87,0.05,0.02,0.0,0.0
61,Utah Valley,west,13,100.0,32.59,10.7,2.06,0.4,0.01,0.0,0.0
62,Merrimack,south,16,100.0,15.41,4.36,1.07,0.01,0.01,0.0,0.0
63,Robert Morris,west,15,100.0,21.98,3.69,0.72,0.03,0.0,0.0,0.0
