,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,83.74,65.33,52.26,35.76,26.12,18.32,4.458515283842795
1,Duke,FinalFour,1,100.0,78.18,54.72,37.77,26.55,13.87,8.09,11.360939431396785
2,Illinois,EliteEight,13,100.0,74.12,53.24,36.11,23.5,14.32,8.06,11.406947890818858
3,Arizona,FinalFour,9,100.0,72.87,53.74,35.66,22.56,13.42,7.46,12.404825737265416
4,Houston,EliteEight,9,100.0,69.11,43.58,26.63,17.12,11.23,6.51,14.360983102918587
5,Iowa St.,EliteEight,12,100.0,80.39,48.76,30.94,17.84,10.63,5.5,17.181818181818183
6,Connecticut,FinalFour,8,100.0,74.37,49.22,30.97,18.6,10.84,5.32,17.79699248120301
7,Florida,SweetSixteen,14,100.0,74.22,44.16,26.37,16.46,9.4,4.95,19.2020202020202
8,Purdue,SweetSixteen,4,100.0,74.12,49.36,30.42,14.61,8.89,4.77,19.964360587002098
9,Vanderbilt,SweetSixteen,15,100.0,66.47,38.58,24.71,13.13,6.91,3.1,31.258064516129032
10,Michigan St.,SweetSixteen,8,100.0,76.41,46.77,28.41,14.47,5.84,2.67,36.453183520599254
11,Alabama,SweetSixteen,9,100.0,61.4,31.59,18.04,10.95,4.25,2.15,45.51162790697674
12,Gonzaga,SweetSixteen,3,100.0,76.19,41.58,21.11,9.78,4.97,2.05,47.78048780487806
13,Louisville,south,6,100.0,64.65,38.3,20.07,9.68,4.34,1.86,52.76344086021505
14,Nebraska,EliteEight,16,100.0,68.48,39.84,21.28,9.45,4.02,1.82,53.94505494505495
15,Kansas,SweetSixteen,13,100.0,62.68,29.83,12.67,6.16,3.48,1.65,59.60606060606061
16,Virginia,SweetSixteen,2,100.0,64.01,37.09,19.83,8.21,3.82,1.46,67.4931506849315
17,Tennessee,midwest,5,100.0,53.74,31.28,15.27,8.41,3.52,1.31,75.33587786259541
18,St. John's,west,6,100.0,58.67,31.5,19.59,8.25,3.33,1.17,84.47008547008548
19,Texas Tech,west,5,100.0,64.04,37.55,14.7,7.65,2.93,1.13,87.49557522123895
20,Saint Louis,midwest,6,100.0,54.03,29.01,13.38,5.74,2.67,1.12,88.28571428571428
21,North Carolina,east,5,100.0,58.17,36.39,10.83,4.96,2.03,0.93,106.5268817204301
22,Iowa,midwest,7,100.0,49.2,24.6,12.1,5.41,2.03,0.8,124.0
23,Saint Mary's,east,10,100.0,45.09,23.49,11.38,4.66,1.96,0.72,137.88888888888889
24,Arkansas,south,5,100.0,57.42,32.83,15.66,6.63,2.44,0.71,139.84507042253523
25,Auburn,midwest,8,100.0,60.1,26.06,12.53,5.92,2.4,0.64,155.25
26,Clemson,east,7,100.0,54.91,25.3,12.17,4.69,1.75,0.63,157.73015873015873
27,Georgia,west,9,100.0,47.86,18.6,8.88,4.58,1.73,0.55,180.8181818181818
28,Indiana,east,9,100.0,48.28,14.89,8.31,2.85,1.29,0.54,184.18518518518516
29,N.C. State,east,8,100.0,51.72,17.68,8.51,2.74,1.48,0.49,203.08163265306123
30,BYU,west,7,100.0,50.95,25.24,10.7,4.29,1.28,0.47,211.76595744680853
31,Wisconsin,midwest,10,100.0,50.8,23.0,12.71,4.15,1.33,0.36,276.77777777777777
32,UCLA,west,10,100.0,49.05,24.09,9.82,3.71,1.16,0.36,276.77777777777777
33,Utah St.,south,7,100.0,51.42,21.74,9.27,4.09,1.37,0.35,284.7142857142857
34,Texas A&M,west,8,100.0,52.14,22.17,11.05,4.17,1.12,0.35,284.7142857142857
35,Villanova,south,8,100.0,56.11,22.01,9.29,4.04,1.35,0.32,311.5
36,Kentucky,east,6,100.0,52.29,22.67,8.8,2.51,0.64,0.26,383.6153846153846
37,Texas,midwest,9,100.0,39.9,16.64,6.5,2.16,0.91,0.23,433.78260869565213
38,SMU,south,9,100.0,43.89,18.34,7.37,2.72,0.85,0.2,498.99999999999994
