,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,85.88,68.98,51.6,38.62,26.59,17.6,4.681818181818182
1,Illinois,EliteEight,13,100.0,82.16,65.78,47.05,30.27,19.34,11.76,7.503401360544218
2,Duke,FinalFour,1,100.0,80.26,58.46,37.83,25.16,14.76,8.87,10.273957158962796
3,Arizona,FinalFour,9,100.0,84.56,57.21,36.55,22.1,14.31,7.75,11.903225806451612
4,Florida,EliteEight,16,100.0,80.1,55.08,37.4,21.25,11.32,5.96,15.778523489932887
5,Houston,SweetSixteen,3,100.0,74.0,51.91,33.34,22.53,12.11,5.95,15.80672268907563
6,Purdue,EliteEight,12,100.0,73.51,44.24,26.62,17.42,8.57,4.41,21.675736961451246
7,Connecticut,FinalFour,8,100.0,77.62,51.69,33.69,18.08,9.51,4.39,21.779043280182233
8,Iowa St.,EliteEight,9,100.0,71.92,43.46,26.52,13.44,6.89,3.66,26.3224043715847
9,Vanderbilt,east,5,100.0,62.76,38.5,16.65,9.98,5.72,2.89,33.602076124567475
10,Texas Tech,SweetSixteen,9,100.0,66.16,42.51,23.7,12.71,5.32,2.29,42.66812227074235
11,Michigan St.,SweetSixteen,14,100.0,61.28,40.3,22.58,10.99,4.89,2.24,43.64285714285714
12,Virginia,SweetSixteen,4,100.0,71.75,45.36,26.51,10.02,4.47,1.94,50.54639175257732
13,Alabama,SweetSixteen,15,100.0,72.15,43.98,22.52,10.27,4.5,1.89,51.91005291005291
14,Louisville,south,6,100.0,56.44,32.47,12.67,6.72,3.51,1.73,56.80346820809248
15,Kansas,SweetSixteen,2,100.0,73.22,38.09,19.97,8.86,4.08,1.68,58.52380952380952
16,Gonzaga,SweetSixteen,13,100.0,64.81,33.08,13.21,6.79,3.26,1.48,66.56756756756756
17,Arkansas,south,5,100.0,61.0,31.44,15.75,6.48,3.18,1.36,72.52941176470588
18,Nebraska,SweetSixteen,8,100.0,61.31,36.22,15.95,6.6,2.71,1.3,75.92307692307692
