,commence_time,DraftKings,BetMGM spreads,FanDuel,BetOnline.ag spreads,BetRivers spreads,AWAY,HOME,date_x,match,teams,muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,Date_zero,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,VegasSpread,VegasTotal,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff,LeagueTempo,LeagueOE,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,Team,TRank_Tm_AdjEM,TRank_Tm_AdjOE,TRank_Tm_AdjDE,TRank_Tm_AdjT,TRank_Opp_AdjEM,TRank_Opp_AdjOE,TRank_Opp_AdjDE,TRank_Opp_AdjT,Team_y,MG_Tm_AdjT,MG_ATS_Tm_net_eff,MG_Tm_AdjEM,MG_Tm_AdjOE,MG_Tm_AdjDE,MG_Opp_AdjT,MG_ATS_Opp_net_eff,MG_Opp_AdjEM,MG_Opp_AdjOE,MG_Opp_AdjDE,Pomeroy_Tm_Score,Pomeroy_Opp_Score,Pomeroy_OverUnder,Pomeroy_PointDiff,Pomeroy_GameTempo,TRank_Tm_Score,TRank_Opp_Score,TRank_OverUnder,TRank_PointDiff,TRank_GameTempo,MG_Tm_Score,MG_Opp_Score,MG_OverUnder,MG_PointDiff,MG_GameTempo,MG_ATS_PointDiff,MG_ATS_GameTempo,Daily_Reg_PointDiff,Daily_Reg_GameTempo,away_team_y,home_team_y,date_y,VegasImpliedWinPercent,MG_ATS_ImpliedWinPercent,Dif_from_Vegas,Pt_Spread_Difference,Pomeroy_PointDiffSelection,MG_ATS_PointDiffSelection,Both
0,2024-01-20 13:00:00-06:00,-5.5,-5.5,-5.5,-5.5,-5.5,Alabama,Tennessee,01/20/2024,True,Alabama vs Tennessee,AlabamaTennessee1-20,2024-01-20,SEC at SEC,5 Alabama at 6 Tennessee,"Tennessee -3.1, 84-81 (61%)",93.05223085817794,1,H,Alabama,01/20/2024,126.88401178007216,101.38278603393938,0.9295800104159048,0.3922238874327539,80.65621777882686,Tennessee,119.27201664882286,91.73940483310648,0.9533909124335924,0.6077761125672461,83.78722689816334,73.68283005705644,Alabama,0,,,,,,,,,,,,,,,,,0.2460260050102203,0.4790871724772067,738905,,,,5,6,,,,-3.1310091193364826,164.4434446769902,3.6,-2.0,7.6,4.0,71.2,101.4,20240120,25.599999999999994,126.1,100.5,71.9,26.200000000000003,118.0,91.8,69.8,,,,,,Alabama,28.473000000000013,128.555,100.082,72.0396,24.793300000000002,117.741,92.9477,69.737,Alabama,72.64427005972398,33.435490630965425,28.17148979505818,125.5933224103492,97.421832615291,70.56442910631478,24.390179199691357,23.216626671139878,112.77671487395669,89.56008820281683,78.23083433315288,84.75988200016853,162.99071633332142,-6.5290476670156465,70.48623595505617,80.83474169621516,84.30944110160215,165.1441827978173,-3.4746994053869855,70.55934810674155,77.6433275655042,80.20859195436073,157.8519195198649,-2.5652643888565336,71.99580680631148,3.9135135470122577,71.99580680631148,0.4590452641970444,71.99580680631148,Alabama Crimson Tide,Tennessee Volunteers,01/20/2024,69.97944856925476,35.468007128292314,-34.51144144096244,9.413513547012258,Tennessee,Alabama,0
1,2024-01-20 13:00:00-06:00,-4.5,-4.5,-4.5,-4.5,-4.5,Iowa St.,TCU,01/20/2024,True,Iowa St. vs TCU,Iowa St.TCU1-20,2024-01-20,B12 at B12,10 Iowa St. at 28 TCU,"TCU -0.2, 77-76 (51%)",91.10694548811014,1,H,Iowa St.,01/20/2024,112.98715973072254,93.21595732488537,0.9013295528687708,0.4936270205108291,75.7905129912634,TCU,118.8427231260196,97.82976705989174,0.90357370696281,0.5063729794891709,75.9587124140941,72.91317349143269,Iowa St.,0,,,,,,,,,,,,,,,,,0.4159868302431766,0.570641786603464,738905,,,,10,28,,,,-0.16819942283069622,151.7492254053575,-5.8,-6.1,6.8,12.6,71.2,101.4,20240120,22.10000000000001,114.4,92.3,69.0,18.89999999999999,116.6,97.7,71.6,,,,,,Iowa St.,22.455299999999994,114.475,92.0197,69.2914,18.199699999999993,117.318,99.1183,71.7455,Iowa St.,70.16195874052332,30.04812140700612,25.26519159272002,113.90838855280342,88.64319696008346,72.31487363012688,16.28830016630171,16.338252518270373,114.32809481102109,97.98984229275071,74.35643893898703,75.72169481602245,150.07813375500947,-1.3652558770354233,69.3876404494382,75.95815038105478,76.43238785780066,152.39053823885544,-0.4742374767458841,69.82227722893259,76.26091020785476,73.22943358338529,149.49034379124004,3.0314766244694766,71.26057837026853,7.347757576344378,71.26057837026853,-6.321953470696741,71.26057837026853,Iowa State Cyclones,texas christian horned frogs,01/20/2024,66.58824291023754,24.203034345570295,-42.385208564667245,11.847757576344378,Iowa St.,Iowa St.,1
2,2024-01-20 11:00:00-06:00,-1.5,,-1.5,-1.5,-2.0,Marquette,St. John's,01/20/2024,True,Marquette vs St. John's,MarquetteSt. John's1-20,2024-01-20,BE at BE,13 Marquette at 25 St. John's,"St. John's -1.9, 77-75 (57%)",85.69675183176727,1,H,Marquette,01/20/2024,114.35173968941852,96.00819188710648,0.8819184977074409,0.4289665089227309,75.45858533666929,St. John's,118.37663288406291,96.94561635229508,0.9086111358982996,0.5710334910772691,77.35920183353876,72.38173217674021,Marquette,0,,,,,,,,,,,,,,,,,0.4016764530097164,0.6191238351336291,738905,,,,13,25,,,,-1.9006164968694748,152.81778717020805,-7.4,2.4,-4.4,3.0,71.2,101.4,20240120,21.200000000000003,116.2,95.0,70.4,16.0,115.9,99.9,70.2,,,,,,Marquette,21.081900000000005,115.858,94.7761,70.3823,18.634500000000003,116.857,98.2225,70.1187,Marquette,70.83213450120878,17.411696773167904,19.170542522052664,112.36014474201197,93.18960221995931,70.92167891854571,19.648860071113077,17.781514071538414,113.62493153921731,95.8434174676789,77.2533406842192,77.49519472719102,154.74853541141022,-0.24185404297182345,69.41123595505618,75.62583848306909,77.84107739511123,153.46691587818032,-2.215238912042139,69.31341824452248,72.8483634036678,75.75449217458575,148.60285557825355,-2.9061287709179453,70.55525140744344,-3.920057595431416,70.55525140744344,-7.182806814283381,70.55525140744344,Marquette Golden Eagles,St Johns Red Storm,01/20/2024,55.67984968164682,64.5551855754427,8.875335893795885,-2.420057595431416,Marquette,St. John's,0
3,2024-01-20 17:00:00-06:00,-2.0,,-2.5,-2.0,-2.5,BYU,Texas Tech,01/20/2024,True,BYU vs Texas Tech,BYUTexas Tech1-20,2024-01-20,B12 at B12,7 BYU at 32 Texas Tech,"BYU -1.4, 73-72 (56%)",84.52871866356294,1,H,BYU,01/20/2024,117.88169078547006,95.9729532644292,0.9140856565861468,0.55645643328764,73.45114339443323,Texas Tech,119.46085105895624,99.19570755870156,0.8945213907875089,0.4435435667123599,72.0167947401029,66.79602062161925,BYU,0,,,,,,,,,,,,,,,,,0.440416521471451,0.532947708206975,738905,,,,7,32,,,,1.4343486543303356,145.46793813453613,-8.8,3.8,-3.3,5.5,71.2,101.4,20240120,25.0,119.2,94.2,69.1,16.89999999999999,116.3,99.4,66.1,,,,,,BYU,24.692700000000002,119.434,94.7413,69.0501,17.426000000000002,117.928,100.502,65.956,BYU,69.9728147620301,33.6492964824735,26.50173738354011,118.95875524849679,92.45701786495671,67.32139718970076,20.855747171422898,18.39810800224795,114.00538398974756,95.60727598749963,72.87490941149609,71.26365383155111,144.1385632430472,1.6112555799449808,64.1504213483146,73.61345210040841,72.46576067855898,146.0792127789674,1.14769142184943,63.964443758426974,72.14491103543205,70.71404323190932,142.85895426734135,1.4308678035227302,66.16106257129192,6.106982788267999,66.16106257129192,-7.695060865541819,66.16106257129192,Brigham Young Cougars,Texas Tech Red Raiders,01/20/2024,59.409638599828355,28.04122071797369,-31.368417881854665,8.606982788267999,BYU,BYU,1
4,2024-01-20 11:00:00-06:00,-2.5,-2.5,-1.5,-2.5,-3.0,Baylor,Texas,01/20/2024,True,Baylor vs Texas,BaylorTexas1-20,2024-01-20,B12 at B12,21 Baylor at 47 Texas,"Texas -0.6, 76-75 (52%)",82.08688886976589,1,H,Baylor,01/20/2024,118.9272073024631,101.86593729628972,0.8557982047366971,0.4782638373152369,74.75852753417647,Texas,116.82519924618228,99.31132645732433,0.8662058798439688,0.5217361626847631,75.32623337800116,67.30882369277613,Baylor,0,,,,,,,,,,,,,,,,,0.5076215159620486,0.671667066040411,738905,,,,21,47,,,,-0.5677058438246974,150.08476091217761,-5.0,-0.1,-4.0,1.0,71.2,101.4,20240120,22.0,121.0,99.0,67.6,14.5,115.1,100.6,67.8,,,,,,Baylor,19.935000000000002,120.494,100.559,67.6696,14.706999999999994,115.326,100.619,67.8183,Baylor,68.38284908004952,27.29298097900171,23.2832233190499,117.91333189083558,94.6301085717857,68.92899121568725,10.579150321774474,14.2977608023222,111.87350082433083,97.57574002200869,75.12692653622472,74.37806392388761,149.5049904601123,0.7488626123371063,64.37191011235954,74.92414716998003,75.7960624301795,150.72020960015954,-0.8719152601994722,64.4555791247191,73.02805939581503,71.06628970708705,144.09434910290207,1.9617696887279834,66.2016966789663,8.860184059268192,66.2016966789663,-5.13592762835421,66.2016966789663,Baylor Bears,Texas Longhorns,01/20/2024,55.67984968164682,19.938302785457008,-35.74154689618982,10.360184059268192,Baylor,Baylor,1
5,2024-01-20 19:00:00-06:00,4.0,,4.5,4.0,3.5,Connecticut,Villanova,01/20/2024,True,Connecticut vs Villanova,ConnecticutVillanova1-20,2024-01-20,BE at BE,8 Connecticut at 35 Villanova,"Connecticut -1.5, 69-68 (56%)",81.14001356056144,1,H,Connecticut,01/20/2024,121.98627912303456,99.31824703895744,0.914053296647098,0.562655828388502,69.12474951030258,Villanova,115.93805454108568,96.48477914031268,0.8920846443232088,0.4373441716114979,67.62679930246875,62.45325011570864,Connecticut,0,,,,,,,,,,,,,,,,,0.4467267223288745,0.5330502557456661,738905,,,,8,35,,,,1.4979502078338243,136.75154881277132,5.9,8.4,0.1,-5.8,71.2,101.4,20240120,26.299999999999997,123.3,97.0,64.9,17.700000000000003,115.7,98.0,65.4,,,,,,Connecticut,25.549300000000002,123.593,98.0437,65.1143,16.6944,114.45,97.7556,65.3953,Connecticut,66.03056530921408,23.917520638750872,24.190419176479846,120.6182026378502,96.4277834613704,65.9211435331424,12.007240378047523,13.88942886213715,110.38538280504378,96.49595394290665,69.06332426446733,67.83994696050001,136.90327122496734,1.223377303967311,59.61320224719102,69.27783602826918,68.04815636740989,137.32599239567907,1.22967966085929,59.805746949297756,68.2224930287961,65.98442875937043,134.20692178816654,2.2380642694256636,61.134977153416216,5.262091433832637,61.134977153416216,1.9439700035243206,61.134977153416216,Connecticut Huskies,Villanova Wildcats,01/20/2024,33.41175708976246,30.8132229359112,-2.5985341538512614,0.7620914338326372,Villanova,Connecticut,0
6,2024-01-20 12:00:00-06:00,1.0,1.5,1.5,1.0,1.0,San Diego St.,Boise St.,01/20/2024,True,San Diego St. vs Boise St.,San Diego St.Boise St.1-20,2024-01-20,MWC at MWC,23 San Diego St. at 44 Boise St.,"Boise St. -0.9, 69-68 (54%)",79.90063283442319,1,H,San Diego St.,01/20/2024,112.72989095944158,96.9094156810188,0.8505607876596776,0.4611521798580019,67.56573269252905,Boise St.,111.05492017252878,94.1856046544725,0.8692917745454206,0.5388478201419982,68.48676502882024,67.6696825047447,San Diego St.,0,,,,,,,,,,,,,,,,,0.5008993903015367,0.6808214451448324,738905,,,,23,44,,,,-0.9210323362911907,136.0524977213493,-1.8,2.6,1.0,2.7,71.2,101.4,20240120,19.299999999999997,114.8,95.5,67.6,13.400000000000006,109.4,96.0,68.4,,,,,,San Diego St.,18.5492,114.215,95.6658,67.7664,14.20389999999999,109.63,95.4261,68.0844,San Diego St.,68.85777174184643,20.37566372872185,18.378857787343733,111.25800519954888,92.87914741220519,68.84828243609556,16.43627100787796,13.920167848054392,108.32222754306888,94.40205969501449,68.62017163793256,68.79889336004493,137.4190649979775,-0.17872172211237114,64.94157303370785,67.71552184981371,68.91378642050003,136.62930827031374,-1.1982645706863195,64.80104893483146,67.04936902959356,67.92659403572515,134.9759630653187,-0.8772250061315816,66.58341737082644,0.4154975927410476,66.58341737082644,-3.030743991885288,66.58341737082644,San Diego St Aztecs,Boise St Broncos,01/20/2024,44.32015031835318,48.421749453481944,4.101599135128765,-1.0845024072589524,Boise St.,Boise St.,1
7,2024-01-20 12:00:00-06:00,-3.5,-3.5,-3.5,-3.5,-4.0,Oklahoma,Cincinnati,01/20/2024,True,Oklahoma vs Cincinnati,OklahomaCincinnati1-20,2024-01-20,B12 at B12,24 Oklahoma at 41 Cincinnati,"Cincinnati -1.7, 71-69 (57%)",79.27259302353178,1,H,Oklahoma,01/20/2024,112.60273144163712,96.94372542066137,0.8483806234800196,0.4308797775124665,69.03940238536394,Cincinnati,112.77953045121554,94.7747283218022,0.8808200372664418,0.5691202224875335,70.73030599786921,68.7934064652689,Oklahoma,0,,,,,,,,,,,,,,,,,0.4745445643070996,0.6845150107434095,738905,,,,24,41,,,,-1.6909036125052666,139.76970838323314,-1.2,-2.0,-5.3,-4.0,71.2,101.4,20240120,19.5,115.0,95.5,68.0,17.69999999999999,113.1,95.4,68.8,,,,,,Oklahoma,18.386399999999995,114.086,95.6996,68.0921,15.308999999999997,111.332,96.023,68.884,Oklahoma,69.2645977658726,19.446100140543273,17.4651637723482,111.5112008620836,94.04603708973544,69.81929225356392,19.66573754551107,16.079070838935134,110.00088788470883,93.92181704577371,69.11613547854529,71.96499321977524,141.08112869832053,-2.848857741229949,65.70786516853931,69.19243132544466,71.17101854747212,140.36344987291676,-1.978587222027457,65.8771940505618,68.20365024963674,71.24943267623698,139.45308292587373,-3.0457824266002405,67.9214212674299,-2.4228950671395495,67.9214212674299,-2.6963445814744205,67.9214212674299,Oklahoma Sooners,Cincinnati Bearcats,01/20/2024,63.055865981823636,59.124622883252506,-3.93124309857113,1.0771049328604505,Oklahoma,Oklahoma,1
8,2024-01-20 15:00:00-06:00,2.0,,2.5,2.0,2.0,Clemson,Florida St.,01/20/2024,True,Clemson vs Florida St.,ClemsonFlorida St.1-20,2024-01-20,ACC at ACC,33 Clemson at 81 Florida St.,"Clemson -0.8, 77-76 (53%)",78.51243600099858,1,H,Clemson,01/20/2024,119.68374437941496,104.7716474809632,0.8220502693827573,0.5284491350962913,76.57519008118058,Florida St.,110.68283950142114,97.85680688122645,0.8047704237051997,0.4715508649037087,75.8203771554093,69.5269439645382,,0,,,,,,,,,,,,,,,,,0.6182030338294494,0.7243724359934094,738905,,,,33,81,,,,0.7548129257712759,152.3955672365899,-10.6,-16.2,-5.0,5.6,71.2,101.4,20240120,16.0,119.1,103.1,66.7,10.100000000000009,109.4,99.3,71.2,,,,,,Clemson,17.833,121.26,103.427,66.7126,10.116299999999995,109.262,99.1457,71.0581,Clemson,67.8647647152316,18.264579261011974,17.213328161547896,117.70779861377582,100.49447045222787,71.79802101552954,14.232778670204775,11.752880922471974,107.61028489099984,95.85740396852785,75.63150085910415,76.2851098932,151.91661075230417,-0.6536090340958509,66.7,76.74476952313725,76.29261352458076,153.037383047718,0.452155998556492,66.57964328735953,74.03270255732531,75.04309376355758,149.0757963208829,-1.0103912062322706,68.43477251738997,0.5316270305453088,68.43477251738997,-9.17600803822171,68.43477251738997,Clemson Tigers,Florida State Seminoles,01/20/2024,40.590361400171645,47.98097219567774,7.390610795506092,-1.9683729694546912,Florida St.,Florida St.,1
9,2024-01-20 11:00:00-06:00,-1.0,-1.5,-1.5,-1.0,-1.0,Miami FL,Syracuse,01/20/2024,True,Miami FL vs Syracuse,Miami FLSyracuse1-20,2024-01-20,ACC at ACC,50 Miami FL at 80 Syracuse,"Syracuse -1.6, 79-77 (56%)",77.34656593327472,1,H,Miami FL,01/20/2024,114.9296648626086,103.62541779503157,0.7668632657702785,0.4416313001543192,76.93897677134639,Syracuse,107.95242015712934,95.36939773300804,0.8061566180777696,0.5583686998456808,78.5242692562907,74.64427276619395,,0,,,,,,,,,,,,,,,,,0.6161128049002222,0.786821603384017,738905,,,,50,80,,,,-1.5852924849443042,155.46324602763707,-6.0,-10.9,-1.0,4.9,71.2,101.4,20240120,12.0,115.9,103.9,70.9,10.599999999999994,108.0,97.4,71.8,,,,,,Miami FL,14.146999999999991,116.443,102.296,70.9705,9.94149999999999,106.567,96.6255,71.7111,Miami FL,71.35001946055858,15.987217408265996,16.336534968263525,112.95546946963526,96.61893450137177,72.51978900753487,6.511049945686281,6.973126442309517,105.54404862650118,98.57092218419166,77.38360421157553,81.35194558429214,158.73554979586766,-3.9683413727166084,71.49747191011237,77.10903546330266,79.01391898969358,156.12295445299623,-1.9048835263909183,71.47995256390449,77.578717116389,75.1457775405825,152.7244946569715,2.4329395758065004,72.67258928319123,4.622842731918993,72.67258928319123,-6.362194501386256,72.67258928319123,Miami Hurricanes,Syracuse Orange,01/20/2024,55.67984968164682,32.987051641651455,-22.692798039995367,6.122842731918993,Syracuse,Miami FL,0
