,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,85.68,66.72,48.38,36.72,27.38,19.51,4.125576627370578
1,Gonzaga,EliteEight,16,100.0,79.45,61.88,45.08,26.62,14.73,8.34,10.990407673860911
2,Connecticut,EliteEight,12,100.0,69.75,48.1,32.95,20.95,12.22,6.71,13.90312965722802
3,Arizona,FinalFour,9,100.0,69.06,49.98,33.19,20.78,12.0,5.71,16.513134851138354
4,Purdue,SweetSixteen,2,100.0,73.49,53.74,32.07,19.48,11.38,5.41,17.484288354898336
5,Vanderbilt,EliteEight,13,100.0,69.75,38.74,24.58,15.43,9.44,4.79,19.876826722338205
6,Duke,FinalFour,1,100.0,71.85,45.21,29.93,17.25,8.27,4.76,20.008403361344538
7,Houston,SweetSixteen,13,100.0,71.33,45.21,21.59,14.47,8.19,4.64,20.551724137931036
8,Iowa St.,FinalFour,8,100.0,74.18,48.4,30.27,17.01,9.32,4.48,21.32142857142857
9,Alabama,SweetSixteen,14,100.0,65.34,40.72,22.46,13.12,7.31,3.6,26.77777777777778
10,Michigan St.,EliteEight,9,100.0,73.38,43.38,27.46,12.09,6.45,3.3,29.303030303030305
11,Louisville,south,5,100.0,69.85,44.08,23.24,13.69,6.78,3.18,30.44654088050314
12,BYU,SweetSixteen,4,100.0,70.31,46.02,26.15,9.59,5.14,2.55,38.21568627450981
13,St. John's,midwest,8,100.0,63.04,31.38,18.71,10.34,5.13,2.29,42.66812227074235
14,Illinois,SweetSixteen,9,100.0,64.71,35.85,18.66,11.15,4.97,2.27,43.05286343612335
15,Tennessee,west,5,100.0,60.21,34.31,19.54,10.22,4.37,2.16,45.2962962962963
16,Iowa,south,7,100.0,64.9,39.17,18.28,8.73,3.81,1.76,55.81818181818181
17,Kansas,SweetSixteen,15,100.0,55.57,31.73,18.16,8.37,3.8,1.7,57.8235294117647
18,Virginia,midwest,5,100.0,57.84,32.42,15.2,8.22,3.96,1.53,64.359477124183
19,North Carolina,SweetSixteen,8,100.0,70.12,40.41,17.19,10.08,3.52,1.43,68.93006993006993
20,Florida,east,8,100.0,48.77,15.62,10.0,5.48,2.5,1.18,83.7457627118644
21,Georgia,midwest,10,100.0,53.2,24.87,14.04,6.6,2.52,1.0,99.0
22,Nebraska,SweetSixteen,3,100.0,62.46,32.74,15.57,7.58,2.8,0.93,106.5268817204301
23,UCLA,west,9,100.0,54.08,27.82,14.24,5.7,2.11,0.88,112.63636363636364
24,Arkansas,east,5,100.0,55.25,25.32,7.77,3.92,1.35,0.64,155.25
25,Texas Tech,west,6,100.0,65.78,35.43,16.44,7.17,2.22,0.57,174.4385964912281
26,Ohio St.,midwest,11,100.0,49.47,26.61,11.64,5.0,1.97,0.54,184.18518518518516
27,Auburn,midwest,6,100.0,50.53,27.42,11.85,4.62,1.45,0.44,226.27272727272728
28,Clemson,east,6,100.0,48.05,22.86,10.72,4.0,1.29,0.43,231.5581395348837
29,Saint Louis,east,11,100.0,51.95,20.19,9.74,3.36,1.16,0.39,255.4102564102564
