,away_team_x,home_team_x,commence_time,DraftKings,BetMGM spreads,Caesars spreads,FanDuel,BetOnline.ag spreads,BetRivers spreads,teams,date,muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,Date_zero,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,AWAY,HOME,VegasSpread,VegasTotal,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff,LeagueTempo,LeagueOE,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,Team,TRank_Tm_AdjEM,TRank_Tm_AdjOE,TRank_Tm_AdjDE,TRank_Tm_AdjT,TRank_Opp_AdjEM,TRank_Opp_AdjOE,TRank_Opp_AdjDE,TRank_Opp_AdjT,Team_y,MG_Tm_AdjT,MG_ATS_Tm_net_eff,MG_Tm_AdjEM,MG_Tm_AdjOE,MG_Tm_AdjDE,MG_Opp_AdjT,MG_ATS_Opp_net_eff,MG_Opp_AdjEM,MG_Opp_AdjOE,MG_Opp_AdjDE,Pomeroy_Tm_Score,Pomeroy_Opp_Score,Pomeroy_OverUnder,Pomeroy_PointDiff,Pomeroy_GameTempo,TRank_Tm_Score,TRank_Opp_Score,TRank_OverUnder,TRank_PointDiff,TRank_GameTempo,MG_Tm_Score,MG_Opp_Score,MG_OverUnder,MG_PointDiff,MG_GameTempo,MG_ATS_PointDiff,MG_ATS_GameTempo,Daily_Reg_PointDiff,Daily_Reg_GameTempo,away_team_y,home_team_y,VegasImpliedWinPercent,MG_ATS_ImpliedWinPercent,Dif_from_Vegas
0,Duquesne Dukes,Bradley Braves,2023-12-18 18:00:00-06:00,3.5,3.5,4.0,3.5,3.5,3.5,Duquesne Dukes vs Bradley Braves,12/18/2023,BradleyDuquesne12-18,2023-12-18 00:00:00,MVC vs. A10,120 Bradley vs. 60 Duquesne,"Duquesne -4.8, 73-68 (69%)",58.42745312157146,0,N,Bradley,12/18/2023,105.27467655549488,100.60044985491676,0.6276821496543186,0.3146632357700107,68.45195589505404,Duquesne,113.2776669009643,101.16352471811123,0.7859516498006827,0.6853367642299892,73.24571316062602,67.19934088471318,,0,,,,,,,,,,,,,,,,,0.7102361472417417,0.8422331540035154,738872,,,,120,60,,,,Bradley,Duquesne,-4.793757265571983,141.69766905568008,-16.5,-13.7,-14.9,1.7,71.2,101.4,20231218,3.799999999999997,105.2,101.4,67.2,9.700000000000003,111.9,102.2,68.4,,,,,,Bradley,4.675000000000011,105.275,100.6,67.2605,12.114000000000004,113.278,101.164,68.8787,Bradley,68.2313019646096,1.1661472888843614,3.719895878632525,103.69322337844908,99.97332749981656,69.12553355958954,10.381777341074313,9.440357941615401,111.24107237703006,101.80071443541468,68.45009603084901,72.23962247191011,140.68971850275912,-3.789526441061099,64.55730337078651,68.34052764151753,73.12580128141373,141.46632892293127,-4.785273639896204,65.0676376594101,68.96129481852012,72.65299473671827,141.61428955523837,-3.691699918198154,66.24333081136389,-6.104740301823654,66.24333081136389,-10.99639291468641,66.24333081136389,Bradley Braves,Duquesne Dukes,36.944134018176364,71.95158444015956,35.0074504219832
1,Murray St Racers,Arkansas-Little Rock Trojans,2023-12-18 18:30:00-06:00,1.5,1.5,1.0,1.5,1.5,1.0,Murray St Racers vs Arkansas-Little Rock Trojans,12/18/2023,Murray St.Little Rock12-18,2023-12-18 00:00:00,MVC at OVC,178 Murray St. at 254 Little Rock,"Murray St. -0.0, 78-77 (50%)",54.35980569674689,0,H,Murray St.,12/18/2023,107.07570378469164,110.90384400297393,0.4003598920590853,0.5013148836551946,77.1470929263087,Little Rock,108.00574969039772,111.9183149960956,0.3990978872253836,0.4986851163448054,77.11181762470997,67.30610904590476,,0,,,,,,,,,,,,,,,,,0.909499096429986,0.9478722035023858,738872,,,,178,254,,,,Murray St.,Little Rock,0.03527530159873038,154.2589105510187,-1.2,-1.0,-4.3,-3.0,71.2,101.4,20231218,-1.2000000000000028,109.5,110.7,64.7,-5.599999999999994,106.7,112.3,71.2,,,,,,Murray St.,-0.9949999999999903,108.486,109.481,65.2718,-6.771999999999991,106.62,113.392,71.09,Murray St.,64.97131067234679,-2.4283829418466922,-0.8644912771567823,111.11602321533994,111.98051449249672,71.11453596621637,-3.38791063007022,-4.7335102098799124,106.36194703915218,111.09545724903211,76.2805878061361,77.49153718020001,153.7721249863361,-1.2109493740639152,64.7,76.86455139722302,77.13819969457946,154.00275109180248,-0.2736482973564307,65.17095873595505,76.80489156048017,78.37304258039009,155.17793414087026,-1.5681510199099193,64.89332316826999,-1.1415022385270888,64.89332316826999,-2.594305273621096,64.89332316826999,Murray St Racers,Little Rock Trojans,44.32015031835318,54.328552922294946,10.008402603941768
2,Portland St Vikings,Fresno St Bulldogs,2023-12-18 21:00:00-06:00,-4.0,-4.5,-4.0,-4.5,-4.0,-4.5,Portland St Vikings vs Fresno St Bulldogs,12/18/2023,Portland St.Fresno St.12-18,2023-12-18 00:00:00,BSky at MWC,163 Portland St. at 152 Fresno St.,"Fresno St. -4.2, 72-68 (67%)",49.71266779597232,0,H,Portland St.,12/18/2023,101.71790265081744,104.2149008590712,0.4307245304364147,0.3325611025788706,67.64977911403652,Fresno St.,106.01446672176536,102.23267499340685,0.6029395807427497,0.6674388974211294,71.8743970367313,68.01524728526694,,0,,,,,,,,,,,,,,,,,0.814660216379066,0.9413347511194134,738872,,,,163,152,,,,Portland St.,Fresno St.,-4.224617922694776,139.5241761507678,-4.8,-4.9,0.5,5.4,71.2,101.4,20231218,0.5,103.6,103.1,68.3,-0.4000000000000057,103.5,103.9,67.9,,,,,,Portland St.,0.1810000000000116,103.058,102.877,69.3186,1.0750000000000028,104.654,103.579,67.6452,Portland St.,69.08377713023582,6.265073194511716,2.2274512466159924,100.87666064121059,98.6492093945946,68.34764987565815,-7.42243459642793,-2.358818327608867,101.52579471763927,103.88461304524816,67.22048818385612,70.47700734295364,137.69749552680975,-3.2565191590975218,65.13441011235955,67.40251056131711,71.8983382555044,139.3008488168215,-4.495827694187284,65.85773259438203,66.63117399666244,67.34845364569557,133.97962764235803,-0.7172796490331308,66.31620521608647,7.230927263830338,66.31620521608647,-5.161124987147161,66.31620521608647,Portland St Vikings,Fresno St Bulldogs,66.58824291023754,24.551870882605918,-42.03637202763162
3,Southern Miss Golden Eagles,Lamar Cardinals,2023-12-18 19:00:00-06:00,5.0,4.5,5.0,4.5,5.0,4.5,Southern Miss Golden Eagles vs Lamar Cardinals,12/18/2023,Southern MissLamar12-18,2023-12-18 00:00:00,SB at Slnd,199 Southern Miss at 296 Lamar,"Southern Miss -1.9, 77-75 (57%)",47.85591133198114,0,H,Southern Miss,12/18/2023,102.4430655322367,107.6015172485004,0.3623989799575526,0.5721351614698881,77.24801927947678,Lamar,104.21010559148164,112.2584098606482,0.2982730806474162,0.4278648385301119,75.32066254177731,70.22842362897089,,0,,,,,,,,,,,,,,,,,0.9401300619986612,0.9552773889266106,738872,,,,199,296,,,,Southern Miss,Lamar,1.9273567376994691,152.56868182125407,-3.8,-11.3,-6.0,-2.2,71.2,101.4,20231218,-3.9000000000000057,103.0,106.9,67.7,-8.400000000000006,103.6,112.0,71.7,,,,,,Southern Miss,-2.429000000000002,103.792,106.221,67.8987,-10.86399999999999,102.873,113.737,71.3069,Southern Miss,67.82291274209446,-15.11345842318783,-9.681362088658778,100.01574187292424,109.69710396158301,71.72754421822967,-2.3411968616218393,-7.499420670844745,104.99842313652758,112.49784380737235,75.40479315786716,76.5602329732281,151.96502613109527,-1.1554398153609355,68.17542134831461,76.96522552181983,75.34644524599655,152.3116707678164,1.6187802758232834,68.0006434133427,73.7073571825909,79.79915627249198,153.50651345508288,-6.091799089901087,68.32543501008023,-10.472851884707495,68.32543501008023,-4.431041111273721,68.32543501008023,Southern Miss Golden Eagles,Lamar Cardinals,33.41175708976246,84.07183135571414,50.66007426595168
4,UC San Diego Tritons,Sacramento St Hornets,2023-12-18 20:00:00-06:00,-2.0,-1.5,-1.5,-1.5,-2.0,-1.5,UC San Diego Tritons vs Sacramento St Hornets,12/18/2023,UC San DiegoSacramento St.12-18,2023-12-18 00:00:00,BW at BSky,189 UC San Diego at 284 Sacramento St.,"UC San Diego -1.6, 71-69 (57%)",46.32040912012936,0,H,UC San Diego,12/18/2023,104.30158991809654,108.69037912442018,0.383671880172605,0.5654685390034466,70.99811404483277,Sacramento St.,102.30199013639646,109.07644429677534,0.3235777500706223,0.4345314609965534,69.39051290383239,65.24570549005834,,0,,,,,,,,,,,,,,,,,0.9331233128093942,0.9512256778354228,738872,,,,189,284,,,,UC San Diego,Sacramento St.,1.6076011410003872,140.38862694866515,0.1,2.4,2.7,2.6,71.2,101.4,20231218,-4.0,103.8,107.8,65.5,-7.5,101.4,108.9,68.7,,,,,,UC San Diego,-1.6210000000000093,105.675,107.296,66.0167,-9.524000000000001,100.989,110.513,68.1362,UC San Diego,66.04172475948006,1.6324390995160147,-0.3348397602086656,103.55796707998441,103.89280684019307,68.54396593281771,-11.512221914896863,-8.823373109756176,100.80363621104186,109.62700932079805,68.49504440633338,70.0507378750955,138.5457822814289,-1.5556934687621293,63.2001404494382,70.73807327471826,69.41403417015059,140.15210744486885,1.3240391045676745,63.17594205814606,69.20294869995193,67.51608871701565,136.71903741696758,1.6868599829362836,63.578114214302325,6.66487970926066,63.578114214302325,-1.7637840445331534,63.578114214302325,UC San Diego tritons,Sacramento State Hornets,55.67984968164682,26.279559270352948,-29.400290411293874
5,Oakland Golden Grizzlies,Michigan St Spartans,2023-12-18 18:00:00-06:00,-16.5,-16.5,-16.5,-16.5,-16.5,-16.5,Oakland Golden Grizzlies vs Michigan St Spartans,12/18/2023,OaklandMichigan St.12-18,2023-12-18 00:00:00,Horz at B10,134 Oakland at 15 Michigan St.,"Michigan St. -14.4, 75-60 (92%)",44.95482751061395,0,H,Oakland,12/18/2023,105.1262993508381,104.80856552319604,0.5087016820236845,0.0794248218091784,60.48821226282495,Michigan St.,115.06060642538957,92.70034753023994,0.9230834074228,0.9205751781908216,74.85166163725634,64.89407253721889,Oakland,0,,,,,,,,,,,,,,,,,0.3573948807552075,0.9214161326642584,738872,,,,134,15,,,,Oakland,Michigan St.,-14.36344937443139,135.3398739000813,-24.3,-18.5,-23.7,0.6,71.2,101.4,20231218,2.5,106.5,104.0,67.7,19.700000000000003,112.4,92.7,65.7,,,,,,Oakland,3.046999999999997,106.511,103.464,67.9548,19.6627,113.584,93.9213,65.8363,Oakland,68.26762904565838,5.556736784672948,2.6546171642810084,107.6747972784381,105.0201801141571,66.61466298753216,19.80207060820519,19.300955719820006,109.85288559639535,90.55192987657536,59.13154975701446,74.04771308035954,133.179262837374,-14.916163323345081,62.470365168539324,60.267058182367194,74.87725916085775,135.14431734322494,-14.610200978490553,62.83557021404494,59.70797051001501,74.71827631522571,134.42624682524072,-15.010305805210699,63.87113907070779,-11.113806299406761,63.87113907070779,-17.10251942440715,63.87113907070779,Oakland Golden Grizzlies,Michigan St Spartans,94.19584331306726,85.5076596884455,-8.688183624621757
6,Tenn-Martin Skyhawks,Evansville Purple Aces,2023-12-18 19:00:00-06:00,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,Tenn-Martin Skyhawks vs Evansville Purple Aces,12/18/2023,Tennessee MartinEvansville12-18,2023-12-18 00:00:00,OVC at MVC,255 Tennessee Martin at 236 Evansville,"Evansville -5.3, 82-77 (68%)",44.4743653481273,0,H,Tennessee Martin,12/18/2023,102.49818969153336,111.9320268244002,0.2664837591427118,0.3170686213586101,76.79766963363177,Evansville,102.59635111086968,104.80792071910848,0.438990448427327,0.68293137864139,82.09638326419508,74.74200804569273,,0,,,,,,,,,,,,,,,,,0.8950663042224608,0.9709453604125864,738872,,,,255,236,,,,Tennessee Martin,Evansville,-5.298713630563313,158.89405289782684,-5.6,-3.3,-5.2,0.4,71.2,101.4,20231218,-6.599999999999994,104.5,111.1,74.3,-1.5,103.1,104.6,70.3,,,,,,Tennessee Martin,-6.647999999999996,103.848,110.496,73.5958,-4.908000000000001,101.28,106.188,70.0151,Tennessee Martin,74.44720969829781,-2.3854731232247657,-4.648666901187699,106.37592231137631,111.02458921256402,69.90158415688458,9.945286033735293,2.097242967910439,107.06370706871125,104.96646410080083,76.88258817738816,85.20691163177611,162.08949980916427,-8.324323454387951,73.36081460674157,76.51634264038249,82.12454088432892,158.6408835247114,-5.608198243946433,72.37102944634832,78.2465558901502,88.09572947648532,166.3422853666355,-9.849173586335112,73.08957716251122,-11.136363983368028,73.08957716251122,-6.09040828579775,73.08957716251122,Tenn-Martin Skyhawks,Evansville Purple Aces,73.20575054664809,85.5565523950613,12.350801848413212
7,Maine Black Bears,UCF Knights,2023-12-18 18:00:00-06:00,-16.0,-15.5,-16.0,-15.5,-15.5,-16.0,Maine Black Bears vs UCF Knights,12/18/2023,MaineUCF12-18,2023-12-18 00:00:00,AE at B12,221 Maine at 75 UCF,"UCF -12.4, 75-62 (89%)",39.00318974439711,0,H,Maine,12/18/2023,99.48475448892889,105.61005740012897,0.334674994813639,0.1111989961134784,62.48244797012069,UCF,106.5222832382102,94.382883535785,0.8008214347462606,0.8888010038865215,74.86072133349653,69.57212714435452,,0,,,,,,,,,,,,,,,,,0.6240730488606081,0.9602151554676904,738872,,,,221,75,,,,Maine,UCF,-12.37827336337584,137.34316930361723,-6.6,-1.8,6.3,12.9,71.2,101.4,20231218,-3.299999999999997,99.9,103.2,66.2,9.700000000000003,105.7,96.0,72.8,,,,,,Maine,-3.4599999999999937,100.795,104.255,66.3397,9.528999999999996,105.155,95.626,72.3006,Maine,66.53940683677055,-1.638099656923596,-3.00761205915407,99.34441115504488,102.35202321419895,72.59409294045957,15.431604823625422,12.324072393410718,102.14218577278129,89.81811337937056,62.23890900931373,74.86899694349663,137.10790595281037,-12.630087934182896,67.68764044943819,62.25385715497926,74.8859228780342,137.13978003301344,-12.632065723054936,67.36517013792134,58.03947266161549,71.91835557654231,129.9578282381578,-13.87888291492682,67.84224556336478,-13.611063237466794,67.84224556336478,-6.559531039030617,67.84224556336478,Maine Black Bears,Central Florida Knights,93.00536172447475,90.25625028434835,-2.7491114401263985
8,Jacksonville St Gamecocks,Tarleton State Texans,2023-12-18 19:00:00-06:00,-5.0,-4.5,-5.0,-4.5,-5.0,-5.0,Jacksonville St Gamecocks vs Tarleton State Texans,12/18/2023,Jacksonville St.Tarleton St.12-18,2023-12-18 00:00:00,CUSA at WAC,240 Jacksonville St. at 208 Tarleton St.,"Tarleton St. -4.6, 64-60 (70%)",37.86277070424687,0,H,Jacksonville St.,12/18/2023,97.21462798824004,104.84673832058344,0.2954307354919694,0.2978946786996943,59.59814327472342,Tarleton St.,101.69042591311928,101.79490063012042,0.4970478328586624,0.7021053213003057,64.21109549326766,62.9654205468802,,0,,,,,,,,,,,,,,,,,0.8710323642208446,0.9666154591268526,738872,,,,240,208,,,,Jacksonville St.,Tarleton St.,-4.612952218544244,123.80923876799108,16.8,14.0,0.0,-16.8,71.2,101.4,20231218,-3.0999999999999943,99.0,102.1,64.1,-1.0,103.5,104.5,67.2,,,,,,Jacksonville St.,-5.005900000000011,98.4951,103.501,63.9881,-2.7509999999999906,100.385,103.136,67.8395,Jacksonville St.,64.65524456989229,-0.5259980586923811,-2.0232752201913584,97.73780061881007,99.76107583900145,67.9982004259895,-8.1486795240509,-6.731982156568202,101.1174362926916,107.84941844925982,60.00876222680141,64.82631807950561,124.83508030630702,-4.817555852704203,60.498876404494375,59.38033505067685,64.23225717498295,123.6125922256598,-4.8519221243061,60.96798749929775,62.40471855828388,63.16060967797885,125.56532823626273,-0.7558911196949651,61.747756725490234,3.0528874822220757,61.747756725490234,8.78991666538699,61.747756725490234,Jacksonville St Gamecocks,tarleton state texans,66.58824291023754,38.56208094688584,-28.026161963351697
9,Quinnipiac Bobcats,Holy Cross Crusaders,2023-12-18 18:00:00-06:00,6.0,5.5,6.0,5.5,6.0,6.0,Quinnipiac Bobcats vs Holy Cross Crusaders,12/18/2023,QuinnipiacHoly Cross12-18,2023-12-18 00:00:00,MAAC at Pat,241 Quinnipiac at 341 Holy Cross,"Quinnipiac -3.7, 75-71 (64%)",35.88140841131589,0,H,Quinnipiac,12/18/2023,100.80050249628808,108.80757639837904,0.2933782644223816,0.6415685272808006,74.8300871385766,Holy Cross,100.680968865215,114.32195550473722,0.1882821415431164,0.3584314727191994,71.13616237001256,67.89080044366045,,0,,,,,,,,,,,,,,,,,0.9664152030089252,0.9669328365964748,738872,,,,241,341,,,,Quinnipiac,Holy Cross,3.6939247685640453,145.96624950858916,5.5,5.1,2.8,-2.7,71.2,101.4,20231218,-8.5,100.1,108.6,71.4,-19.5,98.5,118.0,65.4,,,,,,Quinnipiac,-5.283000000000001,102.128,107.411,71.1219,-16.439099999999996,99.3889,115.828,65.8094,Quinnipiac,70.79527597864151,-8.126903774988493,-5.2178814632228905,102.0480401357866,107.26592159900949,66.45382114559466,-27.733011276691137,-20.714079991025898,98.35999155496376,119.07407154598965,74.2724801092325,71.13772581441573,145.41020592364822,3.134754294816773,65.58370786516855,74.55650601058115,71.15999136126189,145.71649737184305,3.3965146493192577,65.73721300365168,76.98072392141813,70.69072730454977,147.6714512259679,6.289996616868365,66.07607595277608,11.436543903416329,66.07607595277608,1.7831289856616195,66.07607595277608,Quinnipiac Bobcats,Holy Cross Crusaders,30.020551430745247,13.80340271986742,-16.21714871087783
