,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,83.41,65.04,51.06,37.56,26.69,18.62,4.370569280343716
1,Arizona,FinalFour,9,100.0,87.64,61.75,34.04,19.24,11.76,6.11,15.366612111292962
2,Purdue,EliteEight,12,100.0,74.74,53.41,33.72,21.86,11.75,6.06,15.501650165016502
3,Duke,FinalFour,1,100.0,84.1,53.49,35.31,21.81,10.48,6.03,15.583747927031508
4,Illinois,SweetSixteen,2,100.0,65.88,42.32,27.45,15.56,9.59,5.3,17.867924528301888
5,Vanderbilt,SweetSixteen,4,100.0,73.71,50.51,28.47,14.12,8.51,5.01,18.96007984031936
6,Connecticut,EliteEight,13,100.0,72.81,52.49,27.1,15.31,9.2,4.63,20.598272138228943
7,Florida,SweetSixteen,14,100.0,70.39,42.13,28.0,17.02,9.05,4.25,22.529411764705884
8,Gonzaga,EliteEight,16,100.0,67.13,45.74,30.38,16.91,8.3,4.25,22.529411764705884
9,Houston,EliteEight,9,100.0,68.59,37.82,21.77,11.47,7.33,3.92,24.510204081632654
10,Virginia,SweetSixteen,3,100.0,69.61,43.84,26.62,15.52,7.69,3.72,25.881720430107524
11,Louisville,south,6,100.0,69.45,40.51,24.27,13.48,7.13,3.69,26.100271002710027
12,Alabama,SweetSixteen,9,100.0,67.84,41.43,22.35,11.49,5.43,3.02,32.11258278145696
13,Michigan St.,SweetSixteen,15,100.0,64.45,37.3,20.06,10.46,5.5,2.65,36.735849056603776
14,Kansas,south,5,100.0,69.15,38.46,21.71,10.73,5.41,2.26,43.24778761061947
15,Iowa St.,SweetSixteen,8,100.0,71.51,39.06,19.29,9.66,4.59,2.02,48.504950495049506
16,BYU,SweetSixteen,13,100.0,63.1,31.77,15.37,8.19,4.24,1.79,54.865921787709496
17,St. John's,east,5,100.0,65.1,42.69,15.11,7.13,3.72,1.65,59.60606060606061
18,Nebraska,FinalFour,8,100.0,70.04,40.29,19.0,9.84,3.93,1.52,64.78947368421053
19,Tennessee,west,7,100.0,54.7,27.54,15.79,8.58,3.29,1.43,68.93006993006993
20,Texas Tech,west,5,100.0,64.27,33.15,15.72,7.89,3.03,1.26,78.36507936507937
21,Clemson,midwest,5,100.0,62.02,32.86,17.42,8.84,3.46,1.11,89.09009009009009
22,Iowa,east,7,100.0,48.69,32.69,18.95,6.65,2.49,1.06,93.33962264150942
23,Arkansas,west,6,100.0,52.66,29.56,14.15,6.69,2.73,0.94,105.38297872340426
24,Saint Louis,west,8,100.0,50.87,24.54,12.05,5.72,2.07,0.91,108.89010989010988
25,North Carolina,midwest,6,100.0,51.37,25.53,10.99,4.93,2.11,0.66,150.5151515151515
26,SMU,south,9,100.0,48.57,19.39,8.25,3.67,1.73,0.6,165.66666666666669
27,Georgia,midwest,7,100.0,48.99,20.34,9.69,3.8,1.37,0.55,180.8181818181818
28,Auburn,midwest,9,100.0,51.21,23.17,10.32,3.77,1.33,0.51,195.078431372549
29,Utah St.,south,8,100.0,51.43,14.71,6.2,2.45,1.18,0.5,199.0
30,Miami FL,midwest,8,100.0,48.79,30.63,14.16,5.86,1.68,0.49,203.08163265306123
31,Saint Mary's,east,10,100.0,51.31,26.66,12.53,4.1,1.31,0.46,216.3913043478261
32,Villanova,south,7,100.0,50.5,20.41,8.27,2.77,1.53,0.42,237.0952380952381
33,Ohio St.,midwest,11,100.0,48.63,21.4,8.7,3.99,1.35,0.38,262.15789473684214
34,Texas A&M,west,9,100.0,49.13,16.81,7.05,3.13,1.01,0.38,262.15789473684214
35,Kentucky,east,6,100.0,54.14,22.0,8.93,3.0,1.12,0.37,269.27027027027026
36,Wisconsin,east,9,100.0,49.16,17.3,6.65,2.72,1.05,0.26,383.6153846153846
37,USC,south,10,100.0,49.5,17.42,5.21,1.4,0.48,0.17,587.235294117647
38,San Diego St.,east,11,100.0,45.86,18.34,6.0,1.48,0.4,0.15,665.6666666666666
39,UCF,east,8,100.0,50.84,12.83,5.48,1.5,0.58,0.13,768.2307692307693
40,Seton Hall,midwest,10,100.0,51.01,16.86,5.24,0.9,0.37,0.12,832.3333333333334
41,New Mexico,west,11,100.0,47.34,21.15,8.54,3.3,0.47,0.1,999.0
42,Stephen F. Austin,south,13,100.0,35.55,13.14,4.57,1.3,0.23,0.09,1110.111111111111
